ID	CanUserChange	CanCastSkill	MoveStateMask	ActiveSkillID1	ActiveSkillLevel1	ActiveSkillID2	ActiveSkillLevel2	ActiveSkillID3	ActiveSkillLevel3	ActiveSkillID4	ActiveSkillLevel4	ActiveSkillID5	ActiveSkillLevel5	ActiveSkillID6	ActiveSkillLevel6	ActiveSkillID7	ActiveSkillLevel7	ActiveSkillID8	ActiveSkillLevel8	ActiveSkillID9	ActiveSkillLevel9	ActiveSkillID10	ActiveSkillLevel10	PassiveSkillID1	PassiveSkillLevel1	PassiveSkillID2	PassiveSkillLevel2	PassiveSkillID3	PassiveSkillLevel3	PassiveSkillID4	PassiveSkillLevel4	PassiveSkillID5	PassiveSkillLevel5	PassiveSkillID6	PassiveSkillLevel6	PassiveSkillID7	PassiveSkillLevel7	PassiveSkillID8	PassiveSkillLevel8	SubActiveSkillID1	SubActiveSkillLevel1	SubActiveSkillID2	SubActiveSkillLevel2	SubActiveSkillID3	SubActiveSkillLevel3	SubActiveSkillID4	SubActiveSkillLevel4	SubActiveSkillID5	SubActiveSkillLevel5	SubActiveSkillID6	SubActiveSkillLevel6	SubActiveSkillID7	SubActiveSkillLevel7	SubActiveSkillID8	SubActiveSkillLevel8	SubActiveSkillID9	SubActiveSkillLevel9	SubActiveSkillID10	SubActiveSkillLevel10	SubActiveSkillID11	SubActiveSkillLevel11	SubActiveSkillID12	SubActiveSkillLevel12	SubActiveSkillID13	SubActiveSkillLevel13	SubActiveSkillID14	SubActiveSkillLevel14	SubActiveSkillID15	SubActiveSkillLevel15	SubActiveSkillID16	SubActiveSkillLevel16	MoveStateMask2	ActiveSkillID11	ActiveSkillLevel11	ActiveSkillID12	ActiveSkillLevel12	ActiveSkillID13	ActiveSkillLevel13	ActiveSkillID14	ActiveSkillLevel14	ActiveSkillID15	ActiveSkillLevel15	ActiveSkillID16	ActiveSkillLevel16	ActiveSkillID17	ActiveSkillLevel17	ActiveSkillID18	ActiveSkillLevel18	ActiveSkillID19	ActiveSkillLevel19	ActiveSkillID20	ActiveSkillLevel20	ActiveSkillID21	ActiveSkillLevel21	ActiveSkillID22	ActiveSkillLevel22	ActiveSkillID23	ActiveSkillLevel23	ActiveSkillID24	ActiveSkillLevel24	ActiveSkillID25	ActiveSkillLevel25	ActiveSkillID26	ActiveSkillLevel26	ActiveSkillID27	ActiveSkillLevel27	ActiveSkillID28	ActiveSkillLevel28	ActiveSkillID29	ActiveSkillLevel29	ActiveSkillID30	ActiveSkillLevel30	ActiveSkillID31	ActiveSkillLevel31	ActiveSkillID32	ActiveSkillLevel32	CanJump
348	1	0	536805150	17955	1																																			17956	1	9151	1																																																																										
349	0	0	4294901759	18087	1	18088	1	18089	1	18086	1																																																																																																										
350	1	0	4294967295	7781	1	7783	1	7786	1	7787	1	7788	1	7794	1	8597	1							0	1	0	1	0	1	0	1									7782	1	7784	1	7785	1	7793	1	7797	1																																																																				
351	1	1	4294967295	18144	1	18150	1	18213	1	18156	1	18209	1	18157	1																																																																																																						
352	0	1	536805375	18159	1																																																																																																																
353	1	0	4294967295	18284	1	18285	1																																																																																																														
354	0	1	4294967295	18489	1																																																																																																																
355	0	0	4294967295	18339	1	18543	1																	18550	1																																																																																												
356	0	0	4294967295	18340	1	18544	1																	18551	1																																																																																												
357	1	0	4294967295	18734	1	18735	1	18736	1																																																																																																												
358	0	1	536805375	18782	1																																																																																																																
359	0	1	4294967295	18827	1	18828	1	18829	1																																																																																																												
360	0	1	4294967295	18830	1	18831	1	18832	1																																																																																																												
361	1	0	4294967295	18867	1	18871	1																																																																																																														
362	1	0	4294967295	18868	1	18871	1																																																																																																														
363	1	0	4294967295	18869	1	18870	1	18871	1																																																																																																												
364	0	1	4294967295	18875	1																																																																			3																																													
365	0	0	1073774592	18876	1																																																																																																																
366	1	0	4294967295	18975	1																																																																																																																
367	0	0	4294967295	18341	1	18570	1																	18572	1																																																																																												
368	0	0	4294967295	19002	1	19003	1																																																																																																														
369	1	0	4294967295	19103	1	19126	1																																																																																																														
370	1	0	4294967295	19138	1	19140	1																																																																																																														
371	0	1	4294967295	19323	1	19328	1	19329	1	19330	1																																																																																																										
372	0	0	4294967295	27094	1	27093	1	19411	1	19448	1	9020	1																											33913	1																																																																												
373	1	0	4294967295	19356	1	19357	1	19387	1	19389	1	19360	1	19361	1																																																																																																						
374	0	0	4294967295	19375	1	19377	1																	19376	1																																																																																												
375	0	0	4294967295	19378	1	19380	1																	19379	1																																																																																												
376	0	0	4294967295	19460	1	31257	1																																																																																																														
377	0	0	4294967295	19465	1	19462	1	19467	1	19461	1	19485	1	19484	1	19470	1	19481	1	19483	1	19482	1																																																																																														
378	0	0	4294967295	19463	1	19501	1	19486	1	19480	1																																																																																																										
379	0	0	4294967295	19465	1	19462	1	19467	1	19461	1	19485	1	19484	1	19470	1	19481	1	19483	1	19482	1																																																																																														
380	0	0	4294967295	19465	1	19462	1	19467	1	19461	1	19485	1	19484	1	19470	1	19481	1	19483	1	19482	1																																																																																														
381	0	0	4294967295	19465	1	19462	1	19467	1	19461	1	19485	1	19484	1	19470	1	19481	1	19483	1	19482	1																																																																																														
382	0	0	4294967295	19465	1	19462	1	19463	1	19467	1	19461	1	19501	1																																																																																																						
383	0	0	4294967295	19485	1	19484	1	19470	1	19486	1																																																																																																										
384	0	0	4294967295	19481	1	19483	1	19482	1	19480	1																																																																																																										
385	0	0	4294967295	19612	1	19564	1	19648	1	19566	1													19555	1	19578	1																																																																																										
386	0	0	4294967295	19613	1	19565	1	19579	1	19649	1													19555	1	19554	1																																																																																										
387	0	0	4294967295	19584	1	19575	1	19571	1	19573	1													19555	1	19567	1																																																																																										
388	0	0	4294967295	19585	1	19568	1	19572	1	19574	1													19555	1	19554	1																																																																																										
389	0	0	4294967295	19544	1	19549	1	19551	1	19553	1													19555	1	19547	1																																																																																										
390	0	0	4294967295	19545	1	19550	1	19548	1	19552	1													19555	1	19554	1																																																																																										
391	0	0	4294967295	19557	1																																																																																																																
392	1	0	4294967295	19593	1	19594	1																																																																																																														
393	1	0	4294967295	19598	1	19599	1																																																																																																														
394	0	0	4294967295	19616	1																																																																																																																
395	0	0	4294967295	19635	1	19640	1	19642	1	19637	1													19644	1	19638	1																																																																																										
396	0	0	4294967295	19720	1	19721	1	19722	1	19723	1																																																																																																										
397	1	0	4294967295	19753	1	19754	1																																																																																																														
398	0	1	4294967295	19889	1																																																																																																																
399	0	1	4294967295	19859	1																																																																																																																
400	0	0	3758030847	19950	1	19951	1	19952	1															19555	1	19959	1																																																																																										
401	0	0	3758030847	19953	1	19954	1	19955	1															19555	1	19959	1																																																																																										
402	0	0	3758030847	19956	1	19957	1	19958	1															19555	1	19959	1																																																																																										
403	1	0	4294967295	19961	1	19962	1																																																																																																														
404	0	0	3758030847	20000	1																																																																																																																
405	0	1	3758030847	20015	1																																																																																																																
406	0	0	4294901759	20022	1																																																																																																																
407	0	0	4294967295	20024	1																																																																																																																
408	0	0	4294967295	20063	1																																																																																																																
409	0	0	4294967295	20026	1																																																																																																																
410	0	0	4294967295	20061	1																																																																																																																
411	0	0	4294967295	20064	1																																																																																																																
412	0	0	4294967295	20062	1																																																																																																																
413	0	0	4294967295	20041	1																																																																																																																
414	0	0	4294967295	20047	1																																																																																																																
415	0	0	4294967295	20043	1	20045	1																	20044	1																																																																																												
416	1	0	4294967295	20158	1																																																																																																																
417	1	1	4294967295	20153	1	20255	1	20156	1	20160	1	20191	1																																																																																																								
418	1	0	4294967295	20198	1																																																																																																																
419	1	1	66777599	20237	1	20238	1	20239	1	20240	1																																																																																																										
420	0	0	4294967295	20266	1	20267	1	20268	1																																																																																																												
421	0	0	4294967295	20268	1	20271	1																																																																																																														
422	0	0	4294967295	20289	1	20290	1																																																																																																														
423	0	0	4294967295	20379	1	20319	1																																																																																																														
424	1	0	536805150	20480	1	20481	1	20482	1	20483	1																																																																																																										
425	0	0	4294967295	20410	1	20428	1																																																																																																														
426	0	0	4294967295	20411	1	20428	1																																																																																																														
427	0	0	4294967295	20410	1	20428	1	20429	1																																																																																																												
428	0	0	4294967295	20411	1	20428	1	20429	1																																																																																																												
429	0	0	4294967295	20410	1	20428	1	20439	1																																																																																																												
430	0	0	4294967295	20411	1	20428	1	20439	1																																																																																																												
431	0	0	4294967295	20410	1	20428	1	20435	1																																																																																																												
432	0	0	4294967295	20411	1	20428	1	20435	1																																																																																																												
433	0	0	4294967295	20437	1	20438	1	20469	1	21218	1	21239	1																																																																																																								
434	1	0	4294967295	20460	1	20461	1																																																																																																														
435	0	0	4294967295	20520	1																																																																																																																
436	1	0	4294967295	20523	1	20524	1																																																																																																														
437	1	0	4294967295	20420	1	21240	1																																																																																																														
438	0	0	4294967295	20379	1	20599	1																																																																																																														
439	0	1	536805375	20772	1																																																																																																																
440	0	1	536805375	20773	1																																																																																																																
441	0	0	4294967295	20410	1	20428	1	20823	1																																																																																																												
442	0	0	4294967295	20411	1	20428	1	20823	1																																																																																																												
443	0	0	4294967295	20410	1	20428	1	20824	1																																																																																																												
444	0	0	4294967295	20411	1	20428	1	20824	1																																																																																																												
445	0	0	4294967295	20410	1	20428	1	20435	1	20950	1																																																																																																										
446	0	0	4294967295	20411	1	20428	1	20435	1	20950	1																																																																																																										
447	0	0	4294967295	20410	1	20428	1	20429	1	20823	1																																																																																																										
448	0	0	4294967295	20411	1	20428	1	20429	1	20823	1																																																																																																										
449	0	0	4294967295	20410	1	20428	1	20429	1	20824	1																																																																																																										
450	0	0	4294967295	20411	1	20428	1	20429	1	20824	1																																																																																																										
451	0	0	4294967295	20410	1	20428	1	20429	1	20435	1	20950	1																																																																																																								
452	0	0	4294967295	20411	1	20428	1	20429	1	20435	1	20950	1																																																																																																								
453	0	0	4294967295	20410	1	20428	1	20439	1	20823	1																																																																																																										
454	0	0	4294967295	20411	1	20428	1	20439	1	20823	1																																																																																																										
455	0	0	4294967295	20410	1	20428	1	20439	1	20824	1																																																																																																										
456	0	0	4294967295	20411	1	20428	1	20439	1	20824	1																																																																																																										
457	0	0	4294967295	20410	1	20428	1	20439	1	20435	1	20950	1																																																																																																								
458	0	0	4294967295	20411	1	20428	1	20439	1	20435	1	20950	1																																																																																																								
459	0	0	4294967295	20410	1	20428	1	20439	1	20823	1																																																																																																										
460	0	0	4294967295	20411	1	20428	1	20439	1	20823	1																																																																																																										
461	0	0	4294967295	20410	1	20428	1	20439	1	20824	1																																																																																																										
462	0	0	4294967295	20411	1	20428	1	20439	1	20824	1																																																																																																										
463	0	0	4294967295	20410	1	20428	1	20439	1	20435	1	20950	1																																																																																																								
464	0	0	4294967295	20411	1	20428	1	20439	1	20435	1	20950	1																																																																																																								
465	0	0	4294967295	20826	1	20827	1	20828	1																																																																																																												
466	0	0	3758030846	20456	1	20442	1	35885	1	20791	1	29332	1	20792	1	29333	1	20794	1	21040	1	21039	1																																																																																														
467	0	0	3758030846	20456	1	20442	1	35885	1	29335	1	20797	1	20798	1	20799	1	29334	1	21040	1	21039	1																																																																																														
468	1	0	4294967295	20856	1	20857	1																																																																																																														
469	0	0	3758030847	20441	1	20455	1	20456	1	20864	1	21039	1																																																																																																								
470	0	0	4294967295	22698	1	22699	1																																																																																																														
471	0	0	4294967295	21034	1	21035	1	21036	1	21037	1																																																																																																										
472	1	1	4294967295	21062	1																																																																																																																
473	0	0	4294967295	21068	1	21069	1	21070	1	21071	1																																																																																																										
474	0	1	4294967295	21123	1																																																																																																																
475	0	0	4294967295	21125	1	21127	1																	21126	1																																																																																												
476	0	1	4294967295	21136	1	21137	1	21138	1																																																																																																												
477	1	0	4294967295	21151	1	21152	1	21156	1	7788	1	13742	1	23660	1	23661	1																																																																																																				
478	0	0	4294967295	21165	1																																																																																																																
479	1	0	4294967295	21168	1	21169	1																																																																																																														
480	0	0	4294967295	8600	1	21177	1	21176	1	8613	1	8614	1	8615	1																									8601	1	8487	1																																																																										
481	0	0	4294901759	21200	1																																																																																																																
482	0	0	4294967295	9019	1	9020	1	21227	1																															33913	1																															3																																													
483	1	0	4294967295	17272	1	17273	1	21254	1	21255	1	21256	1																																																																																																								
484	0	1	4294967295	21273	1																																																																																																																
485	0	0	4294967295	21279	1	21280	1																																																																																																														
486	0	0	4294967295	21332	1	21704	1																																																																																																														
488	0	0	4294967295	21467	1	33618	1	21588	1	33619	1																													21469	1	21470	1	21468	1	21892	1	33615	1	33616	1	33617	1	21421	1	21447	1																																																												
490	0	0	4294967295	21500	1	21481	1	21482	1	21483	1	21484	1	21485	1	21486	1	21489	1	21487	1	21756	1																																																																																														
492	0	1	4294967295	21558	1	21564	1	21579	1	21580	1	21583	1																																																																																																								
493	0	0	4294967295	21991	1																																																																																																																
494	0	1	4294967295	21526	1	21618	1	21619	1	21620	1																																																																																																										
495	1	1	4294967295	21540	1	21630	1	21556	1	21886	1																																																																																																										
498	0	1	4294967295	21531	1	21530	1																																																																																																														
499	0	0	536805150	21651	1																																																																																																																
500	0	0	4294967295	21482	1	21483	1	21756	1	21489	1	21884	1																																																																																																								
501	0	0	4294967295	21484	1	21485	1	21486	1	21487	1	21884	1																																																																																																								
502	0	0	4294967295	21500	1	21481	1	21487	1	21884	1																																																																																																										
503	0	0	4294967295	21714	1	21817	1																																																																																																														
504	0	1	4294967295	21738	1																																																																																																																
505	0	0	4294967295	21849	1	21851	1	21852	1	21853	1	21857	1																																																																																																								
506	0	0	4294967295	21850	1	21851	1	21852	1	21853	1	21857	1																																																																																																								
507	0	0	4294967295	21869	1	21870	1																																																																																																														
508	1	0	4294967295	21900	1	18871	1																																																																																																														
509	1	0	4294967295	21911	1	18871	1																																																																																																														
510	1	0	4294967295	21912	1	18871	1																																																																																																														
511	0	0	4294967295	21910	1	31257	1																																																																																																														
512	1	0	4294967295	21923	1																																																																																																																
513	0	0	4294967295	21779	1	21780	1	21781	1	21782	1	21783	1																																																																																																								
514	0	0	4294967295	21950	1	21951	1	21952	1	21953	1	21954	1																																																																																																								
515	0	0	4294967295	21956	1																																																																																																																
516	0	0	4294967295	21957	1																																																																																																																
517	0	0	4294967295	21484	1	21485	1	21970	1	21993	1	21884	1																																																																																																								
518	0	0	4294967295	21969	1	21481	1	21993	1	21884	1																																																																																																										
519	0	0	4294967295	21484	1	21485	1	21972	1	21487	1	21884	1																																																																																																								
520	0	0	4294967295	21971	1	21481	1	21487	1	21884	1																																																																																																										
521	0	1	4294967295	21986	1																																																																																																																
522	0	1	4294967295	21987	1																																																																																																																
523	0	0	4294967295	22005	1	21984	1																																																																																																														
524	0	0	30	22004	1																																																																																																																
525	0	0	30	22007	1																																																																																																																
526	0	0	30	22026	1	22017	1	22018	1	22019	1	22023	1																											33913	1																																																																												
527	0	0	3758030847	22684	1																																																																																																																
528	0	0	4294967295	22153	1	22154	1																																																																																																														
529	0	1	4294967295	22168	1	22167	1																																																																																																														
530	0	0	4294967295	22326	1	22617	1																																																																																																														
531	0	1	4294967295	22054	1	22345	1	22349	1																																																																																																												
532	1	1	4294967295	22403	1	22404	1	22405	1	23748	1																																																																																																										
533	1	0	4294967295	22671	1	22691	1	22690	1	26375	1																													22696	1																																																																												
534	0	1	4294967295	22457	1																																																																																																																
535	0	0	4294967295	22458	1	22499	1	22500	1	22459	1																																																																																																										
536	0	0	4294967295	22470	1	22471	1																																																																																																														
537	0	1	4294967295	22475	1	22476	1																																																																																																														
538	0	0	4294967295	22547	1	22548	1																																																																																																														
539	0	0	4294967295	22685	1	22695	1	22667	1																																																																																																												
540	1	1	4294967295	22668	1																																																																																																																
541	0	1	4294967295	22681	1																																																																																																																
542	0	0	4294967295	22929	1																																																																																																																
543	0	0	4294967295	22818	1																																																																																																																
544	1	0	536805150	22842	1	22861	1	22846	1																																																																																																												
545	0	0	4294967295	8600	1	22879	1	22880	1	8613	1	8614	1	8615	1																									8601	1	8487	1																																																																										
546	1	0	3758030847	22090	1	22091	1	22092	1	22093	1	22095	1																																																																																																								
547	1	0	4294967295	22978	1	22979	1	22980	1	22982	1	22981	1	22983	1	22984	1																																																																																																				
548	0	0	4294967295	22985	1																																																																																																																
549	0	0	4294967295	22990	1	22991	1	23035	1																																																																																																												
550	0	0	4294967295	23034	1	23068	1																																																																																																														
551	0	0	4294967295	22990	1	22992	1	23070	1																																																																																																												
552	0	0	4294967295	23010	1	23009	1																																																																																																														
553	1	0	4294967295	23093	1	23094	1	23095	1	23096	1	23097	1	23098	1	23099	1	23182	1																																																																																																		
554	1	1	3758030847	22849	1	22844	1	22909	1	22910	1	22911	1	22912	1																																																																																																						
555	1	0	4294967295	23182	1	23184	1	23183	1	23185	1	23317	1																																																																																																								
556	1	0	16384	23234	1	23235	1	23236	1																																																																																																												
557	0	1	4294967295	23277	1	23278	1	23279	1	23280	1																																																																																																										
558	0	0	4294967295	22090	1	22091	1	22092	1	22093	1	23338	1																																																																																																								
559	0	0	4294967295	23314	1	23315	1	23316	1																																																																																																												
561	0	0	4294967295	23359	1	23360	1	23361	1	23362	1																																																																																																										
562	0	0	4294967295	23363	1	23364	1	23365	1	23375	1																																																																																																										
563	0	0	4294967295	23381	1																																																																																																																
564	0	0	4294967295	23388	1	23389	1	23391	1																																																																																																												
565	0	0	4294967295	23401	1																																																																																																																
566	0	0	4294967295	23419	1	23420	1	23421	1	23422	1	23423	1	23424	1																																																																																																						
567	0	0	4294967295	23411	1	23412	1	23413	1																																																																																																												
568	0	0	4294967295	23427	1	23428	1	23429	1	23430	1	23431	1																																																																																																								
569	0	1	4294967295	22849	1	22844	1	23415	1	23425	1	23436	1																																																																																																								
570	0	1	4294967295	22849	1	22844	1	23464	1	23465	1	23467	1	23472	1																																																																																																						
571	1	0	14	23488	1	23483	1	23486	1	23487	1																																																																																																										
572	0	1	536805375	23494	1	23495	1																																																																																																														
573	0	1	536805375	23498	1	23499	1																																																																																																														
574	0	1	536805375	23502	1	23503	1																																																																																																														
575	0	0	4294967295	23507	1	23508	1	23509	1																																																																																																												
576	0	0	4294967295	23507	1	23513	1	23509	1																																																																																																												
577	0	0	4294967295	23522	1	23523	1	23524	1																																																																																																												
578	0	1	4294967295	23521	1																																																																																																																
579	0	0	4294967295	23531	1	23532	1																																																																																																														
580	0	0	4294967295	23557	1	23558	1																																																																																																														
581	0	1	4294967295	23563	1	23565	1																																																																																																														
582	0	1	4294967295	23565	1	23566	1	23567	1																																																																																																												
583	0	1	4294967295	23574	1	23575	1	23576	1																																																																																																												
584	0	1	4294967295	23577	1	23578	1																																																																																																														
585	0	0	4294967295	23582	1	23583	1	23584	1	23585	1																																																																																																										
587	0	0	4294967295	23623	1	23624	1																																																																																																														
588	0	1	536805375	23630	1	23631	1																																																																																																														
589	0	0	4294967295	23653	1	23654	1	23655	1																																																																																																												
590	0	0	3758030846	23816	1	23819	1	23820	1	23821	1																																																																																																										
592	0	0	4294967295	23769	1	23770	1	23772	1	23781	1																																																																																																										
593	0	0	4294967295	23769	1	23770	1	23772	1	23782	1	23781	1																																																																																																								
594	0	0	4294967295	23784	1	23785	1	23786	1	23787	1	23788	1	23783	1	23769	1	24153	1	23781	1																																																																																																
595	0	0	4294967295	23769	1	23770	1	23773	1	23781	1																																																																																																										
596	0	0	4294967295	23769	1	23770	1	23773	1	23782	1	23781	1																																																																																																								
597	0	1	4294967295	23791	1	23792	1																																																																																																														
598	1	0	16384	23826	1	23835	1	23836	1																																																																																																												
599	0	0	4294967295	23830	1	23834	1																																																																																																														
600	0	0	4294967295	23831	1	23832	1	23834	1																																																																																																												
601	0	0	4294967295	23833	1	23830	1	23834	1																																																																																																												
602	0	0	4294967295	23832	1	23834	1																																																																																																														
603	0	0	4294967295	23852	1	23855	1																																																																																																														
604	0	0	4294967295	23854	1	23853	1	23855	1																																																																																																												
605	0	0	4294967295	23857	1	23860	1																																																																																																														
606	0	0	4294967295	23858	1	23859	1	23860	1																																																																																																												
607	1	0	4294967295	23805	1	23804	1																																																																																																														
608	0	0	4294967295	23875	1	23927	1	23926	1																																																																																																												
609	0	0	4294967295	23888	1	23889	1	23890	1	23892	1																																																																																																										
610	0	0	4294967295	23888	1	23889	1	23891	1	23892	1																																																																																																										
611	0	0	4294967295	23895	1	23896	1	23897	1	23899	1																																																																																																										
612	0	0	3758030847	24014	1																																																																																																																
613	0	1	4294967295	23906	1																																																																																																																
614	0	0	4294967295	23907	1	23909	1	23914	1																																																																																																												
615	0	0	4294967295	23910	1	23914	1																																																																																																														
616	0	0	4294967295	23912	1	23913	1																																																																																																														
617	0	0	4294967295	23916	1	23917	1	23918	1	23919	1	23920	1																																																																																																								
618	1	1	4294967295	23931	1																																																																																																																
619	0	0	4294967295	23963	1	24007	1	24008	1	23964	1	24160	1	24081	1																																																																																																						
620	0	0	4294967295	23964	1	24160	1	24081	1																																																																																																												
621	0	0	4294967295	23967	1	24160	1	24081	1																																																																																																												
622	0	0	4294967295	23993	1	24022	1																																																																																																														
623	0	0	4294967295	23994	1	23995	1	23996	1																																																																																																												
624	0	0	4294967295	24013	1																																																																																																																
625	0	0	4294967295	24043	1																																																																																																																
626	0	0	4294967295	24065	1	24066	1	24068	1																																																																																																												
627	0	0	4294967295	24069	1	24070	1	24071	1	24072	1	24073	1																																																																																																								
628	0	0	4294967295	24056	1	24057	1	24060	1																																																																																																												
630	0	0	4294967295	24076	1	24077	1																																																																																																														
631	0	0	4294967295	24086	1	24057	1	24060	1																																																																																																												
632	0	0	4294967295	24087	1	24057	1	24060	1																																																																																																												
633	0	0	4294967295	24089	1	24090	1	24091	1	24097	1																																																																																																										
634	0	0	4294967295	24120	1	24121	1	24122	1	24123	1																																																																																																										
635	0	0	4294967295	24127	1	24129	1	24130	1																																																																																																												
636	0	1	536805375	24132	1	24133	1																																																																																																														
637	1	0	4294967295	24136	1	24137	1	24138	1	24139	1																																																																																																										
638	1	0	4294967295	24150	1																																																																																																																
639	0	0	4294967295	24179	1	31257	1																																																																																																														
640	0	0	4294967295	24170	1	24169	1	24171	1																																																																																																												
641	0	1	4294967295	24176	1																																																																																																																
642	0	0	4294967295	24177	1	24178	1																																																																																																														
643	0	0	4294967295	24180	1																																																																																																																
644	0	0	4294967295	24184	1	24185	1	24186	1																																																																																																												
645	0	0	4294967295																																																																																																																		
646	0	1	536805375	24189	1	24190	1	24191	1																																																																																																												
647	0	0	4294967295	24220	1	24221	1	24219	1	24225	1																																																																																																										
648	0	0	4294967295	24222	1	24223	1																																																																																																														
649	0	0	4294967295	24245	1	24246	1	24247	1	24248	1																																																																																																										
650	0	0	4294967295	24253	1	24254	1	24255	1																																																																																																												
651	0	0	4294967295	24261	1	24262	1																																																																																																														
652	0	0	4294967295	24277	1																																																																																																																
653	0	0	4294967295	24361	1	24368	1																																																																																																														
654	0	0	4294967295	24432	1																																																																																																																
655	0	1	4294967295	24506	1	24507	1																																																																																																														
656	0	1	4294967295	24508	1	24509	1																																																																																																														
657	0	0	4294967295	24797	1	24798	1	24799	1	24800	1	24801	1	24802	1	24757	1	24758	1																					24567	1	24568	1	24569	1	24570	1	24571	1	24573	1	24572	1	24574	1	24575	1	24576	1	24577	1	24578	1	24579	1	24580	1	24581	1	24582	1																																														
658	0	0	4294967295	24577	1	24578	1	24579	1	24580	1	24581	1	24582	1	24757	1																																																																																																				
659	0	0	4294967295	24661	1	24662	1																																																																																																														
660	0	0	4294967295	24654	1																																																																																																																
661	1	0	3758030847	24710	1	24719	1	24725	1	24746	1	24730	1	24731	1																									25559	1																																																																												
662	1	1	4294967295	24705	1																																																																																																																
663	1	1	4294967295	24704	1																																																																																																																
664	0	1	536805375	24740	1	24741	1																																																																																																														
665	0	0	4294967295	9019	1	9020	1	24748	1	24749	1	24750	1																											33913	1																															3																																													
666	0	0	4294967295	24797	1	24798	1	24799	1	24800	1	24801	1	24802	1	24757	1	24758	1																					24769	1	24770	1	24771	1	24772	1	24773	1	24774	1	24775	1	24776	1	24777	1	24778	1	24779	1	24780	1	24781	1	24782	1	24783	1	24784	1																																														
667	0	0	4294967295																																																																																																																		
668	0	1	3758030847	24755	1																																																																																																																
669	1	0	4294967295	24848	1	24849	1	24850	1	24851	1																																																																																																										
670	1	0	4294967295																																																																																																																		
671	0	0	4294967295	24861	1																																																																																																																
672	0	0	536805375	25012	1	25041	1	25898	1																															25024	1																																																																												
673	0	1	4294967295																																																																																																																		
674	0	1	4294967295																																																																																																																		
675	0	0	4294967295	25127	1																																																																																																																
676	0	0	4294967295	25129	1	25130	1																																																																																																														
677	0	0	4294967295	25189	1	25190	1																	25191	1																																																																																												
678	0	0	4294967295	25091	1	25092	1	25093	1	25094	1																																																																																																										
679	0	0	4294967295	25198	1																																																																																																																
680	0	0	4294967295	25199	1																																																																																																																
681	0	0	4294967295	25200	1																																																																																																																
682	0	1	4294967295	25245	1																																																																																																																
683	0	1	4294967295	25246	1																																																																																																																
684	0	0	4294967295	25277	1	25278	1	25279	1	25280	1	25281	1																																																																																																								
685	0	0	4294967295	25300	1	25301	1	25302	1	25859	1																																																																																																										
686	1	0	4294967295	25309	1																																																																																																																
687	0	0	4294967295	25360	1	25361	1	25362	1	25363	1																																																																																																										
688	0	0	4294967295	25372	1	25373	1	25374	1	25375	1																																																																																																										
689	0	0	4294967295	25376	1																																																																																																																
690	0	0	4294901759	25425	1	25426	1	25427	1																																																																																																												
691	0	0	4294967295	25459	1																																																																																																																
692	0	0	4294967295	25462	1	25463	1	25464	1																																																																																																												
693	1	0	4294967295	25468	1																																																																																																																
694	0	0	4294901759	25469	1	25470	1	25473	1																																																																																																												
695	0	1	4294967295	0	0																																																																																																																
696	0	1	4294967295	25537	1																																																																																																																
697	0	0	4294967295	25552	1	25553	1																																																																																																														
698	0	1	4294967295	25865	1																																																																																																																
699	0	1	4294967295	25583	1	25595	1																																																																																																														
700	0	1	4294967295	25615	1																																																																																																																
701	0	0	4294967295	25660	1																																																																																																																
702	1	0	4294967295	25704	1																																																																																																																
703	0	0	4294967295	8600	1	25721	1	25722	1	8613	1	8614	1	8615	1																									8601	1	8487	1																																																																										
704	1	0	3758030847	25910	1	25911	1	25912	1	25731	1	25725	1																											25726	1																																																																												
706	0	0	4294967295	25593	1	25479	1																																																																																																														
707	0	0	4294967295	25811	1	25813	1																																																																																																														
708	0	0	4294967295	25812	1	25813	1																																																																																																														
709	1	0	4294967295	25808	1																																																																																																																
710	0	0	4294967295	25832	1	25833	1	25834	1	25835	1																																																																																																										
711	0	1	4294967295	25819	1	25820	1																																																																																																														
712	0	0	4294967295	25842	1	25845	1																																																																																																														
713	0	0	4294967295	25843	1																																																																																																																
714	0	0	4294967295	25875	1	25876	1	25877	1																																																																																																												
715	0	0	4294967295	25878	1																																																																																																																
716	1	0	4294967295	25880	1																																																																																																																
717	0	0	4294967295	25915	1	25917	1																																																																																																														
718	0	0	4294967295	25926	1	25927	1																																																																																																														
719	0	0	4294967295	25927	1																																																																																																																
720	0	0	4294967295	25928	1	25933	1	25934	1	13742	1	21151	1	25942	1																																																																																																						
721	0	0	4294967295	25930	1	25932	1	25940	1	13742	1	21151	1	25943	1																																																																																																						
723	1	0	4294967295	25966	1	25967	1																																																																																																														
724	0	1	4294967295	25994	1	25995	1	25996	1	25999	1	26000	1	26001	1	26002	1	25998	1																					25997	1	26030	1	26044	1	26055	1	26066	1	26079	1	26100	1	26130	1	26149	1	30075	1	33685	1	33776	1																																																						
726	1	0	4294967295	26014	1	26272	1	26273	1	26274	1	26275	1	26276	1	26277	1	24797	1	26316	1	26314	1																	26017	1	26292	1	26293	1	26294	1	26295	1	26296	1	26297	1																																																																
727	0	0	4294967295	26117	1	26118	1	26119	1																																																																																																												
728	1	0	4294967295	26193	1	26194	1	26323	1	26196	1																																																																																																										
729	0	0	4294901759	26227	1																																																																			3																																													
730	1	1	2684289023	26243	1	26244	1	26313	1	26389	1																																																																																																										
731	0	0	4294967295	26269	1	26270	1																																																																																																														
