ID	Name	FromAchievementID	FromOtherItemID	Quality	CanChatShow	Desc	bIsEffect	szImagePath	bOutOfPrint	nVersion	nGainWayType
233	笑凡尘		25858	4		<text>text="第七届名剑大会排位1-3位称号\\\n"font=100</text><text>text="俗世敌手，已化烟灭，恩怨迷离，笑看凡间。" font=100 </text>			1		4
234	惊世生		25859	3		<text>text="第七届名剑大会排位4-50名称号\\\n"font=100</text><text>text="红尘风波，心藏魔障，踏风求战，留惊世名。" font=100 </text>			1		4
235	大煞手		25860	3		<text>text="第七届名剑大会排位51-200名称号\\\n"font=100</text><text>text="青山口上，桂树枝头，布衣翻掌，煞意腥风。" font=100 </text>			1		4
236	睥睨客		25861	4		<text>text="群雄逐鹿第四赛季门派第1名称号\\\n"font=100</text><text>text="翩翩拂衣，身多霜雪，往来白骨，谈笑睥睨。" font=100 </text>			1		10
237	纵横家		25862	3		<text>text="群雄逐鹿第四赛季门派第2名称号\\\n"font=100</text><text>text="三千门下，五百虎贲，纵横劫战，余者称雄。" font=100 </text>			1		10
238	霜威生		25863	3		<text>text="群雄逐鹿第四赛季门派第3名称号\\\n"font=100</text><text>text="寒铁凝霜，烈风吹破，凛凛威煞，入彼眉间。" font=100 </text>			1		10
239	申猴		26262	2		<text>text="金猴迎春，新春大吉。猴年吉运，万事如意。" font=100 </text>				4	6
240	小黑手		26263	4		<text>text="哼！我就是传说中的小黑手，你们怕不怕？" font=100 </text>				4	10
241	万户猴			4		<text>text="金猴送喜，万户迎春。" font=100 </text>				4	6
242	美猴王			4		<text>text="没错！我就是大名鼎鼎的美猴王！" font=100 </text>				4	6
243	问情		24471	4		<text>text="10人挑战仙侣庭园全通竞速排名奖励。" font=100 </text>			1	4	3
244	仙侣		24472	4		<text>text="25人挑战仙侣庭园全通竞速排名奖励。" font=100 </text>			1	4	3
245	谪仙		24474	4		<text>text="25人挑战花月别院全通竞速排名奖励。" font=100 </text>			1	4	3
246	业炎		24475	4		<text>text="25人挑战仙侣庭园屈焰阳竞速排名奖励。" font=100 </text>			1	4	3
247	别月		24476	4		<text>text="25人挑战仙侣庭园森九岚竞速排名奖励。" font=100 </text>			1	4	3
248	禅音		24478	4		<text>text="25人挑战仙侣庭园仲虚念竞速排名奖励。" font=100 </text>			1	4	3
249	魔心		24481	4		<text>text="25人挑战花月别院莫雨竞速排名奖励。" font=100 </text>			1	4	3
250	青莲		24482	4		<text>text="25人挑战花月别院李白竞速排名奖励。" font=100 </text>			1	4	3
251	傲岸		27083	5		<text>text="玉阶飞声，锦塘水浅，险道登龙，平生傲岸。\\\n"font=100</text><text>text="获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/155672.tga	1	4	8
252	梦仙	5470		4		<text>text="世事六如，弹指千年，华胥溯梦，谁辨蝶我？" font=100 </text>				4	1
253	傲霜刀	5489		4		<text>text="凌霜傲雪，河朔扬刀。锋出太行，天下睥睨。" font=100 </text>				4	1
254	玄图主		27573	4		<text>text="群雄逐鹿第五赛季门派第1名称号\\\n"font=100</text><text>text="凌霜傲雪，河朔扬刀。锋出太行，天下睥睨。" font=100 </text>			1		10
255	飞射仙		27574	4		<text>text="群雄逐鹿第五赛季门派第2名称号\\\n"font=100</text><text>text="空洞唯真，诸物之玄，八景跃庆，浮图尊文。" font=100 </text>			1		10
256	亡夜魔		27575	4		<text>text="群雄逐鹿第五赛季门派第3名称号\\\n"font=100</text><text>text="散华吉兆，三万灵文，群仙翔舞，飞歌仙瑞。" font=100 </text>			1		10
257	元旗君		27576	4		<text>text="第八届名剑大会排位1-3位称号\\\n"font=100</text><text>text="空道野原，艳羡双影，盛岁皇旗，元龙垂首。" font=100 </text>			1		4
258	绝舞者		27577	4		<text>text="第八届名剑大会排位4-50名称号\\\n"font=100</text><text>text="风云牛马，舞阵戎衣，行万里去，醉智多人。" font=100 </text>			1		4
259	折月子		27578	4		<text>text="第八届名剑大会排位51-200名称号\\\n"font=100</text><text>text="甘泉出水，杨柳归人，昔良家子，折尽残月。" font=100 </text>			1		4
260	金鸡	5694		4		<text>text="金鸡报晓，迎瑞呈祥。" font=100 </text>				4	1
261	银凤	5695		4		<text>text="银凤吐瑞，和鸣玉宇！" font=100 </text>				4	1
262	酉鸡		27842	2		<text>text="福鸡迎春，新春大吉。鸡年吉运，万事如意。" font=100 </text>				4	6
263	乘黄客		28437	4		<text>text="第九届名剑大会排位1-3位称号\\\n"font=100</text><text>text="颠沛尘俗，倥偬蜚声。羽衣乘黄，翩然萧骚。" font=100 </text>			1		4
264	鹤处士		28438	3		<text>text="第九届名剑大会排位4-50名称号\\\n"font=100</text><text>text="瑶台未逢，紫云难见。如鹤临池，涤荡风波。" font=100 </text>			1		4
265	逍遥子		28439	3		<text>text="第九届名剑大会排位51-200名称号\\\n"font=100</text><text>text="乘风而去，驭日而归。逍遥莫问，有情此生。" font=100 </text>			1		4
266	负雪行		28840	4		<text>text="群雄逐鹿第六赛季门派第1名称号\\\n"font=100</text><text>text="苍山若望，负雪恒行。朔漠青冢，今且来归。" font=100 </text>			1		10
267	明烛引		28841	4		<text>text="群雄逐鹿第六赛季门派第2名称号\\\n"font=100</text><text>text="累累玄山，郁郁青松。明烛东引，浩流奔腾。" font=100 </text>			1		10
268	京华客		28842	4		<text>text="群雄逐鹿第六赛季门派第3名称号\\\n"font=100</text><text>text="冠盖云集，京华风致。穷通九霄，斯人闻名。" font=100 </text>			1		10
269	侠万里		29071	5		<text>text="天涯任君逍遥，瞬息万里之间。\\\n"font=100</text><text>text="《剑网3》重制版三测称号。\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。\\\n同时获得称号纵江湖、侠万里可同步解锁特效“纵江湖·侠万里”。" font=100 </text>	1	ui/Image/item_pic/157704.tga	1		8
270	吃货		29290	3		<text>text="又双叒叕饿了。" font=100 </text>				4	10
271	有涯客		29331	4		<text>text="第十届名剑大会排位1-3位称号\\\n"font=100</text><text>text="从古有涯，奋守四夷。草木悲风，鸣动表里。" font=100 </text>			1		4
272	明光士		29332	3		<text>text="第十届名剑大会排位4-50名称号\\\n"font=100</text><text>text="常覆三军，履抗王师。明光处士，灿流川河。" font=100 </text>			1		4
273	千劫生		29333	3		<text>text="第十届名剑大会排位51-200名称号\\\n"font=100</text><text>text="天冰地冻，夜魅寻魂。千劫不灭，枯骨如生。" font=100 </text>			1		4
274	戌狗		29664	2		<text>text="金犬迎春，新春大吉。狗年吉运，万事如意。" font=100 </text>				4	6
275	哮天	6026		4		<text>text="戌岁吉瑞，神犬驱邪。" font=100 </text>				4	1
276	旺财	6027		4		<text>text="今年财运一定旺！" font=100 </text>				4	1
277	涤尘客		30177	4		<text>text="第十一届名剑大会排位1-3位称号\\\n"font=100</text><text>text="荡涤尘嚣，遗世独立。四海归心，纵横无忌。" font=100 </text>			1		4
278	劫傲骨		30178	3		<text>text="第十一届名剑大会排位4-50名称号\\\n"font=100</text><text>text="傲骨至情，劫缘至性。明心见性，洞见烛灵。" font=100 </text>			1		4
279	忏情生		30179	3		<text>text="第十一届名剑大会排位51-200名称号\\\n"font=100</text><text>text="春水柔波，秋风萧瑟。此夕何夕，忏此情深。" font=100 </text>			1		4
280	踏浪		30634	5		<text>text="沧海浮天，鲲化鹏飞，凌风踏浪，展翼高翔。\\\n"font=100</text><text>text="《剑网3》九周年真情回馈称号。\\\n"font=100</text><text>text="获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/159336.tga	1		8
281	浪客		30981	4		<text>text="《剑网3》世外蓬莱版本体验服测试专属后缀称号。" font=100 </text>			1	4	8
282	清都客		32074	4		<text>text="第十二届名剑大会排位1-3位称号\\\n"font=100</text><text>text="给露支风，留云借月。疏狂天教，莫负千秋。" font=100 </text>			1		4
283	造化生		32075	3		<text>text="第十二届名剑大会排位4-50名称号\\\n"font=100</text><text>text="天地洪炉，而生造化。钟灵毓我，而王天下。" font=100 </text>			1		4
284	慷慨士		32076	3		<text>text="第十二届名剑大会排位51-200名称号\\\n"font=100</text><text>text="行道有异，襟抱或同。慷慨老酒，肝胆相剖。" font=100 </text>			1		4
285	江湖客		32051	4		<text>text="百级之约狂欢夜，感谢有你江湖客。" font=100 </text>			1	4	7
286	天蓬元帅	6843		4		<text>text="北斗九宸，其一天蓬。己亥荣和，风调雨顺。" font=100 </text>				4	1
287	亥日人君	6844		4		<text>text="末亥之时，万物归藏。山河安泰，人寿年丰。" font=100 </text>				4	1
288	亥猪		32186	2		<text>text="金猪纳福，新春如意。猪年吉祥，喜乐安宁。" font=100 </text>				4	6
289	长相忆		32255	4		<text>text="晓风送暖别旧岁，春燕绕梁去复归。言念经年江湖事，但随屠苏一盏醉。" font=100 </text>			1	4	7
290	燃魂		32303	3		<text>text="《剑网3》第四届大师赛海选赛纪念称号。" font=100 </text>			1	4	4
291	惊浪客		32635	3		<text>text="《怒海争锋》资料片预热活动称号\\\n"font=100</text><text>text="驭涛斩浪，吞鲸撼海。" font=100 </text>			1	4	7
292	江海客		32851	4		<text>text="第十三届名剑大会排位1-3位称号\\\n"font=100</text><text>text="凌绝千仞，蹈海翻江。百战不殆，武林称王。" font=100 </text>			1		4
293	斩蛟生		32852	3		<text>text="第十三届名剑大会排位4-50名称号\\\n"font=100</text><text>text="穿云击日，入水斩蛟。九州清晏，此剑寂寥。" font=100 </text>			1		4
294	无双子		32853	3		<text>text="第十三届名剑大会排位51-200名称号\\\n"font=100</text><text>text="金生丽水，玉出昆岗。震碎金玉，侠客无双。" font=100 </text>			1		4
295	世外仙	6683		4		<text>text="浩瀚东溟，涛卷千载。遗尘世外，缥缈若仙。" font=100 </text>				4	1
296	涉江客		33440	4		<text>text="《凌雪藏锋》资料片预热活动——烽火动狂澜的专属称号。\\\n"font=100</text><text>text="来日越山，去日涉江。同归曾许，何日他方。" font=100 </text>			1	4	7
297	积玉		34177	2		<text>text="九州博物，锦绣河山。堆金积玉，聚齐万宝。" font=100 </text>				4	10
298	大侠		34259	2		<text>text="奉天行道，善德仁勇，守德仗义，礼智忠信。" font=100 </text>				4	10
299	隐苍龙	7230		4		<text>text="影匿寒山，苍龙潜渊。藏锋激血，孤刃游弦。" font=100 </text>				4	1
300	挽澜客	7245		3		<text>text="风急雨骤，狂澜乍起。威慑四海，定涛平波。" font=100 </text>				4	1
301	回归隐侠			2	1	<text>text="未定" font=100 </text>				4	7
302	来时路		34282	4		<text>text="朝临长安，暮往江南。江湖风雨，来时路遥。\n敬来时路。" font=100 </text>				4	7
303	同归人		34283	4		<text>text="红尘纷扰，意气难平。殊途重逢，携手同归。\n敬同归人。" font=100 </text>				4	7
304	旌旗	5490		3		<text>text="兵戈铁马，旌旗飘摇。扬我军威，誓守河山。" font=100 </text>				4	1
305	含锋	5491		3		<text>text="太行之巅，绝处含锋。北山之崖，名刀现世。" font=100 </text>				4	1
306	破阵	5492		3		<text>text="鼓角齐鸣，跃马驰骋。踏破敌阵，锐不可当。" font=100 </text>				4	1
307	拂晓	5493		3		<text>text="千军万马，气贯长虹。破晓而出，东曦既驾。" font=100 </text>				4	1
308	草根	5817		3		<text>text="天生微草，扬名寻路。浮光跃金，龙鱼飞度。" font=100 </text>				4	1
309	惊涛客	5818		3		<text>text="一腔热血，可化碧涛。一颗诚心，可铸乾坤。" font=100 </text>				4	1
310	访月人	5819		3		<text>text="韬光养晦，隐者不悦。翻天访月，风流少年。" font=100 </text>				4	1
311	灭狼	5992		3		<text>text="豺狼贼匪，挟矢残红。鲜血涂草，杀人灭狼。" font=100 </text>				4	1
312	聆秘客	5993		3		<text>text="天玄宇晦，韬养气运。灵机之秘，自在人心。" font=100 </text>				4	1
313	燕侠	5994		3		<text>text="世节垂范，怀瑾燕州。寒锋清骨，太行风流。" font=100 </text>				4	1
314	莫愁	5995		3		<text>text="蜃楼剑意，九军渊深。莫愁前路，潇洒凭君。" font=100 </text>				4	1
315	灵童	5996		3		<text>text="灵蝎出蜀，普救众荼。圣兽千驭，澄心依旧。" font=100 </text>				4	1
316	赤子	6197		3		<text>text="义字当头，与君把酒。披肝沥胆，赤节千秋。" font=100 </text>				4	1
317	隐海客	6771		3		<text>text="少时意气，名动山河，洗剑归海，隐卧孤云。" font=100 </text>				5	1
318	血狱	6779		3		<text>text="泓泉血海，晦月奔流。石火刹那，魂困千古。" font=100 </text>				5	1
319	观潮	6785		3		<text>text="风雨驱驱，日月滔滔。中流砥定，潮头放舟。" font=100 </text>				5	1
320	豪富	6787		3		<text>text="锦衣貂裘，贵气逼人。千金一掷，富可敌国。" font=100 </text>				5	1
321	魔手	6789		3		<text>text="金芒碎岳，银光裂川。变幻无穷，当世无双。" font=100 </text>				5	1
322	海魂	7093		3		<text>text="潮卷潮升，涛怒涛平。临渊难窥，阴晴无常。" font=100 </text>				5	1
323	明月		34411	1		<text>text="月出皎兮，映我宠兮，众宠环绕，岂不美兮？" font=100 </text>				5	10
324	四海		34412	2		<text>text="鲸行四海，随波逐浪，人生何寄，唯宠长伴。" font=100 </text>				5	10
325	山林		34413	3		<text>text="啸聚山林，曲水流觞，猛兽幼宠，入我彀中。" font=100 </text>				5	10
326	天涯		34414	4		<text>text="天风浩荡，瀚海阑干，寻君所在，海角天涯。" font=100 </text>				5	10
327	有灵		34415	4		<text>text="咏而归家，一梦黄粱，众皆有灵，无宠无我。" font=100 </text>				5	10
328	映雪客		33497	4		<text>text="囊萤映雪，凿壁偷光。书中呈览，万古风流。" font=100 </text>				5	5
329	鬼将	7258		3		<text>text="诸界神魔，十方修罗。血海无边，堕道不悔。" font=100 </text>				5	1
330	义士	7260		3		<text>text="以身殉道，虽死无悔。天地浩浩，正气长存。" font=100 </text>				5	1
331	太狂生		34629	4		<text>text="第十四届名剑大会排位1-3位称号\\\n"font=100</text><text>text="胸中丘壑，书写不尽。弹剑长吟，狂放江湖。" font=100 </text>			1		4
332	绝尘子		34630	3		<text>text="第十四届名剑大会排位4-50名称号\\\n"font=100</text><text>text="红尘十仗，爱恨难分。逍遥绝尘，一醉浮生。" font=100 </text>			1		4
333	斩雪客		34631	3		<text>text="第十四届名剑大会排位51-200名称号\\\n"font=100</text><text>text="四海六合，心明如镜。满目霜寒，斩尽风雪。" font=100 </text>			1		4
334	躲猫猫	7484		4		<text>text="躲猫猫，躲猫猫，新春如意乐淘淘。" font=100 </text>				5	1
335	紫薯	7485		4		<text>text="子鼠，紫薯，傻傻分不清楚。" font=100 </text>				5	1
336	子鼠		34637	2		<text>text="玉鼠纳福，新春如意。鼠年鸿运，顺遂安宁。" font=100 </text>				5	6
337	好汉		34964	3		<text>text="王侯大将，瓦岗豪杰。绿林啸聚，忠勇传身。" font=100 </text>			1	5	7
338	知音		35177	4		<text>text="流水高山，绝弦和对。古来相接，十分珍惜。"font=100</text><text>text="参加剑网3十一周年同人嘉年华点赞活动，为作品点赞获得。" font=100 </text>			1	5	7
339	隐士	7630		3		<text>text="结庐在人境，而无车马喧。" font=100 </text>				5	1
340	桃花源	7631		3		<text>text="常时只记入山深，清溪几度到云林。春来遍是桃花水，不辨仙源何处寻。" font=100 </text>				5	1
341	庄主	7632		4		<text>text="青山置别业，溪亭鹤鹭集。" font=100 </text>				5	1
342	爱神	7659		2		<text>text="窈窕淑女，君子好逑。" font=100 </text>				5	1
343	富贵	7662		2		<text>text="花开富贵来。" font=100 </text>				5	1
344	勤娘子	7663		2		<text>text="天边云渐碧，拂晓花满开。" font=100 </text>				5	1
345	星灯	7664		2		<text>text="暗夜荧荧，有如星灯。" font=100 </text>				5	1
346	花仙	7665		4		<text>text="百花仙至满庭芳。" font=100 </text>				5	1
347	牧童	7679		3		<text>text="游行千里，牧宠天下。" font=100 </text>				5	1
348	巧匠	7820		2		<text>text="能工巧手，善治良材。轮舆梓匠，规矩分明。" font=100 </text>				5	1
349	器天成	7821		2		<text>text="善营器械，可开山陵。梓匠圣手，大器天成。" font=100 </text>				5	1
350	虞候	7875		3		<text>text="薮之薪蒸，虞候守之。后戍边戎，分巡警之。" font=100 </text>				5	1
351	绝天士		35935	4		<text>text="第十五届名剑大会排位1-3位称号\\\n"font=100</text><text>text="勇彻霄云，未闻敌手。千军过尔，提剑绝天。" font=100 </text>			1		4
352	狂歌生		35936	3		<text>text="第十五届名剑大会排位4-50名称号\\\n"font=100</text><text>text="少年侠气，仗剑四海。饮酒折花，狂歌陌上。" font=100 </text>			1		4
353	超凡客		35937	3		<text>text="第十五届名剑大会排位51-200名称号\\\n"font=100</text><text>text="刃出不平，豪行八方。侠骨铮然，与世不凡。" font=100 </text>			1		4
354	雀神	7909		4		<text>text="雀家圣手，神机妙算。快意恩仇，百战不殆。" font=100 </text>				5	1
355	雀仙	7908		4		<text>text="雀家圣手，飘然若仙。料事如神，但求一败。" font=100 </text>				5	1
356	雀圣	7907		4		<text>text="雀家圣手，超凡入圣。纵酒狂歌，尽付笑谈。" font=100 </text>				5	1
357	雀魂	7911		4		<text>text="雀家圣手，追魂夺魄。金戈铁马，风月看惯。" font=100 </text>				5	1
358	雀骨	7912		4		<text>text="雀家圣手，鹤骨松姿。侠行四方，风轻云淡。" font=100 </text>				5	1
359	摧花		36369	3		<text>text="除暴安良，剿匪英雄。" font=100 </text>			1	5	7
360	福禄娃	8716		2		<text>text="福禄寿喜，缺一不可。" font=100 </text>				5	1
361	心剑	8703		3		<text>text="以心为剑，万物归心。以心持道，剑道天成。" font=100 </text>				6	1
362	观星客	8652		3		<text>text="遍访九宫，化尽三劫。广漠观星，聆天上语。" font=100 </text>				6	1
363	同心客	8672		3		<text>text="黑云压城，大厦将倾，同心而往，可渡劫波。" font=100 </text>				6	1
364	菩提	8839		3		<text>text="悲智行愿，菩提发心。通达无我，灭度不尽。" font=100 </text>				6	1
365	谋客		38232	3		<text>text="棋行江湖，推演易变。" font=100 </text>			1	6	10
366	无忌君		38351	4		<text>text="第十六届名剑大会排位1-3位称号\\\n"font=100</text><text>text="天上天下，江海横行。纵横捭阖，唯我无忌。" font=100 </text>			1		4
367	凤歌客		38352	3		<text>text="第十六届名剑大会排位4-50名称号\\\n"font=100</text><text>text="凤起梧桐，徘徊长安。风声眷眷，聆吾长歌。" font=100 </text>			1		4
368	楚狂生		38353	3		<text>text="第十六届名剑大会排位51-200名称号\\\n"font=100</text><text>text="风来楚客，船歌啸秋。慷慨激昂，闻之涕下。" font=100 </text>			1		4
369	思归		38372	4		<text>text="故地重游，物依旧，故人今在否？" font=100 </text>			1	6	10
370	牛魔王	9089		4		<text>text="牛气冲天，妖魔退散，此乃王霸之气。" font=100 </text>				6	1
371	牵牛	9090		4		<text>text="气冲斗牛财源滚，牵牛织女成双对。" font=100 </text>				6	1
372	丑牛		38516	2		<text>text="金牛迎春，新春大吉。牛年鸿运，万事顺心。" font=100 </text>				6	6
373	回隼	9375		3		<text>text="滋扰繁多，御敌若隼，巡回往复，无惧无畏。" font=100 </text>				6	1
374	水霸王	9377		3		<text>text="分恶三等，无法无天。擒贼潜江，水中霸王。" font=100 </text>				6	1
375	何惧		40332	4		<text>text="名剑杯·新秀挑战赛荣誉称号\\\n"font=100</text><text>text="侵如火、势撼岳，不负少年自轻狂。" font=100 </text>			1	6	4
376	当战		40333	4		<text>text="战四海、平八方，酒酣胸胆尚开张。" font=100 </text>			1	6	4
377	金锄头	9420		4		<text>text="斗地主专属称号。" font=100 </text>				6	1
378	种地人	9424		4		<text>text="斗地主专属称号。" font=100 </text>				6	1
379	顺子王	9429		4		<text>text="斗地主专属称号。" font=100 </text>				6	1
380	必胜	9434		4		<text>text="斗地主专属称号。" font=100 </text>				6	1
381	掌柜	9439		4		<text>text="斗地主专属称号。" font=100 </text>				6	1
382	寂行客		40475	4		<text>text="第十七届名剑大会排位1-3位称号\\\n"font=100</text><text>text="叹天地兮，踽踽独行，寂青锋兮，败尽英雄。" font=100 </text>			1		4
383	素霓生		40476	3		<text>text="第十七届名剑大会排位4-50名称号\\\n"font=100</text><text>text="信口然诺，意气死生。白虹贯日，五岳为轻。" font=100 </text>			1		4
384	醉东风		40477	3		<text>text="第十七届名剑大会排位51-200名称号\\\n"font=100</text><text>text="痴情执怨，无情懵懂，嗟乎一醉，笑对东风。" font=100 </text>			1		4
385	渐苏		40899	5		<text>text="青蔓垂影，江湖初逢。春山依旧，故人同游。\\\n"font=100</text><text>text="获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/255693.tga	1		8
386	游医	9475		4		<text>text="和于阴阳，调于四时，去世离俗，游行天地。" font=100 </text>				6	1
387	武神		41434	4		<text>text="天武九重，地武四方。巍峨极天，敬之武神。" font=100 </text>				6	4
388	蚕宝宝	9516		4		<text>text="载酒三千，开敞琼筵。旋舞欢歌，诚祭蚕犀。" font=100 </text>				6	1
389	蛊王	9714		3		<text>text="千丝百足，百虫夜行。虫笛轻响，蛊王惑世。" font=100 </text>				6	1
390	太玄卿		43669	4		<text>text="第十八届名剑大会排位1-3位称号\\\n"font=100</text><text>text="玄者神兮，斗魁机明。天之不见，地之不形。" font=100 </text>			1		4
391	倚穹生		43670	3		<text>text="第十八届名剑大会排位4-50名称号\\\n"font=100</text><text>text="百锻青釭，三尺寒芒。举火燎天，何其煌煌。" font=100 </text>			1		4
392	雄心客		43671	3		<text>text="第十八届名剑大会排位51-200名称号\\\n"font=100</text><text>text="七尺之身，群雄藐焉。斗意昂昂，雄心拳拳。" font=100 </text>			1		4
393	蓑客	9778		3		<text>text="箬笠蓑披，放舟随渡；悬钩坠饵，独钓寒江。" font=100 </text>				6	1
394	任公	9787		2		<text>text="投竿东海，出没风波；沧浪行客，此意悠悠。" font=100 </text>				6	1
395	虎将	10027		4		<text>text="叱咤风云，万人敬仰！" font=100 </text>			1	6	1
396	小瑙斧	10028		4		<text>text="弱小，可怜，但能吃。" font=100 </text>				6	1
397	疏狂			4		<text>text="少年纵豪胆，文武曲狂歌。" font=100 </text>			1	6	4
398	同戈	10154		3		<text>text="狼烟百战，同戈为武；代马依风 ，飞报忠骨。" font=100 </text>				6	1
399	揽月客		45640	4		<text>text="第十九届名剑大会排位1-3位称号\\\n"font=100</text><text>text="蟾宫折桂，谈笑放歌。九霄揽月，倾酒长河。" font=100 </text>			1		4
400	竞秀生		45641	3		<text>text="第十九届名剑大会排位4-50名称号\\\n"font=100</text><text>text="凌绝登顶，望眼九州。千岩竞秀，万壑争流。" font=100 </text>			1		4
401	无归子		45642	3		<text>text="第十九届名剑大会排位51-200名称号\\\n"font=100</text><text>text="去似微尘，弹铗歌逢。金杯休诉，剑吼西风。" font=100 </text>			1		4
402	不羡仙		47375	4		<text>text="得成比目何辞死，只羡鸳鸯不羡仙。" font=100 </text>			1		8
403	正晖	10382		3		<text>text="天地其正，穹宇和明。君子在位，四海皆平。" font=100 </text>				7	1
404	朔晦	10383		3		<text>text="阴阳迭运，晦明相将。人行莫测，三生无常。" font=100 </text>				7	1
405	刀客	10412		4		<text>text="狷介疏狂，狂刀断浪。江湖谈笑，笑叹平生。" font=100 </text>				7	1
406	弦歌	10645		4		<text>text="一曲弦歌引，悲欢浮世中。" font=100 </text>				7	1
407	抱琴人	10643		4		<text>text="惊弦拍刃，抱琴踏歌。清平难奏，济世仙音。" font=100 </text>				7	1
408	长风君		48814	4		<text>text="第二十届名剑大会排位1-3位称号\\\n"font=100</text><text>text="长风怒啸，漫卷泷涛。寒光白刃，独霸武林。" font=100 </text>			1		4
409	武扬生		48815	3		<text>text="第二十届名剑大会排位4-50名称号\\\n"font=100</text><text>text="三尺之锋，紫气冲渊，龙蛇起陆，神鬼惊惶。" font=100 </text>			1		4
410	云崖客		48816	3		<text>text="第二十届名剑大会排位51-200名称号\\\n"font=100</text><text>text="独立山巅，睥睨云海，下踏万川，上与天齐。" font=100 </text>			1		4
411	楚天居士		49333	4		<text>text="侠行四方，疾步千里。乐善好施，往来皆友。" font=100 </text>				7	10
412	兔兔	10825		4		<text>text="兔兔这么可爱，怎么可以吃……" font=100 </text>				7	1
413	无名客		50676	4		<text>text="藏名斗擂，欲试锋芒。游龙相辅，武道致勤。" font=100 </text>				7	7
414	高手			3		<text>text="宣名赫奕，万流行景。威声盖世，众望攸归。\\\n"font=100</text><text>text="第八届竞技大师赛娱乐赛获得投票最多队伍称号" font=100 </text>			1		7
415	糕手		50748	3		<text>text="扬旗开擂，欢声相随。义取胜年，藉以祈岁。" font=100 </text>			1		7
416	狂人	10980		3		<text>text="易骨换形，如得新生。羽化蜕变，有号狂人。" font=100 </text>			1		1
417	商安		51950	4		<text>text="近商情更怯，不敢问来人。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/267398.tga			7
418	无归	10975		4		<text>text="归途难觅，若涉渊冰。无书无讯，孤月独行。" font=100 </text>				7	1
419	大英雄	11017		4		<text>text="名垂千秋，长夜星耀。斩狼枭首，当世英豪。" font=100 </text>				7	1
420	狂战神		52291	4		<text>text="第二十一届名剑大会排位1-3位称号\\\n"font=100</text><text>text="雄狮百战，沙场天神。浴血骁狂，再覆战歌。" font=100 </text>			1		4
421	射山月		52292	3		<text>text="第二十一届名剑大会排位4-50名称号\\\n"font=100</text><text>text="大悲秋风，万影残骨。逍遥度日，能射日月。" font=100 </text>			1		4
422	疾风纵		52293	3		<text>text="第二十一届名剑大会排位51-200名称号\\\n"font=100</text><text>text="痴痴狂狂，癫癫笑笑。纵起疾风，谁奈我何。" font=100 </text>			1		4
423	倾城	11090		3		<text>text="琼貌婉转，恍惚千面。一顾倾城，再顾倾国。" font=100 </text>					1
424	大道	11210		4		<text>text="大道渊源，高真隐秘，先天一气，清浊自分。" font=100 </text>				7	1
425	同醉		54092	4		<text>text="《万灵当歌》资料片预热活动称号\\\n"font=100</text><text>text="泛舟洞庭同醉处，回首千帆敬侠魂。" font=100 </text>			1	7	7
426	游侠		52805	4		<text>text="深得月朔门闻千瞬认可的大唐知名游侠。" font=100 </text>				7	7
