BD	Level	Desc	FullScreen	Panauision	ExclusiveMode 	ScreenSizeLimitedRate	Width	Height	nScaleUpMode	nRenderLevel	nEngineGraphicsLevel	bEnableScreenWeather	nRenderLimit	nRenderNpcLimit	ClientSFXLimit	OptimizeQiChang	OptimizeUniform	OptimizeRide	EnableAniShadow	nShadowType	HDRepresent	Fabric	bEnableRC_AmbientOcclusion	bEnableRC_Bloom	bEnableRC_Depth	bEnableRC_LightShaftBloom	bEnableRC_LightShaftOcclusion	bEnableRC_StingRayVolumetircCloud	bEnableRC_SunLensflare	bEnableRC_Vignette	bEnableRC_AtmosphericFog	bEnableRC_HeightFog	bEnableRC_SSS	bEnableSSPR	bEnableRC_ShockWave	bEnableRC_SpotLight	bEnableRC_DirectionLight	bEnableRC_PointLight	bEnableRC_SkyLight	bEnableRC_SpotLightShadow	bEnableRC_DirectionLightShadow	bEnableRC_PointLightShadow	nRC_EnvProbeLevel	bEnableRC_FoliageBlur	bEnableSubFoliageHCRender	bEnableSubFoliageSTRender	bEnableSubFoliageWJRender	bEnableSubFoliageGMRender	bEnableSubFoliageTWRender	nFoliageDensity	nStartLodLevelInAutoLodMode	fSpeedTreeCullDist	fSimpleModelCullDist	fParticleSystemCullDist	fPointlightCullDist	bEnableModelLodRadius	ModelLodRadius	fSpeedTreeShadowCullDist	fSimpleModelShadowCullDist	fParticleSystemShadowCullDist	fPointlightShadowCullDist	fCameraDistanceHD	fNodeLodLowLimit 	fNodeLodHighLimit	nNewWaterQualityLevel	TexLODLimit	MyEffect	OtherEffect	bEnableRealTimeTerrainBake	nTerrainBakeScaleRate	bEnableRC_EyeProtectionMode	fSpeedTreeAngleCull	fSpeedTreeGlobalLodScaleTimes	fAngleCullValue	AAOPTION_EnableSMAA	fRC_EyeProtectBrightness	bEnableRC_ForwardRender	nSpeedTreeDensity	fFoliageCullDist	bEnableFur	nMaxFPS	fMyEffectAlpha	fMyEffectLight	fOtherEffectAlpha	fOtherEffectLight	AAOPTION_DLSSOption	AAOPTION_DLSSParam	SpeedTreeLeafScale	MinimumModelLod	TerrainBakeMethod	ShowLayer	szReduceTextureSize	AAOPTION_EnableTXAA	nSfxLodDist1	nSfxLodDist2	nSfxLodDist3	bEnableRC_HighEnvironmentRender	bEnableRC_ForceSkyCubeTex	bEnableRC_ForceSkyOitToSoftMask	nModelInstanceThreshold(开启合并渲染值)	fSceneNodeClusterLoadDistance	fSceneNodeClusterUnLoadDistance	bEnableCASSharper	bRenderPointLightLimit（是否开启点光源的数量限制）	nRenderPointLightLimitCount	bEnableModelLodViewAngle	szModelLodViewAngle	bEnableAnimationPrecompute	bEnableDayNightCycle	bEnableVolumetricHeightFog	bEnableIndirectLightVolume	bEnableRC_SSR	bEnableSceneNodeAngleCull	bEnableLensLightGlobal	bEnableViewProbe	bEnableViewProbeShadow	bEnableViewProbeColor	fViewProbeBlendStart	fViewProbeBlendEnd	fViewProbeShadowStart	fViewProbeShadowEnd	bEnableFSR2	nFSR2Option
1	16	HD场景下的BD画质（中）				2			0	200	6	1	100	100	1000	0	0	0	1	3	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	100	0	560000	200000	80000	12000	1	20000|25000|30000|80000	300000	300000	20000	0	800000	90	720	0	0	0	0	1	1	0	0	0.9	3	1	1	0	100	80000	1	67	0.8	0.8	0.4	0.4	0	0	100	0	0	3	0|0|0|0|0|0|0|0	0	5000	6000	8000	1	0	0	16	12000	11000	0	0	100	1	10|8|5	0	0	0	0	0			0	0	0	0	0	0	0	0	0
1	17	HD场景下的BD画质（高）				2			0	200	7	1	100	100	1000	0	0	0	1	3	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	100	0	560000	200000	80000	12000	1	20000|25000|30000|80000	300000	300000	20000	0	800000	90	720	0	0	0	0	1	1	0	0	0.9	3	1	1	0	100	80000	1	67	0.8	0.8	0.4	0.4	0	0	100	0	0	3	0|0|0|0|0|0|0|0	0	5000	6000	8000	1	0	0	16	12000	11000	0	0	100	1	10|8|5	0	0	0	0	0			0	0	0	0	0	0	0	0	0
1	20	BD商城是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用，nShadowType代码里写了）	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	23	BD商城具体配置（低）				2				250	3												0						0																								70000									140000				1							0.8				0									0																																					
1	26	BD商城具体配置（中）				2				250	6												0						0																								70000									140000				1							0.8				0									0																																					
1	27	BD商城具体配置（高）				2				250	7												0						0																								70000									140000				1							0.8				0									0																																					
1	30	BD登录场景是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用）	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	33	BD登录场景具体配置（均衡）				2				250	3									8					0																									100	1		3800									3800				1																							1		1							1																									
1	36	BD登录场景具体配置（电影）				2				250	6									8					0																									100	1		70000									100000				1																							1		3							1																									
1	37	BD登录场景具体配置（极致）				2				250	7									8					0																									100	0		200000									800000				1																							0		3							0																									
1	40	BD协议动画是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用，nShadowType代码里写了）	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	43	BD协议动画具体配置（均衡）								250	3																																																							1																																																									
1	46	BD协议动画具体配置（电影）								250	6																																																							1																																																									
1	47	BD协议动画具体配置（极致）								250	7																																																							1																																																									
1	50	BD家园场景是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用，nShadowType代码里写了）	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0	1	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	53	BD家园场景具体配置（均衡）								250	3		20	50																																						16000	20000	20000	3000		6000|10000|15000|17000	7500	7500	5000		40000										5.5		5					10000																					8				1	40																		
1	56	BD家园场景具体配置（电影）								250	6		50	50																																						70000	70000	30000	5000		10000|15000|20000|22000	15000	15000	8000		50000										4		4.8					15000																					2				1	90																		
1	57	BD家园场景具体配置（极致）								250	7		80	80																																						560000	200000	40000	6000		12000|18000|23000|25000	150000	150000	10000		800000										3.5		3.5					40000																					2				0	100																		
1	63	BD副本是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用，nShadowType代码里写了）	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	66	BD副本场景具体配置（均衡）								250	3																																											80000													2	3																																																							
1	69	BD副本场景具体配置（电影）								250	6																																											80000													2	3																																																							
1	70	BD副本场景具体配置（极致）								250	7																																											80000													2	3																																																							
1	73	BD828大事件场景是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用，nShadowType代码里写了）	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	76	BD828大事件场景具体配置（均衡）								250	3																																										56000									80000																																																													
1	79	BD828大事件场景具体配置（电影）								250	6																																										800000									800000																																																													
1	80	BD828大事件场景具体配置（极致）								250	7																																										800000									800000																																																													
1	83	BD特殊场景是否配置（0、不改配置；1、只要不同就改；2、比目前的大就用；-1、比目前小就用，nShadowType代码里写了）	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	86	BD特殊场景具体配置（均衡）								250	3																																							50																													20000																																												
1	89	BD特殊场景具体配置（电影）								250	6																																							100																													20000																																												
1	90	BD特殊场景具体配置（极致）								250	7																																							100																													20000																																												
