ID	Name	FromAchievementID	FromOtherItemID	Quality	CanChatShow	Desc	bIsEffect	szImagePath	bOutOfPrint	nVersion	nGainWayType
218	凛风堡主			4	1	<text>text="朔风凛冽，不动吾心。醉笑红尘，独寄豪情。" font=100 </text>			1		10
219	龙门镇主			4	1	<text>text="云压寒空，征雁难度。黄沙百战，千载留名。" font=100 </text>			1		10
220	飞沙关统领			4	1	<text>text="狂沙漫天，胡月不见。铁甲犹在，可踏连营。" font=100 </text>			1		10
221	世外坡督军			4	1	<text>text="鼓角争鸣，声震百里。铁骑无双，风碎残云。" font=100 </text>			1		10
222	扶风郡守			4	1	<text>text="化鹏碎云，遮掩山河。碧血未冷，壮志当酬。" font=100 </text>			1		10
223	神池岭主			4	1	<text>text="万里烽烟，神池生波。一将功成，万骨乃枯。" font=100 </text>			1		10
224	烈日岗督军			4	1	<text>text="烈日势隆，辉耀群峰。宏图霸业，江山无疆。" font=100 </text>			1		10
225	惊虬谷主			4	1	<text>text="流霞仙岭，风起云涌。惊虬怒目，气吞山河。" font=100 </text>			1		10
226	凤鸣堡主			4	1	<text>text="朝阳东升，瑞气氤氲。凤鸣澹水，天下皆知。" font=100 </text>			1		10
227	卧龙坡督军			4	1	<text>text="绝壁擎天，白龙时舞。铁衣火刃，名动风雷。" font=100 </text>			1		10
228	日月崖主			4	1	<text>text="苍林连绵，狼啸可闻。冲袭日月，八荒称臣。" font=100 </text>			1		10
229	霜戈堡主			4	1	<text>text="飞将霜戈，纵横沙场。威震无量，扬名四海。" font=100 </text>			1		10
230	澜沧城主			4	1	<text>text="月隐澜沧，仙舞玉璧。剑光流转，照彻九霄。" font=100 </text>			1		10
231	啖杏林主			4	1	<text>text="折冲千里，所向披靡。奋勇当先，力可摧岳。" font=100 </text>			1		10
232	枫湖寨主			4	1	<text>text="枫如赤血，临危不惧。骁勇善战，谈笑撼山。" font=100 </text>			1		10
233	不空关统领			4	1	<text>text="万霞当空，铁锁横江。英姿豪气，磅礴斗牛。" font=100 </text>			1		10
234	激流坞主			4	1	<text>text="乘风破浪，鱼龙皆惊。称雄激流，谁与争锋。" font=100 </text>			1		10
235	金门关统领			4	1	<text>text="雄毅方严，屹如金门。身经百战，勇力无匹。" font=100 </text>			1		10
236	青云坞主			4	1	<text>text="天纵妙华，意气轩昂。仗剑万里，屠龙斩蛟。" font=100 </text>			1		10
237	秋雨堡主			4	1	<text>text="千里关河，秋雨弥空。雄心常在，山河开辟。" font=100 </text>			1		10
238	红莲岗督军			4	1	<text>text="烈火燎原，赤河漂杵。汗血惊尘，红莲赫绽。" font=100 </text>			1		10
239	盘龙坞主			4	1	<text>text="盘龙只影，独傲群雄。顶天立地，丹心许国。" font=100 </text>			1		10
240	逐鹿坪督军			4	1	<text>text="浮云起灭，天意无情。赤霄归心，断蛇逐鹿。" font=100 </text>			1		10
241	大理山城主			4	1	<text>text="灵台不留，飞仙飘然。笑傲羲轩，超然万象。" font=100 </text>			1		10
242	千岩关统领			4	1	<text>text="千岩当关，万夫莫开。磊落青云，精忠常在。" font=100 </text>			1		10
243	武王城主			4	1	<text>text="跃马冲阵，武王无双。柱国之才，百世之勋。" font=100 </text>			1		10
244	越南版·专属称号1（蓝）		21535	5		<text>text="越南版[名震天下]蓝色特效版本。" font=100 </text>			1		
245	越南版·专属称号1（红）		21536	5		<text>text="越南版[名震天下]红色特效版本。" font=100 </text>			1		
246	越南版·专属称号1（紫）		21537	5		<text>text="越南版[名震天下]紫色特效版本。" font=100 </text>			1		
247	越南版·专属称号2（蓝）		21538	5		<text>text="越南版[老江湖]蓝色特效版本。" font=100 </text>			1		
248	越南版·专属称号2（红）		21539	5		<text>text="越南版[老江湖]红色特效版本。" font=100 </text>			1		
249	越南版·专属称号2（紫）		21540	5		<text>text="越南版[老江湖]紫色特效版本。" font=100 </text>			1		
250	越南版·7天前缀称号1		21541	4		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
251	越南版·7天前缀称号2		21542	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
252	越南版·7天前缀称号3		21543	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
253	越南版·7天前缀称号4		21544	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
254	越南版·7天前缀称号5		21545	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
255	越南版·30天前缀称号1		21546	4		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
256	越南版·30天前缀称号2		21547	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
257	越南版·30天前缀称号3		21548	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
258	越南版·30天前缀称号4		21549	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
259	越南版·30天前缀称号5		21550	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
260	越南版·90天前缀称号1		21551	4		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
261	越南版·90天前缀称号2		21552	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
262	越南版·90天前缀称号3		21553	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
263	越南版·90天前缀称号4		21554	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
264	越南版·90天前缀称号5		21555	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>			1		
265	初心不泯		22091	4		<text>text="一入江湖，风雨五载；不忘初心，方得始终。\\\n"font=100</text><text>text="此称号赠予那些依旧秉承着自己初涉江湖时之信念的侠士。" font=100 </text>			1	3	7
266	红尘		22092	5		<text>text="情义江湖，风雨五载。红尘相托，不离不弃。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/150835.tga	1		8
267	壮志		22187	3		<text>text="少年侠义，气冲霄汉。胸中壮志，当存高远。" font=100 </text>				3	10
268	追忆		22201	3		<text>text="千古江山，英雄无觅。金戈铁马，忆想当年。" font=100 </text>				3	10
269	苍空	4300		4		<text>text="浮生如衣，世事变幻。白云苍犬，黑骑经空。" font=100 </text>			1	3	1
270	九州精卫		23359	4		<text>text="杜鹃啼血，几人忧天，精卫填海，翼护九州。" font=100 </text>			1	3	3
271	只手河山		23360	4		<text>text="险滩激流，民生飘摇，寸寸山河，只手力挽。" font=100 </text>			1	3	3
272	不破天渊		23361	4		<text>text="岚雾重重，江山累卵，凌云之志，玉成天渊。" font=100 </text>			1	3	3
273	汉唐旌首		23362	4		<text>text="汉家剑林，胜唐戈海，吾擎旌帜，逐虎驱狼。" font=100 </text>			1	3	3
274	龙城飞将		23363	4		<text>text="马踏飞燕，鹰出雄关，飞将引弦，胡马难还。" font=100 </text>			1	3	3
275	蹈虏长驱		23364	4		<text>text="鬼雄长驱，蹈火报国，人杰地英，不辞奇功。" font=100 </text>			1	3	3
276	缘定阴阳		23673	4		<text>text="三生谁定，一念缠绵，黄泉不弃，魂归尤寻。" font=100 </text>				3	2
277	略知一二		23820	4		<text>text="成就第一阶奖励称号。" font=100 </text>				3	10
278	薄有侠名		23821	4		<text>text="成就第二阶奖励称号。" font=100 </text>				3	10
279	浮名绊身		23822	4		<text>text="成就第三阶奖励称号。" font=100 </text>				3	10
280	驰声走誉		23823	4		<text>text="成就第四阶奖励称号。" font=100 </text>				3	10
281	赫赫有名		23824	4		<text>text="成就第五阶奖励称号。" font=100 </text>				3	10
282	功成名就		23825	4		<text>text="成就第六阶奖励称号。" font=100 </text>				3	10
283	威名远播		23826	4		<text>text="成就第七阶奖励称号。" font=100 </text>				3	10
284	久负盛名		23827	4		<text>text="成就第八阶奖励称号。" font=100 </text>				3	10
285	如雷贯耳		23828	4		<text>text="成就第九阶奖励称号。" font=100 </text>				3	10
286	名扬四海		23829	4		<text>text="成就第十阶奖励称号。" font=100 </text>				3	10
287	威震寰宇		23830	4		<text>text="成就第十一阶奖励称号。" font=100 </text>				3	10
288	举世闻名		23831	4		<text>text="成就第十二阶奖励称号。" font=100 </text>				3	10
289	芳满天下		23832	4		<text>text="成就第十三阶奖励称号。" font=100 </text>				3	10
290	惊世骇俗		23833	4		<text>text="成就第十四阶奖励称号。" font=100 </text>				3	10
291	名垂青史		23834	4		<text>text="成就第十五阶奖励称号。" font=100 </text>				3	10
292	泰山北斗		23835	4		<text>text="成就第十六阶奖励称号。" font=100 </text>				3	10
293	武林至尊		23836	4		<text>text="成就第十七阶奖励称号。" font=100 </text>				3	10
294	江湖神话		23837	4		<text>text="成就第十八阶奖励称号。" font=100 </text>				3	10
295	誉满苍穹		23838	4		<text>text="成就第十九阶奖励称号。" font=100 </text>				3	10
296	九霄唯我		23839	4		<text>text="成就第二十阶奖励称号。" font=100 </text>				3	10
297	生死判官		23876	4						3	2
298	千金	4646		3		<text>text="望江楼头，千里莺鸣，江南莲叶，千金不易。" font=100 </text>				3	1
299	剑啸江湖		23989	4		<text>text="铸来千秋，春水霜流，含光纳日，弹剑长鸣。\\\n"font=100</text><text>text="此称号赠予陪伴剑网3六周年之侠士，感谢一路有你！" font=100 </text>			1	3	7
300	侠客行		24122	5		<text>text="燕赵狂歌，怀激霜雪，三杯吐诺，侠骨梅香。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/152883.tga	1	3	8
301	台湾版·专属称号1（蓝）		24183	5		<text>text="台湾版[名震天下]蓝色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS01.tga	1		
302	台湾版·专属称号1（红）		24184	5		<text>text="台湾版[名震天下]红色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS02.tga	1		
303	台湾版·专属称号1（紫）		24185	5		<text>text="台湾版[名震天下]紫色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS03.tga	1		
304	台湾版·专属称号2（蓝）		24186	5		<text>text="台湾版[老江湖]蓝色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS04.tga	1		
305	台湾版·专属称号2（红）		24187	5		<text>text="台湾版[老江湖]红色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS05.tga	1		
306	台湾版·专属称号2（紫）		24188	5		<text>text="台湾版[老江湖]紫色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS06.tga	1		
307	侠骨		24460	4		<text>text="10人挑战夜守孤城全通竞速排名奖励。" font=100 </text>			1	3	3
308	武安		24461	4		<text>text="25人挑战夜守孤城全通竞速排名奖励。" font=100 </text>			1	3	3
309	驱胡		24462	4		<text>text="10人挑战逐虎驱狼全通竞速排名奖励。" font=100 </text>			1	3	3
310	破虏		24463	4		<text>text="25人挑战逐虎驱狼全通竞速排名奖励。" font=100 </text>			1	3	3
311	往昔	5035		3		<text>text="千古城塞，荒烟漫漫，古族荣耀，长眠往昔。" font=100 </text>				4	1
312	精算	5036		3		<text>text="锱铢须计，钵盆满溢，天长地远，可数清否。" font=100 </text>				4	1
313	阴山	5038		4		<text>text="山麓险长，难隔恩义，情仇胜败，古松笑瞰。" font=100 </text>				4	1
314	如风	5039		4		<text>text="前尘若风，千种情怀，擎起华盖，难掩往事。" font=100 </text>				4	1
315	飘摇	5040		3		<text>text="半世逍遥，梦中忘却，来生难料，此生飘摇。" font=100 </text>				4	1
316	觉晓	5042		3		<text>text="世间纷扰，人心变异，若无贤士，何得明了。" font=100 </text>				4	1
317	世外	5043		3		<text>text="悠悠白云，投影心湖，若无羁绊，离尘世外。" font=100 </text>				4	1
318	明心	5110		3		<text>text="心为瑕染，便入尘俗，人间百年，望明此心。" font=100 </text>				4	1
319	玉带	5111		4		<text>text="金台银烛，雕冠玉带，挽袖画瀑，描翼点睛。" font=100 </text>				4	1
320	离魂	5112		4		<text>text="魂魄离分，未再归纳，有搜天网，狩魂拿魄。" font=100 </text>				4	1
321	炼狱厨神		25766	4		<text>text="功绩高远，技艺超群，流芳百世，炼狱厨神。" font=100 </text>				4	2
322	雅韵	4655		4		<text>text="高居庙堂，心远江湖，闻音知意，神韵风流。" font=100 </text>			1	4	1
323	金影绝风		25865	4		<text>text="完成奇遇“扶摇九天” 奖励称号。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/153932.tga		4	2
324	绿林	5171		4		<text>text="啸聚山林，称霸一方，群雄聚义，不亦快哉。" font=100 </text>				4	1
325	素心		24473	4		<text>text="10人挑战花月别院全通竞速排名奖励。" font=100 </text>			1	4	3
326	振威		24477	4		<text>text="25人挑战仙侣庭园李玚竞速排名奖励。" font=100 </text>			1	4	3
327	鸾凤		24479	4		<text>text="25人挑战仙侣庭园李璘苏十三娘竞速排名奖励。" font=100 </text>			1	4	3
328	顾曲		24480	4		<text>text="25人挑战花月别院韩非池竞速排名奖励。" font=100 </text>			1	4	3
329	偃仰俗尘		26660	4		<text>text="第一届竞技大师邀请赛冠军。" font=100 </text>			1	4	4
330	横绝天岚		26661	4		<text>text="第一届竞技大师邀请赛亚军。" font=100 </text>			1	4	4
331	青宇苍崖		26662	4		<text>text="第一届竞技大师邀请赛季军。" font=100 </text>			1	4	4
332	梦里雄图		26663	3		<text>text="第一届竞技大师邀请赛参赛者。" font=100 </text>			1	4	4
333	永安	5336		3		<text>text="风雨乱世，山河飘絮，开源济世，唯愿永安。" font=100 </text>				4	1
335	舞倾天下		26778	4	1	<text>text="艺人排行榜冠军称号，限时一周。" font=100 </text>			1		5
336	妙舞传名		26779	4	1	<text>text="艺人排行榜亚军称号，限时一周。" font=100 </text>			1		5
337	艺惊四座		26780	4	1	<text>text="艺人排行榜季军称号，限时一周。" font=100 </text>			1		5
338	八方纵横		26781	4	1	<text>text="绿林排行榜冠军称号，限时一周。" font=100 </text>			1		5
339	千金任取		26782	4	1	<text>text="绿林排行榜亚军称号，限时一周。" font=100 </text>			1		5
340	盗亦有道		26783	4	1	<text>text="绿林排行榜季军称号，限时一周。" font=100 </text>			1		5
341	威震江湖		26784	4	1	<text>text="镖师排行榜冠军称号，限时一周。" font=100 </text>			1		5
342	一骑平险		26785	4	1	<text>text="镖师排行榜亚军称号，限时一周。" font=100 </text>			1		5
343	护运长安		26786	4	1	<text>text="镖师排行榜季军称号，限时一周。" font=100 </text>			1		5
344	任行阴阳		26787	4	1	<text>text="方士排行榜冠军称号，限时一周。" font=100 </text>			1		5
345	号令玄冥		26788	4	1	<text>text="方士排行榜亚军称号，限时一周。" font=100 </text>			1		5
346	御灵知微		26789	4	1	<text>text="方士排行榜季军称号，限时一周。" font=100 </text>			1		5
347	笑傲山海		26790	4	1	<text>text="驭兽师排行榜冠军称号，限时一周。" font=100 </text>			1		5
348	万兽共尊		26791	4	1	<text>text="驭兽师排行榜亚军称号，限时一周。" font=100 </text>			1		5
349	众灵偕游		26792	4	1	<text>text="驭兽师排行榜季军称号，限时一周。" font=100 </text>			1		5
350	艺苑大家			4		<text>text="顶级艺人的荣耀。" font=100 </text>				4	5
351	红尘侠盗			4		<text>text="顶级绿林的荣耀。" font=100 </text>				4	5
352	荡匪名侠			4		<text>text="顶级镖师的荣耀。" font=100 </text>				4	5
353	阴阳上尊			4		<text>text="顶级方士的荣耀。" font=100 </text>				4	5
354	驱兽宗师			4		<text>text="顶级驭兽师的荣耀。" font=100 </text>				4	5
355	伏渊	5444		3		<text>text="苍龙伏渊，待时以腾。闻雷而起，乘风凌云。" font=100 </text>			1	4	1
356	独步寻花		27091	4		<text>text="重云垂幕，碧雨凝歌，满庭风摇，知为谁开。\\\n"font=100</text><text>text="此称号赠予陪伴剑网3共渡七周年的侠士，采尽光阴花满秋，寻得莲开结伴游。" font=100 </text>			1	4	8
357	千面	5632	0	3		<text>text="红尘万象，菩萨千面。天地为心，生灵普济。" font=100 </text>				4	1
358	傲骨	5348		4		<text>text="河朔世家，中州北望，凌霜傲骨，天下扬刀。" font=100 </text>			1	4	1
359	知书	5691		3		<text>text="翩翩侠客，文武兼修，知书明理，恣肆江湖。" font=100 </text>				4	1
360	渔舟唱晚		28508	4		<text>text="望断残阳秋色远，渔舟唱晚，雁阵惊寒。\\\n"font=100</text><text>text="《剑网3》评测团专属称号" font=100 </text>			1	4	9
361	丹心		28711	5		<text>text="浮云空名，略不足道，天地一掷，丹心冠英。\\\n"font=100</text><text>text="《剑网3》八周年真情回馈称号。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/157340.tga	1		8
362	问道分星		28751	4		<text>text="日月如流，功名入梦，早掉舟头，散雾分星。\\\n"font=100</text><text>text="《剑网3》八周年参与调研的玩家专属称号。" font=100 </text>			1	4	8
363	纵江湖		29070	5		<text>text="纵横五湖四海，名传南北东西。\\\n"font=100</text><text>text="《剑网3》重制版二测称号。" font=100 </text><text>text="获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。\\\n同时获得称号纵江湖、侠万里可同步解锁特效“纵江湖·侠万里”。" font=100 </text>	1	ui/Image/item_pic/157703.tga	1		8
364	妙手风华		29408	4		<text>text="《剑网3》重制版“大美江湖”系列捏脸征集活动专属称号。" font=100 </text>			1	4	9
365	锦绣山河		29409	4		<text>text="《剑网3》重制版“大美江湖”系列截图征集活动专属称号。" font=100 </text>			1	4	9
366	辉光璨影		29410	4		<text>text="《剑网3》重制版“大美江湖”系列视频征集活动专属称号。" font=100 </text>			1	4	9
367	瀚海浪客			3		<text>text="获得龙门绝境第一名。" font=100 </text>				4	10
368	荒漠尊者			4		<text>text="获得龙门绝境第一名十次。" font=100 </text>				4	10
369	天命之人			4		<text>text="获得龙门绝境第一名五十次。" font=100 </text>				4	10
370	血战		29726	3		<text>text="《剑网3》第三届大师赛海选赛纪念称号。" font=100 </text>			1	4	4
371	妙手华裾			4		<text>text="《剑网3》九周年“同人嘉年华”征集活动，外装设计优秀作品专属称号。" font=100 </text>			1	4	8
372	声动九州			4		<text>text="《剑网3》九周年“同人嘉年华”征集活动，原创音乐优秀作品专属称号。" font=100 </text>			1	4	8
373	天籁之音			4		<text>text="《剑网3》九周年“同人嘉年华”征集活动，音乐翻唱优秀作品专属称号。" font=100 </text>			1	4	8
374	忆仙姿			4		<text>text="《剑网3》九周年“同人嘉年华”征集活动，Cosplay优秀作品专属称号。" font=100 </text>			1	4	8
375	玲珑造影			4		<text>text="《剑网3》九周年“同人嘉年华”征集活动，视频制作优秀作品专属称号。" font=100 </text>			1	4	8
376	墨染芳华			4		<text>text="《剑网3》九周年“同人嘉年华”征集活动，漫画插画优秀作品专属称号。" font=100 </text>			1	4	8
377	凌霄客			4		<text>text="凭虚御风揽青云，悟道凌霄自登仙" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158516.tga	1		9
378	尽锋芒			4		<text>text="胸怀天下君子意，荡平八方尽锋芒" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158517.tga	1		9
379	血衣染			4		<text>text="马蹄摧敌扬旌旗，血衣尽染卫河山" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158518.tga	1		9
380	意风流			4		<text>text="水墨轻洒绘红尘，逍遥世外尽风流" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158519.tga	1		9
381	风华盈			4		<text>text="袖底风华舞倾城，何处佳人笑问情" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158520.tga	1		9
382	幽梦引			4		<text>text="玉笛一曲引幽梦，顾盼回眸惑三生" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158521.tga	1		9
383	日月行			4		<text>text="日月经天焚圣火，朔漠独行已忘年" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158522.tga	1		9
384	夺命翎			4		<text>text="鸣风耀目雀展屏，暗引惊弦夺命翎" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158523.tga	1		9
385	烽火夜			4		<text>text="梦闻刀戈披甲起，烽火犹照不归人" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158524.tga	1		9
386	渡众生			4		<text>text="辗转红尘怜八苦，心若菩提渡众生" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158525.tga	1		9
387	长相思			4		<text>text="韶华回首忆旧颜，弦歌何故引相思" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158526.tga	1		9
388	天涯客			4		<text>text="醉饮天涯又一春，任侠江湖笑前尘" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158527.tga	1		9
389	战狂歌			4		<text>text="刀扬北漠引雷霆，狂歌再起醒梦魂" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/158528.tga	1		9
390	台湾版·专属称号1（绿）		29865	5		<text>text="台湾版[名震天下]绿色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS07.tga	1		
391	台湾版·专属称号1（粉）		29866	5		<text>text="台湾版[名震天下]粉色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS08.tga	1		
392	台湾版·专属称号2（绿）		29867	5		<text>text="台湾版[老江湖]绿色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS09.tga	1		
393	台湾版·专属称号2（粉）		29868	5		<text>text="台湾版[老江湖]粉色特效版本。" font=100 </text>	1	ui/Image/item_pic/TW_PSS10.tga	1		
394	阵营斗士			5		<text>text="吾乃阵营小斗士！上周本阵营战阶排行前十的侠士专属，限时一周。\\\n"font=100</text><text>text="巡山的任务就交给你们了。" font=100 </text>			1		
395	感染者头目			4	1	<text>text="李渡城探险玩法中的临时称号。\\\n"font=100</text><text>text="不要靠近我，嘶~~" font=100 </text>			1		4
396	独步江湖			4		<text>text="第十二届名剑大会为达到十三段的侠士准备的荣誉称号。" font=100 </text>			1	5	4
397	无神剑魔			4		<text>text="无法无天，神挡杀神，剑及履及，魔高一丈。" font=100 </text>			1	5	8
398	人气主播			4		<text>text="《剑网3》重置版“主播来了”活动专属称号，限时60天。" font=100 </text>			1	5	7
399	气人主播			4		<text>text="《剑网3》重置版“主播来了”活动专属称号，限时60天。" font=100 </text>			1	5	7
400	执剑山河		30633	4		<text>text="白骨露野，苍生何辜？仗剑除恶，侠在江湖。\\\n"font=100</text><text>text="此称号赠予陪伴剑网3同行九周年的侠士，执剑山河行侠意，荡涤天下起寒芒。" font=100 </text>			1	5	7
401	盖世无双		30645	4		<text>text="《剑网3》九周年全明星邀请赛优胜战队特别奖励称号。"font=100</text>			1	5	7
402	武林翘楚		30646	4		<text>text="《剑网3》九周年全明星邀请赛最佳星秀特别奖励称号。"font=100</text>			1	5	7
403	运旺时盛			4		<text>text="鸿运当头，时运亨通。穿戴“鲤庭授道”系列披风可以获得该称号。"font=100</text>				5	10
404	观海		30964	5		<text>text="日月之行，若出其中。星汉灿烂，若出其里。" font=100 </text>	1	ui/Image/item_pic/TW_PSS11.tga	1	5	7
405	沧溟		30980	3		<text>text="《剑网3》世外蓬莱版本体验服测试专属前缀称号。" font=100 </text>			1	5	7
406	愿重逢			4		<text>text="别后忆相逢，魂梦与君游。" font=100 </text>			1	5	7
407	浩气盟指挥			4	1	<text>text="阵营攻防战浩气盟指挥称号，限时两小时。" font=100 </text>			1	5	10
408	恶人谷指挥			4	1	<text>text="阵营攻防战恶人谷指挥称号，限时两小时。" font=100 </text>			1	5	10
409	浩气长存		32020	4		<text>text="长空令下，余孽不生，以我手中长枪，守浩气长存！\\\n"font=100</text><text>text="为参与巅峰阵营战的浩气盟侠士颁发的限时纪念称号。" font=100 </text>			1		10
410	自在逍遥		32021	4		<text>text="生不生，故不故，胜不胜，负不负，自在逍遥，唯我大恶人谷！\\\n"font=100</text><text>text="为参与巅峰阵营战的恶人谷侠士颁发的限时纪念称号。" font=100 </text>			1		10
411	天涯共此时			4		<text>text="千里共明月，佳期赏良宵。\\\n"font=100</text><text>text="此称号赠予与剑网3共度百级之约狂欢夜的侠士。" font=100 </text>			1	5	7
412	一呼百应		32051	4		<text>text="谐趣生平不必语，一呼百里遥相应。" font=100 </text>			1	5	10
413	凌霄问鼎			4		<text>text="杯酒快意酬知己，侠骨登峰试剑芒。\\\n"font=100</text><text>text="第十三届名剑大会为达到十三段的侠士准备的荣誉奖励。" font=100 </text>			1	5	4
414	浩气盟指挥团		31604	4		<text>text="阵营攻防战浩气盟指挥团成员称号，限时五天。" font=100 </text>			1	5	10
415	恶人谷指挥团		31605	4		<text>text="阵营攻防战恶人谷指挥团成员称号，限时五天。" font=100 </text>			1	5	10
416	蓝海守护侠			4		<text>text="虞衡友人，澄涤碧海，悯心有恒，结缘海灵。\\\n"font=100</text>			1	5	7
417	神火飞鸦	7087		4		<text>text="蓬海隐洲，霆天动地，星落伏火，惊龙蛰蛇。\\\n"font=100</text>				5	1
418	东海	7070		3		<text>text="九野之水，天汉之流，万川引归，浩渺无垠。" font=100 </text>				5	1
419	傲骨绝云			4		<text>text="天地浩渺我独行，斩尽不平最疏狂。\\\n"font=100</text><text>text="第十四届名剑大会为达到十三段的侠士准备的荣誉奖励。" font=100 </text>			1	5	4
420	虎啸风生			3		<text>text="剑侠云起，虎啸风生。《剑网3》虎牙直播活动专属称号。" font=100 </text>			1	5	7
421	猎寇豪侠		33150	4		<text>text="霸王盛宴，海覆贼侵。攘寇安民，名震尘归。" font=100 </text>				5	3
422	一笑中		33212	5		<text>text="十载风雨，同舟共醉。江海一笑，恩仇泯尽。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/161968.tga	1		8
423	十全十美		33236	5		<text>text="十全十美，诸事顺遂。\\\n"font=100</text><text>text="《剑网3》十周年怀旧活动之畅通奇穴，十个奇穴全部畅通的专属称号。" font=100 </text>			1	5	7
424	十年一剑		33238	4		<text>text="剑诛宵小，侠者无双 ，情义十载，缘起稻香。\\\n"font=100</text><text>text="此称号赠予陪伴剑网3携手十周年的侠士，十年一剑红尘客，梦回大唐侠者行。" font=100 </text>			1	5	7
425	春华秋拾		33307	4		<text>text="《剑网3》十周年“同人嘉年华”征集活动，优秀作品设计者的专属称号。" font=100 </text>			1	5	7
426	解千愁		33267	5		<text>text="时光飞逝，情义犹在。相知相惜，共解千愁。" font=100 </text><text>text="\\\n获得该称号后可同步解锁同名特效，特效可在“角色-挂饰秘鉴”面板查看。" font=100 </text>	1	ui/Image/item_pic/162038.tga	1		8
427	灵泉		33386	3		<text>text="一剑辟出玉水锋，群雄俯首历山尘。剑网3城市争霸赛专属称号。" font=100 </text>			1	5	10
