ID	Length	String
STR_PARTYRECRUIT_COMMINGSOON2	16	五人门派英雄秘境
STR_PARTYRECRUIT_COMMINGSOON3	12	四大普通秘境
STR_PARTYRECRUIT_COMMINGSOON4	12	四大英雄秘境
STR_PARTYRECRUIT_MONEY	12	金钱（银两）
STR_12_HOURE	6	12小时
STR_24_HOURE	6	24小时
STR_48_HOURE	6	48小时
STR_TONG_BAO	10	可售通宝：
STR_PARTYRECRUIT_LEAVE_QUEUE	8	离开队列
STR_MAILPANEL_TOTALPRICE	8	设定总价
STR_CANCEL_SELL	8	取消寄卖
STR_TONGBAO_RECHARGE	4	充值
STR_TITLE_HANGINGS	4	挂件
STR_COIN_TITLE	16	你当前拥有通宝：
STR_FARMPANEL_ENTERFARM	4	进入
STR_FARMPANEL_MYSTATE	10	百草点数：
STR_FARMPANEL_ATTENTION	20	我关注的帮会百草园：
STR_FARMPANEL_RANDOM	16	随机帮会百草园：
STR_FARMPANEL_APPLYATTENTION	8	添加关注
STR_FARMPANEL_TITLE	6	百草园
STR_FARMPANEL_ENTER	14	进入选中百草园
STR_FARMPANEL_LEAVE	14	离开当前百草园
STR_FARMPANEL_ENTERSPECIFYFARM	14	进入指定百草园
STR_MINIMAP_FARM	96	<text>text="帮会百草园" font=163 </text><text>text="\\\n点击打开帮会百草园界面" font=106 </text>
STR_FARMPANEL_SHOWTIP	16	开启鼠标TIPS说明
STR_CANCEL_SELL	8	取消寄卖
STR_TONGBAO_RECHARGE	4	充值
STR_TITLE_HANGINGS	4	挂件
STR_COIN_TITLE	16	你当前拥有通宝：
STR_PLAYER_SWITCHSWORD	8	切换武器
STR_CYCLOPAEDIA_TITLE	8	江湖百科
STR_HELPER_CALENDER	8	活动大全
STR_HELPER_ACTIVE	8	武林事件
STR_HELPER_FAQ	3	FAQ
STR_HELPER_LOG	8	更新日志
STR_HELPER_TIME	4	时间
STR_HELPER_SORT	4	分类
STR_HELPER_DEREE	4	等级
STR_TITLE_WORLD	10	世界称号：
STR_CHEATWARNING_TIP	170	       我们检测到你的角色曾使用过外挂，为了维护公平的游戏环境，请你停止使用。我们会根据剑网3运营团队的外挂处理政策对你的角色采取相应的处理措施，并视情况严重者将停封账号。
STR_CHEATWARNING_TITLE	12	使用外挂警告
STR_HATREDPANEL_SAFEZONE	8	安全区域
STR_MINIMAP_GMMSGBOARD	58	点击打开客服中心，你可以通过这里享受到各种服务并获得帮助。
STR_LOGIN_TOKEN	38	您已经绑定了手机令牌，请输入动态密码：
STR_LOGIN_KINGSOFTTOKEN	8	绑定令牌
STR_LOGIN_RETRIEVEACCOUNT	8	找回账号
STR_EXIT_QUESTION	50	请告诉我们你本次退出的原因，以帮助更好地改进游戏：
STR_EXIT_QUESTION01	20	正常退出，下次继续玩
STR_EXIT_QUESTION02	14	游戏客户端出错
STR_EXIT_QUESTION03	8	游戏太卡
STR_EXIT_QUESTION04	16	不喜欢画面和风格
STR_EXIT_QUESTION05	14	操作方式不适应
STR_EXIT_QUESTION06	22	在游戏中不知道要做什么
STR_EXIT_Title	18	你确定退出游戏吗？
STR_HELPER_Filter5	4	休闲
STR_HELPER_Filter6	4	对抗
STR_HELPER_Filter7	4	任务
STR_MAILPANEL_MONEY	8	寄出金钱
STR_MIDDLEMAP_LEVELFITQUEST	20	显示当前适合任务标记
STR_MAILPANEL_PayMail	8	付费取信
STR_HELPER_ACTIVE	8	日常任务
STR_HELPER_FAQ	3	FAQ
STR_HELPER_LOG	8	更新日志
STR_HELPER_TIME	4	时间
STR_HELPER_SORT	4	分类
STR_HELPER_DEREE	4	等级
STR_IMPORTANT_NPC	17	显示常用的NPC标记
CAMP_REVERSE_YES	8	确定转换
STR_KUNGFU_MESSAGE	116	你可以为内功绑定一个快捷栏，这样在下次选择该内功时，系统会自动切换。是否绑定？\n\n你随时都可以修改绑定设置，如右图：
STR_KUNGFU_NEVER	8	不再提示
STR_TITLE	4	战阶
STR_GET_PRESTIGE	89	可通过名剑大会击伤敌对阵营特定的NPC、战场、威望日常任务、击伤敌对阵营玩家等途径来获得威名
STR_GET_TITLEPOINT	185	可通过击伤敌对阵营特定的NPC、战场、威望日常任务、击伤敌对阵营玩家等途径来获得战阶积分；每周根据战阶积分排名决定当周在上周战阶基础上提升的幅度，每周一根据此排名更新战阶后清空上周战阶积分
STR_HELPER_MORE	4	详细
STR_MAIL_NOTICE	49	付费邮件退信时间为1天，普通邮件自动退信时间为30天
STR_UISETING_CLOSE	4	关闭
STR_UISETING_SCHOOLCOLOR	16	显示玩家门派颜色
STR_FE_PRODUCETITLE	20	放入你要打造的五行石
STR_FE_LVMAX	28	你的五行石已经达到最高等级！
STR_FE_FEEQUIPTITLE	18	放入需要精炼的装备
STR_FE_FEMONEY	8	加工费：
STR_FE_FEPRODUCE	10	五行石精炼
STR_FE_FEEQUIP	8	装备精炼
STR_FE_LVUP	4	精炼
STR_FEEE_PRODUCE	18	放入你要剥离的装备
STR_FEEE_FE	16	你将获得以下物品
STR_FEA_FE	20	放入你要熔嵌的五行石
STR_FEA_FEA	28	当前使用装备的五行石熔嵌数量
STR_FEA_SETTING	4	熔嵌
STR_FEA_TITLE	8	装备熔嵌
STR_FE_EQUIPTIP	26	加入五行石可增加精炼成功率
STR_FE_FEPEEL	8	熔嵌剥离
STR_FE_PEELTITLE1	14	已熔嵌的五行石
STR_FE_PEELTITLE2	12	可获得五行石
STR_FE_PEELBUTTEN	4	剥离
STR_FE_FEMONEY1	6	费用：
STR_FE_CHOOSEMODE	16	请选择精炼类型：
STR_HELPER_COPY	8	武林秘境
STR_PQ_TIMETITLE	12	挑战倒计时：
STR_PQ_PQPROGRESS	10	完成进度：
STR_XIAOGUO_TITLE	12	效果性能设置
STR_TITLE_GUILDMONEY	12	帮会总资金：
STR_GUILD_GUILDCOUNT	4	人数
STR_TAOZHUANG_TITLE	4	套装
STR_EQUIP_QUALITY_TITLE	8	装备品质
STR_EQUIP_TYPE_TITLE	4	类别
STR_GUILD_STSKILLTITLE	10	需求技能：
STR_GUILD_SCIENCETREETRUNK	10	天工树主干
STR_TITLE_GUILDMONEY	12	帮会总资金：
STR_VEGETABLE_TIP	28	请将种子放入左边框内进行播种
STR_GUILD_FISHING	4	垂钓
STR_GUILD_SHOUGAN	4	收杆
STR_GUILD_TRUNKPROUDUCE	108	天工树主干是帮会发展的基石，可在帮会领地高九问处开启并升级天工树，通过开启其中的节点帮众们可获得额外的能力。
STR_GUILD_SCIENCEBRANCH2	8	田园分支
STR_GUILD_SOWING	4	播种
STR_GUILD_ERADICATE	4	铲除
STR_GUILD_HARVEST	4	收获
STR_VEGETABLE_HEALTH	8	健康度：
STR_VEGETABLE_MATURE	8	成熟度：
STR_VEGETABLE_LAND	10	土地等级：
STR_VEGETABLE_TIP	28	请将种子放入左边框内进行播种
STR_EQUIP_SCHOOLTJ	8	推荐门派
STR_EQUIP_DROP_ROLE	8	掉落角色
STR_TITILE_SOURCE	8	物品来源
STR_SERVERSEARCH	14	服务器互通查询
STR_ADD_TITLE	4	充值
STR_BUY_TIME	12	金钱购买时间
STR_SOLD_TIME	12	通宝兑换金钱
STR_PAYPATH_TITLE	45	点击打开充值面板,你可以通过这里进行账号充值。
STR_DANREN_TITLE	8	单人加入
STR_TIP_WORD	6	提示：
STR_BATTLE_ADD_TIP	140	        选择“小队加入”，可以和队友一起排队进入战场并肩作战。\n\n        选择“单人加入”，只有自己进入战场，进入战场后系统将自动分配队友。
STR_TIP_MONEY	79	当前金钱携带上限为<D0>万金，超出该上限，将不能再继续获得金钱。（1金砖=10000金）
STR_PQ_PROTIME	12	阶段倒计时：
STR_PQ_FIELDPRO	18	公共任务阶段进度：
STR_PQ_INTRODUCE	8	详细介绍
STR_TIP_LANDTIP	80	种植种子并收获，该土地便可获得经验直至升级，越高等级的土地可种植越高等级的种子。
STR_TIP_HEALTHTIP	113	影响种子实际的收成个数，种子收成最大数乘以该健康度系数就是实际收成数，健康度最少不低于30%，收获数最少不低于一株。
STR_TIP_MATHURETIP	30	种子的生长情况，100%时可收获。
STR_TITLE_EXPANDPOP	12	显示为阅历条
STR_TITILE_SOURCE	8	物品来源
STR_TITLE_KEY	14	请输入激活码：
STR_BUTTON_KEY	8	领取奖励
STR_HELPER_ACTIVEMORE	8	活动详情
STR_RANKING_TITLE	4	排名
STR_GOOD_TITLE	6	浩气盟
STR_EVIL_TITLE	6	恶人谷
STR_NAME_TITLE	4	名字
STR_BANGHUI_TITLE	4	帮会
STR_MENPAI_TITLE	4	门派
STR_JIFEN_TITLE	4	积分
STR_MIDDLEMAP_MAPPAGETITLE	4	地图
STR_HELP_SOUND	8	新手帮助
STR_TIP_SOUND	8	系统提示
STR_TIPFEMALE	16	系统提示使用女声
STR_ARENA_REWARD	6	奖励：
STR_TITLE_EQUIPMENT	8	装备大全
STR_TITLE_EQUIPMENT	8	装备大全
STR_ZHUANGBEI_CHAXUN	8	装备查询
STR_ZHUANGBEI_MIJING	8	秘境掉落
STR_ZHUANGBEI_SHANGREN	4	商人
STR_TANLENT_TITLE	8	镇派经脉
STR_MIJING_INTRODUCE	8	秘境介绍
STR_ZHUANGBEI_DROP	8	装备掉落
STR_MYSTERIOUS_NOT	16	进入秘境不再显示
STR_WUXING_FEPRODUCE	6	五行石
STR_TITLE_ZHAOSHOU	4	招收
STR_TITLE_SHENGQING	4	申请
STR_GANG_LIST	8	帮会列表
STR_EQUIP_GANGS	8	推荐帮会
STR_NAME_BOSS	6	帮主名
STR_TITLE_APPLICATION	8	申请加入
STR_RANKING_GANGS	8	帮会排名
STR_RECOMMEND_NEXT	16	下周推荐名单竞标
STR_RECOMMEND_BEFORE	17	当前最低竞标费用:
STR_RECOMMENDLIST_MYBID	9	我的出价:
STR_GUILDLIST_ENREGISTER	8	帮会登记
STR_GUILDLIST_ADLIST_CD	46	你所在的帮会已登记成功，24小时内只能登记一次。
STR_ADD_ADLIST_TIP	60	登记成功需要消耗一定的帮会资金，并至少会有一小时的上榜时间。
STR_TOP_TEN_NOTE	16	(请输入帮会资金)
STR_PLUGINS_TIP1	12	插件过期提醒
STR_PLUGINS_TIP2	102	由于客户端版本更新，您的插件版本已经过期，如果继续加载过期插件，将有可能影响界面错乱或是不能正常游戏。
STR_PLUGINS_TIP3	16	取消加载过期插件
STR_PLUGINS_TIP4	16	继续加载过期插件
STR_PLUGINS_TIP5	14	确定并进入游戏
STR_HELP_MIDDLEMAPTIP1	8	共享任务
STR_HELPER_MIDDLEMAPTIP2	8	放弃任务
STR_HELPER_MIDDLEMAPTIP3	8	追踪任务
STR_HELPER_MIDDLEMAPTIP4	8	取消追踪
STR_JOINUS	8	招贤纳士
STR_RANDOM_SHUJI	4	书籍
STR_RANDOM_CAILIAO	4	材料
STR_PQ_FIELDPQ	12	世界公共任务
STR_TITLE_OPTIONSEVICE	8	增值服务
STR_BATTLEFIELD_DGPAGE	8	战场排队
STR_BATTLEFIELD_TIPS	71	<D0>12点至次日凌晨1点可获得战阶积分奖励；同时首次胜利将会获得额外奖励。
STR_LOGIN_KINGSOFT2	27	文网游备字[2017]C-RPG0031号
STR_MONEY_TITLE1	6	金钱：
STR_TITLE_MESLINE_SETTINGS	4	设置
STR_FE_QUICKLVUP	8	快速精炼
STR_FE_QUICKTITLE	14	五行石快速精炼
STR_FE_QUICKTIP	30	请选择精炼后所得五行石相关信息
STR_FE_QUICKSELECT1	14	* 请选择类型：
STR_FE_QUICKSELECT2	14	* 请选择等级：
STR_FE_QUICKSELECT3	14	* 请填写数量：
STR_FE_QUICKTIP1	4	消耗
STR_FE_QUICKTIP2	16	不绑定的五行石、
STR_FE_QUICKTIP3	10	精力及金钱
STR_FE_QUICKTITLE1	8	消耗资源
STR_FE_QUICKTITLE2	6	消耗量
STR_FE_QUICKTITLE3	6	拥有量
STR_FE_CHANGEPANEL	8	普通精炼
STR_FE_FEEAENTITLE	13	*最终可获得：
STR_LOGIN_KINGSOFT3	31	出版物ISBN号：978-7-89989-182-7
STR_LOGIN_KINGSOFT4	33	批准文号：科技与数字【2011】259号
STR_LOGIN_KINGSOFT5	26	著作权登记号：2010SRBJ0227
STR_SKILL_NAME	9	技能名称:
STR_HURT_DEGREE	4	次数
STR_HURT	9	伤害/治疗
STR_HURT_PROPORTION	4	比重
STR_SKILL_START	12	具体技能统计
STR_SKILL_STYLE	8	技能类型
STR_START_LEAST	4	最小
STR_START_AVERAGE	4	平均
STR_START_MOST	4	最大
STR_FIGHTING_SWITCH	29	点击切换：单次数据 / 全程统计
STR_FIGHTING_OUTPUT	24	发布统计信息到指定的频道
STR_FIGHTING_CLEAR	12	清除统计数据
STR_TRADE_EXPLANE	36	交易物品发生过改变请仔细确认后交易。
STR_MONTHLYCARD_MODE1	10	求购模式：
STR_MONTHLYCARD_TIME1	10	求购时间：
STR_MONTHLYCARD_VALUE1	10	求购价格：
STR_MONTHLYCARD_MONEY	10	拥有金额：
STR_MONTHLYCARD_EXPLAIN1	10	求购说明：
STR_MONTHLYCARDP_BUYER	6	求购者
STR_MONTHLYCARDP_DAYS1	8	求购时间
STR_BUY1	4	成交
STR_CANCEL_SELL1	8	取消求购
STR_MONTHLYCARDP_BUY1	8	求购通宝
STR_MONTHLYCARD_VALUE2	10	手续费用：
STR_MONEY_SELL	4	求购
STR_SKILL_TITLE	8	技能名字
STR_TONG_BUILD_FINISH	8	建设完成
STR_TONG_BUILD_GANG_UNSTART	14	未开启工房建设
STR_TONG_BUILD_DAN_UNSTART	14	未开启丹房建设
STR_TITLE_TONGBAO	6	通宝：
STR_TITLE_BARBERSHOP	4	易容
STR_HAIRSHOP_TIP	54	少林侠士需完成少林代掌门玄钟给予的任务，方可进行易容。
STR_INTERCALATE_PASSWORD	8	设置密码
STR_AFFIRM_PASSWORD	8	确认密码
STR_QUIZ_PASSWORD	8	密码提问
STR_ANSWER_PASSWORD	8	回答问题
STR_UNLOCKING_PASSWORD	4	解锁
STR_RESET_PASSWORD	8	重置密码
STR_TANGMEN_ANQI	6	千机匣
STR_XIAOYAOWW	8	逍遥问问
STR_FE_RESET	8	属性重铸
STR_FE_FECOLORSTONE	10	五彩石精炼
STR_FE_CSTIP1	28	●重铸：加入一颗同等级五彩石
STR_FE_CSTIP2	28	●精炼：加入八颗同等级五彩石
STR_TITLE_APPRENTICE	13	可收亲传弟子:
STR_TITLE_APPRENTICE	8	亲传弟子
STR_BATTTLE_MAP_SETTING	8	功能配置
STR_V_L_TITLE	5	胜-负
STR_PCHANGC_QUEUE	8	个人场次
STR_PCHANGC_UNDER	10	个人竞技分
STR_UISET_ARENA	12	离开名剑大会
STR_JIESUAN_TITLE	4	结算
STR_JIFEN_GRADEON	6	积分：
STR_TEAM_ARENA	8	名剑队名
STR_HELPER_ACTIVE	8	活动广告
STR_SPRINT_POWER	198	<text>text="气力值" font=65 </text><text>text="\\\n双击W键，进入新轻功状态；按住W键，保持新轻功状态；松开W键，结束轻功状态。在新轻功状态中，连续点击空格键，可以在空中做出各式动作。" font=106 </text>
STR_ACTIVE_AWARD	10	可领取奖励
STR_TITLE_MODIFY_PASSWORD	8	修改密码
STR_TITLE_OLD_PASSWORD	6	旧密码
STR_TITLE_NEW_PASSWORD	6	新密码
STR_LOOTROLL_NO	4	不要
STR_TIP_ROLLCANCEL_NO	96	<text>text="不要" font=163 </text><text>text="\\\n这件物品不适合我，我不要它！" font=106 </text>
STR_TIP_GREED_LEAKAGE	100	<text>text="捡漏" font=163 </text><text>text="\\\n这件物品不适合我，但是我也想要！" font=106 </text>
STR_TIP_ROLL_TAKE	98	<text>text="我要" font=163 </text><text>text="\\\n我想要这件物品！我要参与分配！" font=106 </text>
STR_LOOTROLL_ROLL_TAKE	4	我要
STR_LOOTROLL_GREED_LEAKAGE	4	捡漏
STR_HAIRSHOP_TIP1	32	下次更换此发型只需花费1500通宝。
STR_OPEN_QJX	18	点击可打开千机匣。
STR_MINIMAP_CIPHERLOCK	124	<text>text="安全锁(角色下线后自动锁定)" font=163 </text><text>text="\\\n锁定角色交易等操作，保障财产安全。" font=106 </text>
STR_RANGE_PROVIDE	8	锁定范围
STR_RANGE_CHOICE	8	可选锁定
STR_CONFIRMATION_PASSWORD	8	再次确认
STR_PWCHOICE_TITLE	10	安全锁服务
STR_CHOICE_TITLE	8	选择门派
STR_EASY_TITLE	8	上手难度
STR_TITLE_DEMONSTRATION	4	技能
STR_TITLE_OUTBREAK	4	爆发
STR_TITLE_ENDURANCE	4	续航
STR_TITLE_AUXILIARY	4	辅助
STR_TITLE_CONTROL	4	控制
STR_TITLE_MABEUVER	4	机动
STR_WNDRANG_TRANSACTION	4	交易
STR_WNDRANG_AUCTION	6	拍卖行
STR_WNDRANG_SHOP	4	商店
STR_WNDRANG_MAIL	4	邮寄
STR_WNDRANG_EQUIPMENT	4	装备
STR_WNDRANG_FIVEESTONE	6	五行石
STR_WNDRANG_WAREHOUSE	4	仓库
STR_WNDRANG_BHWAREHOUSE	8	帮会仓库
STR_WNDRANG_GIVEWAGE	8	发放俸钱
STR_WNDRANGE_DONATIOR	8	帮会捐赠
STR_WNDRANG_EQUIPMENTBRANCE	8	装备拆解
STR_WNDRANG_EARNINGS	4	通宝
STR_WNDRANG_TRANSACTIONTIPS	22	无法与其他玩家进行交易
STR_WNDRANG_AUCTIONTIPS	22	无法使用拍卖行相关功能
STR_WNDRANG_SHOPTIPS	20	无法使用商店相关功能
STR_WNDRANG_MAILTIPS	20	无法邮寄但可收取物品
STR_WNDRANG_EQUIPMENTTIPS	26	无法对装备进行相关功能操作
STR_WNDRANG_FIVEESTONETIPS	24	无法对五行石进行相关操作
STR_WNDRANG_WAREHOUSETIPS	20	无法使用仓库相关功能
STR_WNDRANG_BHWAREHOUSETIPS	24	无法使用帮会仓库相关功能
STR_WNDRANG_GIVEWAGETIPS	24	无法使用发放俸钱相关功能
STR_WNDRANGE_DONATIORTIPS	24	无法使用帮会捐赠相关功能
STR_WNDRANG_EQUIPMENTBRANCETIPS	24	无法使用装备拆解相关功能
STR_WNDRANG_EARNINGSTIPS	22	无法进行通宝交易的操作
STR_TITLE_ABILITY_TXT	4	心法
STR_PAYREMIND_TIP	38	试玩账号需要充值后，才可进行以下操作：
STR_PAYREMIND_TITLE	8	付费提示
STR_FOCUS_TXT	14	失去焦点时播放
STR_CAMPINFO_TIPTITLE	12	士气获取方式
STR_CAMPINFO_TIP1	99	南屏昆仑之役，胜利阵营可获得300分。每场攻防结束时，激活首领数多的阵营可获得当前激活首领数*100积分。
STR_CAMPINFO_TIP4	127	每周日21:00结算，士气高者为胜方阵营。本方阵营胜利，并且攻防战期间参与击退首领次数超过10次者，下周一可获得【血踪万里】属性称号。
STR_SCORES	6	薪火点
STR_EXTERIORBOX_EXTERIOR	4	外观
STR_EXTERIORBOX_PAGEPREV	6	上一页
STR_EXTERIORBOX_PAGENEXT	6	下一页
STR_EXTERIORBOX_TRYONE2	4	预览
STR_EXTERIOR_OVERVIEW	4	首页
STR_HIDE_EXTERIOR	12	勾选显示外观
STR_MIDDLEMAP_RICHANGQUEST	16	显示日常任务标记
STR_MIDDLEMAP_LOWQUEST	18	显示低等级任务标记
STR_MIDDLEMAP_HUISEQUEST	16	显示灰色任务标记
STR_QUESTTRACE_LEVEL18	116	18级未付费角色，将无法获得任何形式的阅历增长及任务目标个数的增加，同时也无法正常接交任务。请充值后重新登录游戏即可。
STR_MOTP_TIP	14	请输入MOTP号码
STR_ITEMBOX_LOOT1	8	全部领取
STR_MIDDLEMAP_ACTIVEQUEST	16	显示活动任务标记
STR_EXIT_CHOOSE	8	确定退出
STR_REGRESSIONPANEL_DAY0	3	0天
STR_MIDDLEMAP_QUESTMARK	12	显示任务标记
STR_MIDDLEMAP_MARKSETTING	8	标记设置
STR_TANLENT_DISHULEFT	10	剩余点数：
STR_MYSTIQUEL_DRESSTITLE	12	已装备秘笈：
STR_SPRINTHELP_TITLE	10	轻功分解图
STR_BUBBLE_BUTTON	8	查看详细
STR_UNLOCKING_INFO	8	保护范围
STR_MIJING_MENPAI	8	门派推荐
STR_ACTIVE_JIANGLI1	22	未领取奖励的活动个数：
STR_ACTIVE_JIANGLI2	18	具体奖励可点开查看
STR_TONGTREE_GONG	8	藏珍阁：
STR_TONGTREE_DAN	8	圣手坊：
STR_CHARACTER_PRESTIGE	6	威望：
STR_ROLECHANGE_TITLE	8	头像选择
STR_ROLECHANGE_MP	8	门派头像
STR_ROLECHANGE_GX	8	江湖头像
STR_FIGHTINGSTATISTIC_TITLE	8	伤害统计
STR_QUESTTRACE_TIP	26	此任务不能在团队队伍中完成
STR_EXTERIORBUY_TOTAL	6	结算：
STR_GUILDADDMEMBER_QUANXUAN	4	全选
STR_ITEMBUY_BUY	4	购买
STR_ACTIVITYTIP_TITLE	10	活动详情：
STR_ACTIVITYTIP_CHAKAN	8	点击查看
STR_TITLE_SAFE	8	账号安全
STR_RANK_TITLE	6	风云录
STR_PCHANGC_TITLE1	8	个人排名
STR_PCHANGC_TITLE2	14	浩气盟帮会排名
STR_PCHANGC_TITLE3	14	恶人谷帮会排名
STR_SYSTEM_BAG	164	<text>text="背包" font=65 </text><text>text="  （<KEY OPENORCLOSEALLBAGS>）"font=65</text><text>text="\\\n点击可打开你的背包，可将拾取的物品放入。" font=106 </text>
STR_SHOP_BUY2	8	高级回购
STR_EQUIPMENTSCORE	8	装备分数
STR_MIANBU	4	面部
STR_BEIBU	4	背部
STR_YAOBU	4	腰部
STR_TRAIN_ANIMIALS	4	驯养
STR_TRAIN_LEVEL	6	等级：
STR_TRAIN_EVENT	8	驯养事件
STR_EVENT_TIME	10	持续时间：
STR_SEE_SOLUTION	12	查看解决办法
STR_FRIEDFEED	4	喂食
STR_PUTFEED	8	投入食物
STR_THISATTRIBUTE	4	本级
STR_NEXTATTRIBUTE	4	下级
STR_INTRODUCTION_ANIMALS	4	简介
STR_SATUATUIN	6	饱食度
STR_ANIMALS_ATTRIBUTE	4	属性
STR_ZHAOHUAN_ANIMALS	4	召唤
STR_FRIEDEVENT	8	驯养事件
STR_HORSE_BOX	4	马厩
DOMETICATE_STOP	4	中止
STR_PCHANGC_TITLE5	12	试炼之地排名
STR_RANK_TRIALSNUM	8	通关层数
STR_RANK_TRIALSSCORE	8	通关总分
STR_RANK_TRIALSCSCORE	8	装备总分
STR_TITLE_RESTART	8	重新开始
STR_TITLE_CONTINUE	4	继续
STR_CROSSING_TITLE	12	本层总积分：
STR_CROSSING_TITLE2	14	历史最高积分：
STR_CROSSING_TITLE6	8	试炼之地
STR_SKILLSHORTBAR_TIP	8	自动放置
STR_EQUIP_PNEDENT_HELM	8	面部挂件
STR_EXTERIOR_HAD	6	已拥有
STR_LOGINLOGO_TIP	17	按ESC可跳过动画。
STR_SHOUW_CAP	12	勾选显示帽子
STR_CROSSING_EXIT	8	退出挑战
STR_CROSSING_CONTIUNE	8	继续挑战
STR_CROSSING_REWARD	18	评分越高，奖励越高
STR_GUILD_BANK_TG	6	天工库
STR_AWARD_EXPLAIN	14	激活码兑换奖励
STR_AWARD_EXCHANGE	4	兑换
STR_HOTKEY_DEFAULT1	8	恢复配置
STR_HOTKEY_MSGBOX	14	你确定要恢复？
STR_CROSSING_TITLE_TOTAL_SCORE	8	总得分：
STR_ANIMALS	4	宠物
STR_TANLENT_PROGRAM1	10	镇派方案一
STR_TANLENT_PROGRAM2	10	镇派方案二
STR_GUILD_OVERVIEW	4	总览
STR_GUILD_SCIENCEBRANCH3	8	涅槃分支
STR_GUILD_LAST	16	预览上次加点方式
STR_GUILD_SURE	4	确定
STR_TRANSPARENT_TIP1	136	你的操作系统开启了透明效果，关闭此效果可大幅提高游戏流畅度。你可在性能效果设置界面中寻找到此选项。\n\n请问你目前需要关闭系统透明效果吗？
STR_TECHTREE_TIP1	25	1.周一7点至周日24点配置。
STR_DOMESTICATE_PET	110	一心不二，一朝认主一生相守\n永不离弃，生死相随真心相依\n相伴江湖，天涯萍踪日夜陪伴\n百态千姿，潇湘夜雨同乐开怀
STR_MIDDLE_MAP_NPC_MARK	12	显示活动标记
STR_SKILL_ACTIVATION	4	激活
STR_TONG_OTHER_MES	8	其他信息
STR_FANPAI_TIP	88	注：如果背包满格，奖励将通过邮件形式发放；获得的“优惠券”可在“外观商城”中查看和使用。
STR_FANPAI_JIANGLI	8	翻牌奖励
STR_COIN_HAVE	18	你所拥有的通宝数量
STR_HOTSPOT	20	点击打开最新热点界面
STR_MAIL_UNOFFICIAL	32	非官方邮件，请注意不要上当受骗！
STR_ZHENPAI_TIP	131	<text>text="推荐镇派加点" font=65 </text><text>text="\\\n点击按钮，可预览推荐加点方式，需要点击学习按钮才可应用。" font=106 </text>
STR_SKILL_GRADN	14	自定义连招设置
STR_BATTLEFIELD_GUILDTIP1	26	·约战开始后方可进行排队。
STR_BATTLEFIELD_GUILDTIP2	54	·同盟帮会成员在帮会结盟时间超过72小时后方可协助参战。
STR_BATTLEFIELD_GUILDTIP3	66	·约战方拥有外交权限的成员方可带领本帮成员及同盟帮会成员发起排队。
STR_BATTLEFIELD_GUILDTIP4	42	·本帮会和同盟帮会的预备期成员均不得参战。
STR_BATTLEFIELD_GUILDTIP5	44	·具体约战时间和对战方可在帮会外交界面查看。
STR_HAIR	4	发型
STR_BANG	4	刘海
STR_PLANTS	4	辫子
STR_UP_DRESS	4	上装
STR_MOVIE_LOADING	10	动画加载中
STR_SKILLGUIDE_AUTOHIDE	8	自动隐藏
STR_PAY_RIGHTNOW	8	立即充值
STR_LOCK_TISHI	32	请移动滑块至你认为可以开锁的位置
STR_LOCK_OPEN	4	开锁
STR_RAID_WORLDMARK	105	<text>text="世界标记"font=65</text><text>text="\\\n可在秘境场景中放置世界标记来标记位置。"font=106</text>
STR_RAID_SHOUQI	13	展开/收起按钮
STR_WORLD_MARK	12	团队世界标记
STR_RAID_OFFLINE	4	离线
STR_BATTLEFIELD_MAPTIP1	14	点此返回小地图
STR_BATTLEFIELD_MAPTIP2	10	点击出战车
STR_BATTLEFIELD_MAPTIP3	18	点此可打开对应地图
STR_CLEAR_WORLD_MARK	12	清除世界标记
STR_SKILL_GRADN_NOTICE	32	首个招式推荐放置无调息时间的技能
STR_LEFT_TIME	9	剩余时间:
STR_Auction_Currentprice	12	当前价格为：
STR_Auction_Yourprice	12	你的出价为：
STR_Auction_LeastPrice	14	你至少需加价：
STR_Auction_Increases	5	加价:
STR_Auction_Increases2	4	加价
STR_START_BID	8	起拍价：
STR_RAID_EXPAND	17	展开/收起团队面板
STR_RAID_BTN	13	展开/收起按钮
STR_Calender_Fam_Data	30	点击下拉菜单选择资料片进行筛选
STR_Calender_TeamFam	8	小队秘境
STR_Calender_RiadFam	8	团队秘境
STR_Calender_Fam_Mapview	8	查看地图
STR_Calender_Fam_Ten	4	10人
STR_Calender_Fam_TF	4	25人
STR_Calender_Fam_Five	3	5人
STR_Calender_TeamFam_Level	10	最低等级：
STR_TUOYIN	4	拓印
STR_SHOULINGJIESHAO	8	首领介绍
STR_DAILY_SIGN_IN_TITLE	12	每日签到奖励
STR_YIYOUGYOU	6	已拥有
STR_CHONGZHIFUBEN	8	重置秘境
STR_WANTEDPANEL_PUBLISH	12	发布决斗挑战
STR_WANTEDPANEL_PUBLISHNAME	8	角色名：
STR_WANTEDPANEL_PUBLISHMONEY	10	决斗金额：
STR_WANTEDPANEL_PUBLISHTIP	22	注：决斗时间持续一周。
STR_PAYFOR_BUTTON	8	了解更多
STR_FLOPPANEL_BUTTON	66	每日上线，均可获得1次抽奖机会；连续签到5日，则有机会获得极品大奖！
STR_ZUIXIN	4	活动
STR_GONGGAO	4	公告
STR_WEEKRANK	14	上周战阶排名：
STR_LINGQUPAIMINGJIANG	12	领取战阶奖励
STR_RECHARGE_FLOP_TITLE	8	充值翻牌
