ID	Name	BarText
2420	滴水	
2421	风	
2422	鬼火	
2423	飞鸟	
2424	猎鹰	
2425	蜘蛛网	
2426	爬虫	
2427	小骨	
2428	建筑工具	拾起工具
2429	鹅卵石	收集
2430	羊角寨外暗道	进入
2431	羊角寨内暗道	进入
2432	驯兽平台	
2433	驯兽障碍	
2434	驯兽假人	
2435	篝火堆	点火
2436	燃烧的篝火堆	
2437	燃烧的草垛	
2438	伏牛寨内暗道	
2439	伏牛寨外暗道	
2440	战鼓	
2441	战车	
2442	果树	
2443	黄金树	
2444	天一骨堆	
2445	密道入口	
2446	书画缸	
2447	画卷盆	
2448	牢笼	
2449	布匹桌子	
2450	烤肉架	
2451	菜花架	
2452	鱼篓	
2453	水晶果	
2455	水晶果花	采集
2456	三角梅	采集
2457	简易蜂房	
2458	蜂窝	摘取
2459	祭祀棺	
2460	木盆	
2461	衣物	
2462	石凳	
2463	石桌	
2464	新建	
2465	幻雾之门	
2466	弓箭架	
2467	木桩	
2468	藤蔓1	
2469	藤蔓2	
2470	藤蔓3	
2471	藤蔓根部	
2472	粮草	
2473	马粪	
2474	尸体	
2475	五毒宠物尸体	
2476	制作中的沙盘	
2477	运石车	
2478	春节宴席	
2479	糖葫芦尸体	
2480	断肠丘暗道	
2481	伏牛山暗道	
2482	巨岩刺	
2483	天台对弈下棋特效	
2484	帮主座椅整体+15	
2485	帮主座椅椅子+15	
2486	帮主座椅重心点靠边	
2487	散落的草药	收集中
2488	药鼎粉末	
2489	货车	搜查中
2490	副帮主座椅-0cm	
2491	副帮主座椅-+5cm	
2492	副帮主座椅-+10cm	
2493	副帮主座椅--5cm	
2496	箭毒木嫩枝	
2497	双生毒花	采集
2498	红背竹竿草	采摘
2499	藤蔓根部	
2500	猴儿草	
2501	野鼠窝	
2502	紫龙藤	采集
2503	叶锦花	
2504	粪便	
2505	天一刑具	
2506		
2507	鲜脆果盘样品	
2508	鲜味果盘样品	
2509	鸡肉菜盘样品	
2510	美酒佳酿样品	
2511	南瓜盅菜盘样品	
2512	蒸鱼菜盘样品	
2513	肘子菜盘样品	
2514	毒罐	
2515	毒烟	
2516	小帐篷	
2517	腐败的狼尸体	
2518	马尸体	
2519	野猪尸体	
2520	古尸	
2521	死亡的武林人士	
2522	农时	
2523	货物	
2524	草药包	
2525	工房升级材料盒	工房升级材料盒
2526	丹房升级材料盒	丹房升级材料盒
2527	灵蛇谷药鼎	刮取药粉
2528	上古药碑	查看碑文
2529	副帮主座椅-东	
2530	死亡的武林人士	
2531	死亡的武林人士	
2532	大葱	采割
2533	染缸	
2534	捕兽夹	
2535	红衣教哨塔	
2536	神像	
2537	元圣水	
2538	巫蛊丘货物	拾取中
2539	月魂草药包	收集
2540	纺车	
2541	幽风古棺	拾取
2542	犁耙	
2543	叉烧肉	
2544	大将军现身雾效	
2545	香蕉幼苗	
2546	香蕉	
2547	万花草	
2548	蛮族旗帜	插旗
2549	葫芦幼苗	
2550	葫芦	
2551	木材	拾取
2552	告示牌	阅读
2553	干枯的茶树	
2554	待修枝的茶树	
2555	纺车	
2556	元圣水祭坛	
2557	虎皮	
2558	花鼓	
2559	茶筛	
2560	猎皮	
2561	茶具组件	
2562	桌子	
2563	凳子	
2564	帐篷	
2565	座位	
2566	死亡的武林人士	
2567	死亡的武林人士	
2568	死亡的武林人士	
2569	死亡的武林人士	
2570	死亡的武林人士	
2571	死亡的武林人士	
2572	死亡的武林人士	
2573	驱蛊之法特效	
2574	帅气的桌子	
2575	灭火水桶	
2576	攀爬藤蔓	
2577	屏风	
2578	车	
2579	金银虫珥	
2580	宁神花	
2585	火种堆	
2586	供台	
2587	野猪陷阱	
2588	幽兰香草	采摘
2589	圣水罐摧毁特效	
2590	清明贡品	拜祭
2591	清明贡品	拜祭
2592	赤石	
2593	地鼠门机关	拆除中
2594	彩云逐月	
2595	栩栩生辉	
2596	心想事成	
2597	尸体	
2598	尸体	
2599	尸体	
2600	尸体	
2601	粮食	
2602	遗失的香	
2603	遗失的纸钱	
2604	高处的威胁爆炸特效	
2605	褪色的拨浪鼓	
2606	破旧的布娃娃	拾取
2607	摧毁祭坛毁灭特效	
2608	倒地的野鹿	
2609	当归草	采集
2610	犀牛的粪便	采集
2611	散乱的包裹	调查
2612	散乱的货物	调查
2613	中原武林人士的尸体	调查
2614	染血的衣服	调查
2615	染血的鞋子	调查
2616	火烈果	
2617	犀牛肉	
2618	破旧的石鼎	
2619	小雪球	堆雪球
2620	中雪球	堆雪球
2621	大雪球	堆雪球
2622	小雪堆	堆雪球
2623	肥料	
2624	门把手	
2625	农时	
2626	茶种	
2627	明矾	采集
2628	石桌	
2629	阵亡浩气弟子	
2630	蝙蝠帮门徒尸体	
2631	地鼠门门徒尸体	
2632	阵亡浩气女弟子	
2633		
2634	尸体	
2635	尸体	
2636	动物尸体	
2637	河蚌	采集
2638	归神草	采集
2639	席子	
2640	XXX2	
2641	川贝	
2642	虫草	
2643	麦冬	
2644	赤铁	
2645	月锡	
2646	金钱树	
2647	小金钱树	
2648	攻城器械	
2649	攻城器械	
2650	鱼腥草	采集
2651	赤炼菇	拾取
2652	杜海	
2653	灵毒花	拾取
2654	炼尸罐	
2655	散落的衣物	
2656	含羞草	拾取
2657	机关石	
2658	令牌	
2659	粮草包	
2660	寂灭殿大门	开门
2661	鸣香草	采集
2662	玄雪子房门	
2663	牢笼	
2664	风筝	准备起飞
2665	散落的树枝	拾取中
2666	火盆	
2667	浩气盟尸体	
2668	天策尸体	
2669	毒酒	
2670	手信	
2671	小钱箱	
2672	钱袋	
2675	破碗	
2676	肥料2	
2677	肥料3	
2678	水桶2	
2679	水桶3	
2680	剪子2	
2681	剪子3	
2682	蓬莱秘符	拾取
2683	圣蟾雕像	
2684	圣蛛雕像	
2685	破木板桥	
2686	香蕉树	
2687	香蕉	
2688	灵符	
2689	绿色植物	
2690	鲜花	
2691	青草	
2692	重力墙壁	
2693	黑铁之门	
2694	祭祀之门	
2695	矮小的绿色植物	
2696	复苏	
2697	建造中的机甲	
2698	建造中的机甲	
2699	红衣攻城器械	
2700	红衣攻城器械	
2701	兽笼	
2702	红衣兽笼	
2703	未知的失物	
2704	鸟巢	
2705	结实的树枝	拾取
2706	上灵草	采集
2707	星宿包裹	
2708	星宿宝盒	
2709	星宿锦囊	
2710	星宿宝箱	
2711	星宿秘宝	
2712	轰炸	
2713	逐风剑	寻找
2714	柔软的草	
2715	融天擂台火盆	
2716	一号风筝	起飞
2717	二号风筝	起飞
2718	三号风筝	起飞
2719	四号风筝	起飞
2720	pq火盆	
2721	前朝古器	拾取中
2722	大杀器储存箱	
2723	遗留的辎重箱	探囊取物
2724	九霄环佩	
2725	五行印	
2726	霸王鼎	
2727	碑铭·自题	抄录碑铭
2728	碑铭·倒句	抄录碑铭
2729	碑铭·醉题	抄录碑铭
2730	碑铭·春	抄录碑铭
2731	碑铭·秋	抄录碑铭
2732	碑铭·夜	抄录碑铭
2733	碑铭·念	抄录碑铭
2734	碑铭·苗岭异事其一	抄录碑铭
2735	碑铭·苗岭异事其二	抄录碑铭
2736	碑铭·苗岭异事其三	抄录碑铭
2737	碑铭·苗岭异事其四	抄录碑铭
2738	碑铭·苗岭异事其五	抄录碑铭
2739	碑铭·苗岭异事其六	抄录碑铭
2740	碑铭·苗岭异事其七	抄录碑铭
2741	碑铭·苗岭异事其八	抄录碑铭
2742	碑铭·天策新星	抄录碑铭
2743	碑铭·一战成名	抄录碑铭
2744	碑铭·白身入天策	抄录碑铭
2745	碑铭·力夺金牌	抄录碑铭
2746	碑铭·浩气主人	抄录碑铭
2747	碑铭·名满江湖	抄录碑铭
2748	碑铭·武林盟主	抄录碑铭
2749	碑铭·故人遗孤	抄录碑铭
2750	碑铭·九天初鸣	抄录碑铭
2751	碑铭·平天下	抄录碑铭
2752	碑铭·帝王野望	抄录碑铭
2753	碑铭·内乱新规	抄录碑铭
2754	碑铭·信念	抄录碑铭
2755	碑铭·剑之圣者	抄录碑铭
2756	碑铭·鬼谋	抄录碑铭
2757	碑铭·无机子创派	抄录碑铭
2758	碑铭·大饥荒之年	抄录碑铭
2759	碑铭·伪善本源	抄录碑铭
2760	碑铭·刺龙子与星见术	抄录碑铭
2761	碑铭·残酷门规	抄录碑铭
2762	碑铭·千秋法师	抄录碑铭
2763	碑铭·上代角木	抄录碑铭
2764	碑铭·金蚕蛊	抄录碑铭
2765	碑铭·泥鳅蛊	抄录碑铭
2766	碑铭·云南金沙蛊	抄录碑铭
2767	碑铭·四川彝蛊	抄录碑铭
2768	碑铭·植物蛊	抄录碑铭
2769	碑铭·针蛊	抄录碑铭
2770	碑铭·太上五蛊丸	抄录碑铭
2771	碑铭·太一追命丸	抄录碑铭
2772	碑铭·治人得药杂蛊方	抄录碑铭
2773	碑铭·犀角丸	抄录碑铭
2774	碑铭·制蛊毒方	抄录碑铭
2775	碑铭·龙女拜观音	抄录碑铭
2776	碑铭·泸沽湖的传说	抄录碑铭
2777	碑铭·洱海鱼鹰	抄录碑铭
2778	碑铭·女神的故事	抄录碑铭
2779	碑铭·火把节的传说	抄录碑铭
2780	碑铭·泼水节	抄录碑铭
2781	碑铭·四凶—饕餮	抄录碑铭
2782	碑铭·四凶—梼杌	抄录碑铭
2783	碑铭·四凶—穷奇	抄录碑铭
2784	碑铭·四凶—混沌	抄录碑铭
2785	碑铭·军队体制编制	抄录碑铭
2786	碑铭·禁军	抄录碑铭
2787	碑铭·团结兵	抄录碑铭
2788	碑铭·唐后期的军队	抄录碑铭
2789	碑铭·藩镇军	抄录碑铭
2790	碑铭·共叔段起兵	抄录碑铭
2791	碑铭·北地都督	抄录碑铭
2792	碑铭·大理宫与天龙寺	抄录碑铭
2793	碑铭·六脉神剑	抄录碑铭
2794	碑铭·第一家	抄录碑铭
2795	碑铭·家族的威胁	抄录碑铭
2796	碑铭·两宫之争	抄录碑铭
2797	碑铭·不牢固的战车	抄录碑铭
2798	碑铭·红尘	抄录碑铭
2799	碑铭·圆睿	抄录碑铭
2800	碑铭·心结	抄录碑铭
2801	碑铭·文小月·一	抄录碑铭
2802	碑铭·文小月·二	抄录碑铭
2803	碑铭·遗风公子	抄录碑铭
2804	碑铭·月圆之变	抄录碑铭
2805	碑铭·一怒倾城	抄录碑铭
2806	碑铭·英雄的族	抄录碑铭
2807	碑铭·王与四勇士	抄录碑铭
2808	碑铭·天上神	抄录碑铭
2809	碑铭·神木	抄录碑铭
2810	碑铭·舞与猎	抄录碑铭
2811	碑铭·花山节	抄录碑铭
2812	碑铭·羊与鹿	抄录碑铭
2813	碑铭·虎与狼	抄录碑铭
2814	碑铭·无心岭	抄录碑铭
2815	碑铭·五圣教村落	抄录碑铭
2816	碑铭·圣兽潭	抄录碑铭
2817	碑铭·锭山瀑布	抄录碑铭
2818	碑铭·大祭坛	抄录碑铭
2819	碑铭·祝融神殿	抄录碑铭
2820	碑铭·花俏书生	抄录碑铭
2821	碑铭·洱海王子	抄录碑铭
2822	碑铭·六诏之乱	抄录碑铭
2823	碑铭·牡丹与阿萨辛	抄录碑铭
2824	碑铭·六大恶魔	抄录碑铭
2825	碑铭·塔洛马蒂之鼻	抄录碑铭
2826	碑铭·蛇厨子	抄录碑铭
2827	碑铭·背叛的后果	抄录碑铭
2828	碑铭·背棺者	抄录碑铭
2829	碑铭·爱与责任	抄录碑铭
2830	碑铭·红尘相守	抄录碑铭
2831	碑铭·永远的伴	抄录碑铭
2832	碑铭·卫七少	抄录碑铭
2833	碑铭·千里相送	抄录碑铭
2834	碑铭·黄山盗书	抄录碑铭
2835	碑铭·神偷侠盗	抄录碑铭
2836	碑铭·绝代双骄	抄录碑铭
2837	碑铭·中土之行	抄录碑铭
2838	碑铭·阴阳论	抄录碑铭
2839	碑铭·多歧路	抄录碑铭
2840	碑铭·二元阿萨辛	抄录碑铭
2841	碑铭·少女旧事	抄录碑铭
2842	碑铭·两心知	抄录碑铭
2843	碑铭·负心人	抄录碑铭
2844	碑铭·当时的心情	抄录碑铭
2845	碑铭·曾记得	抄录碑铭
2846	碑铭·贤妻的规条	抄录碑铭
2847	碑铭·爱子的下落	抄录碑铭
2848	碑铭·醒来之日	抄录碑铭
2849	碑铭·乌蒙贵的作品	抄录碑铭
2850	碑铭·蟒熊猿狼	抄录碑铭
2851	碑铭·标本之蛇与猿	抄录碑铭
2852	碑铭·标本之熊与狼	抄录碑铭
2853	碑铭·荷	抄录碑铭
2854	尸体	
2855	老蒋	交谈
2856	风筝骨架	
2857	千秋锁	
2858	苍耳子	采集中
2859	文露囚笼	
2860	文露囚笼	
2861	浄琉璃	
2862	三生石	
2863	摄魂草（测试用）	采集
2864	沉香木（测试用）	劈开
2865	山河宴	
2866	南山宴	
2867	东海宴	
2868	汉宫宴	
2869	玉笛谁家听落梅	
2870	二十四桥明月夜	
2871	鸳鸯烩珍宴	
2872	蜀味烘焙宴	
2873	汇珍宴	
2874	70~80级通用动物遗体	
2875	正入口铁门	
2876	入口边门	
2877	劈开的沉香木（测试用）	拾取
2878	尸体	
2879	布匹	拾取中
2880	古墓石门	打开石门
2881	彩虹山风筝	起飞
2882	露水	收集
2883	蚀心草	采集
2884	宝箱	
2885	红衣教武器	
2886	红衣教武器	
2887	龙纹石板	
2888	幽若花	
2889	苍霜子房门	
2890	魅梦屏风	
2891	圣红灯台	
2892	床	
2893	水潭	
2894	蛇洞	
2895	破旧的石碑	
2896	不知名的古书	
2897	赛马旗	
2898	奇怪的残页	
2899	蓝方军旗	
2900	红方军旗	
2901	军旗	
2902	试验用大DOODAD	
2903	场景破坏1	
2904	破损石柱	
2905	未破损石柱	
2906	大门	
2907	侧门	
2908	绣球花幼苗	
2909	绣球花	
2910	万寿菊幼苗	
2911	万寿菊	
2912	木芙蓉幼苗	
2913	木芙蓉	
2914	红方军旗	
2915	蓝方军旗	
2916	军旗	
2921	冰石壁	
2922	稻草人·守	
2923	稻草人·卫	
2924	稻草人·护	
2925	稻草人·固	
2926	冰颜草	采集
2927	绽心莲	采集
2928	不老藤	采集
2930	岁月花	摘取岁月花
2931	鸳鸯宝箱	开启鸳鸯宝箱
2932	被冻住的小鸟	拯救小鸟
2933	关贺兰枫的笼子	
2938	测试	
2942	gzx	
2948	攻城车	点燃攻城车
2950	回风兽骨	
2951	藤蔓根部	
2952	南诏粮草垛	
2953	大理石	
2954	藤蔓	
2955	生菜	
2956	松动的岩石	正在破坏
2957	莲花灯	
2958	花灯残骸	拾取花灯残骸
2959	中秋大红灯笼	
2960	中秋红灯笼串	
2961	中秋月饼一层1	
2963	中秋月饼二层1	
2965	中秋月饼三层1	
2967	中秋月饼四层1	
2969	莲蓬	采集
2970	鸟窝	拾取
2971	散落的枯树枝	拾取
2972	散落的诗稿	
2974	藏起来的画稿	
2975	遗留的兵器	
2976	树中秋花灯	
2977	内力缺口	
2978	天雷阵光圈	
2988	蓝色荷花灯	拾取花灯
2989	红色荷花灯	拾取
2990	桃花灯	放飞花灯
2991	有鱼灯	放飞花灯
2992	元宝灯	放飞花灯
2998	铁砧	
2999	小饼的材料1	
3000	小饼的材料2	
3001	小饼的材料3	
3002	中秋礼盒	打开礼盒
3003	屏风	
3004	牢笼	
3005	大木箱	
3006	大罐子	
3007	神秘的机关	正在打开机关
3008	火龙巷石柱上半部分倒下	
3011	土堆	
3012	二连布屏风	
3013	布屏风	
3014	损坏的机甲人	捡取
3015	损坏的机关零件	拾取
3016	精巧的机关部件	
3017	神秘的机关匣	探索
3018	莲花花簪	拾取
3020	肥厨案台	
3021	清水大缸	
3022	肥厨大锅	
3023	酒坛子堆	
3024	薄荷	采集
3025	鲜笋	采集
3026	解百草	采集
3027	全猪	拾取
3028	唐门货箱	打捞
3029	凌寒石	剥离
3030	溺水弟子	救起
3031	门	
3032	换衣间	
3033	帐篷	
3034	浩气盟战旗	
3035	兵器架	
3036	恶人谷战旗	
3037	帐篷	
3038	辎重箱	
3039	兵器架	
3040	轴重箱	
3041	锅	
3042	火龙巷石柱上半部分	
3043	火龙巷石柱空模	
3044	墙壁	
3045	废弃的箭矢	收集箭矢
3046	木箱	点燃
3047	好门	
3048	坏门	
3049	火龙巷石柱上半部分直立	
3050	门	
3051	第一密室墙	
3052	止血草	采集
3053	易容花	采集
3054	解毒草	采集
3055	娇颜花	采集
3056	雷震子	
3057	热气腾腾的铁锅	捞锅底
3058	遗弃的血衣	
3059	石柱直立	
3060	石柱倒下	
3061	帐篷	
3062	小帐篷	
3063	果篮	
3064	一堆污秽的脏东西	
3065	酒坛子	
3066	死水水种	收集死水水种
3067	内核火源	收集内核火源
3068	墙壁破损	
3069	楼台	
3071	包裹	
3072	达摩僧的衣物	
3073	大门	
3074	机关门	
3075	木制机关	
3076	实验用大DOODAD	
3077	修行僧的木鱼	
3078	修行僧的念珠	
3079	柱底座	
3080	柱子1	
3081	柱子2	
3082	柱子3	
3083	柱子4	
3084	底座	
3085	底座破碎	
3086	破碎后的底座	
3087	剑柱	
3088	石墙	
3089	铁柱	
3090	木柴堆	
3091	胧月	采摘
3092	七夜一盏灯	采集
3093	木甲片	拾取
3094	柏木	收集
3095	铁矿	挖铁
3099	小水桶	
3100	大水桶	
3101	南诏帅旗	夺取
3102	帮会物资箱	
3103	未装满的帮会物资箱	
3104	蹦床	操作
3105	机关锁	启动机关
3106	青龙仙茗	
3107	关卡告示	
3108	竹篮婴儿	打捞
3109	云弄果	采集
3111	官印盒子	
3112	无香真水	取水
3113	月鸿仙泉	取水
3114	灵山妙雨	取水
3115	翠竹朝露	取水
3116	阳崖云泉	取水
3117	藤蔓	死里逃生
3119	甜根子	采集
3120	玉坠	拾取
3121	琵琶	
3122	破琵琶	
3123	稻草人	
3125	外务府宝箱	打开
3126	内务府宝箱	打开
3129	莲子糯米羹	端起
3131	当归	拾取
3132	熟地	拾取
3133	芍药	拾取
3134	远志	拾取
3135	陈皮	拾取
3136	桂树	拾取
3137	香附	拾取
3138	王不留行	拾取
3139	千日红	拾取
3147	毒液	
3148	帮会饺子宴席	
3150	浩气盟战死者	
3151	恶人谷战死者	
3152	损坏的车	
3153	损坏的箱子	
3154	3188测试	开门
3157	冬至宴席	冬至盛宴
3158	冬至宴席	冬至盛宴
3159	五毒帽子	
3160	唐门熊猫	
3161	路边的野蔷薇	采摘
3162	石子	
3163	大门	
3166	胡月钥匙宝箱	开启
3168	北部巨臭之源	
3169	西部巨臭之源	
3170	东部巨臭之源	
3171	春节恩荣宴	
3172	春节喜庆盆栽	
3173	春节吉祥盆栽	
3174	春节福牌	
3175	主城对联横幅	
3176	主城对联竖排左	
3177	主城对联竖排右	
3178	春节喜庆灯笼	
3179	春节吉祥灯笼	
3180	春节喜庆烟花	点燃
3181	新春灯笼	
3182	星月烟花	
3183	小星月烟花	
3184	锦囊	拾取
3185	散落的剑身	
3186	散落的剑鞘	
3187	正阳之纪	
3188	御神之纪	
3189	碎星之纪	
3190	残雪之纪	
3191	守护雕像	
3192	镇庄之剑	
3193	尸体	
3194	尸体	
3195	尸体	
3196	尸体	
3197	尸体	
3198	尸体	
3199	散落的经文	拾取
3200	大门	
3201	尸体	
3202	尸体	
3203	尸体	
3204	范围	
3205	塔林的石碑	抄录
3206	塔林的石碑	抄录
3207	蓝方军旗	
3208	红方军旗	
3209	中立军旗	
3210	霹雳弹	正在打开
3211	飞行机关	
3212	屏风	
3213	范围	
3214	机关	
3215	尸体	
3216	烛台	
3217	火	
3218	野菜篮子	捡起
3219	龙门	
3220	旗帜	
3221	飘零的花瓣	拾起
3222	沐浴桶	
3224	七窍返心枝	采集
3225	酒壶	采集
3226	月影菇	采集
3228	栅栏	
3229	围栏	
3230	围栏	
3231	围栏	
3232	弩筒 	装填箭弩
3233	大门	
3234	待装的弩车	操作
3235	浩气盟旗帜	
3236	恶人谷旗帜	
3251	积雪	
3254	茶几	吃茶
3256	枯枝	拾取
3257	浩气盟大旗	
3258	恶人谷大旗	
3267	巨石（场景破坏）	
3268	大树（场景破坏）	
3269	松软的土堆（秘籍出处）	
3270	训练草人	
3271	猴珍	
3272	风化的骷髅（秘籍出处）	
3273	被盗的棺椁（秘籍出处）	
3274	铜甲机关	
3275	多分支测试	
3309	酒锅	
3310	新建	
3311	大门	
3312	小门	
3313	麻醉散	正在打开
3316	成箱的货物	
3317	松树	
3319	肩膀	
3320	玄冰竹	竹质坚韧，需缓慢切割
3321	素冠荷鼎	采集
3322	内力	
3323	斋木箱	
3324	清水茶	
3325	烤鸡	
3326	糖醋鱼	
3327	水果	
3328	舟水龙丸	
3329	灵空云丸	
3330	极乐之书	
3331	织墨丹	
3332	赛道中的栅栏1	
3333	野兽笼子	打开
3334	起点栅栏	
3335	起点栅栏2	
3336	赛道中的栅栏2	
3337	赛道中的栅栏3	
3338	赛道中的栅栏4	
3339	石头1	
3340	石头2	
3341	石头3	
3342	石头4	
3343	石头5	
3344	终点线	
3345	米袋	扛起
3346	水桶	拎起
3347	无花果丸	
3348	秽物	拾取
3349	嘟嘟的尸体	
3350	隐秘的鸡窝	搜寻
3351	小炉灶	使用
3357	物资礼车	点燃
3358	百脉根	
3359	皇竹草	
3360	甜象草	
3361	紫花苜蓿	
3362	蚯蚓堆	挖掘
3363	精致的盒子	打开
3364	长命锁	拾起
3365	野菜	采摘
3366	巨鼎机关	开启
3367	水芹	采摘
3368	毒罐子	打开
3369	蛛网	扫除
3370	青苔	铲除
3371	香案	扫墓
3372	墓碑	查看
3373	快速消失遗体-战斗塔	
3374	快速消失遗体-战斗塔boss	
3375	测试物件	
3376	苍山洱海_乃古修尸体	
3377	土堆	挖开
3378	一号长栅栏	
3379	一号短栅栏	
3380	二号长栏杆	
3381	二号短栏杆	
3382	二号灯柱子	
3383	起点门	
3384	 	
3385	墓碑	查看
3386	散落的兵器	捡起
3387	内服汤药	取用
3388	外敷伤药	取用
3389	军鼓	敲击
3390	盐缸	抓取
3391	巴豆	采集
3392	饭菜	放入
3393	奔雷营旗杆	挂起
3394	偷矿小贼的宝箱	拾取
3395	锡矿	
3396	车前草幼苗	
3397	车前草	
3398	虫草幼苗	
3399	虫草	
3400	川贝幼苗	
3401	川贝	
3402	大黄幼苗	
3403	大黄	
3404	防风幼苗	
3405	防风	
3406	甘草幼苗	
3407	甘草	
3408	枸杞幼苗	
3409	枸杞	
3410	金创小草幼苗	
3411	金创小草	
3412	金银花幼苗	
3413	金银花	
3415	兰草幼苗	
3416	兰草	
3417	丰富的天青石矿	
3418	70~80级帮会动物遗体	
3419	偷矿小贼的大宝箱	拾取
3420	麦冬幼苗	
3421	麦冬	
3422	千里香幼苗	
3423	千里香	
3424	芍药幼苗	
3425	芍药	
3426	天麻幼苗	
3427	天麻	
3428	天名精幼苗	
3429	天名精	
3430	田七幼苗	
3431	田七	
3432	五味子幼苗	
3433	五味子	
3434	仙茅幼苗	
3435	仙茅	
3436	相思子幼苗	
3437	相思子	
3438	远志幼苗	
3439	远志	
3440	云梯	
3441	铁牢笼	
3442	霸图的信物	
3443	赵新宇的信物	
3444	方超的信物	
3445	孙永恒的信物	
3446	骸骨	搜集
3447	大碗酒	饮酒
3448	远古龙骸	搜集
3449	冰柱	
3450	箭弩车	
3451	寒冰碎片	拾取
3452	流毒孔	
3454	龟蛋	搜索龟蛋
3455	葡萄筐	拾取
3456	沙地苔藓	采集
3457	绳子	拾取
3458	圣火泉	收集
3459	涅槃圣树	
3460	军旅物资	拿起
3461	桐油桶	盗取
3462	挂着唐军头颅的旗杆	取下
3463	篝火	
3464	石血草	采集
3465	 	
3466	倭寇旗帜残骸	拾取
3467	硝石矿	采集
3468	硝石矿	采集
3469	升降石阶_未升起	
3470	升降石阶_升起	
3471	石阶底座	
3472	测试用	
3473	肉堆	
3474	狮笼	
3475	矿区旗帜·蓝方	
3476	矿区旗帜·红方	
3477	矿区旗帜·中立	
3478	火堆	
3479	大型尖刺铁牢	开锁
3480	坚固的宝箱	打开
3481	把手	正在扳动
3482	尸体	
3483	尸体	
3484	尸体	
3485	城门	
3486	冰气特效	
3487	带锁的宝箱	
3488	画卷	
3489	左门	
3490	右门	
3491	城门机关	操作城门
3492	城墙障碍	
3493	墨汁	从桶中获取墨汁
3494	清水	从桶内获取清水
3495	石板	
3496	陆危楼的谢礼	拾取
3497	军需告示	
3498	尖刺铁牢	正在打开
3499	篝火	
3500	新娘嫁妆	拾取
3501	无名香草	采集
3502	传信木笛	吹奏
3503	骆驼尸体	
3504	调料罐	拾取调料
3505	煮菜灶台	
3506	细长的树枝	拾取
3507	狼毒花	采集
3508	散落的衣物	拾取
3509	散落的兵器	拾取
3510	木桶	
3511	密封的木桶	
3512	门	
3513	大门	
3514	石阶机关	开启机关
3515	拉杆	
3516	婚庆灯笼	
3517	婚庆喜字	
3518	婚庆礼盒1	
3519	婚庆礼盒2	
3520	战	
3521	胜	
3522	负	
3523	笼子	
3524	华丽的宝箱	开启宝箱
3525	大门	
3526	石栏杆	
3527	石座	
3528	石柱	
3529	石灯	
3530	珍藏美酒桶	提取
3531	 	
3532	百脉根幼苗	
3533	百脉根	
3534	紫花苜蓿幼苗	
3535	紫花苜蓿	
3536	甜象草幼苗	
3537	甜象草	
3538	皇竹草幼苗	
3539	皇竹草	
3541	白依依的谢礼	拾取
3542	木柱	
3543	木柱倒下	
3544	纯阳事件奖励	拾取奖励
3545	僧一行的谢礼	僧一行的谢礼
3546	天策事件奖励	拾取奖励
3547	藏剑额外奖励	拾取
3548	唐门额外奖励	拾取
3549	少林额外奖励	
3550	五毒事件奖励	拾取奖励
3551	明教额外奖励	
3552	古锁宝箱	翻箱倒柜
3553	睡莲	休憩
3554	荷叶	
3555	荷叶	
3556	天策猎场围栏1	
3557	天策猎场大门	
3558	屏风	检查石板
3559	天策猎场围栏2	
3560	天策猎场围栏转轴	
3561	木柱2	
3562	木柱倒下2	
3563	明教圣火	采集圣火
3564	七秀坊鱼篓	钓鱼
3565	垃圾堆	小心翼翼的拾起来
3566	大龙	
3567	龙柱	
3568	婚庆布幔1	
3569	婚庆布幔2	
3570	婚庆布幔3	
3571	婚庆宴席	
3572	藏剑普通奖励	拾取
3573	婚车	
3574	石阶透明	
3575	机甲残骸·手部	机甲加固
3576	飓风庭院大门	正在打开
3577	婚庆地毯1	
3578	婚庆地毯2	
3579	酒坛	快速拾取
3580	守备官盒子	正在打开
3581	段乐木笛	
3582	天武殿门	正在打开
3583	大门	正在关闭
3584	天武殿门	
3585	乐器	
3586	段乐古琴	正在拾取
3587	反向开关	正在转动
3588	货物	
3589	唐门普通奖励	拾取
3590	海棠幼苗	
3591	海棠	
3592	菖蒲幼苗	
3593	菖蒲	
3594	把手	正在扳动
3595	坚固的宝箱	开锁
3596	古锁宝箱	翻箱倒柜
3597	带锁的宝箱	
3598	僧一行的谢礼	僧一行的谢礼
3599	婚庆地毯3	
3600	乾王殿大门	
3601	牢门	开锁
3602	机甲残骸·腿部	机甲加固
3603	机甲残骸·腰部	机甲加固
3604	机甲残骸·头部	机甲加固
3605	机甲残骸·胸部	机甲加固
3606	士官的财物	
3607	牢门架	
3608	牢关门	开门
3609	大石块	
3610	大唐监狱	
3611	月见草	采集
3612	落虹花	采集
3613	红莲露	采集
3614	断情草	采集
3615	千鸟石	采集
3616	遗体	搜索
3617	茯苓幼苗	
3618	茯苓	
3619	古书盒	
3620	野紫苏	采摘
3621	守备官盒子	正在打开
3622	 	
3623	 	
3624	狼烟	点燃
3625	龙啸宫龙柱	正在操作
3626	龙啸宫龙柱	正在操作
3627	遗体	搜索
3628	遗体	搜索
3629	遗体	搜索
3630	 	
3631	 	
3632	 	
3633	明教事件奖励	拾取奖励
3634	剑心的赠礼	
3635	五毒结束奖励	拾取奖励
3636	阵眼	拾取
3637	夹子	拾取
3638	 	
3639	 	
3640	 	
3641	少林·试炼的奖励	拾取
3642	透明障碍	
