ShopTemplateID	ShopName	ConfigFile	CanRepair	ScriptName	RequireForceID	PlayerRemoteDataID	CustomShop	comment	SystemShop
323	帮会·牌匾	Sociaty\BianE_2.tab						其他	
324	帮会·牌匾	Sociaty\BianE_3.tab						其他	
325	帮会·牌匾	Sociaty\BianE_4.tab						其他	
326	帮会·丹房	Sociaty\DanFang_1.tab						其他	
327	帮会·丹房	Sociaty\DanFang_2.tab						其他	
328	帮会·丹房	Sociaty\DanFang_3.tab						其他	
329	帮会-钓鱼·火折子	Sociaty\Fishing_Fire.tab						其他	
330	钓鱼·渔具	Sociaty\Fishing_Gear.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
331	帮会·战旗	Sociaty\Flag_1.tab						其他	
332	帮会·战旗	Sociaty\Flag_2.tab						其他	
333	帮会·战旗	Sociaty\Flag_3.tab						其他	
334	帮会·战旗	Sociaty\Flag_4.tab						其他	
335	帮会·花盆	Sociaty\FlowerPot_1.tab						其他	
336	帮会·花盆	Sociaty\FlowerPot_2.tab						其他	
337	帮会·花盆	Sociaty\FlowerPot_3.tab						其他	
338	帮会·工房	Sociaty\GongFang_1.tab						其他	
339	帮会·工房	Sociaty\GongFang_2.tab						其他	
340	帮会·工房	Sociaty\GongFang_3.tab						其他	
341	帮会·宝物	Sociaty\Grocery_1.tab						其他	
342	帮会·宝物	Sociaty\Grocery_2.tab						其他	
343	帮会·宝物	Sociaty\Grocery_3.tab						其他	
344	帮会·宝物	Sociaty\Grocery_4.tab						其他	
345	帮会·藏剑甲字书库	Sociaty\Library_CangJian_1.tab						其他	
346	帮会·藏剑乙字书库	Sociaty\Library_CangJian_2.tab						其他	
347	帮会·纯阳甲字书库	Sociaty\Library_ChunYang_1.tab						其他	
348	帮会·纯阳乙字书库	Sociaty\Library_ChunYang_2.tab						其他	
349	帮会·甲字书库	Sociaty\Library_JiangHu_1.tab						其他	
350	帮会·乙字书库	Sociaty\Library_JiangHu_2.tab						其他	
351	帮会·丙字书库	Sociaty\Library_JiangHu_3.tab						其他	
352	帮会·七秀甲字书库	Sociaty\Library_QiXiu_1.tab						其他	
353	帮会·七秀乙字书库	Sociaty\Library_QiXiu_2.tab						其他	
354	帮会·少林甲字书库	Sociaty\Library_ShaoLin_1.tab						其他	
355	帮会·少林乙字书库	Sociaty\Library_ShaoLin_2.tab						其他	
356	帮会·唐门甲字书库	Sociaty\Library_TangMen_1.tab						其他	
357	帮会·唐门乙字书库	Sociaty\Library_TangMen_2.tab						其他	
358	帮会·天策甲字书库	Sociaty\Library_TianCe_1.tab						其他	
359	帮会·天策乙字书库	Sociaty\Library_TianCe_2.tab						其他	
360	帮会·万花甲字书库	Sociaty\Library_WanHua_1.tab						其他	
361	帮会·万花乙字书库	Sociaty\Library_WanHua_2.tab						其他	
362	帮会·五毒甲字书库	Sociaty\Library_WuDu_1.tab						其他	
363	帮会·五毒乙字书库	Sociaty\Library_WuDu_2.tab						其他	
364	擂台·宴席	Sociaty\Ring_Feast.tab						其他	
365	擂台·鲜花	Sociaty\Ring_Flower.tab						其他	
366	擂台·小吃	Sociaty\Ring_Food.tab						其他	
367	擂台·昭义帖	Sociaty\Ring_Vote.tab						其他	
368	帮会·种子	Sociaty\Seed_1.tab						其他	
369	帮会·种子	Sociaty\Seed_2.tab						其他	
370	帮会·种子	Sociaty\Seed_3.tab						其他	
371	帮会·种子	Sociaty\Seed_4.tab						其他	
372	成就·装备	Special\70th_Achienement_Armor.tab	1					装备	
373	成就·称号	Special\70th_Achievement_Tital.tab						其他	
374	第二门派·藏剑秘笈	Special\70th_SecondForce_CangJian.tab						其他	
375	第二门派·纯阳秘笈	Special\70th_SecondForce_ChunYang.tab						其他	
376	第二门派·七秀秘笈	Special\70th_SecondForce_QiXiu.tab						其他	
377	第二门派·少林秘笈	Special\70th_SecondForce_ShaoLin.tab						其他	
378	第二门派·天策秘笈	Special\70th_SecondForce_TianCe.tab						其他	
379	第二门派·万花秘笈	Special\70th_SecondForce_WanHua.tab						其他	
380	师徒·挂件	Special\70th_ShiTu_Toy.tab						其他	
381	防具	Usual\Armor_All.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				装备	
382	腰带	Usual\Armor_Belt.tab	1					装备	
383	衣服	Usual\Armor_Coat.tab	1					装备	
384	帽子	Usual\Armor_Hat.tab	1					装备	
385	护手	Usual\Armor_Nipper.tab	1					装备	
386	裤子	Usual\Armor_Pants.tab	1					装备	
387	鞋子	Usual\Armor_Shoes.tab	1					装备	
388	背包	Usual\Bag.tab						其他	
389	小吃美食	Usual\Food.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
390	礼品	Usual\Gift.tab						其他	
391	杂货	Usual\Goods.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
392	坐骑	Usual\Horse.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
393	马具	Usual\Horse_Armor.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
394	饲料	Usual\Horse_Fodder.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	1
395	灵丹妙药	Usual\Medicine.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
396	香火	Usual\PrayCandles.tab						其他	
397	武器	Usual\Weapon_All.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				装备	
398	武器·千机匣	Usual\Weapon_Bow.tab	1					装备	
399	武器·笔	Usual\Weapon_Brush.tab	1					装备	
400	武器·虫笛	Usual\Weapon_Flute.tab	1					装备	
401	暗器	Usual\Weapon_Range.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				装备	
402	武器·枪	Usual\Weapon_Spear.tab	1					装备	
403	武器·棍	Usual\Weapon_Stick.tab	1					装备	
404	武器·剑	Usual\Weapon_Sword.tab	1					装备	
405	武器·双兵	Usual\Weapon_SwordOfCouple.tab	1					装备	
406	武器·重剑	Usual\Weapon_SwordOfGiant.tab	1					装备	
407	五行石	Usual\WuXingShi.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				五行石	1
408	稀世材料	Special\80th_Material_Swap.tab						装备	
409	兑换·桃李饰品	Special\70th_ShiTu_Trinket.tab	1					其他	
410	冬至-货币·恶人谷205品·武器	Festival\DongZhi_Currency_ER_Lv205_Weapon.tab	1					其他	
411	冬至-货币·浩气盟205品·武器	Festival\DongZhi_Currency_HQ_Lv205_Weapon.tab	1					其他	
412	冬至-货币·秘境装备	Festival\DongZhi_Currency_PVE_Lv205.tab	1					其他	
413	冬至-货币·趣味装备	Festival\DongZhi_Currency_PVE_Lv230.tab	1					其他	
414	威望-兑换·230-255品浩气盟藏剑装备	Prestige\Transfer_Lv230-255_HQ_CJ.tab	1					装备	
415	威望-兑换·230-255品浩气盟纯阳装备	Prestige\Transfer_Lv230-255_HQ_CY.tab	1					装备	
416	威望-兑换·230-255品浩气盟少林装备	Prestige\Transfer_Lv230-255_HQ_SL.tab	1					装备	
417	威望-兑换·230-255品浩气盟七秀装备	Prestige\Transfer_Lv230-255_HQ_QX.tab	1					装备	
418	威望-兑换·230-255品浩气盟天策装备	Prestige\Transfer_Lv230-255_HQ_TC.tab	1					装备	
419	威望-兑换·230-255品浩气盟万花装备	Prestige\Transfer_Lv230-255_HQ_WH.tab	1					装备	
420	威望-兑换·230-255品浩气盟五毒装备	Prestige\Transfer_Lv230-255_HQ_WD.tab	1					装备	
421	威望-兑换·230-255品恶人谷藏剑装备	Prestige\Transfer_Lv230-255_ER_CJ.tab	1					装备	
422	威望-兑换·230-255品恶人谷纯阳装备	Prestige\Transfer_Lv230-255_ER_CY.tab	1					装备	
423	威望-兑换·230-255品恶人谷少林装备	Prestige\Transfer_Lv230-255_ER_SL.tab	1					装备	
424	威望-兑换·230-255品恶人谷七秀装备	Prestige\Transfer_Lv230-255_ER_QX.tab	1					装备	
425	威望-兑换·230-255品恶人谷天策装备	Prestige\Transfer_Lv230-255_ER_TC.tab	1					装备	
426	威望-兑换·230-255品恶人谷万花装备	Prestige\Transfer_Lv230-255_ER_WH.tab	1					装备	
427	威望-兑换·230-255品恶人谷五毒装备	Prestige\Transfer_Lv230-255_ER_WD.tab	1					装备	
428	冬至-货币·恶人谷205品·上衣	Festival\DongZhi_Currency_ER_Lv205_Coat.tab	1					其他	
429	冬至-货币·浩气盟205品·上衣	Festival\DongZhi_Currency_HQ_Lv205_Coat.tab	1					其他	
430	冬至-货币·恶人谷205品腰带	Festival\DongZhi_Currency_ER_Lv205_Belt.tab	1					其他	
431	冬至-货币·浩气盟205品·腰带	Festival\DongZhi_Currency_HQ_Lv205_Belt.tab	1					其他	
432	兑换牌·125-145品装备	Currency\Lv125-145_All_Blue.tab	1					装备	
433	兑换牌·145-170品藏剑装备	Currency\Lv145-170_CJ.tab	1					装备	
434	兑换牌·145-170品纯阳装备	Currency\Lv145-170_CY.tab	1					装备	
435	兑换牌·145-170品七秀装备	Currency\Lv145-170_QX.tab	1					装备	
436	兑换牌·145-170品少林装备	Currency\Lv145-170_SL.tab	1					装备	
437	兑换牌·145-170品天策装备	Currency\Lv145-170_TC.tab	1					装备	
438	兑换牌·145-170品唐门装备	Currency\Lv145-170_TM.tab	1					装备	
439	兑换牌·145-170品五毒装备	Currency\Lv145-170_WD.tab	1					装备	
440	兑换牌·145-170品万花装备	Currency\Lv145-170_WH.tab	1					装备	
441	兑换牌·145品装备	Currency\Lv145_All_Blue.tab	1					装备	
442	兑换牌·145品装备	Currency\Lv145_All.tab	1					装备	
443	兑换牌·145品恶人谷少林装备	Currency\Lv145_PVP_ER_SL.tab	1					装备	
444	兑换牌·145品浩气盟少林装备	Currency\Lv145_PVP_HQ_SL.tab	1					装备	
445	兑换牌·160品装备	Currency\Lv160_All.tab	1					装备	
446	兑换牌·160品纯阳装备	Currency\Lv160_CY.tab	1					装备	
447	兑换牌·160品七秀装备	Currency\Lv160_QX.tab	1					装备	
448	兑换牌·160品少林装备	Currency\Lv160_SL.tab	1					装备	
449	兑换牌·160品天策装备	Currency\Lv160_TC.tab	1					装备	
450	兑换牌·160品万花装备	Currency\Lv160_WH.tab	1					装备	
451	兑换牌·170品装备	Currency\Lv175_All.tab	1					装备	
452	兑换牌·170品纯阳装备	Currency\Lv175_CY.tab	1					装备	
453	兑换牌·170品七秀装备	Currency\Lv175_QX.tab	1					装备	
454	兑换牌·170品少林装备	Currency\Lv175_SL.tab	1					装备	
455	兑换牌·170品天策装备	Currency\Lv175_TC.tab	1					装备	
456	兑换牌·170品万花装备	Currency\Lv175_WH.tab	1					装备	
457	威望-兑换·230-255品浩气盟唐门装备	Prestige\Transfer_Lv230-255_HQ_TM.tab	1					装备	
458	威望-兑换·230-255品恶人谷唐门装备	Prestige\Transfer_Lv230-255_ER_TM.tab	1					装备	
459	冬至-货币·恶人谷280品·腰坠	Festival\DongZhi_Currency_ER_Lv230_Belt.tab	1					其他	
460	冬至-货币·恶人谷230品·上衣	Festival\DongZhi_Currency_ER_Lv230_Coat.tab	1					其他	
461	冬至-货币·恶人谷230品·帽子	Festival\DongZhi_Currency_ER_Lv230_Head.tab	1					其他	
462	冬至-货币·恶人谷230品·下装	Festival\DongZhi_Currency_ER_Lv230_Pants.tab	1					其他	
463	冬至-货币·恶人谷280品·戒指	Festival\DongZhi_Currency_ER_Lv230_Ring.tab	1					其他	
464	冬至-货币·恶人谷280品·项链	Festival\DongZhi_Currency_ER_Lv230_Tricket.tab	1					其他	
465	冬至-货币·浩气盟280品·腰坠	Festival\DongZhi_Currency_HQ_Lv230_Belt.tab	1					其他	
466	冬至-货币·浩气盟230品·上衣	Festival\DongZhi_Currency_HQ_Lv230_Coat.tab	1					其他	
467	冬至-货币·浩气盟230品·帽子	Festival\DongZhi_Currency_HQ_Lv230_Head.tab	1					其他	
468	冬至-货币·浩气盟230品·下装	Festival\DongZhi_Currency_HQ_Lv230_Pants.tab	1					其他	
469	冬至-货币·浩气盟280品·戒指	Festival\DongZhi_Currency_HQ_Lv230_Ring.tab	1					其他	
470	冬至-货币·浩气盟280品·项链	Festival\DongZhi_Currency_HQ_Lv230_Tricket.tab	1					其他	
471	春节-金币·佳品	Festival\ChunJie_Gold_Goods.tab						其他	
472	兑换牌·145品恶人谷天策装备	Currency\Lv145_PVP_ER_TC.tab	1					装备	
473	兑换牌·145品浩气盟天策装备	Currency\Lv145_PVP_HQ_TC.tab	1					装备	
474	兑换牌·145品恶人谷七秀装备	Currency\Lv145_PVP_ER_QX.tab	1					装备	
475	兑换牌·145品浩气盟七秀装备	Currency\Lv145_PVP_HQ_QX.tab	1					装备	
476	兑换牌·145品恶人谷万花装备	Currency\Lv145_PVP_ER_WH.tab	1					装备	
477	兑换牌·145品浩气盟万花装备	Currency\Lv145_PVP_HQ_WH.tab	1					装备	
478	兑换牌·145品恶人谷纯阳装备	Currency\Lv145_PVP_ER_CY.tab	1					装备	
479	兑换牌·145品浩气盟纯阳装备	Currency\Lv145_PVP_HQ_CY.tab	1					装备	
480	兑换牌·145品恶人谷藏剑装备	Currency\Lv145_PVP_ER_CJ.tab	1					装备	
481	兑换牌·145品浩气盟藏剑装备	Currency\Lv145_PVP_HQ_CJ.tab	1					装备	
482	绝世神兵	Special\70th_WeaponOfOrange.tab	1					装备	
483	兑换牌·145品藏剑装备	Currency\Lv145_ZiYun_CJ.tab	1					装备	
484	兑换牌·145品纯阳装备	Currency\Lv145_ZiYun_CY.tab	1					装备	
485	兑换牌·145品七秀装备	Currency\Lv145_ZiYun_QX.tab	1					装备	
486	兑换牌·145品少林装备	Currency\Lv145_ZiYun_SL.tab	1					装备	
487	兑换牌·145品天策装备	Currency\Lv145_ZiYun_TC.tab	1					装备	
488	兑换牌·145品万花装备	Currency\Lv145_ZiYun_WH.tab	1					装备	
489	名剑大会·赛季奖品	Arena\Season_Prize.tab						装备	
490	春节·玄兵阵介绍	Festival\ChunJie_NoSell_Formation.tab						装备	
491	绝世神兵·荻花圣殿	Special\80th_Weapon_Orange.tab	1					装备	
492	珠联璧合	Special\80th_Weapon_ZhuLianBiHe.tab	1					装备	
493	兑换牌·205-310品少林装备	Currency\Lv205-280_SL.tab	1					装备	
494	兑换牌·205-310品天策装备	Currency\Lv205-280_TC.tab	1					装备	
495	兑换牌·205-310品七秀装备	Currency\Lv205-280_QX.tab	1					装备	
496	兑换牌·205-310品万花装备	Currency\Lv205-280_WH.tab	1					装备	
497	兑换牌·205-310品纯阳装备	Currency\Lv205-280_CY.tab	1					装备	
498	兑换牌·205-310品藏剑装备	Currency\Lv205-280_CJ.tab	1					装备	
499	兑换牌·205-310品五毒装备	Currency\Lv205-280_WD.tab	1					装备	
500	兑换牌·205-310品唐门装备	Currency\Lv205-280_TM.tab	1					装备	
501	龙门飞剑·好兵	Festival\YuanDan_Currency_Weapon.tab	1					装备	
502	兑换牌·280品少林装备	Currency\Lv280_FuBen_SL.tab	1					装备	
503	兑换牌·280品天策装备	Currency\Lv280_FuBen_TC.tab	1					装备	
504	兑换牌·280品七秀装备	Currency\Lv280_FuBen_QX.tab	1					装备	
505	兑换牌·280品万花装备	Currency\Lv280_FuBen_WH.tab	1					装备	
506	兑换牌·280品纯阳装备	Currency\Lv280_FuBen_CY.tab	1					装备	
507	兑换牌·280品藏剑装备	Currency\Lv280_FuBen_CJ.tab	1					装备	
508	兑换牌·280品五毒装备	Currency\Lv280_FuBen_WD.tab	1					装备	
509	兑换牌·280品唐门装备	Currency\Lv280_FuBen_TM.tab	1					装备	
510	帮会·江湖书库	Sociaty\Library_JiangHu_Skill.tab						其他	
511	七夕-货币·装备	Festival\QiXi_Currency_Armor.tab	1					其他	
512	七夕-金币·奇货	Festival\QiXi_Gold_Love.tab						其他	1
521	帮会·草药种子	Sociaty\Herb.tab						其他	
523	巴陵县-任务·黑鹿王	Scene\BaLingXian_Mission_Dear.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
524	明教-任务·宣纸	Scene\MingJiao_Mission_Paper.tab						其他	
525	明教-任务·天竺糖果	Scene\MingJiao_Mission_Candy.tab						其他	
526	明教-任务·中原服饰	Scene\MingJiao_Mission_Clothes.tab						其他	
527	名剑大会·295品中立明教装备	Arena\Lv295_ZL_MJ.tab	1					装备	
528	名剑大会·295品阵营明教装备	Arena\Lv295_ZY_MJ.tab	1					装备	
529	名剑大会·325品中立藏剑装备	Arena\Lv325_ZL_CJ.tab	1					装备	
530	名剑大会·325品中立纯阳装备	Arena\Lv325_ZL_CY.tab	1					装备	
531	名剑大会·325品中立明教装备	Arena\Lv325_ZL_MJ.tab	1					装备	
532	名剑大会·325品中立七秀装备	Arena\Lv325_ZL_QX.tab	1					装备	
533	名剑大会·325品中立少林装备	Arena\Lv325_ZL_SL.tab	1					装备	
534	名剑大会·325品中立天策装备	Arena\Lv325_ZL_TC.tab	1					装备	
535	名剑大会·325品中立唐门装备	Arena\Lv325_ZL_TM.tab	1					装备	
536	名剑大会·325品中立五毒装备	Arena\Lv325_ZL_WD.tab	1					装备	
537	名剑大会·325品中立万花装备	Arena\Lv325_ZL_WH.tab	1					装备	
538	名剑大会·325品阵营藏剑装备	Arena\Lv325_ZY_CJ.tab	1					装备	
539	名剑大会·325品阵营纯阳装备	Arena\Lv325_ZY_CY.tab	1					装备	
540	名剑大会·325品阵营明教装备	Arena\Lv325_ZY_MJ.tab	1					装备	
541	名剑大会·325品阵营七秀装备	Arena\Lv325_ZY_QX.tab	1					装备	
542	名剑大会·325品阵营少林装备	Arena\Lv325_ZY_SL.tab	1					装备	
543	名剑大会·325品阵营天策装备	Arena\Lv325_ZY_TC.tab	1					装备	
544	名剑大会·325品阵营唐门装备	Arena\Lv325_ZY_TM.tab	1					装备	
545	名剑大会·325品阵营五毒装备	Arena\Lv325_ZY_WD.tab	1					装备	
546	名剑大会·325品阵营万花装备	Arena\Lv325_ZY_WH.tab	1					装备	
548	侠行·255-310品明教装备	Justice\Lv230-280_MJ.tab	1					装备	
549	侠行·320品装备	Justice\Lv320_All.tab	1					装备	
550	威望·255品恶人谷明教装备	Prestige\Lv230-255_ER_MJ.tab	1					装备	
551	威望·255品浩气盟明教装备	Prestige\Lv230-255_HQ_MJ.tab	1					装备	
552	威望·280-310品恶人谷明教装备	Prestige\Lv280_ER_MJ.tab	1					装备	
553	威望·280-310品浩气盟明教装备	Prestige\Lv280_HQ_MJ.tab	1					装备	
572	兑换牌·145-170品明教装备	Currency\Lv145-170_MJ.tab	1					装备	
573	兑换牌·205-310品明教装备	Currency\Lv205-280_MJ.tab	1					装备	
574	兑换牌·280品明教装备	Currency\Lv280_FuBen_MJ.tab	1					装备	
575	声望-明教·装备	Popularity\80th_MingJiao_Armor.tab	1					装备	
576	声望-段氏山城·装备	Popularity\80th_NanZhaoHuangGong_Armor.tab	1		97			装备	
577	声望-段氏山城·物资	Popularity\80th_NanZhaoHuangGong_Goods.tab			97			其他	
578	大牢物资	Special\80th_DaTangJianYu.tab						其他	
579	战备物资	Sociaty\TongCraft_Flag.tab	1					其他	
580	帮会·明教甲字书库	Sociaty\Library_MingJiao_1.tab						其他	
581	活动·杂货	Special\80th_JianXin_Goods.tab	1					其他	
582	江湖贡献·290品武器	Contribution\Lv290_Weapon.tab	1					装备	
583	洛阳-任务·包子	Scene\LuoYang_Mission_Food.tab						其他	
584	江湖贡献·290品上装	Contribution\Lv290_Upper.tab	1					装备	
585	江湖贡献·290品下装	Contribution\Lv290_Lower.tab	1					装备	
586	马嵬驿-任务·红布	Scene\MaWeiYi_Mission_Cloth.tab						其他	
587	凌雪阁·江湖良品	Special\80th_Killer.tab						其他	
588	江湖贡献·290品饰品	Contribution\Lv290_Trinket.tab	1					装备	
589	活动-茶馆·流民	Festival\Party_TeaBar_Refugee.tab		scripts/Map/主城茶馆/shop/流民商店.lua				其他	
590	活动-茶馆·古物	Festival\Party_TeaBar_Antique.tab						其他	
591	祈福	Special\80th_Earthquake_BlessItem.tab						其他	
592	吉祥杂货铺	Special\80th_Activity_Special.tab						其他	
593	声望-朔方军·装备	Popularity\90th_YiXianTian.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua	103			装备	
594	声望-义军·装备	Popularity\90th_HuaQingGong.tab	1		104			装备	
595	枫华谷-任务·布娃娃	Scene\FengHuaGu_Mission_Toy.tab						其他	
596	名剑大会·440品阵营藏剑装备	Arena\Lv435_ZY_CJ.tab	1					装备	
597	名剑大会·440品阵营纯阳装备	Arena\Lv435_ZY_CY.tab	1					装备	
598	名剑大会·440品阵营丐帮装备	Arena\Lv435_ZY_GB.tab	1					装备	
599	名剑大会·440品阵营明教装备	Arena\Lv435_ZY_MJ.tab	1					装备	
600	名剑大会·440品阵营七秀装备	Arena\Lv435_ZY_QX.tab	1					装备	
601	名剑大会·440品阵营少林装备	Arena\Lv435_ZY_SL.tab	1					装备	
602	名剑大会·440品阵营天策装备	Arena\Lv435_ZY_TC.tab	1					装备	
603	名剑大会·440品阵营唐门装备	Arena\Lv435_ZY_TM.tab	1					装备	
604	名剑大会·440品阵营五毒装备	Arena\Lv435_ZY_WD.tab	1					装备	
605	名剑大会·440品阵营万花装备	Arena\Lv435_ZY_WH.tab	1					装备	
606	名剑大会·400品中立万花装备	Arena\Lv395_ZL_WH.tab	1					装备	
607	名剑大会·400品中立藏剑装备	Arena\Lv395_ZL_CJ.tab	1					装备	
608	名剑大会·400品中立纯阳装备	Arena\Lv395_ZL_CY.tab	1					装备	
609	名剑大会·400品中立丐帮装备	Arena\Lv395_ZL_GB.tab	1					装备	
610	名剑大会·400品中立明教装备	Arena\Lv395_ZL_MJ.tab	1					装备	
611	名剑大会·400品中立七秀装备	Arena\Lv395_ZL_QX.tab	1					装备	
612	名剑大会·400品中立少林装备	Arena\Lv395_ZL_SL.tab	1					装备	
613	名剑大会·400品中立天策装备	Arena\Lv395_ZL_TC.tab	1					装备	
614	名剑大会·400品中立唐门装备	Arena\Lv395_ZL_TM.tab	1					装备	
615	名剑大会·400品中立五毒装备	Arena\Lv395_ZL_WD.tab	1					装备	
616	名剑大会·400品阵营五毒装备	Arena\Lv395_ZY_WD.tab	1					装备	
617	名剑大会·440品中立藏剑装备	Arena\Lv435_ZL_CJ.tab	1					装备	
618	名剑大会·440品中立纯阳装备	Arena\Lv435_ZL_CY.tab	1					装备	
619	名剑大会·440品中立丐帮装备	Arena\Lv435_ZL_GB.tab	1					装备	
620	名剑大会·440品中立明教装备	Arena\Lv435_ZL_MJ.tab	1					装备	
621	名剑大会·440品中立七秀装备	Arena\Lv435_ZL_QX.tab	1					装备	
622	名剑大会·440品中立少林装备	Arena\Lv435_ZL_SL.tab	1					装备	
623	名剑大会·440品中立天策装备	Arena\Lv435_ZL_TC.tab	1					装备	
624	名剑大会·400品阵营万花装备	Arena\Lv395_ZY_WH.tab	1					装备	
625	名剑大会·400品阵营七秀装备	Arena\Lv395_ZY_QX.tab	1					装备	
626	名剑大会·400品阵营少林装备	Arena\Lv395_ZY_SL.tab	1					装备	
627	名剑大会·400品阵营天策装备	Arena\Lv395_ZY_TC.tab	1					装备	
628	名剑大会·400品阵营唐门装备	Arena\Lv395_ZY_TM.tab	1					装备	
629	名剑大会·440品中立唐门装备	Arena\Lv435_ZL_TM.tab	1					装备	
630	名剑大会·440品中立五毒装备	Arena\Lv435_ZL_WD.tab	1					装备	
631	名剑大会·440品中立万花装备	Arena\Lv435_ZL_WH.tab	1					装备	
632	名剑大会·400品阵营藏剑装备	Arena\Lv395_ZY_CJ.tab	1					装备	
633	名剑大会·400品阵营纯阳装备	Arena\Lv395_ZY_CY.tab	1					装备	
634	名剑大会·400品阵营明教装备	Arena\Lv395_ZY_MJ.tab	1					装备	
635	名剑大会·400品阵营丐帮装备	Arena\Lv395_ZY_GB.tab	1					装备	
636	威望·370-435品浩气盟藏剑装备	Prestige\Lv395_Blue_HQ_CJ.tab	1					装备	
637	威望·370-435品浩气盟纯阳装备	Prestige\Lv395_Blue_HQ_CY.tab	1					装备	
638	威望·370-435品浩气盟丐帮装备	Prestige\Lv395_Blue_HQ_GB.tab	1					装备	
639	威望·370-435品浩气盟明教装备	Prestige\Lv395_Blue_HQ_MJ.tab	1					装备	
640	威望·370-435品浩气盟七秀装备	Prestige\Lv395_Blue_HQ_QX.tab	1					装备	
641	威望·370-435品浩气盟少林装备	Prestige\Lv395_Blue_HQ_SL.tab	1					装备	
642	威望·370-435品浩气盟天策装备	Prestige\Lv395_Blue_HQ_TC.tab	1					装备	
643	威望·370-435品浩气盟唐门装备	Prestige\Lv395_Blue_HQ_TM.tab	1					装备	
644	威望·370-435品浩气盟五毒装备	Prestige\Lv395_Blue_HQ_WD.tab	1					装备	
645	威望·370-435品浩气盟万花装备	Prestige\Lv395_Blue_HQ_WH.tab	1					装备	
646	威望·370-435品恶人谷藏剑装备	Prestige\Lv395_Blue_ER_CJ.tab	1					装备	
647	威望·370-435品恶人谷纯阳装备	Prestige\Lv395_Blue_ER_CY.tab	1					装备	
648	威望·370-435品恶人谷丐帮装备	Prestige\Lv395_Blue_ER_GB.tab	1					装备	
649	威望·370-435品恶人谷明教装备	Prestige\Lv395_Blue_ER_MJ.tab	1					装备	
650	威望·370-435品恶人谷七秀装备	Prestige\Lv395_Blue_ER_QX.tab	1					装备	
651	威望·370-435品恶人谷少林装备	Prestige\Lv395_Blue_ER_SL.tab	1					装备	
652	威望·370-435品恶人谷天策装备	Prestige\Lv395_Blue_ER_TC.tab	1					装备	
653	威望·370-435品恶人谷唐门装备	Prestige\Lv395_Blue_ER_TM.tab	1					装备	
654	威望·370-435品恶人谷五毒装备	Prestige\Lv395_Blue_ER_WD.tab	1					装备	
655	威望·370-435品恶人谷万花装备	Prestige\Lv395_Blue_ER_WH.tab	1					装备	
656	侠行·395品藏剑装备	Justice\Lv395_Justice_CJ.tab	1					装备	
657	侠行·405品装备	Justice\Lv405_Justice_ALL.tab	1					装备	
658	侠行·395品丐帮装备	Justice\Lv395_Justice_GB.tab	1					装备	
659	侠行·395品纯阳装备	Justice\Lv395_Justice_CY.tab	1					装备	
660	侠行·395品明教装备	Justice\Lv395_Justice_MJ.tab	1					装备	
661	侠行·395品七秀装备	Justice\Lv395_Justice_QX.tab	1					装备	
662	侠行·395品少林装备	Justice\Lv395_Justice_SL.tab	1					装备	
663	侠行·395品天策装备	Justice\Lv395_Justice_TC.tab	1					装备	
664	侠行·395品唐门装备	Justice\Lv395_Justice_TM.tab	1					装备	
665	侠行·395品五毒装备	Justice\Lv395_Justice_WD.tab	1					装备	
666	侠行·395品万花装备	Justice\Lv395_Justice_WH.tab	1					装备	
667	兑换牌·370-515品藏剑装备	Currency\Lv395-435_PZ_CJ.tab	1					装备	
668	兑换牌·370-515品纯阳装备	Currency\Lv395-435_PZ_CY.tab	1					装备	
669	兑换牌·370-515品丐帮装备	Currency\Lv395-435_PZ_GB.tab	1					装备	
670	兑换牌·370-515品明教装备	Currency\Lv395-435_PZ_MJ.tab	1					装备	
671	兑换牌·370-515品七秀装备	Currency\Lv395-435_PZ_QX.tab	1					装备	
672	兑换牌·370-515品少林装备	Currency\Lv395-435_PZ_SL.tab	1					装备	
673	兑换牌·370-515品天策装备	Currency\Lv395-435_PZ_TC.tab	1					装备	
674	兑换牌·370-515品唐门装备	Currency\Lv395-435_PZ_TM.tab	1					装备	
675	兑换牌·370-515品五毒装备	Currency\Lv395-435_PZ_WD.tab	1					装备	
676	兑换牌·370-515品万花装备	Currency\Lv395-435_PZ_WH.tab	1					装备	
677	威望·395-475品恶人谷天策装备	Prestige\Lv395-435_ER_TC.tab	1					装备	
678	威望·395-475品恶人谷唐门装备	Prestige\Lv395-435_ER_TM.tab	1					装备	
679	威望·395-475品恶人谷丐帮装备	Prestige\Lv395-435_ER_GB.tab	1					装备	
