ID	Activity	ParentID1	ParentID2	ParentID3	ParentID4	ParentID5	StartTimeRule	Cycle	Duration	ShowUI	ServerScript	CenterScript	IsSyncState
233	狼牙BOSS彩蛋	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:13,14,15,16,9,10,11,12,17,18,19,20,21,22,23,0,1;Minute:0;		3540	0	scripts\Map\逐鹿中原\surprise_boss\狼牙boss活动表.lua		
234	逐鹿中原-帮会战功榜周结算	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:*;		86400	0	scripts\Map\逐鹿中原\include\帮会战功榜周结算.lua		
235	押运粮草	0	0	0	0	0	Calendar:Solar;Year:2001;Month:*;MDay:*;WDay:6,7;Hour:13,19;Minute:0;		7200	1	scripts\Map\逐鹿中原\include\运镖活动.lua		
236	逐鹿中原活动总开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:5;Minute:0;	0	604799	0			
237	提前开排队	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4,6,7;Hour:0;Minute:0;	0	79800	0	scripts\Map\逐鹿中原\include\提前开排队_活动表.lua		
238	驯马6号核心处理	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2;Hour:7;Minute:0;		60	0	scripts/Map/驯养系统/event/6号核心刷新处理.lua		
239	驯养6号每天处理	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:15;Minute:0;	0	60	0	scripts/Map/驯养系统/event/6号执行刷新处理.lua		
240	Server禁止创建副本	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:18;Minute:0;	0	10800	0		center_scripts\Activity\Camp\Server禁止创建副本.lua	
241	记录据点信息	0	0	0	0	0	Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:0;Minute:0;		300	0			
244	据点贸易	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:10;Minute:0;	0	57540	1			
245	阴山商路	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1,3;Hour:10;Minute:0;	0	57540	1	scripts\Map\帮会押镖\include\活动表.lua	center_scripts/Activity/帮派押镖.lua	
246	战场-浮香丘	0	0	0	0	0	Calendar:Solar;Year:2019;Month:7;MDay:6;WDay:*;Hour:7;Minute:0;	518400	86400				
248	据点战准备期	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:0;	0	10800	0	scripts/Map/逐鹿中原/include/小攻防提前一小时禁止切磋.lua		
249	周六时间-任务指引用	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6;Hour:12;Minute:0;	0	68340	0			
250	周日时间-任务指引用	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7;Hour:12;Minute:0;	0	68340	0			
251	门派事件-纯阳	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:13;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
252	门派事件-天策	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:14;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
253	门派事件-七秀	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:15;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
254	门派事件-万花	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:16;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
255	门派事件-藏剑	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:17;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
256	门派事件-唐门	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:18;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
257	门派事件-五毒	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:19;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
258	门派事件-少林	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:10;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
259	门派事件-明教	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:12;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
260	门派事件-丐帮	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:20;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
261	门派事件-乱世天策	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:14;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
262	烽烟再起·南屏山	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6;Hour:12;Minute:0;	0	68340	1			
263	烽烟再起·昆仑	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7;Hour:12;Minute:0;	0	68340	1			
264	剑试天下	0	0	0	0	0	Calendar:Solar;Year:2001;Month:*;MDay:*;WDay:1,2,3,4,5,6,7;Hour:12;Minute:0;		46800	1			
265	战场首胜	0	0	0	0	0	Calendar:Solar;Year:2001;Month:*;MDay:*;WDay:1,2,3,4,5,6,7;Hour:12;Minute:0;		46800	1			
266	群雄竞技逐名剑	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1,2,3,4,5,6,7;Hour:12;Minute:0;	0	46800				
267	阁有奇宝天下逐之	0	0	0	0	0	Calendar:Solar;Year:2001;Month:1;MDay:*;WDay:6;Hour:15,21;Minute:0;	0	14399	1			
268	统计前线据点	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:5;Minute:0;	0	85800	0	scripts\Map\逐鹿中原\include\记录前线据点_Data.lua		
269	不醉不归	272	0	0	0	0	Calendar:Solar;Year:2014;Month:7;MDay:28;WDay:*;Hour:21;Minute:0;	0	3599	1	scripts\Activity\Act_挑战策划\挑战策划.lua		
270	衣冠禽兽	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;	0	86340				
272	不醉不归父活动	0	0	0	0	0	Calendar:Solar;Year:2014;Month:7;MDay:28;WDay:1;Hour:0;Minute:0;	0	86399	0	scripts\Activity\Act_挑战策划\挑战策划父活动.lua		
273	周年庆	0	0	0	0	0	Calendar:Solar;Year:2014;Month:8;MDay:28;WDay:*;Hour:7;Minute:0;	0	1555200	1			
274	重阳节	0	0	0	0	0	Calendar:Solar;Year:2023;Month:10;MDay:23;WDay:*;Hour:7;Minute:0;	0	1209599	1	scripts/Activity/重阳活动/重阳活动.lua		
276	击伤叛徒偿血债		0	0	0	0	Calendar:Solar;Year:2014;Month:10-11;MDay:1-31;WDay:1-7;Hour:*;Minute:0;		3599	1	scripts/Activity/ACT_苍云预热/长安预热活动.lua		
277	风起云涌截粮草		0	0	0	0	Calendar:Solar;Year:2014;Month:10-11;MDay:1-31;WDay:1-7;Hour:*;Minute:0,30;		1799	1	scripts/Activity/ACT_苍云预热/洛阳预热活动.lua		
278	苍云预热活动	0	0	0	0	0	Calendar:Solar;Year:2014;Month:10;MDay:21;WDay:*;Hour:7;Minute:0;	0	2937600		scripts/Activity/ACT_苍云预热/活动广告.lua		
279	名剑大会精英赛	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:21;Minute:0;	0	7200			center_scripts\Activity\Camp\精英争霸赛.lua	
280	名剑大会精英赛资格生成	0	0	0	0	0	Calendar:Solar;Year:2014;Month:11;MDay:10;WDay:1;Hour:3;Minute:0;	604800	600000	0	scripts/Activity/名剑大会/每周精英赛资格生成.lua		
281	苍雪龙城活动开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;	0	86340	0			
282	门派事件-苍云	0	0	0	0	0	Calendar:Solar;Year:2014;Month:12;MDay:11;WDay:*;Hour:7;Minute:0;		46800	0	scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
283	名剑大会精英赛资格生成	280	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1-5;Hour:12;Minute:0;		86000	0		center_scripts/Arena/每周精英赛资格上传.lua	
284	苍云-东陉关之战	282					Calendar:Solar;Year:2014;Month:12;MDay:11;WDay:*;Hour:19;Minute:0;	1036800	3600	1	scripts\Activity\Act_门派事件\苍云\苍云门派事件开始结束处理.lua		
285	峰值广告						Calendar:Solar;Year:2015;Month:1;MDay:5;WDay:*;Hour:7-20;Minute:0,30;		1800		scripts/Activity/峰值活动/20141222峰值广告.lua		
286	剑心来搞事						Calendar:Solar;Year:2015;Month:1;MDay:5;WDay:*;Hour:20;Minute:0;		3600	1			
287	剑心的宝箱						Calendar:Solar;Year:2015;Month:1;MDay:8;WDay:4;Hour:21;Minute:*;		10800	1	scripts/Activity/峰值活动/20150108奖励.lua		
289							Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:0;		604799				
290	剑心送红包						Calendar:Solar;Year:2015;Month:2;MDay:13;WDay:5;Hour:20;Minute:0;		3600	1			
291	剑心送红包预行脚本						Calendar:Solar;Year:2015;Month:2;MDay:13;WDay:5;Hour:16;Minute:0;		18000			center_scripts\Activity\剑心送红包.lua	
292	百战英杰铸神兵						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:7;Minute:0;		86340	1			
293	更新薪火值重置时间	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:1-7;WDay:1;Hour:14;Minute:0;	0	-60	0	scripts\Activity\TAEquipsScoreReset.lua		
294	寻龙勘脉窥天机	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:3,5,6,7;Hour:7;Minute:0;	0	86399	1	scripts/Activity/ACT_地脉勘测/地脉勘测.lua		
295	新建·未使用						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340				
296	阴阳两界NPC刷新						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:20,21,22,23,0,1,2,3,4,5;Minute:0;		3540			center_scripts/Activity/Adventure/阴阳两界_NPC刷新.lua	
298		197						3600	3540			center_scripts/Activity/科举会试排行存储.lua	
299	大草原-篝火会	313					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:20;Minute:0;		39540		scripts\Activity\95级声望相关\阴山大草原\篝火会开始结束处理.lua		
300	千岛湖·温泉战倭						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts\Activity\95级声望相关\千岛湖\声望活动开始结束处理.lua		
301	风雨琴歌						Calendar:Solar;Year:2015;Month:9;MDay:14;WDay:*;Hour:7;Minute:0;		46740	1	scripts/Activity/峰值活动/2015年9月7日峰值.lua		
302	大草原-运马	313					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		25199		scripts\Activity\95级声望相关\阴山大草原\运马PQ开始结束处理.lua		
303	大草原-运货	313					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:14;Minute:0;		21599		scripts\Activity\95级声望相关\阴山大草原\运货PQ开始结束处理.lua		
304	五台山·无遮大会						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts\Activity\95级声望相关\五台山\声望活动开始结束处理.lua		
305	黑戈壁·沙漠杀机						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts\Activity\95级声望相关\黑戈壁\声望活动开始结束处理.lua		
306	六周年庆	0	0	0	0	0	Calendar:Solar;Year:2015;Month:8;MDay:27;WDay:*;Hour:7;Minute:0;	0	1555200	1			
307	门派事件-长歌						Calendar:Solar;Year:2015;Month:11;MDay:14;WDay:*;Hour:21;Minute:0;		46800		scripts/Activity/Act_门派事件/门派事件任务npc创建删除处理.lua		
308	长歌·学堂晒书	837					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\Act_门派事件\长歌\长歌门派事件开始结束处理.lua	center_scripts/Activity/长歌门派事件.lua	
309	大草原·拍卖盛会						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:22;Minute:0;		7200		scripts/Activity/95级声望相关/黑市和觅宝会/草原拍卖会开始结束处理.lua	center_scripts/Activity/阴山拍卖盛会.lua	
310							Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:13,19,14,20;Minute:15,30,45,59;		899		scripts/Activity/阵营攻防战/攻防复活点物资堆创建.lua		
311	杨逸飞对决白陶						Calendar:Solar;Year:2015;Month:9;MDay:14;WDay:*;Hour:20;Minute:0;		3600	1	scripts/Activity/峰值活动/2015年9月7日峰值_晚上开启.lua		
312	当世长歌						Calendar:Solar;Year:2015;Month:9;MDay:24;WDay:*;Hour:7;Minute:0;		2764799	1	scripts\Activity\ACT_剑胆琴心预热\预热活动开始结束处理.lua		
313	大草原·回纥部族						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86399				
314	新建·未使用	706	707				Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:13,19,14,20;Minute:15,30,45,59;		899		scripts/Activity/阵营攻防战/攻防牛车创建.lua		
315	江湖茶馆						Calendar:Solar;Year:2015;Month:10;MDay:19;WDay:*;Hour:7;Minute:0;	604800	604799		scripts/Map/ACT_主城茶馆/include/主城茶馆活动开启.lua		
316	晶矿争夺-黑戈壁						Calendar:Solar;Year:2015;Month:10;MDay:19;WDay:*;Hour:7;Minute:0;	604800	604799		scripts/Map/ACT_95级黑戈壁阵营活动/activity/活动脚本.lua		
317	淬炼以及五行石转换开关						Calendar:Solar;Year:2015;Month:10;MDay:26;WDay:*;Hour:7;Minute:0;	604800	604740				
318	阴山商路控制活动						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:5;Minute:0;		86280				
319							Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:12;Minute:0;		43140				
320	万花·奇花藏花海						Calendar:Solar;Year:2022;Month:11;MDay:7;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts/Activity/ACT_95级门派事件/万花周一到周五.lua		
321	万花·开谷济苍生	807					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/万花周六.lua	center_scripts\Activity\万花门派事件.lua	
322	万花·献花复晴昼	808					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/万花周日.lua	center_scripts\Activity\万花门派事件.lua	
323	七秀·红袖飞花						Calendar:Solar;Year:2022;Month:10;MDay:31;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Activity\ACT_95级门派事件\七秀周一至周五.lua		
324	七秀·剑舞凝光	797					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\七秀周六.lua	center_scripts\Activity\七秀门派事件.lua	
325	七秀·东海来客	806					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\七秀周日.lua	center_scripts\Activity\七秀门派事件.lua	
326	纯阳·山门卫道						Calendar:Solar;Year:2023;Month:1;MDay:2;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Activity\ACT_95级门派事件\纯阳周一至周五.lua		
327	纯阳·星野剑阵	844					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\纯阳周日.lua	center_scripts\Activity\纯阳门派事件.lua	
328	纯阳·西昇大典	845					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\纯阳周六.lua	center_scripts\Activity\纯阳门派事件.lua	
329	少林·山雨欲来						Calendar:Solar;Year:2022;Month:10;MDay:24;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Map\ACT_95级门派事件\少林\include\山雨欲来.lua		
330	少林·禅武较量	853					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Map\ACT_95级门派事件\少林\include\禅武较量.lua	center_scripts\Activity\少林门派事件.lua	
331	少林·荡除心魔	854					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Map\ACT_95级门派事件\少林\include\荡除心魔.lua	center_scripts\Activity\少林门派事件.lua	
332	天策·筹备						Calendar:Solar;Year:2022;Month:11;MDay:28;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Map\ACT_95级门派事件\乱世天策\Include\95门派事件之乱世天策开始结束处理.lua		
333	天策·阻击	822					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Map\ACT_95级门派事件\乱世天策\Include\95门派事件之乱世天策开始结束处理.lua	center_scripts\Activity\天策门派事件.lua	
334	天策·战！	823					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Map\ACT_95级门派事件\乱世天策\Include\95门派事件之乱世天策开始结束处理.lua	center_scripts\Activity\天策门派事件.lua	
335	藏剑·熔炼寒铁						Calendar:Solar;Year:2022;Month:12;MDay:26;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts/Activity/ACT_95级门派事件/藏剑周一至周五.lua		
336	藏剑·铸造神兵	841					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/藏剑周六.lua	center_scripts/Activity/藏剑门派事件.lua	
337	藏剑·名剑新生	842					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/藏剑周日.lua	center_scripts/Activity/藏剑门派事件.lua	
338	五毒·毒蚊幼虫						Calendar:Solar;Year:2022;Month:11;MDay:14;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Activity\ACT_95级门派事件\五毒周一到周五.lua		
339	五毒·天一阴谋	813					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\五毒周六.lua	center_scripts\Activity\五毒门派事件.lua	
340	五毒·噬魂金虎	814					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\五毒周日.lua	center_scripts\Activity\五毒门派事件.lua	
341	唐门·兄弟之争						Calendar:Solar;Year:2022;Month:11;MDay:21;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Activity\ACT_95级门派事件\唐门周一至周五.lua		
342	唐门·机甲对决	816					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\唐门周六.lua	center_scripts\Activity\唐门门派事件.lua	
343	唐门·对抗狼牙	817					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\唐门周日.lua	center_scripts\Activity\唐门门派事件.lua	
344	明教·漫漫朝圣路						Calendar:Solar;Year:2022;Month:12;MDay:5;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts/Activity/ACT_95级门派事件/明教周一至周五.lua		
345	明教·明尊大典	826					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/明教周六.lua		
346	明教·血染红衣	827					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/明教周日.lua		
347	丐帮·美酒飘香						Calendar:Solar;Year:2022;Month:12;MDay:12;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Activity\ACT_95级门派事件\丐帮周一至周五.lua		
348	丐帮·洞庭虹影	831					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\丐帮周六.lua	center_scripts\Activity\丐帮门派事件.lua	
349	丐帮·寿宴风云	832					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\丐帮周日.lua	center_scripts\Activity\丐帮门派事件.lua	
350	苍云·战前准备						Calendar:Solar;Year:2023;Month:1;MDay:9;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts\Activity\ACT_95级门派事件\苍云周一至周五.lua		
351	苍云·黑云压城	849					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\苍云周六.lua	center_scripts\Activity\苍云门派事件.lua	
352	苍云·决战之时	850					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts\Activity\ACT_95级门派事件\苍云周日.lua	center_scripts\Activity\苍云门派事件.lua	
353	长歌·弟子笃学						Calendar:Solar;Year:2022;Month:12;MDay:19;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts/Activity/ACT_95级门派事件/长歌周一至周五.lua		
355	长歌·音律之试	838					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/长歌周日.lua	center_scripts/Activity/长歌门派事件.lua	
356	猴年春节烟花通宝回馈开关	0	0	0	0	0	Calendar:Solar;Year:2016;Month:1;MDay:25;WDay:*;Hour:7;Minute:0;		3024000	0			
357	洛阳·神兵迷踪						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts/Map/ACT_四月洛阳/activity/四月活动脚本.lua		
358	据点占坑父活动						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:18;Minute:50;		10800				
360		358					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:*;Minute:*;		600		scripts\Map\逐鹿中原\include\据点争夺_定时检测挂机.lua		
364	江湖百态周榜结算						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:0;		518460		scripts\Map\江湖百态\include\周排行榜结算.lua		
365	庆典·镜花梦影	0	0	0	0	0	Calendar:Solar;Year:2023;Month:8;MDay:21;WDay:*;Hour:7;Minute:0;	0	3023999	1	scripts/Map/梦回稻香/activity/七周年梦回稻香活动.lua		
366	八周年庆	0	0	0	0	0	Calendar:Solar;Year:2017;Month:8;MDay:21;WDay:*;Hour:7;Minute:0;	0	1209599	1	scripts/Map/Act_运营活动通用/activity/七周年庆活动脚本.lua		
367	风临神都						Calendar:Solar;Year:2016;Month:9;MDay:12;WDay:*;Hour:7;Minute:0;	604800	604799		scripts\Map\ACT_霸刀预热\activity\预热活动开始结束处理.lua		
368	驭兽挑战						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7;Hour:21;Minute:30;		14400	1	scripts/Activity/野外首领/驭兽世界BOSS.lua		
369	方士异闻录						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6;Hour:21;Minute:30;		14400	1	scripts/Map/里世界/世界首领相关/里世界boss刷新.lua		
370	霸刀·霜林狩猎						Calendar:Solar;Year:2023;Month:1;MDay:16;WDay:*;Hour:7;Minute:0;	7862400	431999	1	scripts/Activity/ACT_95级门派事件/霸刀周一至周五.lua		
371	霸刀·星暗长林	851					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/霸刀周六.lua	center_scripts\Activity\霸刀门派事件.lua	
372	霸刀·蛇魅狼影	852					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12,14,16,18,20,22;Minute:0;		3600		scripts/Activity/ACT_95级门派事件/霸刀周日.lua		
373	长歌·音律之试						Calendar:Solar;Year:2017;Month:6;MDay:1;WDay:*;Hour:21;Minute:0;		3600	1	scripts/Activity/ACT_95级门派事件/长歌周日.lua	center_scripts/Activity/长歌门派事件.lua	
374	逆改阴阳						Calendar:Solar;Year:2016;Month:11;MDay:21;WDay:*;Hour:7;Minute:0;		46740	1	scripts/Activity/峰值活动/2016年11月21日峰值早.lua		
375	魔王再临						Calendar:Solar;Year:2016;Month:11;MDay:21;WDay:*;Hour:20;Minute:0;		28800	1	scripts/Activity/峰值活动/2016年11月21日峰值_晚上开启.lua		
376							Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:0;					center_scripts\Activity\据点每周清.lua	
377	据点地图是否排队	225						600	540			center_scripts\Activity\Camp\小攻防占坑相关.lua	
378	小攻防前一小时						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:0;		3600		scripts/Activity/小攻防前一小时保护/小攻防前一小时保护.lua		
379	监狱消杀气						Calendar:Solar;Year:2016;Month:12;MDay:7;WDay:3;Hour:7;Minute:0;	1800	1740		scripts/Activity/监狱精英怪.lua		
380	勤修不辍·传功		0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340	1			
381	春节系统主城花灯						Calendar:Solar;Year:2017;Month:1;MDay:28;WDay:*;Hour:0;Minute:0;		900		scripts/Map/主城烟花/activity/元旦系统主城花灯.lua		
382	秘境的镖局接引	0	0	0	0	0	Calendar:Solar;Year:2012;Month:7;MDay:6;WDay:*;Hour:7;Minute:0;	90		0		center_scripts/Activity/秘境的镖局接引事件.lua	
383	尊师明礼						Calendar:Solar;Year:2023;Month:1;MDay:21;WDay:*;Hour:0;Minute:0;		259199	1			
384	春回盛唐						Calendar:Solar;Year:2017;Month:2;MDay:27;WDay:*;Hour:7;Minute:0;		4233540	1			
385	双线新服福利						Calendar:Solar;Year:2017;Month:2;MDay:20;WDay:*;Hour:7;Minute:0;		1814399				
386	春回盛唐						Calendar:Solar;Year:2017;Month:2;MDay:27;WDay:*;Hour:7;Minute:0;		1814340				
387	攻防前置南屏分流活动						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		68340		scripts/Activity/地图分流相关/南平分流开启.lua		1
388	刀谷迷踪						Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;		2678399	1	scripts/Map/ACT_风雷刀谷预热/activity/风雷刀谷预热开始结束处理.lua		
