ID	TriggerVal	ShiftID	ShiftType	Point	Exp	Note	Prefix	Postfix	IsSplendid	AnnounceType
3228	1			20	1400	无伤！小光明顶秘道			0	0
3229	3			25	5800	全胜！光明顶秘道			0	0
3230	1	3229	2			问寒松			0	0
3231	1	3229	2			辛然			0	0
3232	1	3229	2			薛山			0	0
3233	1			25	5800	醉酒！光明顶秘道			0	0
3234	1			25	5800	玩火！光明顶秘道			0	0
3235	1			25	5800	溺水！光明顶秘道			0	0
3236	1			25	5800	成堆手下！光明顶秘道			0	0
3237	1			25	5800	舞刀弄枪！光明顶秘道			0	0
3238	1			25	5800	无伤！光明顶秘道			0	0
3239	1	3199	2			阁罗鸿（10人）			0	0
3240	1	3205	2			阁罗鸿（25人）			0	0
3241	1	3204	2	25	5800	狂沙迷离！10人南诏皇宫			0	0
3242	1	3204	2	25	5800	戮力同心！10人南诏皇宫			0	0
3243	1	3204	2	25	5800	无伤阁罗鸿！10人南诏皇宫			0	0
3244	1	3210	2	30	6900	狂沙迷离！25人南诏皇宫			0	0
3245	1	3210	2	30	6900	戮力同心！25人南诏皇宫			0	0
3246	1	3210	2	30	6900	踏地无痕！25人南诏皇宫			0	0
3247	1	3210	2	30	6900	稳操胜券！25人南诏皇宫			0	0
3248	1	3210	2	30	6900	无伤阁罗鸿！25人南诏皇宫			0	0
3249	1	3199	2			摩提耶罗（10人）			0	0
3250	1	3205	2			摩提耶罗（25人）			0	0
3251	1	3204	2	25	5800	佛嗔之焰！10人南诏皇宫			0	0
3252	1	3204	2	25	5800	似沐春光！10人南诏皇宫			0	0
3253	1	3204	2	25	5800	无伤摩提耶罗！10人南诏皇宫			0	0
3254	1	3210	2	30	6900	佛嗔之焰！25人南诏皇宫			0	0
3255	1	3210	2	30	6900	象棋大师！25人南诏皇宫			0	0
3256	1	3210	2	30	6900	无伤摩提耶罗！25人南诏皇宫			0	0
3257	1	3258	1	15	500	捐马助军			0	0
3258	5	3259	1	20	1600	玉堂金马			0	0
3259	10	3260	1	25	3700	忠国伯乐		145	0	0
3260	20	3261	1	30	6900	马革裹尸		146	0	0
3261	30			35	8100	马太多		147	0	0
3262	1	3263	1	20	4600	初胜！雪原争锋			0	0
3263	30	3264	1	25	5800	三十胜！雪原争锋			0	0
3264	50	3271	2	30	6900	五十胜！雪原争锋			0	0
3265	1	3271	2	30	6900	犀利！雪原争锋			0	0
3266	1	3271	2	30	6900	完胜！雪原争锋			0	0
3267	1	3271	2	25	5800	锋芒！雪原争锋			0	0
3268	1	3271	2	30	6900	强兵！雪原争锋			0	0
3269	1	3271	2	30	6900	绝胜！雪原争锋			0	0
3270	1	3271	2	25	5800	不死！雪原争锋			0	0
3271	56			35	8100	胜利！雪原争锋			0	0
3272	1			25	5800	死斗初胜！雪原争锋			0	0
3273	1	3199	2			南诏王（10人）			0	0
3274	1	3205	2			南诏王（25人）			0	0
3275	1	3204	2	25	5800	更多木柴！10人南诏皇宫			0	0
3276	1	3204	2	25	5800	真假可测！10人南诏皇宫			0	0
3277	1	3204	2	25	5800	阻止疯狂！10人南诏皇宫			0	0
3278	1	3204	2	25	5800	霸皇无双！10人南诏皇宫			0	0
3279	1	3204	2	25	5800	无伤南诏王！10人南诏皇宫			0	0
3280	1	3210	2	30	6900	火锅终结者！25人南诏皇宫			0	0
3281	1	3210	2	30	6900	真假可测！25人南诏皇宫			0	0
3282	1	3210	2	30	6900	绘画鉴赏！25人南诏皇宫			0	0
3283	1	3210	2	30	6900	恶贯满盈！25人南诏皇宫			0	0
3284	1	3210	2	30	6900	无伤南诏王！25人南诏皇宫			0	0
3285	1	3291	2	25	5800	学成！幽月轮			0	0
3286	1	3291	2	25	5800	学成！赤日轮			0	0
3287	1	3291	2	25	5800	学成！净世破魔击			0	0
3288	1	3291	2	25	5800	学成！驱夜断愁			0	0
3289	1	3291	2	25	5800	学成！贪魔体			0	0
3290	1			25	5800	学成！归寂道			0	0
3291	5			35	8100	高手！明教	182		0	0
3292	20			35		并肩作战！姬黄泉			0	0
3293	20			35		并肩作战！瑶瑶			0	0
3294	100			30	6900	鸿鹄之志！明教			0	0
3295	1			15	500	知遇！明教			0	0
3296	1			20	3800	小阎王授课			0	0
3297	1			20	3800	三生三世			0	0
3298	1			20	3800	圣火灯飞（绝版）			0	0
3299	1			20	3800	淘气幼猫			0	0
3300	1			20	3800	生死决断			0	0
3301	1	4583	2	20	3800	侠义！明教			0	0
3302	1			15		游历！明教			0	0
3303	1			25	4700	飞天圣火的庄严			0	0
3304	100			25	4700	荒漠寻宝			0	0
3305	1			15		拜见明教			0	0
3306	1			30	6900	明教挚友		144	0	0
3307	1			40	9200	明教挚友！五甲			0	3
3308	1			40	9200	全胜小光明顶秘道！五甲			0	3
3309	1			40	9200	全胜光明顶秘道！五甲			0	3
3310	1			40	9200	10人南诏皇宫！五甲			0	3
3311	1			40	9200	25人枯荣大师！五甲			0	3
3312	1			40	9200	25人阁罗鸿！五甲			0	3
3313	1			40	9200	25人血眼龙王！五甲			0	3
3314	1			40	9200	25人摩提耶罗！五甲			0	3
3315	1			40	9200	25人南诏王！五甲			0	3
3316	1			15	600	戒火！明教			0	0
3317	1			25	5800	浩气蓝衫！萧然			0	0
3318	1			25	5800	不羁白袍！爱祸			0	0
3319	1	2335	2			雷惊刃			0	0
3320	1	2335	2			电萦刀			0	0
3321	1			15		大漠圣火			0	0
3322	1			20		祈盛之会			0	0
3323	1			30		洱海惊龙			0	0
3324	1	3210	2	30	6900	护卫得力！25人南诏皇宫			0	0
3325	50	3226	2			发狂的北原猪			0	0
3326	50	3226	2			发狂的南原熊			0	0
3327	1					默认			0	0
3328	1	3331	2			明教刀客画像			0	0
3329	1	3331	2			明教魅影画像			0	0
3330	1	3331	2			明教红袖画像			0	0
3331	4			20		明教魅影刀红袖			0	0
3332	50	3226	2			发狂的东原狼			0	0
3333	50	3226	2			发狂的西原虎			0	0
3334	8			25		东都之狼！天策			0	0
3335	2	3334	2			发狂的东原狼王			0	0
3336	2	3334	2			发狂的北原猪王 			0	0
3337	2	3334	2			发狂的南原熊王			0	0
3338	2	3334	2			发狂的西原虎王			0	0
3339	5	3340	1	20		东都好射手！天策			0	0
3340	50			25		东都神射手！天策			0	0
3341	1			20		破敌！纯阳			0	0
3342	1			20		胜券在握！纯阳			0	0
3343	2			20		无理的一刀流！纯阳			0	0
3344	1	3343	2			源氏中忍			0	0
3345	1	3343	2			源氏上忍			0	0
3346	4			20		内外坊之会！七秀			0	0
3347	1	3346	2			翻龟			0	0
3348	1	3346	2			采灯			0	0
3349	1	3346	2			钓鱼			0	0
3350	1	3346	2			对诗			0	0
3351	1			25		名士风流！七秀			0	0
3352	1			25		凌波微步！七秀			0	0
3353	30			25		姻缘娃娃！七秀			0	0
3354	1			25		恩怨情仇！七秀			0	0
3355	4			25		双宿双飞！七秀			0	0
3356	1			25		巧驭机甲！万花			0	0
3357	8			25		雷霆！万花			0	0
3358	1			25		铁甲钢拳！万花			0	0
3359	1			25		钢筋铁骨！万花			0	0
3360	10			25		迎亲！藏剑			0	0
3361	10			25		送亲！唐门			0	0
3362	11			30		门派事件风云起			0	0
3363	1	3362	2			天策			0	0
3364	1	3362	2			纯阳			0	0
3365	1	3362	2			七秀			0	0
3366	1	3362	2			万花			0	0
3367	1	3362	2			藏剑			0	0
3368	1	3362	2			唐门			0	0
3369	1	3362	2			五毒			0	0
3370	1	3362	2			少林			0	0
3371	1	3362	2			明教			0	0
3372	5			25		月落断红千！五毒			0	0
3373	1	3372	2			月见草			0	0
3374	1	3372	2			落虹花			0	0
3375	1	3372	2			断情草			0	0
3376	1	3372	2			红莲露			0	0
3377	1	3372	2			千鸟石			0	0
3378	1			20		炼药！五毒			0	0
3379	1			20		生死蛊！五毒			0	0
3380	1			20		巧用生死蛊！五毒			0	0
3381	1			20		无懈可击！明教			0	0
3382	1			25		固若金汤！明教			0	0
3383	1			25		五行阵！明教			0	0
3384	1			20		脚下生风！少林			0	0
3385	1			25		平步青云！少林			0	0
3386	1			30		高处不胜寒！少林			0	0
3387	1			20		被踩成马！少林			0	0
3388	1			25		身敏如燕！少林			0	0
3389	1			20		饱食·明教			0	0
3390	1			15		有缘人·巳蛇			0	0
3391	10			20		爱心满满·蛇			0	0
3392	1			40	9200	全胜一线天！五甲			0	3
3393	1			40	9200	英雄一线天！五甲			0	3
3394	3	5085	2	25	5800	全胜！一线天			0	0
3395	1	3394	2			苏清			0	0
3396	1	3394	2			宁毅			0	0
3397	1	3394	2			列缺和霹雳			0	0
3398	1	5093	2	25	5800	无伤！一线天			0	0
3399	3	5086	2	25	5800	全胜！英雄一线天			0	0
3400	1	3399	2			苏清（英雄）			0	0
3401	1	3399	2			宁毅（英雄）			0	0
3402	1	3399	2			列缺和霹雳（英雄）			0	0
3403	1	5102	2	25	5800	同心协力！英雄一线天			0	0
3404	1	5102	2	25	5800	以寡敌众！英雄一线天			0	0
3405	1	5102	2	25	5800	炙热连环！英雄一线天			0	0
3406	1	5102	2	25	5800	履险如夷！英雄一线天			0	0
3407	1	5094	2	25	5800	无伤！英雄一线天			0	0
3408	1			25	5800	李倓！25人南诏皇宫			0	0
3409	1			30	6900	玉石俱焚！25人南诏皇宫			0	0
3410	1			30	6900	暗箭难防！25人南诏皇宫			0	0
3411	1			30	6900	笼中脱险！25人南诏皇宫			0	0
3412	1			30	6900	镜中明月！25人南诏皇宫			0	0
3413	1			30	6900	冰魄煞气！25人南诏皇宫			0	0
3414	1			30	6900	无伤李倓！25人南诏皇宫			0	0
3415	1			40	9200	25人李倓！五甲			0	3
3416	1			20		美人和花共鲜妍			0	0
3417	1			20		仁心善举万里云			0	0
3418	1			20		丝丝缕缕都是爱			0	0
3419	1			20		明月千里来相助			0	0
3420	1	3421	1	15		阵营押镖！一			0	0
3421	20			20		阵营押镖！二十			0	0
3422	1	3423	1	20		镖行天下！一			0	0
3423	20			30		镖行天下！二十			0	0
3424	10	3425	1	20		绿林豪强！十			0	0
3425	100			30		绿林豪强！一百			0	0
3426	10	3427	1	20		劫道高人！十			0	0
3427	100			30		劫道高人！一百			0	0
3428	1			20		首伤！狂意江湖			0	0
3429	1			30		十连伤！狂意江湖			0	0
3430	1			40		五十连伤！狂意江湖			0	3
3431	100			40		惩奸除恶	189		0	3
3432	1			15		神行太保			0	0
3433	1			15		直踏青云			0	0
3434	1			35	9000	离乱之人			0	0
3435	6			35	8100	高手！丐帮	197		0	0
3436	1			20	1000	武圣凌云之气			0	0
3437	1			25	4700	东都洛阳的雄伟			0	0
3438	1			25	4700	玲珑塔的守望			0	0
3439	1			25	4700	凌烟阁边的破败			0	0
3440	1			25	4700	荻花宫遗迹的眺望			0	0
3441	1			25	4700	清梵寺的佛音			0	0
3442	1	3435	2	25	5800	学成！蜀犬吠日			0	0
3443	1	3435	2	25	5800	学成！天下无狗			0	0
3444	1	3435	2	25	5800	学成！亢龙有悔			0	0
3445	1	3435	2	25	5800	学成！龙啸九天			0	0
3446	1	3435	2	25	5800	学成！时乘六龙			0	0
3447	1	3435	2	25	5800	学成！龙战于野			0	0
3448	1			25	9200	登堂入室			0	0
3449	1			25	9200	鹤立鸡群			0	0
3450	1			30	9200	非比寻常			0	0
3451	1			40	9200	出类拔萃			0	0
3452	1			15	600	千觞！丐帮			0	0
3453	-1			35	8100	名动八荒	198		0	0
3454	100	3453	2	25	3700	鸿鹄之志！丐帮			0	0
3455	1			15	500	知遇！丐帮			0	0
3456	1			20	1100	厨艺精进			0	0
3457	1			20	1100	猴言猴语			0	0
3458	1			20	1100	降龙有传人			0	0
3459	1			20	1100	凤雏之初啼			0	0
3460	120	3453	2	30	6900	鸿鹄之志！劫后洛阳			0	0
3461	1			20	3800	真相大白			0	0
3462	1			20	3800	相煎何太急			0	0
3463	1			20	3800	不是不报，时辰未到			0	0
3464	1			25	5800	善意的谎言			0	0
3465	1			25	5800	顺藤摸瓜			0	0
3466	100	3453	2	30	6900	鸿鹄之志！劫后长安			0	0
3467	1			20	3800	义成婵娟			0	0
3468	1			20	3800	大义灭亲			0	0
3469	1			20	3800	丹心东流			0	0
3470	1			25	5800	除恶务尽			0	0
3471	1			25	5800	月缺则圆			0	0
3472	70	3453	2	30	6900	鸿鹄之志！劫后天策			0	0
3473	1			20	3800	怒拔狼牙			0	0
3474	1			20	3800	风卷残云			0	0
3475	1			20	3800	不得不杀			0	0
3476	1			25	5800	绝地反击			0	0
3477	1			25	5800	迎头痛击			0	0
3478	120	3453	2	30	6900	鸿鹄之志！劫后枫华谷			0	0
3479	1			20	3800	铲除首恶			0	0
3480	1			20	3800	忠臣陨落			0	0
3481	1			20	3800	生命中无法承受之重			0	0
3482	1			25	5800	大唐军魂			0	0
3483	1			25	5800	杀敌卫国			0	0
3484	150	3453	2	30	6900	鸿鹄之志！马嵬驿			0	0
3485	1			20	3800	瓮中捉鳖			0	0
3486	1			20	3800	死里逃生			0	0
3487	1			20	3800	易容高手			0	0
3488	1			25	5800	平乱功臣			0	0
3489	1			25	5800	护驾有功			0	0
3490	1			15		游历！丐帮			0	0
3491	1			20	3800	游历！劫后洛阳			0	0
3492	1			20	3800	游历！劫后长安			0	0
3493	1			20	3800	游历！劫后天策			0	0
3494	1			20	3800	游历！劫后枫华谷			0	0
3495	1			20	3800	游历！马嵬驿			0	0
3496	1	4583	2	20	2900	侠义！丐帮			0	0
3497	1	4583	2	25	4200	侠义！劫后洛阳			0	0
3498	1	4583	2	25	4200	侠义！劫后长安			0	0
3499	1	4583	2	25	4200	侠义！劫后天策			0	0
3500	1	4583	2	25	4200	侠义！劫后枫华谷			0	0
3501	1	4583	2	25	4200	侠义！马嵬驿			0	0
3502	50	3503	1	20	2200	斩狼人			0	0
3503	100	3504	1	25	4700	战狼在野			0	0
3504	500	3505	1	30	6900	狼兄狼弟			0	0
3505	1000	3506	1	30	6900	狼山狼海			0	0
3506	5000	3507	1	40	9200	屠狼大会			0	0
3507	20000	4584	2	45	10400	拔牙！	199		0	2
3508	2			15		拜见降龙掌传人			0	0
3509	1	3508	2			郭岩			0	0
3510	1	3508	2			沈眠风			0	0
3511	1	3508	2			尹放			0	0
3512	4			15		拜见丐帮元老			0	0
3513	1	3512	2			蒋方文			0	0
3514	1	3512	2			康华真			0	0
3515	1	3512	2			马天忌			0	0
3516	1	3512	2			洪笑尘			0	0
3517	1			20		效忠太子			0	0
3518	4			25	4200	市井热心人			0	0
3519	1	3518	2			万事客为先			0	0
3520	1	3518	2			品茗求知音			0	0
3521	1	3518	2			良方寻失主			0	0
3522	1	3518	2			车水马如龙			0	0
3523	4			25	4200	遗愿清单			0	0
3524	1	3523	2			父欲养，而时不待			0	0
3525	1	3523	2			忠仆的牵挂			0	0
3526	1	3523	2			与马同眠			0	0
3527	1	3523	2			生无所求			0	0
3528	100			25	4200	大恩大德			0	0
3529	4			25	4200	遇见我是你的缘			0	0
3530	1	3529	2			黑水使			0	0
3531	1	3529	2			飞夜叉			0	0
3532	1	3529	2			狂人统领			0	0
3533	1	3529	2			恶修罗			0	0
3534	1			25	4200	贪财			0	0
3535	1			25	4200	战场清扫者			0	0
3536	15			25	4200	读书人			0	0
3537	1			25	4200	视财如命			0	0
3538	1			25	4200	谁是内奸？			0	0
3539	1			25	4200	救助孤苦			0	0
3540	-1			35	8100	乱世英雄			0	2
3541	1	3540	2	30	6900	丐帮挚友		154	0	0
3542	1	3540	2	30	6900	朔方军贵客	200		0	0
3543	1	3540	2	30	6900	义军贵客	201		0	0
3544	1	3540	2	30	6900	琅琊颜氏贵客	202		0	0
3545	1	3540	2	30	6900	大唐兵部贵客	203		0	0
3546	1	3540	2	30	6900	李唐皇室贵客	204		0	0
3547	1	3540	2	30	6900	潼关守备军贵客	205		0	0
3548	1	3540	2	30	6900	屠狼会贵客	206		0	0
3549	1	3540	2	30	6900	凌烟阁贵客	207		0	0
3550	3	5085	2	20	1400	全胜！流离岛			0	0
3551	1	3550	2			詹素			0	0
3552	1	3550	2			第五雍容			0	0
3553	1	3550	2			詹毅			0	0
3554	3	5085	2	25	5800	全胜！华清宫			0	0
3555	1	3554	2			尹素颜			0	0
3556	1	3554	2			阿依努尔			0	0
3557	1	3554	2			葛尔东赞			0	0
3558	3	5086	2	25	5800	英雄！流离岛			0	0
3559	1	3558	2			詹素（英雄）			0	0
3560	1	3558	2			第五雍容（英雄）			0	0
3561	1	3558	2			詹毅（英雄）			0	0
3562	3	5086	2	25	5800	英雄！华清宫			0	0
3563	1	3562	2			尹素颜（英雄）			0	0
3564	1	3562	2			阿依努尔（英雄）			0	0
3565	1	3562	2			葛尔东赞（英雄）			0	0
3566	3	5086	2	25	5800	英雄！华清宫回忆录			0	0
3567	1	3566	2			英怀珠			0	0
3568	1	3566	2			高力士			0	0
3569	1	3566	2			安禄山			0	0
3570	5	5088	2	30	6900	全胜！战宝军械库			0	0
3571	1	3570	2			闻人彦范			0	0
3572	1	3570	2			岳承志			0	0
3573	1	3570	2			卓力格图			0	0
3574	1	3570	2			澹台枯火			0	0
3575	1	3570	2			萧沙			0	0
3576	5	5090	2	30	6900	全胜！英雄战宝军械库			0	0
3577	1	3576	2			闻人彦范（英雄）			0	0
3578	1	3576	2			岳承志（英雄）			0	0
3579	1	3576	2			卓力格图（英雄）			0	0
3580	1	3576	2			澹台枯火（英雄）			0	0
3581	1	3576	2			萧沙（英雄）			0	0
3582	6	5088	2	30	6900	全胜！大明宫			0	0
3583	1	3582	2			耶律燕			0	0
3584	1	3582	2			六道傀儡			0	0
3585	1	3582	2			剑圣			0	0
3586	1	3582	2			无名			0	0
3587	1	3582	2			伊玛目			0	0
3588	1	3582	2			安禄山			0	0
3589	6	5090	2	30	6900	全胜！英雄大明宫			0	0
3590	1	3589	2			耶律燕（英雄）			0	0
3591	1	3589	2			六道傀儡（英雄）			0	0
3592	1	3589	2			剑圣（英雄）			0	0
3593	1	3589	2			无名（英雄）			0	0
3594	1	3589	2			伊玛目（英雄）			0	0
3595	1	3589	2			安禄山（英雄）			0	0
3596	6			30	6900	六道轮回！大明宫			0	0
3597	1	3596	2			傀儡·天			0	0
3598	1	3596	2			傀儡·人			0	0
3599	1	3596	2			傀儡·修罗			0	0
3600	1	3596	2			傀儡·畜生			0	0
3601	1	3596	2			傀儡·饿鬼			0	0
3602	1	3596	2			傀儡·地狱			0	0
3603	6			30	6900	六道轮回！英雄大明宫			0	0
3604	1	3603	2			傀儡·天（英雄）			0	0
3605	1	3603	2			傀儡·人（英雄）			0	0
3606	1	3603	2			傀儡·修罗（英雄）			0	0
3607	1	3603	2			傀儡·畜生（英雄）			0	0
3608	1	3603	2			傀儡·饿鬼（英雄）			0	0
3609	1	3603	2			傀儡·地狱（英雄）			0	0
3610	1			20	3000	丐帮！天子峰			0	0
3611	-1	3614	2	35	8100	侠者无惧！荡			0	1
3612	-1	3614	2	40	9200	侠者无惧！嚣			0	1
3613	-1	3614	2	45	10400	侠者无惧！剑			0	1
3614	-1			50	11500	侠者无惧！霸	208		0	1
3615	-1	3619	2	35	8100	江湖传说！荡			0	1
3616	-1	3619	2	40	9200	江湖传说！嚣			0	1
3617	-1	3619	2	45	10400	江湖传说！斩			0	1
3618	-1	3619	2	45	10400	江湖传说！灼			0	1
3619	-1			50	11500	江湖传说！霸			0	1
3620	-1	3624	2	35	8100	无伤！荡			0	1
3621	-1	3624	2	40	9200	无伤！嚣			0	1
3622	-1	3624	2	45	10400	无伤！斩			0	1
3623	-1	3624	2	45	10400	无伤！灼			0	1
3624	-1			50	11500	无伤！霸			0	1
3625	1	5093	2	20	1400	无伤！流离岛			0	0
3626	1	5093	2	25	5800	无伤！华清宫			0	0
3627	1	5101	2	20	1400	听声辨位！			0	0
3628	1	5101	2	20	1400	一网打尽！			0	0
3629	1	5101	2	20	1400	速战速决！			0	0
3630	1	5101	2	25	5800	解救男童			0	0
3631	1	5101	2	25	5800	恋童			0	0
3632	1	5101	2	25	5800	切勿玩火			0	0
3633	1	5101	2	25	5800	玩火自焚			0	0
3634	1	5101	2	25	5800	揭穿把戏			0	0
3635	1	5101	2	25	5800	噬魂夺魄			0	0
3636	1	5094	2	25	5800	无伤！英雄流离岛			0	0
3637	1	5094	2	25	5800	无伤！英雄华清宫			0	0
3638	1	5094	2	25	5800	无伤！英雄华清宫回忆录			0	0
3639	1	5102	2	25	5800	听声辨位！英雄流离岛			0	0
3640	1	5102	2	25	5800	一网打尽！英雄流离岛			0	0
3641	1	5102	2	25	5800	速战速决！英雄流离岛			0	0
3642	1	5102	2	25	5800	解救男童！英雄			0	0
3643	1	5102	2	25	5800	恋童！英雄			0	0
3644	1	5102	2	25	5800	切勿玩火！英雄			0	0
3645	1	5102	2	25	5800	玩火自焚！英雄			0	0
3646	1	5102	2	25	5800	揭穿把戏！英雄			0	0
3647	1	5102	2	25	5800	噬魂夺魄！英雄			0	0
3648	1	5102	2	25	5800	无殇音韵			0	0
3649	1	5102	2	25	5800	有难同当			0	0
3650	1	5102	2	25	5800	猪一样的队友			0	0
3651	1	5102	2	25	5800	命悬一线			0	0
3652	1	5102	2	25	5800	勇者无惧			0	0
3653	1	5096	2	25	5800	无伤闻人彦范！战宝军械库			0	0
3654	1	5096	2	25	5800	无伤岳承志！战宝军械库			0	0
3655	1	5096	2	25	5800	无伤卓力格图！战宝军械库			0	0
3656	1	5096	2	25	5800	无伤澹台枯火！战宝军械库			0	0
3657	1	5096	2	25	5800	无伤萧沙！战宝军械库			0	0
3658	1	5096	2	25	5800	无伤耶律燕！大明宫			0	0
3659	1	5096	2	25	5800	无伤六道傀儡！大明宫			0	0
3660	1	5096	2	25	5800	无伤剑圣！大明宫			0	0
3661	1	5096	2	25	5800	无伤无名！大明宫			0	0
3662	1	5096	2	25	5800	无伤伊玛目！大明宫			0	0
3663	1	5096	2	25	5800	无伤安禄山！大明宫			0	0
3664	1	5104	2	25	5800	乘风逐月！战宝军械库			0	0
3665	1	5104	2	25	5800	断雁归！战宝军械库			0	0
3666	1	5104	2	25	5800	止戈休武！战宝军械库			0	0
3667	1	5104	2	25	5800	枯骨业火！战宝军械库			0	0
3668	1	5104	2	25	5800	幕遮龙吟！战宝军械库			0	0
3669	1	5104	2	25	5800	风从屠龙！战宝军械库			0	0
3670	1	5104	2	25	5800	铜墙铁壁！战宝军械库			0	0
3671	1	5104	2	25	5800	用兵如神！战宝军械库			0	0
3672	1	5104	2	25	5800	清道夫！大明宫			0	0
3673	1	5104	2	25	5800	帽子戏法！大明宫			0	0
3674	1	5104	2	25	5800	速战速决			0	0
3675	1	5104	2	25	5800	善恶分明			0	0
3676	1	5104	2	25	5800	悟性的极致			0	0
3677	1	5104	2	25	5800	以刚柔变幻虚而实治之			0	0
3678	1	5104	2	25	5800	修罗			0	0
3679	1	5104	2	25	5800	人道			0	0
3680	1	5104	2	25	5800	初窥奇门			0	0
3681	1	5104	2	25	5800	烛尽光穷			0	0
3682	1	5104	2	25	5800	光明献祭			0	0
3683	1	5104	2	25	5800	资深水军			0	0
3684	1	5104	2	25	5800	如影随形			0	0
3685	1	5104	2	25	5800	未带屠刀			0	0
3686	1	5104	2	25	5800	燕子李三			0	0
3687	1	5104	2	25	5800	狼行拂晓			0	0
3688	1	5104	2	25	5800	怒火救援			0	0
3689	1	5098	2	30	6900	无伤闻人彦范！英雄战宝军械库			0	0
3690	1	5098	2	30	6900	无伤岳承志！英雄战宝军械库			0	0
3691	1	5098	2	30	6900	无伤卓力格图！英雄战宝军械库			0	0
3692	1	5098	2	30	6900	无伤澹台枯火！英雄战宝军械库			0	0
3693	1	5098	2	30	6900	无伤萧沙！英雄战宝军械库			0	0
3694	1	5098	2	30	6900	无伤耶律燕！英雄大明宫			0	0
3695	1	5098	2	30	6900	无伤六道傀儡！英雄大明宫			0	0
3696	1	5098	2	30	6900	无伤剑圣！英雄大明宫			0	0
3697	1	5098	2	30	6900	无伤无名！英雄大明宫			0	0
3698	1	5098	2	30	6900	无伤伊玛目！英雄大明宫			0	0
3699	1	5098	2	30	6900	无伤安禄山！英雄大明宫			0	0
3700	1	5106	2	30	6900	乘风逐月！英雄战宝军械库			0	0
3701	1	5106	2	30	6900	断雁归！英雄战宝军械库			0	0
3702	1	5106	2	30	6900	止戈休武！英雄战宝军械库			0	0
3703	1	5106	2	30	6900	枯骨业火！英雄战宝军械库			0	0
3704	1	5106	2	30	6900	幕遮龙吟！英雄战宝军械库			0	0
3705	1	5106	2	30	6900	风从屠龙！英雄战宝军械库			0	0
3706	1	5106	2	30	6900	铜墙铁壁！战宝军械库			0	0
3707	1	5106	2	30	6900	用兵如神！战宝军械库			0	0
3708	1	5106	2	30	6900	清道夫！英雄大明宫			0	0
3709	1	5106	2	30	6900	帽子戏法！英雄大明宫			0	0
3710	1	5106	2	30	6900	速战速决！英雄			0	0
3711	1	5106	2	30	6900	善恶分明！英雄			0	0
3712	1	5106	2	30	6900	悟性的极致！英雄			0	0
3713	1	5106	2	30	6900	以刚柔变幻虚而实治之！英雄			0	0
3714	1	5106	2	30	6900	修罗！英雄			0	0
3715	1	5106	2	30	6900	人道！英雄			0	0
3716	1	5106	2	30	6900	初窥奇门！英雄			0	0
3717	1	5106	2	30	6900	烛尽光穷！英雄			0	0
3718	1	5106	2	30	6900	光明献祭！英雄			0	0
3719	1	5106	2	30	6900	资深水军！英雄			0	0
3720	1	5106	2	30	6900	如影随形！英雄			0	0
3721	1	5106	2	30	6900	未带屠刀！英雄			0	0
3722	1	5106	2	30	6900	燕子李三！英雄			0	0
3723	1	5106	2	30	6900	狼行拂晓！英雄			0	0
3724	1	5106	2	30	6900	怒火救援！英雄			0	0
3725	1			15		义薄云天			0	0
3726	1			20		折桂辕台			0	0
3727	1			30		重围血战			0	0
3728	1			30		风雨摧城			0	0
3729	1			30		长恨马嵬			0	0
3730	1			30		决战枫林			0	0
3731	1			30		云叆长安			0	0
3732	1			40	9200	丐帮挚友！五甲			0	3
3733	1			40	9200	全胜流离岛！五甲			0	3
3734	1			40	9200	全胜华清宫！五甲			0	3
3735	1			40	9200	英雄流离岛！五甲			0	3
3736	1			40	9200	英雄华清宫！五甲			0	3
3737	1			40	9200	英雄华清宫回忆录！五甲			0	3
3738	1			40	9200	全胜战宝军械库！五甲			0	3
3739	1			40	9200	全胜大明宫！五甲			0	3
3740	1			40	9200	英雄战宝军械库闻人彦范！五甲			0	3
3741	1			40	9200	英雄战宝军械库岳承志！五甲			0	3
3742	1			40	9200	英雄战宝军械库卓力格图！五甲			0	3
3743	1			40	9200	英雄战宝军械库澹台枯火！五甲			0	3
3744	1			40	9200	英雄战宝军械库萧沙！五甲			0	3
3745	1			40	9200	英雄大明宫耶律燕！五甲			0	3
3746	1			40	9200	英雄大明宫六道傀儡！五甲			0	3
3747	1			40	9200	英雄大明宫剑圣！五甲			0	3
3748	1			40	9200	英雄大明宫无名！五甲			0	3
3749	1			40	9200	英雄大明宫伊玛目！五甲			0	3
3750	1			40	9200	英雄大明宫安禄山！五甲			0	3
3751	1	5104	2	30	6900	奇谋！战宝军械库			0	0
3752	1	5104	2	30	6900	鬼谋！战宝军械库			0	0
3753	1	5106	2	30	6900	奇谋！英雄战宝军械库			0	0
3754	1	5106	2	30	6900	鬼谋！英雄战宝军械库			0	0
3755	-1			30	6900	急报!战乱洛阳			0	0
3756	-1			30	6900	急报!战乱长安			0	0
3757	1			30	6900	上重天			0	0
3758	1			30	6900	渡尘劫			0	0
3759	1			30	6900	再入风雨			0	0
3760	1			30	6900	西天雷音			0	0
3761	1			30	6900	武林傲决			0	0
3762	1			30	6900	期不离			0	0
3763	25			25		留得绝学祭先圣			0	0
3764	5	3763	2			剑舞			0	0
3765	5	3763	2			秦鼎			0	0
3766	5	3763	2			道书			0	0
3767	5	3763	2			传奇			0	0
3768	5	3763	2			曲谱			0	0
