ID	Name	TabType	TabIndex	StartPrice	Duration	Probability
439	彩·大化·混沌·霹雳(陆)	5	15078	5000		1
440	彩·大化·冻髓·霜冷(陆)	5	15084	5000		1
441	彩·大化·冻髓·杯雪(陆)	5	15090	5000		1
442	彩·大化·腐心·鹤顶(陆)	5	15096	5000		1
443	彩·大化·腐心·穿石(陆)	5	15102	5000		1
444	彩·大化·浴火·烈阳(陆)	5	15120	5000		1
445	彩·大化·浴火·日炎(陆)	5	15126	5000		1
446	彩·大化·霹雳·雷鸣(陆)	5	15132	5000		1
447	彩·大化·霹雳·混沌(陆)	5	15138	5000		1
448	彩·大化·杯雪·霜冷(陆)	5	15144	5000		1
449	彩·大化·杯雪·冻髓(陆)	5	15150	5000		1
450	彩·大化·穿石·鹤顶(陆)	5	15156	5000		1
451	彩·大化·穿石·腐心(陆)	5	15162	5000		1
452	彩·灵根·海纳·霹雳(陆)	5	15186	5000		1
453	彩·灵根·海纳·杯雪(陆)	5	15192	5000		1
454	彩·灵根·海纳·穿石(陆)	5	15198	5000		1
455	彩·灵根·霹雳·海纳(陆)	5	15216	5000		1
456	彩·灵根·杯雪·海纳(陆)	5	15222	5000		1
457	彩·灵根·穿石·海纳(陆)	5	15228	5000		1
458	彩·灵根·大化·海纳(陆)	5	15240	5000		1
459	彩·海纳·大化·霹雳(陆)	5	15252	5000		1
460	彩·海纳·大化·杯雪(陆)	5	15258	5000		1
461	彩·海纳·大化·穿石(陆)	5	15264	5000		1
462	彩·融天·海纳·霹雳(陆)	5	15294	5000		1
463	彩·融天·霹雳·海纳(陆)	5	15300	5000		1
464	彩·融天·大化·海纳(陆)	5	15306	5000		1
465	彩·化雪·海纳·杯雪(陆)	5	15312	5000		1
466	彩·化雪·杯雪·海纳(陆)	5	15318	5000		1
467	彩·化雪·大化·海纳(陆)	5	15324	5000		1
468	彩·蚀骨·海纳·穿石(陆)	5	15330	5000		1
469	彩·蚀骨·穿石·海纳(陆)	5	15336	5000		1
470	彩·蚀骨·大化·海纳(陆)	5	15342	5000		1
471	彩·霹雳·大化·海纳(陆)	5	15372	5000		1
472	彩·杯雪·大化·海纳(陆)	5	15378	5000		1
473	彩·穿石·大化·海纳(陆)	5	15384	5000		1
474	彩·潮生·海纳·霹雳(陆)	5	15402	5000		1
475	彩·潮生·海纳·杯雪(陆)	5	15408	5000		1
476	彩·潮生·海纳·穿石(陆)	5	15414	5000		1
477	彩·潮生·霹雳·海纳(陆)	5	15432	5000		1
478	彩·潮生·杯雪·海纳(陆)	5	15438	5000		1
479	彩·潮生·穿石·海纳(陆)	5	15444	5000		1
480	彩·潮生·大化·海纳(陆)	5	15456	5000		1
481	彩·大御·海纳·霹雳(陆)	5	15468	5000		1
482	彩·大御·海纳·杯雪(陆)	5	15474	5000		1
483	彩·大御·海纳·穿石(陆)	5	15480	5000		1
484	彩·大御·霹雳·海纳(陆)	5	15498	5000		1
485	彩·大御·杯雪·海纳(陆)	5	15504	5000		1
486	彩·大御·穿石·海纳(陆)	5	15510	5000		1
487	彩·大御·大化·海纳(陆)	5	15522	5000		1
488	彩·大化·海纳·霹雳(陆)	5	15534	5000		1
489	彩·大化·海纳·杯雪(陆)	5	15540	5000		1
490	彩·大化·海纳·穿石(陆)	5	15546	5000		1
491	彩·大化·霹雳·海纳(陆)	5	15564	5000		1
492	彩·大化·杯雪·海纳(陆)	5	15570	5000		1
493	彩·大化·穿石·海纳(陆)	5	15576	5000		1
494	彩·霸体·守御·血魂(陆)	5	15588	5000		1
495	彩·霸体·守御·破势(陆)	5	15594	5000		1
496	彩·霸体·守御·耐受(陆)	5	15600	5000		1
497	彩·霸体·破势·血魂(陆)	5	15606	5000		1
498	彩·霸体·破势·守御(陆)	5	15612	5000		1
499	彩·霸体·破势·耐受(陆)	5	15618	5000		1
500	彩·霸体·灵动·血魂(陆)	5	15624	5000		1
501	彩·霸体·灵动·破势(陆)	5	15630	5000		1
502	彩·霸体·灵动·守御(陆)	5	15636	5000		1
503	彩·霸体·灵动·耐受(陆)	5	15642	5000		1
504	彩·霸体·耐受·血魂(陆)	5	15648	5000		1
505	彩·霸体·耐受·破势(陆)	5	15654	5000		1
506	彩·霸体·耐受·守御(陆)	5	15660	5000		1
507	彩·霸体·血魂·破势(陆)	5	15666	5000		1
508	彩·霸体·血魂·守御(陆)	5	15672	5000		1
509	彩·霸体·血魂·耐受(陆)	5	15678	5000		1
510	彩·灵根·守御·血魂(陆)	5	15684	5000		1
511	彩·灵根·守御·破势(陆)	5	15690	5000		1
512	彩·灵根·守御·耐受(陆)	5	15696	5000		1
513	彩·灵根·破势·血魂(陆)	5	15702	5000		1
514	彩·灵根·破势·守御(陆)	5	15708	5000		1
515	彩·灵根·破势·耐受(陆)	5	15714	5000		1
516	彩·灵根·灵动·血魂(陆)	5	15720	5000		1
517	彩·灵根·灵动·破势(陆)	5	15726	5000		1
518	彩·灵根·灵动·守御(陆)	5	15732	5000		1
519	彩·灵根·灵动·耐受(陆)	5	15738	5000		1
520	彩·灵根·耐受·血魂(陆)	5	15744	5000		1
521	彩·灵根·耐受·破势(陆)	5	15750	5000		1
522	彩·灵根·耐受·守御(陆)	5	15756	5000		1
523	彩·灵根·血魂·破势(陆)	5	15762	5000		1
524	彩·灵根·血魂·守御(陆)	5	15768	5000		1
525	彩·灵根·血魂·耐受(陆)	5	15774	5000		1
526	彩·守御·破势·血魂(陆)	5	15780	5000		1
527	彩·守御·破势·耐受(陆)	5	15786	5000		1
528	彩·守御·灵动·血魂(陆)	5	15792	5000		1
529	彩·守御·灵动·破势(陆)	5	15798	5000		1
530	彩·守御·灵动·耐受(陆)	5	15804	5000		1
531	彩·守御·耐受·血魂(陆)	5	15810	5000		1
532	彩·守御·耐受·破势(陆)	5	15816	5000		1
533	彩·守御·血魂·破势(陆)	5	15822	5000		1
534	彩·守御·血魂·耐受(陆)	5	15828	5000		1
535	彩·不屈·守御·血魂(陆)	5	15834	5000		1
536	彩·不屈·守御·破势(陆)	5	15840	5000		1
537	彩·不屈·守御·耐受(陆)	5	15846	5000		1
538	彩·不屈·破势·血魂(陆)	5	15852	5000		1
539	彩·不屈·破势·守御(陆)	5	15858	5000		1
540	彩·不屈·破势·耐受(陆)	5	15864	5000		1
541	彩·不屈·灵动·血魂(陆)	5	15870	5000		1
542	彩·不屈·灵动·破势(陆)	5	15876	5000		1
543	彩·不屈·灵动·守御(陆)	5	15882	5000		1
544	彩·不屈·灵动·耐受(陆)	5	15888	5000		1
545	彩·不屈·耐受·血魂(陆)	5	15894	5000		1
546	彩·不屈·耐受·破势(陆)	5	15900	5000		1
547	彩·不屈·耐受·守御(陆)	5	15906	5000		1
548	彩·不屈·血魂·破势(陆)	5	15912	5000		1
549	彩·不屈·血魂·守御(陆)	5	15918	5000		1
550	彩·不屈·血魂·耐受(陆)	5	15924	5000		1
551	彩·破势·守御·血魂(陆)	5	15930	5000		1
552	彩·破势·守御·耐受(陆)	5	15936	5000		1
553	彩·破势·灵动·血魂(陆)	5	15942	5000		1
554	彩·破势·灵动·守御(陆)	5	15948	5000		1
555	彩·破势·灵动·耐受(陆)	5	15954	5000		1
556	彩·破势·耐受·血魂(陆)	5	15960	5000		1
557	彩·破势·耐受·守御(陆)	5	15966	5000		1
558	彩·破势·血魂·守御(陆)	5	15972	5000		1
559	彩·破势·血魂·耐受(陆)	5	15978	5000		1
560	彩·灵动·守御·血魂(陆)	5	15984	5000		1
561	彩·灵动·守御·破势(陆)	5	15990	5000		1
562	彩·灵动·守御·耐受(陆)	5	15996	5000		1
563	彩·灵动·破势·血魂(陆)	5	16002	5000		1
564	彩·灵动·破势·守御(陆)	5	16008	5000		1
565	彩·灵动·破势·耐受(陆)	5	16014	5000		1
566	彩·灵动·耐受·血魂(陆)	5	16020	5000		1
567	彩·灵动·耐受·破势(陆)	5	16026	5000		1
568	彩·灵动·耐受·守御(陆)	5	16032	5000		1
569	彩·灵动·血魂·破势(陆)	5	16038	5000		1
570	彩·灵动·血魂·守御(陆)	5	16044	5000		1
571	彩·灵动·血魂·耐受(陆)	5	16050	5000		1
572	彩·耐受·守御·血魂(陆)	5	16056	5000		1
573	彩·耐受·守御·破势(陆)	5	16062	5000		1
574	彩·耐受·破势·血魂(陆)	5	16068	5000		1
575	彩·耐受·破势·守御(陆)	5	16074	5000		1
576	彩·耐受·灵动·血魂(陆)	5	16080	5000		1
577	彩·耐受·灵动·破势(陆)	5	16086	5000		1
578	彩·耐受·灵动·守御(陆)	5	16092	5000		1
579	彩·耐受·血魂·破势(陆)	5	16098	5000		1
580	彩·耐受·血魂·守御(陆)	5	16104	5000		1
581	彩·血魂·守御·破势(陆)	5	16110	5000		1
582	彩·血魂·守御·耐受(陆)	5	16116	5000		1
583	彩·血魂·破势·守御(陆)	5	16122	5000		1
584	彩·血魂·破势·耐受(陆)	5	16128	5000		1
585	彩·血魂·灵动·破势(陆)	5	16134	5000		1
586	彩·血魂·灵动·守御(陆)	5	16140	5000		1
587	彩·血魂·灵动·耐受(陆)	5	16146	5000		1
588	彩·血魂·耐受·破势(陆)	5	16152	5000		1
589	彩·血魂·耐受·守御(陆)	5	16158	5000		1
590	彩·回春·守御·血魂(陆)	5	16164	5000		1
591	彩·回春·守御·破势(陆)	5	16170	5000		1
592	彩·回春·守御·耐受(陆)	5	16176	5000		1
593	彩·回春·破势·血魂(陆)	5	16182	5000		1
594	彩·回春·破势·守御(陆)	5	16188	5000		1
595	彩·回春·破势·耐受(陆)	5	16194	5000		1
596	彩·回春·灵动·血魂(陆)	5	16200	5000		1
597	彩·回春·灵动·破势(陆)	5	16206	5000		1
598	彩·回春·灵动·守御(陆)	5	16212	5000		1
599	彩·回春·灵动·耐受(陆)	5	16218	5000		1
600	彩·回春·耐受·血魂(陆)	5	16224	5000		1
601	彩·回春·耐受·破势(陆)	5	16230	5000		1
602	彩·回春·耐受·守御(陆)	5	16236	5000		1
603	彩·回春·血魂·破势(陆)	5	16242	5000		1
604	彩·回春·血魂·守御(陆)	5	16248	5000		1
605	彩·回春·血魂·耐受(陆)	5	16254	5000		1
606	彩·真元·鹤顶·痛击(陆)	5	16260	5000		1
607	彩·真元·腐心·痛击(陆)	5	16266	5000		1
608	彩·真元·见切·鹤顶(陆)	5	16272	5000		1
609	彩·真元·见切·腐心(陆)	5	16278	5000		1
610	彩·真元·见切·痛击(陆)	5	16284	5000		1
611	彩·真元·痛击·鹤顶(陆)	5	16290	5000		1
612	彩·真元·痛击·腐心(陆)	5	16296	5000		1
613	彩·真元·大化·见切(陆)	5	16302	5000		1
614	彩·真元·大化·痛击(陆)	5	16308	5000		1
615	彩·瞬影·鹤顶·腐心(陆)	5	16314	5000		1
616	彩·瞬影·鹤顶·痛击(陆)	5	16320	5000		1
617	彩·瞬影·腐心·鹤顶(陆)	5	16326	5000		1
618	彩·瞬影·腐心·痛击(陆)	5	16332	5000		1
619	彩·瞬影·见切·鹤顶(陆)	5	16338	5000		1
620	彩·瞬影·见切·腐心(陆)	5	16344	5000		1
621	彩·瞬影·痛击·鹤顶(陆)	5	16350	5000		1
622	彩·瞬影·痛击·腐心(陆)	5	16356	5000		1
623	彩·瞬影·大化·鹤顶(陆)	5	16362	5000		1
624	彩·瞬影·大化·腐心(陆)	5	16368	5000		1
625	彩·鹤顶·腐心·痛击(陆)	5	16374	5000		1
626	彩·鹤顶·见切·腐心(陆)	5	16380	5000		1
627	彩·鹤顶·见切·痛击(陆)	5	16386	5000		1
628	彩·鹤顶·痛击·腐心(陆)	5	16392	5000		1
629	彩·鹤顶·大化·痛击(陆)	5	16398	5000		1
630	彩·腐心·鹤顶·痛击(陆)	5	16404	5000		1
631	彩·腐心·见切·鹤顶(陆)	5	16410	5000		1
632	彩·腐心·见切·痛击(陆)	5	16416	5000		1
633	彩·腐心·痛击·鹤顶(陆)	5	16422	5000		1
634	彩·腐心·大化·痛击(陆)	5	16428	5000		1
635	彩·见切·鹤顶·腐心(陆)	5	16434	5000		1
636	彩·见切·鹤顶·痛击(陆)	5	16440	5000		1
637	彩·见切·腐心·鹤顶(陆)	5	16446	5000		1
638	彩·见切·腐心·痛击(陆)	5	16452	5000		1
639	彩·见切·痛击·鹤顶(陆)	5	16458	5000		1
640	彩·见切·痛击·腐心(陆)	5	16464	5000		1
641	彩·见切·大化·鹤顶(陆)	5	16470	5000		1
642	彩·见切·大化·腐心(陆)	5	16476	5000		1
643	彩·痛击·鹤顶·腐心(陆)	5	16482	5000		1
644	彩·痛击·腐心·鹤顶(陆)	5	16488	5000		1
645	彩·痛击·见切·鹤顶(陆)	5	16494	5000		1
646	彩·痛击·见切·腐心(陆)	5	16500	5000		1
647	彩·痛击·大化·鹤顶(陆)	5	16506	5000		1
648	彩·痛击·大化·腐心(陆)	5	16512	5000		1
649	彩·心眼·鹤顶·腐心(陆)	5	16518	5000		1
650	彩·心眼·鹤顶·痛击(陆)	5	16524	5000		1
651	彩·心眼·腐心·鹤顶(陆)	5	16530	5000		1
652	彩·心眼·腐心·痛击(陆)	5	16536	5000		1
653	彩·心眼·见切·鹤顶(陆)	5	16542	5000		1
654	彩·心眼·见切·腐心(陆)	5	16548	5000		1
655	彩·心眼·痛击·鹤顶(陆)	5	16554	5000		1
656	彩·心眼·痛击·腐心(陆)	5	16560	5000		1
657	彩·心眼·大化·鹤顶(陆)	5	16566	5000		1
658	彩·心眼·大化·腐心(陆)	5	16572	5000		1
659	彩·无双·鹤顶·痛击(陆)	5	16578	5000		1
660	彩·无双·腐心·痛击(陆)	5	16584	5000		1
661	彩·无双·见切·鹤顶(陆)	5	16590	5000		1
662	彩·无双·见切·腐心(陆)	5	16596	5000		1
663	彩·无双·痛击·鹤顶(陆)	5	16602	5000		1
664	彩·无双·痛击·腐心(陆)	5	16608	5000		1
665	彩·大御·鹤顶·痛击(陆)	5	16614	5000		1
666	彩·大御·腐心·痛击(陆)	5	16620	5000		1
667	彩·大御·见切·鹤顶(陆)	5	16626	5000		1
668	彩·大御·见切·腐心(陆)	5	16632	5000		1
669	彩·大御·痛击·鹤顶(陆)	5	16638	5000		1
670	彩·大御·痛击·腐心(陆)	5	16644	5000		1
671	彩·大化·鹤顶·痛击(陆)	5	16650	5000		1
672	彩·大化·腐心·痛击(陆)	5	16656	5000		1
673	彩·大化·见切·鹤顶(陆)	5	16662	5000		1
674	彩·大化·见切·腐心(陆)	5	16668	5000		1
675	彩·大化·痛击·鹤顶(陆)	5	16674	5000		1
676	彩·大化·痛击·腐心(陆)	5	16680	5000		1
677	彩·真元·琉璃·界影(陆)	5	25006	5000		1
678	彩·真元·琉璃·焚虚(陆)	5	25012	5000		1
679	彩·真元·焚虚·琉璃(陆)	5	25018	5000		1
680	彩·真元·焚虚·界影(陆)	5	25024	5000		1
681	彩·真元·界影·琉璃(陆)	5	25030	5000		1
682	彩·真元·界影·焚虚(陆)	5	25036	5000		1
683	彩·真元·大化·琉璃(陆)	5	25042	5000		1
684	彩·真元·大化·焚虚(陆)	5	25048	5000		1
685	彩·真元·大化·界影(陆)	5	25054	5000		1
686	彩·瞬影·琉璃·界影(陆)	5	25060	5000		1
687	彩·瞬影·琉璃·焚虚(陆)	5	25066	5000		1
688	彩·瞬影·焚虚·琉璃(陆)	5	25072	5000		1
689	彩·瞬影·焚虚·界影(陆)	5	25078	5000		1
690	彩·瞬影·界影·琉璃(陆)	5	25084	5000		1
691	彩·瞬影·界影·焚虚(陆)	5	25090	5000		1
692	彩·瞬影·大化·琉璃(陆)	5	25096	5000		1
693	彩·瞬影·大化·焚虚(陆)	5	25102	5000		1
694	彩·瞬影·大化·界影(陆)	5	25108	5000		1
695	彩·琉璃·焚虚·界影(陆)	5	25114	5000		1
696	彩·琉璃·界影·焚虚(陆)	5	25120	5000		1
697	彩·琉璃·大化·焚虚(陆)	5	25126	5000		1
698	彩·琉璃·大化·界影(陆)	5	25132	5000		1
699	彩·焚虚·琉璃·界影(陆)	5	25138	5000		1
700	彩·焚虚·界影·琉璃(陆)	5	25144	5000		1
701	彩·焚虚·大化·琉璃(陆)	5	25150	5000		1
702	彩·焚虚·大化·界影(陆)	5	25156	5000		1
703	彩·虹卷·琉璃·界影(陆)	5	25162	5000		1
704	彩·虹卷·琉璃·焚虚(陆)	5	25168	5000		1
705	彩·虹卷·焚虚·琉璃(陆)	5	25174	5000		1
706	彩·虹卷·焚虚·界影(陆)	5	25180	5000		1
707	彩·虹卷·界影·琉璃(陆)	5	25186	5000		1
708	彩·虹卷·界影·焚虚(陆)	5	25192	5000		1
709	彩·虹卷·大化·琉璃(陆)	5	25198	5000		1
710	彩·虹卷·大化·焚虚(陆)	5	25204	5000		1
711	彩·虹卷·大化·界影(陆)	5	25210	5000		1
712	彩·界影·琉璃·焚虚(陆)	5	25216	5000		1
713	彩·界影·焚虚·琉璃(陆)	5	25222	5000		1
714	彩·界影·大化·琉璃(陆)	5	25228	5000		1
715	彩·界影·大化·焚虚(陆)	5	25234	5000		1
716	彩·点睛·琉璃·界影(陆)	5	25240	5000		1
717	彩·点睛·琉璃·焚虚(陆)	5	25246	5000		1
718	彩·点睛·焚虚·琉璃(陆)	5	25252	5000		1
719	彩·点睛·焚虚·界影(陆)	5	25258	5000		1
720	彩·点睛·界影·琉璃(陆)	5	25264	5000		1
721	彩·点睛·界影·焚虚(陆)	5	25270	5000		1
722	彩·点睛·大化·琉璃(陆)	5	25276	5000		1
723	彩·点睛·大化·焚虚(陆)	5	25282	5000		1
724	彩·点睛·大化·界影(陆)	5	25288	5000		1
725	彩·无双·琉璃·焚虚(陆)	5	25294	5000		1
726	彩·无双·琉璃·界影(陆)	5	25300	5000		1
727	彩·无双·焚虚·琉璃(陆)	5	25306	5000		1
728	彩·无双·焚虚·界影(陆)	5	25312	5000		1
729	彩·无双·界影·琉璃(陆)	5	25318	5000		1
730	彩·无双·界影·焚虚(陆)	5	25324	5000		1
731	彩·大化·琉璃·焚虚(陆)	5	25330	5000		1
732	彩·大化·琉璃·界影(陆)	5	25336	5000		1
733	彩·大化·焚虚·琉璃(陆)	5	25342	5000		1
734	彩·大化·焚虚·界影(陆)	5	25348	5000		1
735	彩·大化·界影·琉璃(陆)	5	25354	5000		1
736	彩·大化·界影·焚虚(陆)	5	25360	5000		1
737	彩·大御·琉璃·界影(陆)	5	25366	5000		1
738	彩·大御·琉璃·焚虚(陆)	5	25372	5000		1
739	彩·大御·焚虚·琉璃(陆)	5	25378	5000		1
740	彩·大御·焚虚·界影(陆)	5	25384	5000		1
741	彩·大御·界影·琉璃(陆)	5	25390	5000		1
742	彩·大御·界影·焚虚(陆)	5	25396	5000		1
743	彩·大御·大化·琉璃(陆)	5	25402	5000		1
744	彩·大御·大化·焚虚(陆)	5	25408	5000		1
745	彩·大御·大化·界影(陆)	5	25414	5000		1
746	彩·征服·固本·吸星(伍)	5	25696	5000		1
747	彩·征服·固本·嗜血(伍)	5	25436	5000		1
748	彩·征服·固本·迅疾(伍)	5	25437	5000		1
749	彩·守护·固本·忘我(陆)	5	25440	5000		1
750	彩·守护·固本·健体(陆)	5	25443	5000		1
751	彩·守护·霸体·清源(陆)	5	25445	5000		1
752	彩·守护·霸体·铁壁(陆)	5	25447	5000		1
753	彩·守护·固本·清源(陆)	5	25449	5000		1
754	彩·守护·固本·铁壁(陆)	5	25451	5000		1
755	彩·击破·强击·聚力(陆)	5	25454	5000		1
756	彩·击破·强击·强身(陆)	5	25457	5000		1
757	彩·击破·强击·聚魂(陆)	5	25460	5000		1
758	彩·击破·强击·固筋(陆)	5	25463	5000		1
759	彩·击破·固本·刚烈(陆)	5	25466	5000		1
760	彩·济世·灵根·妙手(陆)	5	25469	5000		1
761	彩·济世·固本·延绵(陆)	5	25472	5000		1
762	彩·济世·固本·妙手(陆)	5	25475	5000		1
763	彩·济世·霸体·妙手(陆)	5	25478	5000		1
764	彩·不屈·大御·血魂(陆)	5	25484	5000		1
765	彩·灵动·大御·血魂(陆)	5	25490	5000		1
766	彩·耐受·大御·血魂(陆)	5	25496	5000		1
767	彩·守御·大御·血魂(陆)	5	25502	5000		1
768	彩·霸体·大御·守御(陆)	5	25508	5000		1
769	彩·霸体·大御·耐受(陆)	5	25514	5000		1
770	彩·灵根·急速·雷鸣(陆)	5	25520	5000		1
771	彩·灵根·急速·烈阳(陆)	5	25526	5000		1
772	彩·灵根·急速·霜冷(陆)	5	25532	5000		1
773	彩·灵根·急速·鹤顶(陆)	5	25538	5000		1
774	彩·真元·急速·雷鸣(陆)	5	25544	5000		1
775	彩·真元·急速·烈阳(陆)	5	25550	5000		1
776	彩·真元·急速·琉璃(陆)	5	25556	5000		1
777	彩·真元·急速·鹤顶(陆)	5	25562	5000		1
778	彩·无双·急速·雷鸣(陆)	5	25568	5000		1
779	彩·无双·急速·烈阳(陆)	5	25574	5000		1
780	彩·无双·急速·霜冷(陆)	5	25580	5000		1
781	彩·无双·急速·鹤顶(陆)	5	25586	5000		1
782	彩·无双·急速·琉璃(陆)	5	25592	5000		1
783	彩·裂激·急速·雷鸣(陆)	5	25598	5000		1
784	彩·灼筋·急速·烈阳(陆)	5	25604	5000		1
785	彩·碎冰·急速·霜冷(陆)	5	25610	5000		1
786	彩·化玉·急速·鹤顶(陆)	5	25616	5000		1
787	彩·心眼·急速·鹤顶(陆)	5	25622	5000		1
788	彩·点睛·急速·雷鸣(陆)	5	25628	5000		1
789	彩·急速·大化·雷鸣(陆)	5	25634	5000		1
790	彩·急速·大化·烈阳(陆)	5	25640	5000		1
791	彩·急速·大化·霜冷(陆)	5	25646	5000		1
792	彩·急速·大化·鹤顶(陆)	5	25652	5000		1
793	彩·急速·大化·琉璃(陆)	5	25658	5000		1
794	彩·真刚·急速·锐刃(陆)	5	25664	5000		1
795	彩·瞬影·急速·锐刃(陆)	5	25670	5000		1
796	彩·无双·急速·锐刃(陆)	5	25676	5000		1
797	彩·心眼·急速·锐刃(陆)	5	25682	5000		1
798	彩·急速·大化·锐刃(陆)	5	25688	5000		1
799	彩·灵根·急速·海纳(陆)	5	25694	5000		1
