ClassID	SubClassID	ID	ClassName	SubClassName	Title	Content	Link
14	10	3			状态奖励	<text>text="　　满级时，自身能获得“师恩重”效果，与师父组队共同完成大战任务或首次满额据点贸易任务会消耗一层并获得巨额奖励。" font=162</text>	
14	11	0		亲传师徒		<text>text="　　亲传师徒关系不同于普通师徒关系，侠士默认为亲传徒弟身份，账号下的一个角色可以拜亲传师父。通过转换可以成为亲传师父身份，账号下的每个角色可以收亲传徒弟。\\\n　　在玩家出师后，可以选择成为亲传师徒来延续师徒关系。亲传师徒的数量相比普通师徒较少，侠士只能拥有一位亲传师父或两位亲传徒弟。亲传徒弟完成日常任务，亲传师父将获得额外奖励。" font=162</text>	
14	11	1			如何成为亲传师父	<text>text="　　1.找到敬师堂NPC沈从恩等人，要求NPC为你出师。没有师父的侠士可以跳过这一步。\\\n　　2.出师成功后，在师徒界面选择左上角的“转换角色身份”，你的帐号将成为亲传师父帐号，号下的所有角色拥有收亲传弟子的资格。\\\n（注：成为亲传师父后，同个游戏大区同账号下其他角色若有师父，会与师父解除师徒关系。）\\\n" font=162</text>	
14	11	2			如何成为亲传弟子	<text>text="第一次成为亲传弟子" font=157</text><text>text="\\\n　　每个帐号在每个游戏大区默认拥有一个亲传弟子角色资格。\\\n　　当帐号下有角色拜师亲传师父后，这个资格会被使用掉。\\\n\\\n" font=162</text><text>text="重新成为亲传弟子" font=157</text><text>text="\\\n　　如果你已经出师成为亲传师父，可以找到敬师堂NPC沈从恩等人，要求NPC为你重置亲传关系。\\\n　　或者在师徒界面，选择左上角的“转换角色身份”。\\\n　　重置成功后，你可以使帐号下的任意角色成为亲传弟子。\\\n　　你只有一次机会免费重置帐号，之后转换需要消耗通宝，请小心使用。\\\n" font=162</text>	
14	11	3			亲传师父奖励	<text>text="　　拜亲传师父超过一周的亲传弟子，在其完成秘境日常、阵营日常任务时，将寄送邮件奖励给亲传师父。\\\n　　每次寄送的奖励包括：威名上限2000；威名1000；侠行点上限800；侠行点：120。\\\n　　亲传徒弟参与“龙门绝境”进入前十后，师父可获得亲传弟子赠送的飞沙令碎片奖励。\\\n　　每个徒弟每周最多给师父带来三次奖励。\\\n　　二弟子寄送的奖励减半。\\\n" font=162</text>	
15	0	0	武学相关			<text>text="　　剑网3中，已开放的门派有16个：少林、七秀、万花、天策、纯阳、藏剑、五毒、唐门、明教、丐帮、苍云、长歌、霸刀、蓬莱、凌雪阁、衍天宗。\\\n　　每个门派武学都有不同的内功、招式、阵法。" font=162</text>	
15	8	0		内功		<text>text="　　15级拜入门派后，就可修习到门派武学。\\\n　　有些门派有两种内功，不同的内功对应不同的效果，配合内功切换将有丰富多变的战斗玩法。\\\n　　内功需要装备后才能生效，在不同的内功下可用的招式也有不同。\\\n　　想了解各门派的内功特点，详见内功介绍。" font=162</text>	
15	8	14			切换内功	<text>text="　　进入门派时，系统会默认装备一种内功。当前装备的内功会显示在屏幕的左下，快捷栏的左侧，如图。\\\n　　要使用同门派的另一种内功，就需要切换内功。\\\n　　有两种方式可以切换当前装备内功：\\\n　　1.点击界面上的当前装备内功，展开内功列表，从中选择内功进行切换。" font=162</text><image>path="ui\Image\JX3Library\kongfu.UITex" frame=0</image><text>text="\\\n　　2.按P打开武学界面，在上方选择启用另一内功心法。" font=162</text>	
15	8	15			升级内功	<text>text="　　内功等级会随着玩家角色等级的提高而提升。\\\n" font=162</text>	
15	11	0		招式		<text>text="　　15级拜入门派后，就可修习到门派武学。每个门派武学下设四大武功套路，每套套路下有不同招式，每个招式需对应不同的内功和武器类型。" font=162</text>	
15	11	1			学习招式	<text>text="　　15级拜入门派后，会随着角色等级的提升，默认增加可学招式或激活招式升级。　　" font=162</text>	
15	11	2			使用招式	<text>text="　　所有已学到的招式，都可在武学界面中看到。\\\n　　按P可打开武学界面，将鼠标移到招式图标上，点击后即可拖动到快捷栏放置。\\\n　　点击武学界面或快捷栏中的招式图标，可使用招式。\\\n　　每个招式都有不同的使用条件，将鼠标移动到招式图标上，可看到该招式的一些信息：\\\n" font=162</text><text>text="距离：" font=157</text><text>text="表示与当前目标的距离在多少以内时，可以使用这个招式。\\\n　　如显示“20尺”，则表示与当前目标的距离在20尺以内时，可以使用这个招式。\\\n　　如显示“无”，则表示该招式没有限制距离，可以在任意距离使用。\\\n" font=162</text><text>text="武器：" font=157</text><text>text="表示装备什么类型的武器时，可以使用这个招式。\\\n　　如显示“任意武器”，则表示该招式没有武器限制。\\\n　　通常门派武学需求的都是固定类型的武器：少林需要棍类，七秀需要双兵类，万花需要笔类，天策需要长兵类，纯阳需要短兵类。\\\n" font=162</text><text>text="内功：" font=157</text><text>text="表示在装备什么类型的内功时，可以使用这个招式。\\\n　　如显示“无”，则表示该招式没有内功限制。\\\n　　如显示的不是具体的内功名，而是门派名如“七秀内功”，则表示该招式可以装备七秀的任意一种内功使用。\\\n" font=162</text><text>text="内力：" font=157</text><text>text="表示使用这个招式需要消耗多少内力。\\\n　　当内力不足时，这个招式将无法释放出来。\\\n" font=162</text><text>text="释放时间：" font=157</text><text>text="表示在使用这个招式后，需要多长时间才能发挥招式效果。\\\n　　如显示“瞬间释放”，则表示该招式可以被立刻释放。\\\n　　如显示“释放：5秒”，则表示在开始使用该招式后5秒，才能释放效果。在释放期间，界面上将显示一个进度条，进度条走完后才能释放招式效果，期间移动、跳跃、使用Esc键都会打断这个释放过程。\\\n" font=162</text><text>text="调息时间：" font=157</text><text>text="表示在使用了这个招式后，需要多长时间才能再次使用。\\\n　　如显示“5秒调息”，则表示释放后需要5秒才能再次使用这个招式。\\\n　　如显示“无调息时间”，则表示可以无间断地连续使用这个招式。\\\n" font=162</text>	
15	11	3			招式升级	<text>text="　　某些招式是可以随着角色等级的提升而升级的，点开武学界面（P）可查看哪些招式需要升级。\\\n" font=162</text><text>text="　　招式下有加号即可升级。" font=100</text><text>text="升级需要消耗修为，目前所有修为也可在武学界面中查看。\\\n　　将鼠标移至招式图标上，显示“该招式已练至最高境界”，则表示该招式无法再升级。" font=162</text>	
15	11	4			主动招式	<text>text="　　主动招式可以使用，可以被拖拽至快捷栏。\\\n　　在界面上，主动招式的图标显示为方形。" font=162</text>	
15	11	5			被动招式	<text>text="　　被动招式无需释放，不可被拖拽至快捷栏，只要满足特定条件即可自动产生效果。\\\n　　在界面上，被动招式的图标显示为圆形。" font=162</text>	
15	12	0		少林武学		<text>text="　　少林武学讲究以禅入武，禅武结合。招式大开大阖，稳重而不迟滞，一招一式之间无不充斥佛光普照之意，修行到后期更可将气劲运于全身，金刚护体，即便被打中，对手也会受到极大损伤，可谓常立于不败之地。\\\n　　少林为阳性内功，少林武学以棍类为武器，分为两条线路：输出路线“易筋经”；和防御路线“洗髓经”。\\\n上手难度：中上，操作较复杂。\\\n团队定位：能群拉怪，能保护治疗，能输出第一，能控场。\\\n优势：高血量，高内功防御，群体拉怪。" font=162</text>	
15	12	2			内功：易筋经	<text>text="　　做为近战攻击路线，一对一并非易筋路线最佳的战场，他们更适合在群战中发挥优势，攻守之间的玩法多变，操控需得有一定技巧。\\\n　　装备倾向：体质、元气、阳性内功攻击、阳性内功命中、阳性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	12	3			内功：洗髓经	<text>text="　　洗髓路线具有所有门派中最强大的内功防御力，还可同时吸引众多目标的仇恨，一夫当关，万夫莫开。\\\n　　装备倾向：体质、内功防御、外功防御、阳性内功命中。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★" font=162</text>	
15	13	0		七秀武学		<text>text="　　七秀作为纯女性门派，招式华丽而不繁琐，曼华绝伦的舞姿当中暗藏种种玄机，或者弱敌于无形之处，或者助友于转瞬之间，眼花缭乱让人防不胜防，常常能在出人意料之时决定战局的倾覆。\\\n　　七秀为阴性内功，七秀武学以双兵类为武器，分为两条线路：输出路线“冰心决”；和治疗辅助路线“云裳心经”。\\\n　　上手难度：中下。掌握了名动四方（剑舞）的操作后，操作就比较简单了。\\\n　　团队定位：治疗、输出双面手，可协助控场。\\\n　　优势：高生存能力，高治疗能力。" font=162</text>	
15	13	2			内功：冰心诀	<text>text="　　拥有最强闪躲效果，并有减伤招式的冰心七秀，虽防御不高却常令对手束手无策，瞬发招式需配合灵巧身法，强大的瞬间爆发力往往可在关键时刻逆转战局。\\\n　　装备倾向：元气、阴性内功攻击、阴性内功命中、阴性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	13	3			内功：云裳心经	<text>text="　　云裳七秀具有最为强大的治疗能力，招式多为瞬发，拥有群体治疗招式，并能在战斗中救治重伤队友，能够拯救团队于一刻之间，是团队中最受欢迎的队友之一。\\\n　　装备倾向：体质、治疗成效、阴性内功会心。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★\\\n" font=162</text>	
15	14	0		万花武学		<text>text="　　万花武学最精妙之处乃是点穴截脉，可控人生死于一线。通过将精湛医术与点穴手法结合起来，既可为伙伴疗伤续命，稳定战局，也可挺身而出，用精妙手法制敌控场，实乃掌控全局第一武学。\\\n　　万花为混元内功，万花武学以笔类为武器，分为两条线路：输出路线“花间游”；和治疗辅助路线“离经易道”。\\\n　　上手难度：中。招式多为长时间释放，需要同时配合控制技巧。\\\n　　团队定位：强大的输出，辅助控场，并能在战斗后救治重伤的队友，节省时间。\\\n　　优势：持续治疗输出，减速。" font=162</text>	
15	14	2			内功：花间游	<text>text="　　花间万花是较为操控的一条路线，飘逸的身法，灵巧的走位，娴熟的控场和反控场，持续并有爆发力的攻击令花间万花达到以柔克刚的极致。\\\n　　装备倾向：元气、混元性内功攻击、混元性内功命中、混元性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	14	3			内功：离经易道	<text>text="　　复杂多变的治疗手段，高内力回复，使离经万花更容易面对多人复杂的局面。减速和减伤，能使离经万花在移动中进行持续治疗和控制。\\\n　　装备倾向：根骨、治疗成效、混元性内功会心。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	15	0		天策武学		<text>text="　　天策武学不同于其他武林门派，天策武功往往直接由战争中的技击演化而来，实用性极强，招招致命，没有一丁点花哨之处。再配合天策府独有的马上战斗，进退自如，威力惊人，霸道无比。\\\n　　天策为外功系，天策武学以长兵类为武器，分为两条线路：输出路线“傲血战意”；和外功防御路线“铁牢律”。\\\n　　上手难度：中\\\n　　团队定位：既可站在团队前端保护队友，也可和队友配合进行高输出。\\\n　　优势：唯一能在马上战斗的门派，生存能力强，单体仇恨稳定。" font=162</text>	
15	15	2			内功：傲血战意	<text>text="　　无论攻防，皆乃外功系王者，加以五大门派中独有的马上战斗，攻防转换之余进退自如，危急时刻的搏命一击更是成为其他门派的噩梦，东都之狼，名副其实。\\\n　　装备倾向：力道、外功攻击、外功命中、外功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★" font=162</text>	
15	15	3			内功：铁牢律	<text>text="　　外功防御位列五大门派之首，关键时刻舍身引敌，使铁牢天策成为队友安心的一道防线，大唐铁盾，绝非浪得虚名。\\\n　　装备倾向：体质、外功防御、外功会心。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	16	0		纯阳武学		<text>text="　　纯阳武学融合了道家真谛，万法自然，随心所欲之间不但可将自身内力如意运转，更可用自身能力构造出一片气场，攻守如一，进退自如。随他敌强敌弱，顺其自然，自以不变应万变。\\\n　　纯阳为混元内功，纯阳武学以短兵类为武器，分为两条线路：远程控制输出路线“紫霞功”；和近身输出路线“太虚剑意”。\\\n　　上手难度：上，输出、控制、气场操作三合为一，需眼观四路、耳听八方。\\\n　　团队定位：优秀的输出者和控制者，治疗门派身前的第二道防线。\\\n　　优势：攻击高，爆发强，出色的控制能力，气场。" font=162</text>	
15	16	2			内功：紫霞功	<text>text="　　紫霞纯阳的高远程伤害及强控场能力，使他们游走间如鱼得水。此路线尤为讲究战机把握和对敌距离，同样的招式在不同时机释放会达到完全不同的效果。\\\n　　装备倾向：根骨、混元性内功攻击、混元性内功命中、混元性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	16	3			内功：太虚剑意	<text>text="　　作为近战攻击门派，他们更适合在群战中发挥优势，攻守之间玩法多变，加之气场的灵活运用，操控需有一定技巧。\\\n　　装备倾向：身法、外功攻击、外功命中、外功会心。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★★\\\n" font=162</text>	
15	17	0		藏剑武学		<text>text="　　藏剑是一个全外功门派，拥有同时装备两种武器的能力。除了当前出现的轻剑（即短兵类），藏剑将会得到其他门派不可装备的巨型剑类武器--重剑类。但和以往的其他门派不同，藏剑武学如同西湖的山水，讲究动静结合，所以在战斗中能快速的切换武器和内功，轻重互补，将威力发挥到极致。" font=162</text>	
15	17	1			内功：问水诀	<text>text="　　在问水诀心法下，玩家可以使用轻剑，获得出色的身位移动能力，能应对各种复杂环境。施展轻剑招式不会消耗任何内力和气血，还能积累剑气，可攻可守，可进可退，蓄势待发。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★★\\\n" font=162</text>	
15	17	2			内功：山居剑意	<text>text="　　在山居剑意心法下，玩家可以使用重剑，获得出色的伤害能力。施展消耗剑气的重剑招式不会消耗任何内力和气血，但是会消耗剑气，以对目标进行爆发性攻击。装备重剑后，藏剑需要尽量靠近目标，以达到最高伤害的效果。合理分配和消耗剑气，藏剑将具有极高的近战群体伤害能力。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	19	0		五毒武学		<text>text="　　五毒乃纯内功门派，其武学融合苗疆蛊术与五毒毒术，控虫之术。通过对毒和蛊的神秘运用，以各样奇诡之剧毒攻敌，以蛊术疗伤续命，尽在鼓掌之间，更可操控五种毒虫，圣蝎，玉蟾，灵蛇，风蜈，天蛛，为苗疆不传秘技。\\\n　　优势：毒虫宝宝护身，毒和蛊的相互作用灵活多变，强大的群体疗伤能力与战斗复活。\\\n　　上手难度：中等，需要掌握施毒与上蛊之时机，需要控制毒虫宝宝。\\\n　　劣势：毒性伤害发作较慢，需要耐性与韧性，以及良好的节奏把控。\\\n　　团队定位：毒性伤害与辅助伤害，群体治疗。\\\n\\\n\\\n\\\n" font=162</text>	
15	19	1			内功：毒经	<text>text="　　毒经内功乃苗疆之绝学，五仙教历代传下的用毒之术精粹，毒蛊结合，可运使十数种不同剧毒效果，或毒伤极高，或控制甚强，配合操控毒虫宝宝进攻，可令江湖人士闻风丧胆。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★" font=162</text>	
15	19	2			内功：补天诀	<text>text="　　补天诀内容乃五仙教秘诀，用蛊术强体补身之心诀，蛊到之处，气血充盈，实乃上佳疗伤武学。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★" font=162</text>	
15	20	0		唐门武学		<text>text="　　唐门武学以暗器和机关闻名江湖。在战斗中，唐门善于利用可变形的千机匣和神出鬼没的身法，消无声息地布置各种机关陷阱，再配合各种远程的淬毒暗器、弓箭，使之变幻莫测，威力惊人。\\\n　　职业概况：远程外功，箭弩和机关两条伤害路线。\\\n　　关键词：暗器、变型弩、机关、影遁。\\\n　　上手难度：中，需要随时和敌人保持一定距离。\\\n　　劣势：近战能力较弱。\\\n　　优势：射程远，攻击高，续航力强。\\\n　　团队定位：卓越的单体伤害输出者，辅以部分群伤。\\\n　　门派评价：神出鬼没的身法，诡异的机关和暗器，强悍的远程输出和控制、无限续航力使得唐门独步江湖！" font=162</text>	
15	20	1			内功：惊羽诀	<text>text="　　惊羽穿杨连百中，鹰视狼顾壮志雄。唐门无上心法，利用各种奇巧锐器远距离精准打击敌人，使其插翅难飞。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★\\\n" font=162</text>	
15	20	2			内功：天罗诡道	<text>text="　　天罗地网困龙蛇，神惊魄悸向黄泉。唐家堡秘传心法，利用特制淬毒机关和武器杀敌，实乃波谲云诡、出奇制胜之道。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	21	0		明教武学		<text>text="　　明教武学由教主陆危楼所创，出招之时如有日月之威，往往能从敌人意想不到的地方发动摧枯拉朽般之攻击，防不胜防。坚定的信仰则可令信徒受到明尊护佑，身化琉璃妙相，常常令敌人难以捉摸，攻击落空。即便遭受攻击，也能从敌人身上获取新生的活力。\\\n　　职业概况：伤害和防御两条路线，近战。\\\n　　关键词：弯刀、敏捷、灵动、日月魂量。\\\n　　上手难度：上，战斗节奏较快。\\\n　　劣势：血量相对偏少，战斗时需要积累日灵或月魂。\\\n　　优势：出招快，位移能力强，闪躲高、生存力强。\\\n　　团队定位：攻守兼备。\\\n　　门派评价：敏捷身法，攻击迅速，西域作战风格，日月系特点鲜明，诡异莫测！" font=162</text>	
15	21	1			内功：焚影圣诀	<text>text="　　光明妙火常辉耀，焚影驱暗恒如意。攻其所不备，却必救之处，寻觅机会，一击挫敌。明教功法之中，以此最擅于在对决中捕获那稍纵即逝之制胜良机。\\\n单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★\\\n" font=162</text>	
15	21	2			内功：明尊琉璃体	<text>text="　　倚托清净解脱门，普愿离诸生死苦。显化妙法无尽藏，明尊肉身琉璃相。动静随心，身化琉璃。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	22	0		丐帮武学		<text>text="　　丐帮武学以“降龙十八掌”与“打狗棒法”闻名天下。降龙掌乃老帮主尹天赐所创，后被丐帮当代帮主郭岩完善，一旦施展起来便如行云流水一般，以连续的进攻逼退敌人。打狗棒法是武林中极高深的一门武学，非心思玲珑之人难以学到深湛境界。\\\n　　职业概况：伤害一条路线，近战，外功。\\\n　　关键词：短棒、连击、ACT、内力。\\\n　　上手难度：上，丐帮招式简约不简单，对玩家操作反应有些许要求。\\\n　　劣势：群体伤害较弱，几乎无辅助能力，通过奇穴能获得少许辅助效果。\\\n　　优势：单体伤害较强，单体控制极强，拥有较强的接近目标的能力，通过掌系的一套连招，让敌人持续处于被控状态。部分部分棍、掌技能带有少量群体控制。\\\n　　团队定位：伤害输出者。\\\n　　门派评价：招式连贯，疾中有稳，棍掌交杂，大开大合。" font=162</text>	
15	22	1			内功：笑尘诀	<text>text="　　降龙伏虎谈笑中，清风浊酒伴我行。至刚至猛亦灵动多变，丐帮武学易学难精，招式一气呵成，令敌人应接不暇。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★★" font=162</text>	
15	24	0		苍云武学		<text>text="　　苍云麾下根据攻守倾向不同，修习的内功也有所侧重。主张以攻为主，甚至掷盾与敌殊死一战，是为“分山劲”，反之以盾立抵挡伤害，援护队友的法门，称之为“铁骨衣”。\\\n　　苍云武学不消耗内力，对盾飞和盾壁前后的姿态把控以及自身怒气、格挡值的掌握尤为重要，独有的招式充能机制能让自己在短时间内获得更强的爆发，攻防一体化使他们在团战中可以胜任任何位置。\\\n　　上手难度：中上，操作比较复杂。\\\n　　团队定位：进可攻，退可守，能群拉怪，能高输出。\\\n　　优势：刀下高爆发、强位移，盾下高生存、强控制。\\\n\\\n\\\n\\\n\\\n" font=162</text>	
15	24	1			内功：分山劲	"<text>text=""　　外功近战，通过身法属性获得对攻击、招架和拆招的额外加成，飞盾后切换擎刀姿态对敌人进行连续追击，盾墙姿态下具有不错的防御力,　擎盾姿态下则具有均衡的综合能力。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★★\\\n"""" font=162</text>"""	
15	24	2			内功：铁骨衣	<text>text="　　外功近战，以吸收伤害为主要防御手段，施展盾墙后，或可使身后的队友受到的伤害降低，或可令自己免控，在防御的间隙亦有攻守转换的反击机会。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★" font=162</text>	
15	25	0		长歌武学		"<text>text=""　　长歌门将古圣贤研究天地自然之道的著述引入到长歌门武学当中，形成了“气与曲合、琴音鸣剑”等核心武学特点。并且掌握了娴熟的以内力催发琴音之术，轻者可以迷惑心性，重则伤人于无形，武林中甚少有人对内力与音律之间的关联修习上能超过长歌门。\\\n　　长歌门分为“莫问”和“相知”两种心法,“莫问”心法拥有着出色的控制能力和机动性,“相知”心法拥有强大的治疗能力，两种心法都有着极强的辅助能力。\\\n　　上手难度：中上，操作比较复杂\\\n　　团队定位：远程内功伤害，团队辅助\\\n　　优势：高伤害，强大的团队PVP能力辅助"" font=162</text>"	
15	25	1			内功：莫问	<text>text="　　内功远程，亦可在短时间内切换为近战状态，琴剑结合，远近皆可，强大的控制能力和出色的机动性可以为团队提供强力的辅助。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★" font=162</text>	
15	25	2			内功：相知	<text>text="　　内功远程，可针对不同情况转换琴曲为团队提供源源不断的辅助效果，在遇到突发状况时可扭转形势化险为夷，治疗能力也相当不俗。\\\n　　单挑切磋：★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★" font=162</text>	
15	26	0		霸刀武学		<text>text="　　霸刀山庄为兵器世家，门下弟子随身携带两把刀具，可组合成三种擎刀用法。霸刀武学并无内功之分，而以三套刀法对应三套体态。不同的体态下霸刀的技能有所不同，就连移动和战斗待机的方式也会随之改变。战斗中可以根据情况切换不同的体态，来做更好的应对。\\\n　　双刀的用法是，一手长刀，一手反手短刀，讲究灵活多变，配合快速绝伦的身法与防守反击的套路。长刀刀法沉稳，适合单对单的长期消耗稳扎稳打，同时也具备很强的范围攻击能力。鞘刀以远程刀气伤敌。霸刀刀气为其武学最为精妙部分，刀气过后劲力残留，刀气杀伤力强大，而且可以阻断敌人。霸刀腿法伶俐，配合体态与刀法混合使用更加是变化无穷。\\\n　　上手难度：中上，操作比较复杂\\\n　　团队定位：伤害输出，地形割据\\\n　　优势：高伤害，身法灵活，控制多" font=162</text>	
15	26	1			内功：北傲诀	<text>text="　　外功近战输出，亦可切换到远程输出体态，拥有强大的单体和群体伤害能力，辅以不俗的控制能力，在战斗中令敌方闻风丧胆。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★★\\\n" font=162</text>	
15	27	0		蓬莱武学		<text>text="　　蓬莱武学为东海侠客岛上方家创建，以伞作为武器，结合海雕的配合和流利的掌法，可在空中和地面自如转换施放招式，飘逸流畅。\\\n　　蓬莱只有一个内功心法——凌海诀，共分为四大套路。伞系套路“风起云扬”，是基础输出套路，部分武学拥有辅助控制效果，但只能在地面姿态施展；掌法套路“裂涛掌”，只能在撑伞浮空姿态施展，以位移为主，攻击时讲究一击即离；雕系套路“长空破云”，可指挥海雕进行攻击和辅助，牵制敌人，守护队友；“乘游九霄”是人雕合一的套路，在战斗中驭羽骋风，翔极碧落，是蓬莱的看家本领。\\\n　　上手难度：中上，操作比较复杂\\\n　　团队定位：伤害输出\\\n　　优势：高伤害，身法灵活，有浮空优势\\\n" font=162</text>	
15	27	1			内功：凌海诀	<text>text="　　外功近战输出，单体伤害和群体伤害都较高，浮空状态可以规避许多伤害，有较强自保能力和机动能力。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	28	0		凌雪阁武学		<text>text="　　凌雪阁武学作为帝王达到政治目的的利器，与传统的刺杀武学有诸多不同。凌雪阁仅有一种心法——隐龙诀，通过将链刃变换多重形态，适应近身肉搏或远距离作战的各种战斗环境。为保证任务的绝对成功，其武学中又尤以追击见长，几乎没有人能从凌雪阁手中逃脱，且招式威力巨大，讲究一击给敌人重创。其隐匿之术又讲究“大隐隐于市”，寻常时隐藏于俗世之中，出手时犹如黑夜中的一柄利刃，取人首级于无形。\\\n　　“隐龙诀”共分为四大套路。刃系套路“断水刃”：链刃收缩至短兵形态的近战战斗套路，拥有控制目标、接近目标的效果，往往在近身搏斗和追击时施展。鞭系套路“隐雷鞭”：链刃伸展至软鞭形态的中距离战斗套路，是凌雪阁的主要输出套路，链刃末端攻击到敌人的威力更为巨大，能给敌人以重创。链系套路“冲云链”：将链刃以锁链形式甩出并链接敌人的战斗套路，在此套路中可灵活切换单手和双手体态，控制与爆发并存。专属套路“山河令”：由凌雪阁刺杀技巧演化而来的独立套路，以伪装身形、灵活敏捷为特点，在兼顾生存的同时，最大程度为自身创造输出环境。\\\n　　上手难度：中上，操作比较复杂\\\n　　团队定位：伤害输出、强大的范围伤害能力\\\n　　优势：强追击，高爆发，强控制能力，距离掌控者" font=162</text>	
15	28	1			内功：隐龙诀	<text>text="　　凌雪阁绝密心法，配合链刃，攻守兼备，可取敌首于无声中，瞬息间颠覆战局。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
15	30	0		衍天宗武学		<text>text="　　衍天宗一派善观天象，占卜问事，奉天道不以人事变的理念。以占卜推演作为门派特色，衍天宗的武器不同于其他门派，是富含神秘色彩的魂灯。\\\n　　衍天宗只有一个内功心法——太玄经，共分为四大套路。符咒套路“九字诀”，是基础输出套路，利用符咒对目标进行远程攻击；占卜套路“占术”，通过占卜到的卦象来丰富自身的战斗能力，多种卦象使衍天宗能应对不同的战斗环境；御器套路“奇门”，通过与自身法器“魂灯”交互，布设阵法，辅助自身的战斗；观星套路“天机”，可以切换至“天人合一”状态，将自身的攻击转换为治疗。\\\n　　上手难度：中上，操作比较复杂\\\n　　团队定位：远程内功伤害，团队辅助\\\n　　优势：灵活多变，上限高\\\n" font=162</text>	
