ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	FinishCount	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	szTitleBg	nMapIconFrame	BackgroundImage3	nPriority	bIsMultiple	szQuestID	bAutoCollect	bLimited	dwShopGroupID	dwDefaultShopID	nRedDotVersion
453	神兵试炼		2	4	95		11	1	ui\Image\Helper\Help—Bg.UITex	75	1		全民参与	<text>text="前往太原寻找" font=284</text><text>text="[" font=173</text><text>text="李光弼" font=173 link="NPCGuide/1041"</text><text>text="]" font=173</text><text>text="大将军，从大将军处接取系列任务。" font=284</text>		<text>text="1、侠士可前往太原寻找" font=284</text><text>text="[" font=173</text><text>text="李光弼" font=173 link="NPCGuide/1041"</text><text>text="]" font=173</text><text>text="大将军，从大将军处接取任务“不死贼心卷土来”开启95级稀世品质成长型神兵任务。\\\n2、神兵共有五个阶段，只有获得足够的" font=284</text><text>text="天玄冰" font=171 link="ItemLinkInfo/5/29648"</text><text>text="，才能将神兵升至下一等级，最高等级的神兵将拥有华丽光效。\\\n3、侠士每日完成大战系列任务可获得" font=284</text><text>text="天玄冰" font=171 link="ItemLinkInfo/5/29648"</text><text>text="。\\\n4、侠士每日完成《快马江湖杯中茶》或《洛阳神兵暗角逐》任务，可获得" font=284</text><text>text="天玄冰" font=171 link="ItemLinkInfo/5/29648"</text><text>text="，但两个任务中只有先完成的任务能获取。\\\n\\\n侠士可通过参与神兵任务获取稀世的橙色武器。\\\n" font=284</text>	4		2	ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga		0							1						505						ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga								
454	女侠节		1	5	18						0			<text>text="通过活动道具接取任务，与女侠组队完成日常任务获取额外奖励。此外，侠士可在" font=284</text><text>text="[" font=173</text><text>text="康舞舞" font=173 link="NPCGuide/2022"</text><text>text="]" font=173</text><text>text="处接取任务参与活动。" font=284</text>		<text>text="活动时间：2023年3月6日7:00至2023年3月10日7:00" font=158</text><text>text="\\\n1、侠士可在运营活动界面领取限时节日烟花" font=284</text><text>text="飞仙引梦" font=171 link="ItemLinkInfo/5/29720"</text><text>text="和" font=284</text><text>text="红尘醉" font=171 link="ItemLinkInfo/5/29722"</text><text>text="，完成节日任务可获得" font=284</text><text>text="江湖丽影宝箱" font=171 link="ItemLinkInfo/5/29721"</text><text>text="。\\\n2、所有侠士均可在" font=284</text><text>text="[" font=173</text><text>text="康舞舞" font=173 link="NPCGuide/2022"</text><text>text="]" font=173</text><text>text="处接取“洞天来客慕侠情”系列任务，完成任务的侠士可获得背部挂件" font=284</text><text>text="鹤衔云" font=171 link="ItemLinkInfo/8/25183"</text><text>text="，已有挂件的侠士可以获得" font=284</text><text>text="东海之密" font=171 link="ItemLinkInfo/5/32292"</text><text>text="；\\\n3、所有侠士完成“一盏香茗话春秋”或“战！烂柯山”阵营任务之一，可额外获得两瓶" font=284</text><text>text="东海之密" font=171 link="ItemLinkInfo/5/32292"</text><text>text="；\\\n4、收到其他侠士赠与的东海之密可得诸多益处，更有机会获得商城折扣券奖励。\\\n5、所有18级及以上等级女侠均可获得“江湖丽影”状态，拥有该状态可获得以下加成：\\\n（1）在秘境中使自己及队友的气血值、伤害和治疗成效提高1%，最高可叠加10层；\\\n（2）参与名剑大会胜利后，所在队伍成员均可获得双倍威名点奖励，最多五次；\\\n（3）大战每个首领额外掉落一件装备；\\\n（4）击败大战秘境最终首领时，队伍内每有一位女侠，全队成员在完成秘境日常任务时，都可额外获得" font=284</text><text>text="东海之密" font=171 link="ItemLinkInfo/5/32292"</text><text>text="，上限两份；\\\n（5）自己和队友发现藏宝洞的概率翻倍，所在队伍击败藏宝洞首领，将额外获得一件藏宝洞装备；\\\n（6）在绝境战场中，首次获得前十五名时，所在队伍成员均可额外获得50枚" font=284</text><text>text="飞沙令碎片" font=171 link="ItemLinkInfo/5/47880"</text><text>text="。队伍每次击杀马匪后，全队成员均可获得一瓶" font=284</text><text>text="东海之密" font=171 link="ItemLinkInfo/5/32292"</text><text>text="；\\\n（7）开启镖师身份为其他侠士护镖，护镖完成后雇主与镖师均可额外获得一份战阶积分奖励，三百威名点上限和不占周获取上限的威名点奖励，每日最多获得三次额外奖励。" font=284</text>	4		1	ui/Image/Active/Calendar/JieRi_NvXia_S.tga																					ui/Image/Active/Calendar/JieRi_NvXia_B.tga	9							
455	江湖丽影·醉红尘		1	5							0			<text>text="通过活动道具接取任务，与女侠组队完成日常任务获取额外奖励。\\\n" font=18</text>		<text>text="2018年3月8日维护后-3月12日维护前：\\\n    侠士可在运营活动界面领取限时节日烟花" font=18</text><text>text="飞仙引梦" font=68 link="ItemLinkInfo/5/29720"</text><text>text="和" font=18</text><text>text="红尘醉" font=74 link="ItemLinkInfo/5/29722"</text><text>text="，完成节日任务可获得" font=18</text><text>text="江湖丽影宝箱" font=74 link="ItemLinkInfo/5/29721"</text><text>text="。\\\n2018年3月8日维护后-3月9日7:00：\\\n    所有18级及以上等级女侠均可获得“江湖丽影”状态，拥有该状态可获得以下加成：\\\n    （1）在除25人英雄狼牙堡以外的秘境中，使自己及队友的的气血值、伤害和治疗成效提高2%，最高可叠加10层；\\\n    （2）参与名剑大会胜利后，所在队伍成员均可获得双倍名剑币奖励，最多五次；\\\n    （3）击伤大战秘境最终首领时，队伍内每有一位女侠，全队成员在完成秘境日常任务时，都可额外获得" font=18</text><text>text="天玄冰" font=68 link="ItemLinkInfo/5/29648"</text><text>text="，上限两枚；\\\n    （4）完成护镖，雇主与镖师均会获得一份威望和战阶奖励；\\\n    （5）完成“快马江湖杯中茶”或“洛阳神兵暗角逐”任务之一，可额外获得" font=18</text><text>text="天玄冰" font=68 link="ItemLinkInfo/5/29648"</text><text>text="；\\\n    （6）发现藏宝洞的概率翻倍，所在队伍击伤藏宝洞首领，将额外获得一件藏宝洞装备。\\\n    （7）在龙门绝境中，首次获得前十五名时，所在队伍成员均可额外获得80枚" font=18</text><text>text="飞沙令碎片" font=77 link="ItemLinkInfo/5/29444"</text><text>text="。" font=18</text>			1	ui\Image\Active\活动场景\JiangHuLiYing.tga	ui\Image\Active\活动场景\JiangHuLiYing.tga																				ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_JiangHuLiYing.tga								
457	愚人节		1														4																																
458	大师赛全民大竞猜		2	5	100		11	1	ui\Image\Helper\Help—Bg.UITex	75	0		全民参与	<text>text="       完成“大战！”系列任务、“战！”系列任务或“一盏香茗话春秋”任务来获得神机妙算笺；在花萼楼完成每日签到可获得神机妙算笺。" font=284</text>		<text>text="活动时间：2023年2月23日7:00至2023年4月16日7:00" font=158</text><text>text="\\\n1、每日在“大战！”系列日常任务、“战！”系列阵营日常任务或“一盏香茗话春秋”任务中三选一完成可获得两枚" font=284</text><text>text="神机妙算笺" font=171 link="ItemLinkInfo/5/34804"</text><text>text="，每日同一账号仅可通过此途径获得一次。\\\n2、在花萼楼完成每日签到可获得一枚神机妙算笺，每日同一账号仅可通过此途径获得一次。\\\n3、使用" font=284</text><text>text="神机妙算笺" font=171 link="ItemLinkInfo/5/34804"</text><text>text="可获得一次剑网3大师赛竞猜机会，竞猜成功获得积分可兑换丰厚礼品。" font=284</text>	4		1	ui/Image/Active/Calendar/395_small.tga		0													505				ui/Image/Active/AnNiuDiTu/395.tga		ui/Image/Active/Calendar/395_big.tga	6							
459	阵营出征祭祀		3	5	120						0			<text>text="侠士可回己方阵营" font=284</text><text>text="[" font=173</text><text>text="浩气盟" font=173 link="NPCGuide/1077"</text><text>text="]" font=173</text><text>text="或者" font=284</text><text>text="[" font=173</text><text>text="恶人谷" font=173 link="NPCGuide/1078"</text><text>text="]" font=173</text><text>text="的祭天台参加。" font=284</text>		<text>text="1、本阵营上周战阶排行前三的帮主，可获得" font=284</text><text>text="祭天石" font=158</text><text>text="，通过邮件发放；\\\n2、" font=284</text><text>text="每周一19:00~21:00" font=158</text><text>text="，携带祭天石的帮主回本阵营祭天台发起祭祀仪式；\\\n3、参与护送友军或截堵敌军满" font=284</text><text>text="3分钟" font=158</text><text>text="的玩家，可以获得拾取我方护送奖励的资格；\\\n4、己方护送奖励只能拾取一份，截堵对面阵营所获奖励则最多可以拾取三份；\\\n5、帮主完成仪式后，需承担起护送物资前往己方任意据点的任务；\\\n6、物资交给" font=284</text><text>text="据点大将" font=173</text><text>text="，下次攻防战期间，可增强该据点内侠士的攻守能力；\\\n7、如果该据点位于我方沙盘半场内，最多可以接收三份物资，获得三层能力加成。\\\n\\\n注意：祭祀和护送有被对面阵营骚扰和截住的风险，一旦镖头重伤，则护送失败，请小心戒备。\\\n" font=284</text>		30;10;0;	2	ui/Image/Active/Calendar/ZY_ChuZhengJiSi_S.tga		0					13347	1			1					0~999				4	ui/Image/Active/Calendar/ZY_ChuZhengJiSi_B.tga								
460	转阵营喊话公告		3																																														
463	2018大师赛脚印展示		4																																														
464	转阵营审核择优通过		3																																														
465	活动1		1																																														
466	活动2		1																																														
467	布偶大混战		1	4							0					<text>text="1、为庆祝儿童佳节，节日期间，每晚七点至十点侠士可在扬州、成都、侠客岛的主城活动区交互其他玩家开启的对应模式的宠物车，获得变身道具。\\\n2、其他侠士对自己使用变身道具，也可以变身为萌萌哒布偶。" font=284</text>				ui/Image/Active/Calendar/JieRi_ErTongJie_BuOuDaHunZhan_S.tga																													
468	活动3		1																																														
469	李渡鬼域		3	3	120						2			<text>text="       前往" font=284</text><text>text="[" font=173</text><text>text="成都" font=173 link="NPCGuide/1083"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/1084"</text><text>text="][" font=173</text><text>text="长安" font=173 link="NPCGuide/1085"</text><text>text="]" font=173</text><text>text="等主城的战场区，找曲小宝进入李渡鬼域。" font=284</text>		<text>text="1、在李渡鬼域内，会有两位侠士被尸毒感染成为感染者头目。感染者头目重伤感染所有侠士便可获得胜利。\\\n2、被感染的侠士成为感染者后，感染者的目标为重伤感染其他侠士。\\\n3、其他未被感染的侠士收集200份尸毒样本便可获得胜利；击败感染者、拾取图内尸体、击破尸罐均可获得尸毒样本。\\\n4、满级的浩气盟、恶人谷、中立侠士均可参与。\\\n5、李渡鬼域开放时间为：" font=284</text><text>text="每日晚上7点至次日1点。" font=158</text><text>text="\\\n" font=284</text>			0	ui/Image/Active/Calendar/LiDuGuiYu_S.tga													1597014000	1598828399							ui/Image/Active/Calendar/LiDuGuiYu_B.tga								
470	李渡鬼域		3	3	120						2			<text>text="       前往" font=284</text><text>text="[" font=173</text><text>text="成都" font=173 link="NPCGuide/1083"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/1084"</text><text>text="][" font=173</text><text>text="长安" font=173 link="NPCGuide/1085"</text><text>text="]" font=173</text><text>text="等主城的战场区，找曲小宝进入李渡鬼域。" font=284</text>		<text>text="1、在李渡鬼域内，会有两位侠士被尸毒感染成为感染者头目。感染者头目重伤感染所有侠士便可获得胜利。\\\n2、被感染的侠士成为感染者后，感染者的目标为重伤感染其他侠士。\\\n3、其他未被感染的侠士收集200份尸毒样本便可获得胜利；击败感染者、拾取图内尸体、击破尸罐均可获得尸毒样本。\\\n4、满级的浩气盟、恶人谷、中立侠士均可参与。\\\n5、李渡鬼域开放时间为：" font=284</text><text>text="每日晚上6点至次日1点。\\\n" font=158</text>			0	ui/Image/Active/Calendar/LiDuGuiYu_S.tga													1597014000	1598828399							ui/Image/Active/Calendar/LiDuGuiYu_B.tga								
472	仲夏之约·初雪停云		2	4	60		5	0			1			<text>text="侠士可前往云梦幽泽寻得" font=284</text><text>text="[" font=173</text><text>text="庄岳" font=173 link="NPCGuide/1082"</text><text>text="]" font=173</text><text>text="参加活动。云梦幽泽入口在主城活动区庄千山处。" font=284</text>		<text>text="1、侠士可在" font=284</text><text>text="6月21日至12月31日" font=158</text><text>text="之间，前往主城庄千山传送至云梦幽泽，完成相关主线任务，即可在停云居收养雪雪。\\\n2、侠士可通过为雪雪收集玩具、烹饪食物、准备存粮，和雪雪进行交互、共同游历山河等多种方式，增进与雪雪的好感度。\\\n3、好感度分为三个阶段，每进入下一阶段可开启新的剧情、游玩景点、交互动作。\\\n4、养成过程中，侠士的种种选择，将影响雪雪的命途值，命途值则决定雪雪会如何装饰画舫及雪雪的最终结局。\\\n5、当最终阶段好感度达到峰值，侠士将根据命途值，领取被雪雪装饰好的停云雪霁。\\\n6、第一阶段好感度达到峰值时，侠士可领取成长型画舫：" font=284</text><text>text="停云雪霁·初弦" font=171 link="ItemLinkInfo/8/23282"</text><text>text="；第二阶段好感度达到峰值时，侠士的画舫将升级成：" font=284</text><text>text="停云雪霁·终宵" font=171 link="ItemLinkInfo/8/23365"</text><text>text="。" font=284</text>		5;	2	ui/Image/Active/Calendar/ChuXueTingYun_S.tga		0														0~999					ui/Image/Active/Calendar/ChuXueTingYun_B.tga								
473	活动4		1																																														
474	活动5		1																																														
476	九周年庆		1	5	1	0	9	1			0			<text>text="各大主城、门派、秘境、野外地图。" font=18</text>		<text>text="2018年8月20日－2018年9月3日：\\\n所有95级秘境额外掉落装备与装备兑换道具，以及" font=18</text><text>text="剑" font=68 link="ItemLinkInfo/5/22084"</text><text>text="侠" font=68 link="ItemLinkInfo/5/22085"</text><text>text="情" font=68 link="ItemLinkInfo/5/22086"</text><text>text="缘" font=68 link="ItemLinkInfo/5/22087"</text><text>text="系列道具。\\\n70至95级所有团队秘境玄晶、坐骑、马具掉率翻倍。\\\n战阶结算加速（生效时间8月27日-9月10日维护前），名剑大会2200分以下，结算分数翻倍，龙门绝境和李渡鬼域的周常奖励" font=18</text><text>text="飞沙令碎片" font=77 link="ItemLinkInfo/5/30183"</text><text>text="翻倍。\\\n正常服日常双倍：\\\n秘境《大战》系列任务、《快马江湖杯中茶》、《洛阳神兵暗角逐》及首次完成《据点贸易》日常任务奖励数值翻倍，日常奖励的" font=18</text><text>text="天玄冰" font=68 link="ItemLinkInfo/5/29648"</text><text>text="翻倍。\\\n搞事服日常双倍：\\\n每次完成《据点贸易》任务还将额外获得" font=18</text><text>text="五行石（四级）" font=77 link="ItemLinkInfo/5/24445"</text><text>text="2颗。\\\n\\\n\\\n\\\n" font=18</text>	4		1	ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga						0	0	0	0		0				0	0~999					ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga								
477	九周年庆·剑心对酒		1														4																																
478	攻防指挥竞选		3	1							1			<text>text="前往成都、扬州等主城战场区，找" font=284</text><text>text="冷允之" font=173 link="NPCGuide/2017"</text><text>text="、" font=284</text><text>text="冷倪之" font=173 link="NPCGuide/2018"</text><text>text="参加指挥竞选与投票。" font=284</text>		<text>text="1、活动时间：" font=284</text><text>text="周一至周五晚十点" font=158</text><text>text="。\\\n2、竞选资格：可由上周战功榜前20名的帮主去" font=284</text><text>text="冷倪之" font=173 link="NPCGuide/2017"</text><text>text="、" font=284</text><text>text="冷允之" font=173 link="NPCGuide/2018"</text><text>text="（或" font=284</text><text>text="宓樾" font=173 link="NPCGuide/1087"</text><text>text="、" font=284</text><text>text="阎怒" font=173 link="NPCGuide/1088"</text><text>text="）处为指挥提名，参加指挥竞选，周五晚上十点整公布本周攻防指挥。\\\n3、投票方式：在" font=284</text><text>text="冷倪之" font=173 link="NPCGuide/2017"</text><text>text="、" font=284</text><text>text="冷允之" font=173 link="NPCGuide/2018"</text><text>text="（或" font=284</text><text>text="宓樾" font=173 link="NPCGuide/1087"</text><text>text="、" font=284</text><text>text="阎怒" font=173 link="NPCGuide/1088"</text><text>text="）处领取烽火令，使用烽火令为指挥投票。 本周每10000点战阶可领取一枚烽火令（不消耗战阶）。攻防结束后，投票的侠士均可获得威名奖励。" font=284</text>				ui/Image/Active/Calendar/ZY_ZhiHuiJingXuan_S.tga																			ui/Image/Active/AnNiuDiTu/ZY_ZhiHuiJingXuan.tga										
479			3																																														
480	洞天福地·守卫泥兰	7:00-次日6:59	4	5	100		17				0			<text>text="        侠士可前往洞天福地岛，按“M”键打开地图查看正在发生的公共事件的位置。\\\n        沧海珠贝可交给洞天福地岛的" font=284</text><text>text="[" font=173</text><text>text="康渊" font=173 link="NPCGuide/2005"</text><text>text="]" font=173</text><text>text="换取康氏泥兰园声望。" font=284</text>		<text>text="        " font=171</text><text>text="侠士可从各大主城日常区" font=284</text><text>text="秘境任务" font=173</text><text>text="公告牌处接取" font=284</text><text>text="【江湖道远侠义天下】" font=173</text><text>text="任务。\\\n        侠士可以在" font=284</text><text>text="[" font=173</text><text>text="洞天福地岛泥兰果树" font=173 link="NPCGuide/2005"</text><text>text="]" font=173</text><text>text="处参与“守卫泥兰”相关活动，获得大量" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="。\\\n    1、击败乘船而来的" font=284</text><text>text="海寇" font=172</text><text>text="，摧毁" font=284</text><text>text="各式海寇的船只" font=172</text><text>text="。\\\n    2、泥兰果树下囤积有防御弩的" font=284</text><text>text="零件箱" font=171</text><text>text="，对" font=284</text><text>text="弩底座" font=173</text><text>text="使用" font=284</text><text>text="弩零件" font=171 link="ItemLinkInfo/5/30740"</text><text>text="修好防御弩；当防御弩被海寇摧毁时，地面会散落零件，这些零件也可用来修缮防御弩。\\\n    3、海寇首领" font=284</text><text>text="谈灵波" font=172</text><text>text="与海寇悍将会一同登陆，需逐一击败。\\\n    4、当" font=284</text><text>text="康守鱼" font=173</text><text>text="受伤时，可通过与其对话为他疗伤。\\\n    5、" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="可兑换活动奖励，当日最多可获得沧海珠贝一百个。" font=284</text>			2	ui/Image/Active/Calendar/100JiPQ_ShouWeiNiLan_S.tga						558										0~999	325;	<text>text="侠行点、沧海珠贝" font=18</text>		10	ui/Image/Active/Calendar/100JiPQ_ShouWeiNiLan_B.tga								
481	道源蓝晶起波涛		3	5	100									<text>text="侠士可前往经首道源岛找" font=284</text><text>text="[" font=173</text><text>text="宓樾" font=173 link="NPCGuide/1087"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="阎怒" font=173 link="NPCGuide/1088"</text><text>text="]" font=173</text><text>text="接取任务。" font=284</text>		<text>text="1、侠士到达活动地点参与争夺矿区、收集矿产公共任务可获得奖励。\\\n2、侠士参与矿车装车的攻守公共任务即可获得奖励。\\\n3、每日" font=284</text><text>text="10:00" font=158</text><text>text="~次日" font=284</text><text>text="02:10" font=158</text><text>text="为争夺期（任务发放截止时间为" font=284</text><text>text="02:00" font=158</text><text>text="），其他为修整备战期。\\\n4、若是久战不力也不要灰心，届时会有" font=284</text><text>text="莫雨" font=158</text><text>text="或者" font=284</text><text>text="毛毛" font=158</text><text>text="相助，请留意地图战况。" font=284</text>				ui/Image/Active/Calendar/ZY_RiChang_S.tga							8114	1			1		1488150000	1489964400		0~999					ui/Image/Active/Calendar/ZY_RiChang_B.tga		1	18904;18936;19200;19201;19310;19311;					
482	龙泉府·雪国冬猎	7:00-次日6:59	4	5	100		17				0			<text>text="        侠士可前往龙泉府的" font=284</text><text>text="[" font=173</text><text>text="贺全学" font=173 link="NPCGuide/2016"</text><text>text="]" font=173</text><text>text="处，按“M”键打开地图查看正在发生的公共事件的位置。\\\n" font=284</text>		<text>text="        侠士可从各大主城日常区" font=171</text><text>text="秘境任务" font=173</text><text>text="公告牌处接取" font=171</text><text>text="【江湖道远侠义天下】" font=173</text><text>text="任务。\\\n" font=171</text><text>text="        侠士可在" font=284</text><text>text="[" font=173</text><text>text="龙泉府江边小驿" font=173 link="NPCGuide/2016"</text><text>text="]" font=173</text><text>text="处参与“雪国冬猎”相关活动，获得大量沧海珠贝。\\\n    1、在渤海国巨贾贺氏的物资总管" font=284</text><text>text="贺沛福" font=173</text><text>text="处领取雪橇。\\\n    2、" font=284</text><text>text="雪橇" font=171</text><text>text="会跟随玩家，并可存放侠士收集到的" font=284</text><text>text="物资" font=171</text><text>text="。\\\n    3、侠士需要收集" font=284</text><text>text="木材" font=171 link="ItemLinkInfo/5/30665"</text><text>text="、" font=284</text><text>text="野人参" font=171 link="ItemLinkInfo/5/30668"</text><text>text="。\\\n    4、侠士需凿开冰面，使用动态技能栏中的叉鱼技能获取" font=284</text><text>text="新鲜的鱼" font=171 link="ItemLinkInfo/5/30666"</text><text>text="。\\\n    5、侠士可以通过狩猎获得" font=284</text><text>text="雪原兔肉" font=171 link="ItemLinkInfo/5/30667"</text><text>text="、" font=284</text><text>text="雪原貂皮" font=171 link="ItemLinkInfo/5/30670"</text><text>text="、" font=284</text><text>text="雪原鹿茸" font=171 link="ItemLinkInfo/5/30669"</text><text>text="。\\\n    6、" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="可兑换活动奖励，当日最多可获得沧海珠贝一百个。" font=284</text>			2	ui/Image/Active/Calendar/100JiPQ_XueGuoDongLie_S.tga						558										0~999	330;	<text>text="侠行点、沧海珠贝" font=18</text>		10	ui/Image/Active/Calendar/100JiPQ_XueGuoDongLie_B.tga								
483	红尘故梦		2	5	16		11	1			0			<text>text="各大主城、秘境、野外地图。" font=284</text>		<text>text="2018年9月28日7:00-2018年10月15日7:00" font=158</text><text>text="：\\\n      1.秘境“大战”系列任务、“快马江湖杯中茶”“洛阳神兵暗角逐”及首次完成“据点贸易”任务奖励翻倍。\\\n      2.每周名剑大会前5场胜利额外奖励一份不占周上限的名剑币。（若9月24日维护后至9月28日维护前已经参与过名剑大会，根据胜利场次，每赢一场补偿160名剑币，最多5场，补偿奖励需在10月1日7点前登录领取。）\\\n      3.完成“鬼域生暗影”“孤城瀚海斩狂澜”任务，额外奖励一份不占周获取上限的" font=284</text><text>text="飞沙令碎片" font=171 link="ItemLinkInfo/5/30183"</text><text>text="。（若9月24日维护后至9月28日维护前已完成周常任务，补偿的飞沙令奖励需在10月1日7点前登录领取。）\\\n\\\n" font=284</text><text>text="2018年9月28日7:00-《世外蓬莱》资料片" font=158</text><text>text="：\\\n      1.非满级全部5人、10人、25人秘境掉落挂件的掉率提升至5倍。\\\n      2.完成秘境“大战”系列任务、完成“快马江湖杯中茶”或“洛阳神兵暗角逐”任务之一，可额外获得" font=284</text><text>text="诛邪令" font=171 link="ItemLinkInfo/5/30820"</text><text>text="。\\\n      3.可在成都、扬州、太原主城日常任务区的" font=284</text><text>text="[" font=173</text><text>text="黄字伍陆捌" font=173 link="NPCGuide/1086"</text><text>text="]" font=173</text><text>text="处，使用江湖贡献值、侠义值、威望值及金币购买" font=284</text><text>text="诛邪令" font=171 link="ItemLinkInfo/5/30820"</text><text>text="，每个角色每周限购16个。\\\n" font=284</text>	4		1	ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga																					ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga								
484	踏浪寻仙·双倍活动		2																																														
485	攻防战利品拍卖		3	1			5				0			<text>text="点击小地图左下方的“攻防战利品拍卖”按钮，打开拍卖界面进行竞拍；\\\n" font=284</text>		<text>text="1、活动时间：周六、周日" font=284</text><text>text="15：05-17：05" font=158</text><text>text="；" font=284</text><text>text="21：05-23：05" font=158</text><text>text="。\\\n2、竞拍资格：参与本场攻防且贡献大于200分。\\\n3、活动期间，双方阵营对攻防掉落的稀有物品进行拍卖。拍卖物品为当前最高品质的特效武器、特效腰坠等装备。攻防胜利方更有阵营专属披风或坐骑可进行拍卖。\\\n4、浩气盟、恶人谷拍卖所得金钱均按一定比例分给攻防贡献前400的侠士与推荐本场指挥的帮会，分红在谢渊或王遗风处领取。" font=284</text>	5	5;1;0;	1	ui/Image/Active/Calendar/ZY_PaiMai_S.tga																			ui/Image/Active/AnNiuDiTu/ZY_PaiMai.tga		ui/Image/Active/Calendar/ZY_PaiMai_B.tga								
486	踏浪寻仙		2	5	16		11	1			0			<text>text="可前往" font=284</text><text>text="[" font=173</text><text>text="洛道" font=173 link="NPCGuide/1090"</text><text>text="][" font=173</text><text>text="金水镇" font=173 link="NPCGuide/1095"</text><text>text="][" font=173</text><text>text="巴陵县" font=173 link="NPCGuide/1093"</text><text>text="]" font=173</text><text>text="参与公共事件。预创建大侠号可前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/1089"</text><text>text="]" font=173</text><text>text="接取活动任务，其余侠士可前往" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/1094"</text><text>text="]" font=173</text><text>text="接取活动任务。" font=284</text>		<text>text="2018年10月25日7:00-《世外蓬莱》资料片：\\\n      侠士可前往太原东山矿场附近接取“狼王令牌起波澜”完成相关任务；预创建侠士可在扬州接取“踏浪寻仙觅绝学”完成相关任务。剧情任务可获得大量经验和" font=284</text><text>text="惊澜令" font=171 link="ItemLinkInfo/5/30960"</text><text>text="。\\\n      1.完成每日任务“聚集物资扬云帆”、太原公共任务“先发制人阻狼牙”、巴陵县、金水镇和洛道公共任务“踏浪寻仙·护镖”获得活动奖励。\\\n      2.预创建大侠号侠士可在" font=284</text><text>text="[" font=173</text><text>text="扬州码头" font=173 link="NPCGuide/1092"</text><text>text="]" font=173</text><text>text="打坐、被传功获得大量经验，迅速升级。可在活动商人" font=284</text><text>text="[" font=173</text><text>text="安若若" font=173 link="NPCGuide/1091"</text><text>text="]" font=173</text><text>text="购买" font=284</text><text>text="容气纳海丹" font=171 link="ItemLinkInfo/5/30986"</text><text>text="，使用可清除满神京冷却时间。\\\n      3.预创建大侠号通关大战系列副本时，全队每人可获得两个" font=284</text><text>text="云帆宝箱" font=171 link="ItemLinkInfo/5/30984"</text><text>text="；参与【据点贸易】为预创建大侠号侠士护镖，镖师可获得一个" font=284</text><text>text="云帆宝箱" font=171 link="ItemLinkInfo/5/30984"</text><text>text="。每个角色每天最多可获得三个" font=284</text><text>text="云帆宝箱" font=171 link="ItemLinkInfo/5/30984"</text><text>text="，开启宝箱有几率获得【五行石】和" font=284</text><text>text="诛邪令" font=171 link="ItemLinkInfo/5/30820"</text><text>text="。\\\n      4.部分日常任务、“鬼域生暗影”“孤城瀚海斩狂澜”任务奖励翻倍；战阶结算速度提升至200%，名剑大会个人竞技分低于2200时胜利后结算积分翻倍。\\\n      5. 95级全部秘境首领均会额外掉落一件装备，若首领掉落套装兑换牌，则额外掉落的装备必定也为套装兑换牌。" font=284</text>	4		1	ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga																					ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga	5							
487	活动6		1																																														
488	活动7		1																																														
489	活动8		1																																														
490	攻防战开始卡排队		3				0											0;1;10;																									1						
491	大攻防清人锁地图		3																																														
492	大攻防玩家进图·优先免排队牌子		3																																														
493	大攻防设置入场VIP帮会名单		3																																														
