LinkID	MapID	NpcID	Kind	x	y	z	NpcName
960	122	51479	勤修不辍·打坐	82580	77727	1075991	打坐区域
961	158	51479	勤修不辍·打坐	58316	20503	1056304	打坐区域
962	215	43090	端午节活动	100987	96370	1156032	端午鱼篓
963	213	43090	端午节活动	25752	19091	1057472	端午鱼篓
964	108	51559	驭兽师	81269	64261	1070355	秦玉川
965	6	51548	方士	42032	36446	1049685	南宫麒
966	153	19916	艺人	33401	77576	1281372	薛伶官
967	194	51708	镖师	29964	69811	1133696	李放
968	25	5130	浩气盟绿林	9030	62843	1059841	司空仲平
969	27	4794	恶人谷绿林	72405	29235	1071471	肖药儿
970	6	15310	扬州贺兰枫	70942	47382	1052160	贺兰枫
971	194	15310	太原贺兰枫	24883	67526	1137408	贺兰枫
972	108	15310	成都贺兰枫	72756	66804	1071040	贺兰枫
973	8	15310	洛阳贺兰枫	28283	89243	1060160	贺兰枫
974	15	15310	长安贺兰枫	51405	92749	1062080	贺兰枫
975	6	99583	镜花别院接引者	70750	47610	1052096	式神铃
976	108	99583	镜花别院接引者	71314	68201	1072704	式神铃
977	194	99583	镜花别院接引者	23543	63611	1137408	式神铃
978	151	52754	风临神都·挂件兑换	79342	66701	1091136	柳奉辙
979	6	53015	风临神都·任务	70751	46915	1052160	柳湘桐
980	108	53015	风临神都·任务	74234	71602	1070912	柳湘桐
981	194	53015	风临神都·任务	25124	64016	1137408	柳湘桐
982	151	52629	风临神都·公共事件	29074	86867	1058368	风临神都
983	151	53010	霸刀塞北营声望商	78965	66406	1091013	独孤求胜
984	6	37144	扬州邱小沁	70770	46119	1052160	邱小沁
985	108	37144	成都邱小沁	72581	66601	1071168	邱小沁
986	194	37144	太原邱小沁	25640	65813	1137408	邱小沁
987	193	0	萧沙	66795	94656	1056960	白鹭
988	158	52342	安禄山残魂	81971	44544	1068544	安禄山
989	243	51479	勤修不辍·打坐	82915	49210	1127616	打坐区域
990	243	54636	霸刀大师兄	80631	43323	1123456	霸刀大师兄
991	243	55324	霸刀门派事件·霜林狩猎	119851	79557	1175680	门派事件区域
992	243	55398	霸刀门派事件·星暗长林	119851	79557	1175680	柳辰芦
993	243	55345	霸刀门派事件·蛇魅狼影	120274	102576	1200064	南霁云
994	158	23022	李承恩	57909	25922	1062870	李承恩
995	150	19272	陆危楼	60304	89556	1256557	陆危楼
996	193	37678	长孙忘情	31379	23078	1087905	长孙忘情
997	213	44441	杨逸飞	78536	67337	1063424	杨逸飞
998	243	52775	柳静海	82900	59260	1133952	柳静海
999	16	16701	花朝节活动接引人	11533	72485	1060160	苏水心
1000	102	16701	花朝节活动接引人	42597	85067	1051968	苏水心
1001	213	16701	花朝节活动接引人	34238	36864	1064064	苏水心
1002	6	16701	花朝节活动接引人	71259	46869	1052096	苏水心
1003	108	16701	花朝节活动接引人	73954	71345	1070848	苏水心
1004	15	16701	花朝节活动接引人	51035	92842	1061632	苏水心
1005	8	16701	花朝节活动接引人	30423	90190	1058944	苏水心
1006	243	56065	刀谷迷踪	32807	61709	1119616	柳之云
1007	49	56027	剑阁争锋	65853	21329	1119744	叶涛
1008	6	55988	刀谷迷踪	70751	46915	1052160	柳筱骨
1009	6	55989	剑阁争锋	70869	47027	1052160	叶松
1010	108	55988	刀谷迷踪	74234	71602	1070912	柳筱骨
1011	108	55989	剑阁争锋	74118	71682	1070976	叶松
1012	194	55988	刀谷迷踪	25124	64016	1137408	柳筱骨
1013	194	55989	剑阁争锋	25277	63965	1137408	叶松
1014	243	56008	刀谷预热				柳斐
1015	6	56432	扬州叶璃	86596	74158	1055040	叶璃
1016	108	56432	成都叶璃	68582	61029	1074112	叶璃
1017	194	56432	太原叶璃	19869	60013	1143104	叶璃
1018	8	56432	洛阳叶璃	16670	82762	1063616	叶璃
1019	15	56432	长安叶璃	48019	99005	1061760	叶璃
1020	16	57094	龙舟接引人	43271	42606	1056256	云召
1021	159	57094	龙舟接引人	72103	34639	1094144	云召
1022	213	57094	龙舟接引人	40709	37035	1057920	云召
1023	151	57101	野外首领	30232	67045	1052224	冰盔龙甲
1024	156	57100	野外首领	48396	101903	1061760	柳哲
1025	214	56922	野外首领	72090	51251	1054656	月弄痕
1026	215	57110	野外首领	35829	63420	1156352	独孤修
1027	6	57268	扬州神秘人	63376	45836	1053376	神秘人
1028	108	57268	成都神秘人	73773	65655	1070400	神秘人
1029	194	57268	太原神秘人	23648	62955	1133760	神秘人
1030	6	57717	中元节任务	70791	45948	1052160	蒋玉宸
1031	194	57717	中元节任务	25870	64645	1137408	蒋玉宸
1032	108	57717	中元节任务	71841	66317	1072256	蒋玉宸
1033	6	58626	神兵疑云	68621	63288	1052992	
1034	108	58626	神兵疑云	70455	66663	1072704	
1035	194	58626	神兵疑云	23543	63611	1137408	
1036	239	58135	方一云	75621	57538	1079192	
1037	239	58136	古镇狱	52450	50964	1080112	
1038	108	59149	龙门绝境接引人	69407	60730	1074112	孔媛
1039	6	59149	绝境战场接引人	87045	73897	1054976	孔媛
1040	15	59149	长安龙门绝境接引人	36018	109629	1065344	孔媛
1041	194	43135	李光弼	18755	65860	1141161	李光弼
1042	25	5308	浩气盟盟主	44554	24003	1139740	谢渊
1043	27	4997	恶人谷谷主	49432	67676	1150325	王遗风
1044	15	1495	江湖物资商	61146	108156	1065348	玄字柒肆
1045	8	1495	江湖物资商	12574	87703	1063095	玄字柒肆
1046	6	1495	江湖物资商	93676	70182	1059179	玄字柒肆
1047	108	1495	江湖物资商	70559	71127	1074474	玄字柒肆
1048	74	10899	帮会药师	19641	4033	1101162	苏不尘
1049	74	14459	帮会宝物商人	13845	8824	1104320	梦香菲
1050	6	1348	扬州侠行点商人	92924	70181	1058990	玄字叁玖
1051	25	4742	浩气阵营物资商	49638	42074	1125680	苏碧
1052	27	4668	恶人阵营物资商	50720	69254	1123074	厉景
1053	6	1053	扬州浩气威望	84514	73902	1054153	七星令·别南轩
1056	15	8808	长安曾鑫	53631	109890	1066400	曾鑫
1057	8	8808	洛阳曾鑫	36430	85446	1057801	曾鑫
1058	108	8808	成都曾鑫	65074	72981	1073864	曾鑫
1059	15	1348	长安侠行点商人	60266	108121	1065348	玄字叁玖
1060	8	1348	洛阳侠行点商人	13083	87778	1062992	玄字叁玖
1061	108	1348	成都侠行点商人	71039	70105	1074862	玄字叁玖
1062	15	1053	长安浩气盟威望	37607	108983	1065312	七星令·别南轩
1063	8	1053	洛阳浩气威望	17692	82074	1061016	七星令·别南轩
1064	108	1053	成都浩气威望	69436	62768	1074060	七星令·别南轩
1069	74	979	帮会纯阳书库	13353	13681	1104280	纯阳书库
1070	15	16250	长安阵营名剑套装商	36183	110882	1065312	许相迎
1071	8	16250	洛阳阵营名剑套装商	15886	82365	1061755	许相迎
1072	6	16250	扬州阵营名剑套装商	86487	73640	1055010	许相迎
1073	108	16250	成都阵营名剑套装商	69466	60783	1074061	许相迎
1075	74	9789	帮会书童	15244	12786	1104322	赵可
1076	74	7726	高九问	15447	12980	1104297	高九问
1077	25	59801	浩气祭祀礼官	18002	75653	1065338	祭祀礼官
1078	27	59803	恶人祭祀礼官	41741	20511	1068763	祭祀礼官
1079	302	59891	龙舟竞速报名人	6774	3055	1051046	庄小鱼
1080	302	43090	端午鱼篓	24774	28777	1050496	端午鱼篓
1081	302	57094	龙舟接引人	35978	18156	1050208	云召
1082	302	60229	庄岳	23973	25493	1050179	庄岳
1083	108	60212	李渡鬼域接引人	69157	60608	1074240	曲小宝
1084	6	60212	李渡鬼域接应人	86651	74092	1054976	曲小宝
1085	15	60212	李渡鬼域接引人	36014	109720	1065344	曲小宝
1086	6	62446	秘境重置道具兑换使	69817	62830	1052864	黄字伍陆捌
1086	108	62446	秘境重置道具兑换使	70269	66626	1072704	黄字伍陆捌
1086	194	62446	秘境重置道具兑换使	23627	62845	1133824	黄字伍陆捌
1087	334	62002	宓樾	78470	11908	1049647	宓樾
1088	334	62039	阎怒	38830	20139	1049595	阎怒
1089	6	62896	“踏浪寻仙”活动任务	64274	45384	1052964	秋叶青
1090	9	62925	“踏浪寻仙”活动公共事件	14384	26755	1056242	踏浪寻仙·护镖
1091	6	62826	“踏浪寻仙”活动商店	63277	81246	1056221	安若若
1092	6	62981	烽火动狂澜打坐区域	64480	82422	1056320	扬州码头
1093	21	62925	“踏浪寻仙”活动公共事件	33866	47556	1057487	踏浪寻仙·护镖
1094	194	62839	“踏浪寻仙”活动任务	108523	109275	1140444	穆玄英
1095	13	62925	“踏浪寻仙”活动公共事件	79665	26211	1055561	踏浪寻仙·护镖
1096	330	62133	韩清芒	16370	38469	1198016	韩清芒
1097	332	62714	铁黎	117947	52050	1048825	铁黎
1098	333	63022	蓬莱习武区域	112757	56729	1087616	蓬莱大师姐
1099	325	62714	铁黎	36911	9249	1049281	铁黎
2000	325	62770	月泉淮	36911	9249	1049281	月泉淮
2001	334	62110	炎晖	123626	16003	1050309	炎晖
2002	332	63734	赵云睿	71653	86222	1049521	赵云睿
2003	332	6561	侠客岛冬至接引人	65370	104019	1052030	尤泽煦
2004	332	64593	云月	18457	23824	1049616	云月
2005	325	61877	康氏泥兰园声望商	84551	119103	1049637	康渊
2006	332	869	贡献昭示牌	81695	99611	1052604	秘境任务
2007	332	16539	侠客岛苏慧蓉	65893	105030	1052030	苏慧蓉
2008	1	64493		19440	25943	1051584	沈剑心
2009	2	64675		88435	35962	1114392	沈剑心
2010	12	64689		30612	12323	1107715	沈剑心
2011	15	64678		38365	122554	1094033	沈剑心
2012	49	64679		98184	77113	1113643	沈剑心
2013	7	64577		37577	14135	1138723	沈剑心
2014	332	7572	节日活动接引人	67877	105983	1057873	节日大使
2015	334	64556	杨偲彦	8945	94819	1051080	杨偲彦
2016	330	64460	贺全学	16111	90210	1201945	贺全学
2017	108	61554	浩气盟指挥评选人	69558	62868	1074112	冷允之
2018	108	61576	恶人谷指挥评选人	67115	59555	1074112	冷倪之
2019	332	6810	节日春节	65519	106040	1054355	马莉颖
2020	333	62269	方乾	96264	120917	1049903	方乾
2021	108	17612	成都神秘老者	70867	66763	1072896	神秘老者
2022	6	64852	女侠节任务接引人	70988	47320	1052096	康舞舞
2022	108	64852	女侠节任务接引人	72065	66954	1071936	康舞舞
2022	194	64852	女侠节任务接引人	23087	64235	1137536	康舞舞
2022	332	64852	女侠节任务接引人	65931	104626	1052224	康舞舞
2023	332	16701	花朝节活动接引人	66178	104711	1052032	苏水心
2024	332	42377	花朝节活动	86682	22929	1057289	鲜花花丛
2025	6	65006	扬州李媛媛	68431	63182	1052820	李媛媛
2026	108	65006	成都李媛媛	71013	68131	1072644	李媛媛
2027	194	65006	太原李媛媛	22832	61917	1133895	李媛媛
2028	332	62680	红尘酒家老板娘	74085	99514	1054028	袁知春
2029	332	65768	风雨霸王擂活动商店	79496	79446	1049088	方贝贝
2030	332	65153	风雨霸王擂公共任务	80111	76721	1049976	怒涛绝阵
2031	332	43074	儿童节活动	66169	103958	1052030	桃花仙
2032	6	59910	儿童节活动·童梦	70622	46901	1052059	小鲤鱼
2032	108	59910	儿童节活动·童梦	73766	70941	1070739	小鲤鱼
2032	194	59910	儿童节活动·童梦	25637	64239	1137479	小鲤鱼
2032	332	59910	儿童节活动·童梦	66148	104748	1052030	小鲤鱼
2033	6	113583	节庆商店	71363	46561	1052096	儿童节货品
2033	8	113583	节庆商店	27788	89435	1058944	儿童节货品
2033	15	113583	节庆商店	51051	93707	1061632	儿童节货品
2033	108	113583	节庆商店	74849	71355	1070912	儿童节货品
2033	194	113583	节庆商店	25707	64987	1137536	儿童节货品
2033	332	113583	节庆商店	64862	104877	1052096	儿童节货品
2034	332	66432	布偶大混战接引人	65375	103922	1052030	装饰_布偶
2035	194	66432	布偶大混战接引人	23181	65683	1137536	装饰_布偶
2036	108	66432	布偶大混战接引人	63472	67299	1075712	装饰_布偶
2037	6	66432	布偶大混战接引人	69107	46420	1052096	装饰_布偶
2038	332	7369	端午节活动	66971	105462	1054016	沈农
2039	6	60220	大唐盛景接引人	71189	45695	1052096	庄千山
2040	108	60220	大唐盛景接引人	72317	65884	1072832	庄千山
2041	194	60220	大唐盛景接引人	23608	67605	1137536	庄千山
2042	332	60220	大唐盛景接引人	67774	107215	1057873	庄千山
2043	6	64489	任务接引人	86869	74021	1054976	柳小刀
2043	8	64489	任务接引人	16121	82066	1061824	柳小刀
2043	15	64489	任务接引人	36149	109353	1065344	柳小刀
2043	108	64489	任务接引人	69316	60623	1074240	柳小刀
2043	172	64489	任务接引人	59724	48801	1125440	柳小刀
2043	194	64489	任务接引人	19292	59649	1143296	柳小刀
2043	332	64489	任务接引人	97531	91989	1050880	柳小刀
2044	6	6514		42057	37353	1048933	纪天下
2045	325	66719	怒海争锋·砥砺同心活动秘境	86101	120726	1052416	英雄泥兰洞天入口
2046	334	66721	怒海争锋·砥砺同心活动秘境	115212	101369	1066304	英雄大衍盘丝洞入口
2047	330	62349	怒海争锋·砥砺同心活动秘境	24140	52789	1201941	船夫
2048	333	62405	怒海争锋·砥砺同心活动秘境	41156	125197	1241903	方尽
2049	332	66722	怒海争锋·砥砺同心活动秘境	57748	110284	1051840	英雄迷渊岛入口
2050	6	65821	列星虚境接引人	86619	73625	1054976	尹修禊
2051	15	65821	列星虚境接引人	36579	109309	1065344	尹修禊
2052	108	65821	列星虚境接引人	68878	60401	1074240	尹修禊
2053	332	66756	怒海争锋·砥砺同心活动秘境	75370	19935	1048768	冰火岛·荒血路入口
2054	243	66757	怒海争锋·砥砺同心活动秘境	9303	51830	1119232	风雷刀谷·锻刀厅入口
2055	243	66758	怒海争锋·砥砺同心活动秘境	12233	58285	1124480	风雷刀谷·千雷殿入口
2056	194	59149	绝境战场接引人	19749	60078	1143104	孔媛
2057	194	65821	列星虚境接引人	19555	59771	1143296	尹修禊
2058	332	59149	绝境战场接引人	97439	92072	1050880	孔媛
2059	332	65821	列星虚境接引人	98636	93163	1057536	尹修禊
2060	411	66720	“玉兔捧月送福来”活动秘境	88823	83569	1053760	尘归海·巨冥湾
2061	411	65605	尘归海接引人	88155	83421	1053720	方耕牧
2062	332	57717	中元节任务	66150	104723	1052032	蒋玉宸
2063	332	15310	侠客岛贺兰枫	66169	104068	1052032	贺兰枫
2064	25	36388	据点总管·浩气盟	32555	65296	1065344	据点总管
2066	9	36388	据点总管·洛道秋雨堡	14257	5620	1056832	据点总管
2066	21	36388	据点总管·巴陵白首山	73144	38179	1062400	据点总管
2066	22	30409	据点总管·南屏山武王城	19944	10458	1106880	据点总管
2066	27	36387	据点总管·恶人谷	43326	29151	1076032	据点总管
2066	30	36387	据点总管·昆仑凛风堡	4598	53165	1160384	据点总管
2066	35	36388	据点总管·瞿塘峡不空关	86244	88909	1159232	据点总管
2066	153	36387	据点总管·马嵬驿扶风郡	65677	62228	1249664	据点总管
2067	23	36387	据点总管·龙门孔雀海	38927	75684	1054976	据点总管
2068	332	99583	镜花别院接引者	66419	103622	1052032	式神铃
2069	6	25635	余半仙	70934	45441	1052096	余半仙
2070	108	25635	余半仙	57731	65457	1072704	余半仙
2071	194	25635	余半仙	22998	63894	1137479	余半仙
2072	156	66987	胖哥	43163	62566	1063424	胖哥
2073	6	191	风雨稻香村接引人	48594	32100	1048970	许楷龙
2074	12	25635	荻花宫前山	42748	14116	1120320	余半仙
2075	10	5523	日轮山城接引人	13812	77686	1050532	新佑卫门
2076	22	25635	英雄天子峰	83316	30610	1085952	余半仙
2077	332	37144	重阳节活动任务	66176	103825	1052032	邱小沁
2078	411	67307	阿基修斯	106717	31332	1049408	阿基修斯
2079	444	66980	鬼影夜叉丸	21031	113613	1049728	鬼影夜叉丸
2080	332	65894	东海小霸王	64404	105581	1052064	方子游
2081	6	68071	烽火动狂澜活动商店	64132	83760	1056161	凌云志
2081	332	68071	烽火动狂澜活动商店	64776	104937	1052039	凌云志
2082	6	67931	烽火动狂澜活动任务	64509	83989	1056877	叶未晓
2083	325	67510	烽火动狂澜公共任务	14038	96098	1048960	旋龟隐敌踪
2084	411	67146	烽火动狂澜公共任务	72516	110281	1051328	东海战乱
2085	444	67195	蔺孟威	49063	26825	1050622	蔺孟威
2086	444	67196	贾伐	46607	16901	1049537	贾伐
2087	419	51479	勤修不辍·打坐	62339	38775	1536960	打坐区域
2088	332	60212	李渡鬼域接引人	97659	91880	1050880	曲小宝
2089	332	16113	名剑大会报名人	98376	93457	1057478	上官玲
2090	444	63734	茶馆老板娘	60811	49646	1049764	赵云睿
2091	74	69076	江湖浩远·故人归领奖人	15375	5347	1099840	顾仁
2092	419	68823	凌雪阁大师兄	62083	38706	1536832	凌雪阁大师兄
2093	332	17612	试炼之地接引人	82318	96892	1053698	神秘老者
2094	6	69143	温泉山庄接引人	71237	47143	1052096	甄香
2094	108	69143	温泉山庄接引人	74236	71197	1070912	甄香
2094	194	69143	温泉山庄接引人	25500	66525	1137536	甄香
2094	332	69143	温泉山庄接引人	66432	104416	1052032	甄香
2095	419	67958	凌雪阁阁主	71939	41350	1526887	李俶
2096	5	578	少林声望商	50075	44770	1122414	道光
2097	2	5987	万花声望商	44790	44067	1161167	王宇
2098	11	4754	天策声望商	49270	20396	1053196	夏侯超
2099	7	4753	纯阳声望商	31407	17260	1157736	张博
2100	16	2637	七秀声望商	17455	10681	1055862	齐秀
2101	102	9384	五毒声望商	22167	78561	1067608	许周
2102	122	15229	唐门声望商	84097	82274	1085701	唐无言
2103	49	6649	藏剑声望商	79240	73597	1122623	叶勇
2104	159	22744	丐帮声望商	65261	67874	1079353	莫晓玲
2105	150	19587	明教声望商	54453	81418	1168126	艾莎
2106	6	4671	扬州声望商	64141	67496	1054037	武学赢
2107	6	373	镖局联盟声望商	64262	67007	1053358	方勇
2108	6	5993	南洋商会声望商	63675	68629	1054037	钱赢
2109	6	2209	东漓寨声望商	64261	67109	1053358	二当家
2110	6	5996	天道轩声望商	63663	68683	1054037	寒慕雪
2111	6	5998	隐元会声望商	65872	67954	1053358	黄字伍贰零
2112	6	812	恶人谷声望商	64123	68472	1054037	吴富纪
2113	6	5454	浩气盟声望商	65896	68158	1053358	七星使·玉剑尘
2114	6	9889	轩辕社声望商	66328	67705	1053632	许虎褚
2115	15	9884	藏经阁声望商	43696	114556	1063868	道逍
2116	15	9885	霸刀·南离营声望商	41338	114334	1063868	柳禄封
2117	15	9887	大理宫声望商	43114	115806	1065763	段奕约
2118	15	9888	塔纳声望商	41126	114624	1063868	班谷寒
2119	8	14267	祝融殿声望商	32251	86047	1058953	朱褚贤
2120	15	9883	天南王家声望商	41357	113146	1063868	王震泽
2121	6	9856	拜火教声望商	65887	69113	1054060	金烟锵
2122	15	9882	九黎族声望商	40831	115843	1065763	乌玉兔
2123	108	16879	塔纳离恨冢声望商	57311	61861	1074048	蟾女水儿
2124	105	16213	无愧南灵声望商	71502	23505	1084070	子羽
2125	6	20735	段氏山城声望商	66324	67432	1053632	段东恩
2126	6	23396	朔方军声望商	66074	70023	1054060	天一
2127	6	25559	义军声望商	66083	69734	1054060	娄永才
2128	6	24727	琅琊颜氏声望商	66567	68558	1053584	皓戈
2129	6	21923	大唐兵部声望商	66018	69317	1054060	虞光
2130	6	24518	李唐皇室声望商	66048	69471	1054060	宁如
2131	6	23878	凌烟阁声望商	66346	68724	1053584	李唐兴
2132	6	24578	潼关守备军军需商	66101	68518	1053358	郎珏
2133	6	20882	屠狼会声望商	65821	68485	1053356	何足道
2134	172	25722	大燕长安府声望商	113772	44633	1051273	李彪
2135	172	25942	靖世军·忠声望商	15290	53478	1052382	冷天锋
2136	172	25809	西域商会声望商	23953	46765	1051959	令狐瑶
2137	172	26215	靖世军·义声望商	15255	53973	1052481	白雨霏
2138	179	26959	军器监声望商	5624	31392	1050545	唐秋白
2139	176	27371	英灵殿声望商	62566	7215	1050393	许巍
2140	172	30428	刹那千年声望商	24383	50892	1051959	姬月
2141	184	36020	墨氏门徒声望商	32532	28745	1131000	屈瑟
2142	177	36449	隐元天部声望商	38269	22794	1048896	天字肆零柒
2143	182	30666	太初陵社声望商	57129	34949	1097790	兰无求
2144	187	36597	长安富豪声望商	61581	34988	1050693	丁氏管家
2145	193	38165	苍云声望商	52122	15777	1069907	李邺
2146	213	45051	长歌声望商	86407	65256	1057794	顾霜迟
2147	243	53730	霸刀声望商	94886	56998	1177728	柳依依
2148	333	63698	蓬莱声望商	41263	58621	1049046	方华
2149	419	67950	凌雪阁声望商	59603	31947	1542119	覃冬
2150	194	40853	灵武先锋军声望商	15010	65007	1143207	秦不殇
2151	194	39421	太原义士声望商	14878	64910	1143207	程赫
2152	194	40850	武林盟声望商	14769	66734	1143212	方咏君
2153	194	40849	建宁铁卫声望商	14823	65456	1143226	上官柳燕
2154	194	40848	河东商会声望商	14343	64999	1143207	傅梅苏
2155	194	40854	太原联军声望商	14839	65871	1143234	纪云飞
2156	191	40879	龙城飞将声望商	52616	58127	1114035	陈风
2157	192	40880	烽火北望声望商	75772	64255	1110230	李建国
2158	200	43874	江南叶商行声望商	29328	22588	1119040	叶满统
2159	216	45660	阴山集市声望商	44315	63440	1079229	胡茹宁
2160	216	45661	觅宝会漠西部声望商	46121	63280	1079610	王苹仁
2161	217	47806	恶人谷细柳堂声望商	122756	55747	1071808	莫南
2162	217	47805	浩气盟新雨阁声望商	122925	32540	1074944	莫齐
2163	229	45955	隐贤居声望商	7726	26256	1051567	孔侑
2164	227	42803	白云会声望商	27313	3055	1051582	肃不牵
2165	228	46342	名僧会声望商	4713	7754	1063114	观持
2166	203	42323	觅音明心园声望商	8888	27966	1088690	陆玉荷
2167	220	44785	商会·玉带楼声望商	42887	34179	1144203	竺衣晨
2168	221	43745	源氏·狩魂组声望商	84349	76380	1142311	源七熏
2169	242	51505	凌云会声望商	20184	4211	1065219	宇文韶
2170	239	53593	郭子仪部·靖武声望商	60437	45611	1087964	郭曜
2171	239	53379	精金阁声望商	97007	94280	1139468	柳柒柒
2172	240	52176	洛阳光复联军·荡寇声望商	31165	9277	1084545	赵嵩志
2173	241	52057	洛阳光复联军·旌表声望商	34610	33455	1125027	赵嵩权
2174	262	56062	扬名擂声望商	25159	2547	1755307	张瑜歌
2175	263	55961	北山会·怒涛堂声望商	33824	16244	1186516	柳鞑康
2176	264	56034	北山会·弄影堂声望商	55312	30451	1248276	柳丰衣
2177	285	57375	五毒·圣蝎殿声望商	5047	53379	1063465	白落落
2178	292	59119	隐元会·天玄阁风部声望商	29737	22679	1047315	黄字贰伍
2179	283	57504	霸刀山庄·驭海堂声望商	10505	45090	1114785	柳实晖
2180	284	57876	独孤世家·九军声望商	108679	73437	1410960	独孤云
2181	239	58848	恶人谷惊风院声望商	52200	51115	1080112	洪芹
2182	239	58847	浩气盟霜雷殿声望商	75786	57273	1079095	陈珊
2183	298	60218	丐帮·忠义堂声望商	68717	55387	1304175	霍勤
2184	299	60802	霸刀山庄·止戈堂声望商	33267	11082	1075008	柳随风
2185	343	63114	侠客岛声望商	19435	6685	1048763	方隐
2186	339	63095	经首道源尹氏声望商	31473	15694	1115835	尹春雪
2187	337	63118	洞天福地康氏声望商	17494	3628	1058473	康红虹
2188	357	63092	渤海国声望商	30680	11625	1216321	王长海
2189	334	64377	恶人谷扬威殿声望商	38690	19961	1049856	杨凡
2190	334	64376	浩气盟镇远堂声望商	78521	12076	1049645	甄强
2191	341	63141	冰火岛声望商	21731	37593	1049081	洪于翔
2192	332	61877	康氏泥兰园声望商	66702	111219	1053924	康渊
2193	332	63754	侠客岛·姜氏声望商	66682	111917	1053924	云霞
2194	332	64460	贺氏商会声望商	66683	111515	1053924	贺全学
2195	332	64556	东海丐帮分舵声望商	66698	111731	1053924	杨偲彦
2196	364	65656	靖海盟声望商	14880	16343	1080251	康赞
2197	406	65598	周天哨声望商	18617	51274	1051111	方承文
2198	411	66089	东海霸王擂声望商	75496	34307	1063482	迷桑
2199	444	67945	佑海盟声望商	45526	57242	1086598	姜宁
2200	444	67864	浩气盟平涛阁声望商	49054	26936	1050622	柳子轩
2201	444	67865	恶人谷驭帆堂声望商	46621	17094	1049387	甄屠
2202	426	67884	南溟船队声望商	13754	59037	1049463	尹留之
2203	217	69148	大唐军马场声望商	95126	58589	1077248	赵石
2204	216	69161	石林马场声望商	83765	44332	1089600	小衡
2205	411	69155	霸王马场声望商	83837	98236	1090432	方圆
2206	332	69312		88960	99329	1049913	王吒
2207	6	67083	浪客行接引人	68582	62480	1052864	蒋玉凤
2208	108	67083	浪客行接引人	69872	68218	1072704	蒋玉凤
2209	332	67083	浪客行接引人	81247	99640	1052544	蒋玉凤
2210	194	67083	浪客行接引人	22842	61697	1133952	蒋玉凤
2211	239	69646	夏武查	49617	46878	1082782	夏武查
2212	444	67384	独孤九	65030	39707	1059477	独孤九
2213	419	68801	引命匣	71833	42343	1526732	引命匣
2214	156	70034	风云将变活动商店	46979	115226	1065152	杨润升
2215	330	69864	风云将变活动商店	61182	30824	1203008	柳刀刀
2216	330	69886	独孤狩	60918	32172	1203008	独孤狩
2217	156	70035	张威	47021	114990	1065152	张威
2218	156	70088	杨西平	47005	115574	1065152	杨西平
2219	6	99271	城邑集日活动接引人	73442	45182	1052864	沈剑心
2220	108	99271	城邑集日活动接引人	73538	70075	1070784	沈剑心
2221	194	99271	城邑集日活动接引人	26102	65295	1137536	沈剑心
2222	332	99271	城邑集日活动接引人	66273	105291	1052032	沈剑心
2223	455	99171	苑圃娘子	28665	8941	1057544	白六娘
2223	462	99171	苑圃娘子	28180	51377	2407724	白六娘
2223	471	99171	苑圃娘子	15499	19028	1058978	白六娘
2223	486	99171	苑圃娘子	15565	19113	1058844	白六娘
2224	455	99172	苑圃舍收花人	28461	8180	1057513	白两金
2225	455	99221	苑圃舍收花商	28446	8245	1057513	白晓妆
2226	455	99174	岭南兽王庄	29341	11663	1057807	思思
2227	455	70717	居业材料商	29568	7560	1057513	严小六
2228	455	70109	居业行掌柜	28901	9669	1057973	马实在
2229	455	99203	居业乡社人	28793	7854	1057536	马宝玉
2230	6	4706	帮会执事	93793	69636	1059179	玄字叁伍
2231	6	99337	“仲夏风月”兑换使者	70756	47223	1052096	田甜
2231	108	99337	“仲夏风月”兑换使者	73858	70977	1070784	田甜
2231	194	99337	“仲夏风月”兑换使者	25614	67463	1137536	田甜
2231	332	99337	“仲夏风月”兑换使者	66215	104356	1052032	田甜
2232	6	51446	“花灯寄心语”花灯商人	53036	42712	1050816	巧巧
2232	108	51446	“花灯寄心语”花灯商人	65961	83022	1079680	巧巧
2232	194	51446	“花灯寄心语”花灯商人	19340	65657	1141184	巧巧
2232	332	51446	“花灯寄心语”花灯商人	70073	72860	1054656	巧巧
2233	455	99170	园宅会赛物资商	29185	8936	1057565	阿壸
2234	108	99866	大唐幻夜成都接引人	72092	66851	1071872	兰铃
2235	6	99866	大唐幻夜扬州接引人	70927	45904	1052096	兰铃
2236	194	99866	大唐幻夜太原接引人	23443	66912	1137536	兰铃
2237	332	99866	大唐幻夜侠客岛接引人	66744	104219	1054016	兰铃
2238	6	100179	蒋金鳞	69754	63398	1052912	蒋金鳞
2239	6	99705	尹青羲	60324	81619	1053292	尹青羲
2240	21	100788	王辉	20572	7980	1062679	王辉
2241	21	100949	王荼	20516	7906	1062687	王荼
2242	21	99719	尹拓	20910	8730	1062612	尹拓
2243	21	100127	郭珠	20932	8672	1062624	郭珠
2244	6	99706	叶琦菲	60313	81476	1053292	叶琦菲
2245	474	100509	唐阙	18311	5325	1057088	唐阙
2246	475	100506	宗朗	30806	118165	1116288	宗朗
2247	488	100817	土行孙	48781	60721	1119296	土行孙
2248	473	100574	桑乔	126043	33143	1110592	桑乔
2249	333	51479	勤修不辍·打坐	112757	56729	1087616	打坐区域
2250	488	100967	浩气盟兴节殿	108868	51836	1112960	胡息潮
2251	473	51479	勤修不辍·打坐	99835	50674	1116160	打坐区域
