Name	TabType	ItemIndex	RandSeed	CountLimit	Durability	ReputeLevel	Price	RequireAchievementRecord	RequireLevel	IsValid	CoinType1	CoinAmount1	Contribution	Prestige	AchievementPoint	ItemType1	ItemIndex1	ItemCount1	MentorValue	RequireTitle	Justice	ExamPrint	ArenaAward	ActivityAward	RequireCorpsValue	MaskCorpsNeedToCheck	CanReturn	TongReputation	TongFund	RequireArenaLevel	RequireArenaLevelExcept2v2	Position	nPercentByGameDesign	BeginSellTime	PlayerRemoteDataPos	PlayerRemoteDataLength	PlayerBuyLimit
辕角棒	CustomWeapon	19263	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
修木双刀	CustomWeapon	19264	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
曙晖双刀	CustomWeapon	19265	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
荒西刀	CustomWeapon	19266	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
雁戎刀	CustomWeapon	19267	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
掩弦琴	CustomWeapon	19268	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
香静琴	CustomWeapon	19269	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
夜秋刀	CustomWeapon	19270	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
魂归灵伞	CustomWeapon	19271	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
楚天征鸿	CustomWeapon	23237	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
镂象魂灯	CustomWeapon	26329	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
仰止卷	CustomWeapon	30188	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
烟途卷	CustomWeapon	30189	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
藏剑武器·横笛楚山	Other	31731	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
风指禅杖	CustomWeapon	22015	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
苕华禅杖	CustomWeapon	22016	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
咏雩笔	CustomWeapon	22017	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
望峦笔	CustomWeapon	22018	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
据鞍枪	CustomWeapon	22019	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
道暨枪	CustomWeapon	22020	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
少微剑	CustomWeapon	22021	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
吟川剑	CustomWeapon	22022	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
忆眉双剑	CustomWeapon	22023	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
丰城双剑	CustomWeapon	22024	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
寄声笛	CustomWeapon	22025	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
除秽笛	CustomWeapon	22026	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
夜羽匣	CustomWeapon	22027	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
束竹匣	CustomWeapon	22028	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
酣眠棒	CustomWeapon	22031	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
桓山双刀	CustomWeapon	22032	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
同生双刀	CustomWeapon	22033	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
镇成刀	CustomWeapon	22034	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
朱衢刀	CustomWeapon	22035	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
展愤琴	CustomWeapon	22036	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
盈思琴	CustomWeapon	22037	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
昆岗刀	CustomWeapon	22038	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
寒练伞	CustomWeapon	22039	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
穹意链刃	CustomWeapon	23259	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
万影魂灯	CustomWeapon	26330	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
尚玄卷	CustomWeapon	30190	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
塞北卷	CustomWeapon	30191	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
藏剑武器·开顾相追	Other	32702	0	-1	-1	0	11900000			1						5	31318	1									1					近程武器	0.4				
寂历禅杖	CustomWeapon	22873	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
静理禅杖	CustomWeapon	22874	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
坠墨笔	CustomWeapon	22875	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
芄兰笔	CustomWeapon	22876	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
清瀚枪	CustomWeapon	22877	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
松声枪	CustomWeapon	22878	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
况清尘	CustomWeapon	22879	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
度灵关	CustomWeapon	22880	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
长庚初辉	CustomWeapon	22881	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
江介湫湄	CustomWeapon	22882	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
汍澜	CustomWeapon	22883	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
远别笛	CustomWeapon	22884	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
万象摧	CustomWeapon	22885	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
绝踪	CustomWeapon	22886	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
情无极	CustomWeapon	22889	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
晴月双刀	CustomWeapon	22890	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
同生双刀	CustomWeapon	22891	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
百山动	CustomWeapon	22892	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
风色寒	CustomWeapon	22893	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
行松声	CustomWeapon	22894	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
砚池声	CustomWeapon	22895	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
长雪刀	CustomWeapon	22896	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
荷芰伞	CustomWeapon	22897	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
幽墨链刃	CustomWeapon	22898	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
微月魂灯	CustomWeapon	26331	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
离亭卷	CustomWeapon	30192	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
南浦卷	CustomWeapon	30193	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
藏剑武器·紫检灵津	Other	33470	0	-1	-1	0	11900000			1						5	31319	1									1					近程武器	0.4				
浮生闲	CustomWeapon	24304	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
夜雪	CustomWeapon	24305	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
溪云沉	CustomWeapon	24306	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
远山暮	CustomWeapon	24307	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
战沧海	CustomWeapon	24308	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
镇江河	CustomWeapon	24309	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
梦白驹	CustomWeapon	24310	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
今日生	CustomWeapon	24311	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
花落春山	CustomWeapon	24312	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
飞鸿	CustomWeapon	24313	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
音尘绝	CustomWeapon	24314	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
风雨微尘	CustomWeapon	24315	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
兰生幽谷	CustomWeapon	24316	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
舟在江海	CustomWeapon	24317	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
人情世路	CustomWeapon	24320	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
天地万古	CustomWeapon	24321	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
人生百年	CustomWeapon	24322	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
关山不越	CustomWeapon	24323	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
长河霜寒	CustomWeapon	24324	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
琴剑江天	CustomWeapon	24325	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
弦弹夜月	CustomWeapon	24326	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
雪照衣	CustomWeapon	24327	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
碧涛秋瑟	CustomWeapon	24328	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
止水	CustomWeapon	24329	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
星衣魂灯	CustomWeapon	26332	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
相寻卷	CustomWeapon	30194	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
诗酒卷	CustomWeapon	30195	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
藏剑武器·广泽云中	Other	35536	0	-1	-1	0	11900000			1						5	31320	1									1					近程武器	0.4				
