TrackID	X	Y	Z
492	48956	34695	1119767
492	49154	34828	1120327
492	49329	34983	1121041
492	49496	35186	1121614
492	49633	35394	1122061
492	49708	35584	1122364
492	49788	35778	1122596
492	49862	35922	1122748
492	49938	36061	1122892
492	50042	36220	1123082
492	50135	36376	1123329
492	50198	36502	1123554
492	50304	36714	1123902
492	50399	36923	1124182
492	50425	37140	1124433
492	50431	37335	1124665
492	50427	37538	1124881
492	50424	37693	1125011
492	50422	37825	1125112
492	50427	38021	1125260
492	50432	38178	1125468
492	50435	38318	1125600
492	50459	38510	1125639
492	50467	38676	1125759
492	50495	38841	1125904
492	50540	39000	1126009
492	50604	39163	1126096
492	50699	39371	1126050
492	50786	39565	1125900
492	50881	39759	1125926
492	50959	39920	1126005
492	51052	40098	1126028
492	51150	40281	1126123
492	51255	40488	1126125
492	51378	40716	1125922
492	51489	40926	1125830
492	51603	41120	1125625
492	51730	41340	1125381
492	51917	41646	1125299
492	52037	41849	1125405
492	52172	42052	1125440
492	52363	42330	1125469
492	52504	42504	1125510
492	52643	42669	1125539
492	52794	42851	1125574
492	52927	43045	1125608
492	53031	43235	1125644
492	53114	43364	1125630
492	53268	43555	1125658
492	53421	43707	1125674
492	53586	43890	1125698
492	53796	44070	1125710
492	54009	44202	1125721
492	54232	44275	1125682
492	54481	44325	1125631
492	54721	44367	1125563
492	55003	44428	1125453
492	55252	44574	1125265
492	55503	44748	1124974
492	55734	45020	1124625
492	55974	45364	1124330
492	56130	45620	1124260
492	56257	45856	1124277
492	56364	46076	1124269
493	62434	76788	1202714
493	62255	76565	1204828
493	62022	76303	1207860
493	61556	75780	1212716
493	61412	75621	1213915
493	61340	75541	1214514
493	61252	75426	1215401
493	61164	75312	1216103
494	60323	74619	1213831
494	60331	74660	1216435
495	60361	76110	1247541
495	60383	76067	1248012
495	60392	76039	1248451
495	60414	76015	1248795
495	60426	75997	1249134
495	60438	75979	1249473
495	60448	75963	1249815
495	60458	75946	1250156
495	60473	75931	1250589
495	60483	75918	1250838
495	60498	75902	1251202
495	60515	75879	1251591
495	60540	75841	1251955
495	60563	75804	1252220
495	60581	75782	1252362
495	60594	75763	1252479
496	61626	74765	1174433
496	61638	74743	1174433
496	61453	74696	1175008
496	61361	74672	1175296
496	61269	74649	1175584
496	61172	74623	1175822
496	61076	74597	1175509
496	61039	74588	1175045
496	61002	74579	1174582
496	60923	74560	1173416
496	60844	74541	1172251
497	56588	95155	1055520
497	56552	95099	1055415
497	56501	95040	1055281
497	56451	95015	1055266
498	61063	75340	1193831
498	61473	75728	1194093
498	61883	76138	1194742
498	62159	76391	1195401
498	62425	76669	1196872
498	62530	76777	1197443
498	62655	76915	1198237
498	62796	77049	1199254
498	62872	77211	1199322
499	62743	77114	1199544
499	62628	76981	1200835
499	62523	76871	1201979
500	1909	16724	1112044
500	1953	16733	1115611
500	1987	16777	1119179
500	1930	16826	1124176
500	1971	16804	1129174
500	1961	16783	1133582
500	1957	16795	1138019
500	1972	16747	1142398
500	1900	16759	1146200
500	1912	16859	1149131
501	41348	42853	1055400
501	41483	43372	1055876
501	41527	43519	1055964
501	41630	43768	1056198
501	41710	44039	1056544
501	41803	44354	1056963
501	41840	44522	1057171
501	41887	44714	1056989
501	41929	44847	1057221
501	41963	45034	1057581
501	41967	45301	1058188
501	41950	45653	1059187
501	41927	46016	1060429
501	41905	46407	1061954
501	41823	46984	1064423
501	41636	47524	1066932
501	41212	48233	1070714
501	40704	48833	1074273
501	40269	49152	1075983
501	39804	49392	1077203
501	39382	49674	1078155
501	39163	49988	1078692
501	38928	50605	1078657
501	38834	51020	1078326
501	38679	51454	1077627
501	37938	53244	1073713
501	37410	54176	1072105
501	37001	54758	1071243
501	36543	55363	1069045
501	36153	55853	1067604
501	35734	56339	1066969
501	35315	56826	1066735
501	34711	57424	1066467
501	34230	57807	1066398
501	33744	58073	1066211
501	33258	58340	1064992
501	31849	59110	1062318
501	29613	60185	1058867
501	28611	60249	1057965
501	27590	60318	1057140
501	26664	60512	1056516
501	25643	61118	1056432
501	24875	61844	1056500
501	24353	62608	1056212
501	24187	62871	1055623
501	23978	63166	1054970
501	23759	63362	1054559
502	15989	16713	1051679
502	16363	17062	1051820
502	16767	17639	1051934
502	16981	17984	1052197
502	17517	18173	1052325
502	17859	18462	1052779
502	18107	18945	1053341
502	18423	19640	1053229
502	18443	20129	1053175
503	61166	59944	1147979
503	61491	59988	1147832
503	61751	60199	1147828
503	61933	60382	1148033
503	62108	60557	1148205
503	62325	60772	1148506
503	62528	60916	1148871
503	62700	61033	1149092
503	62857	61140	1149327
503	63011	61359	1149551
503	63083	61543	1149885
503	63153	61713	1150218
503	63197	61874	1150622
503	63153	62121	1151506
503	63102	62238	1151873
503	63028	62365	1152571
503	62948	62506	1153172
503	62854	62629	1153656
503	62767	62736	1154067
503	62677	62815	1154302
503	62581	62896	1154659
503	62485	62998	1155027
503	62398	63128	1155373
503	62305	63248	1155698
503	62262	63399	1155972
503	62227	63548	1156254
503	62191	63688	1156521
503	62157	63827	1156735
503	62117	63960	1156954
503	62085	64095	1157212
503	62046	64225	1157440
503	61996	64364	1157797
503	61919	64499	1158026
503	61858	64610	1158284
503	61768	64747	1158495
503	61671	64884	1158733
503	61574	65026	1158965
503	61482	65145	1159155
503	61402	65336	1159315
503	61497	65512	1159388
503	61607	65672	1159405
503	61683	65801	1159379
503	61770	65910	1159333
503	61873	66031	1159151
503	61960	66164	1159020
503	62059	66317	1158776
503	62128	66482	1158655
503	62154	66635	1158648
503	62140	66783	1158656
503	62089	66921	1158656
504	56427	46664	1124283
504	56490	46831	1124278
504	56556	47004	1124280
504	56612	47206	1124315
504	56656	47345	1124339
504	56693	47504	1124351
504	56748	47692	1124397
504	56783	47864	1124491
504	56839	48056	1124665
504	56906	48262	1124903
504	56995	48411	1125128
504	57105	48583	1125449
504	57178	48713	1125735
504	57289	49009	1126380
504	57338	49131	1126680
504	57418	49299	1127125
504	57492	49459	1127474
504	57557	49608	1127831
504	57610	49741	1128178
504	57665	49871	1128562
504	57723	50017	1128965
504	57795	50205	1129450
504	57849	50371	1129945
504	57910	50520	1130506
504	57993	50684	1131115
504	58057	50827	1131608
504	58102	50973	1132138
504	58170	51169	1132865
504	58222	51343	1133427
504	58260	51482	1133853
504	58303	51636	1134290
504	58336	51785	1134680
504	58367	51962	1135178
504	58398	52122	1135678
504	58405	52228	1136019
504	58415	52363	1136456
504	58433	52563	1137093
504	58456	52694	1137516
504	58465	52780	1137780
504	58491	52925	1138205
504	58526	53085	1138599
504	58582	53281	1139095
504	58646	53445	1139531
504	58729	53602	1139981
504	58833	53771	1140464
504	58942	53905	1140882
504	59045	54026	1141277
504	59155	54187	1141775
504	59242	54314	1142121
504	59322	54442	1142432
504	59402	54572	1142627
504	59490	54700	1142895
504	59581	54811	1143077
504	59689	54930	1143315
504	59795	55033	1143571
504	59899	55164	1143863
504	60011	55291	1144082
504	60111	55429	1144277
504	60199	55525	1144332
504	60307	55639	1144474
504	60445	55793	1144597
504	60530	55965	1144794
504	60551	56111	1144976
504	60565	56299	1145199
504	60569	56474	1145246
504	60574	56613	1145274
504	60571	56760	1145333
504	60579	56943	1145368
504	60598	57211	1145482
504	60619	57410	1145635
504	60643	57582	1145900
504	60665	57761	1146231
504	60685	57925	1146556
504	60703	58073	1146769
504	60716	58215	1146776
504	60730	58378	1146722
504	60755	58556	1146788
504	60781	58744	1146797
504	60814	58977	1146897
504	60854	59191	1147172
504	60935	59561	1147399
504	61032	59849	1147661
505	60945	59892	1147800
505	60842	59820	1147719
505	60725	59770	1147670
505	60600	59745	1147617
505	60472	59740	1147610
505	60345	59751	1147658
505	60220	59773	1147758
505	60096	59802	1147875
505	59974	59837	1147942
505	59822	59883	1148089
505	59700	59919	1148251
505	59577	59952	1148298
505	59341	60010	1148354
505	59059	60078	1148420
505	58862	60131	1148464
505	58704	60179	1148499
505	58568	60228	1148532
505	58446	60278	1148556
505	58242	60375	1148586
505	57941	60540	1148623
505	57622	60737	1148672
505	57274	60976	1148717
505	56875	61278	1148755
505	56427	61640	1148924
505	56111	61914	1149012
505	55827	62179	1149060
505	55569	62439	1149005
505	55336	62695	1148962
505	55135	62936	1148896
505	55048	63052	1148877
505	54956	63187	1148863
505	54850	63357	1148851
505	54676	63659	1148830
505	54537	63897	1148807
505	54437	64056	1148797
505	54110	64539	1148780
505	53675	65161	1148891
505	53310	65652	1149400
505	52968	66078	1149513
505	52328	66876	1149818
505	51955	67306	1149871
505	51646	67619	1149807
505	51359	67868	1149742
505	51086	68066	1149792
505	50976	68132	1149815
505	50862	68190	1149803
505	50744	68240	1149761
505	50611	68289	1149733
505	50443	68343	1149715
505	50178	68419	1149677
505	49954	68483	1149629
505	49438	68642	1149663
505	48543	68835	1149612
505	47648	69028	1148845
505	46702	69229	1147891
505	45757	69430	1146938
505	44736	69789	1146183
505	43952	70216	1145940
505	43324	70722	1146062
505	42743	71390	1146529
505	42104	72386	1145580
505	41077	74296	1143877
505	40430	75301	1143780
505	40157	75636	1143845
505	39834	75969	1143940
505	39262	76520	1144049
505	38961	76838	1144176
505	38750	77102	1144297
505	38588	77347	1144370
505	38325	77883	1144375
505	37766	78807	1144069
505	37434	79433	1144094
505	37326	80141	1144118
505	37328	81288	1144460
505	37331	82435	1144446
505	37157	83624	1144459
505	36982	84814	1144799
505	36873	85880	1144866
505	36819	86414	1145920
505	36764	86947	1146228
505	36738	87790	1145959
505	36713	88632	1145031
505	36731	89201	1144435
505	36768	89536	1144281
505	36841	89986	1144261
505	36965	90663	1144339
505	37022	91057	1144326
505	37041	91249	1144314
505	37048	91376	1144309
505	37053	91504	1144309
505	37057	91682	1144309
505	37060	91852	1144305
506	39815	18470	1049357
506	37838	19218	1048601
506	35951	19469	1048518
506	34737	20184	1048523
506	33102	20897	1048611
506	31520	21454	1048584
506	30101	21981	1048754
506	29531	21764	1048864
506	28888	21136	1048904
506	28156	20224	1049159
506	27790	19575	1049503
506	27633	19002	1049384
506	27627	17834	1049628
506	28172	16429	1049568
506	29364	14227	1050323
506	29906	13214	1050240
506	30433	12403	1049998
506	31030	11793	1049609
506	31547	11588	1049522
506	31987	11661	1049228
506	32403	11904	1048913
506	33416	12682	1048660
506	34336	13201	1048592
506	35415	13694	1048655
506	36750	14316	1048804
506	37971	15010	1049364
506	39402	16117	1050013
506	40106	16406	1050289
506	40891	16584	1050369
506	41778	16671	1050487
506	42857	16728	1052355
507	56624	46127	1124247
507	56795	46057	1124309
507	56944	45998	1124448
507	57125	45924	1124710
507	57327	45857	1125097
507	57519	45811	1125501
507	57722	45784	1125867
507	57928	45782	1126147
507	58135	45783	1126324
507	58394	45760	1126483
507	58724	45649	1126709
507	58999	45488	1126988
507	59356	45291	1127418
507	59742	45089	1128002
507	60119	44909	1128623
507	60497	44737	1129206
507	60828	44580	1129574
507	61188	44438	1130206
507	61526	44354	1129851
507	61922	44302	1129931
507	62397	44450	1129251
507	62698	44647	1128951
507	62979	44900	1128596
507	63169	45170	1128143
507	63297	45400	1127753
507	63416	45618	1127328
507	63534	45832	1126903
507	63675	46094	1126387
507	63823	46351	1125749
507	63996	46620	1125083
507	64159	46881	1124410
507	64318	47128	1123723
507	64486	47373	1123042
507	64659	47627	1122357
507	64866	47923	1121557
507	65104	48232	1120797
507	65324	48501	1120203
507	65589	48803	1119539
507	66023	49255	1118554
507	66394	49628	1117797
507	66787	49990	1117009
507	67212	50355	1116172
507	67683	50742	1115302
507	68292	51219	1114261
507	68781	51548	1113539
507	69044	51711	1113783
507	69236	51834	1113961
507	69414	51946	1113489
507	69661	52086	1112120
507	69886	52190	1111368
507	70102	52274	1111129
507	70349	52377	1110865
507	70690	52512	1110388
507	71039	52642	1109966
507	71289	52746	1109676
507	71525	52849	1109398
507	71835	53012	1109048
507	72148	53203	1108702
507	72497	53422	1108328
507	72745	53607	1108054
507	72956	53766	1107836
507	73209	53968	1107570
507	73471	54168	1107236
507	73839	54446	1106800
507	74294	54771	1106278
507	74669	54966	1105888
507	75094	55116	1105461
507	75526	55235	1105120
507	75909	55390	1104787
507	76283	55603	1104446
507	76620	55822	1104142
507	76919	56020	1103873
507	77303	56276	1103546
507	77652	56518	1103267
507	77995	56750	1103017
507	78305	56959	1102815
507	78633	57180	1102691
507	78890	57345	1102493
507	79198	57476	1102359
507	79564	57539	1102217
507	79962	57568	1102074
507	80248	57570	1101977
507	80713	57565	1101820
507	81048	57565	1101709
507	81266	57571	1101638
507	81541	57577	1101548
507	81965	57632	1101485
508	82192	57727	1101348
508	82479	58020	1101334
508	82530	58430	1101477
508	82480	58809	1101618
508	82364	59284	1101869
508	82180	59756	1102297
508	81916	60302	1103047
508	81598	60853	1104005
508	81388	61179	1104624
508	81101	61497	1105378
508	80820	61752	1106097
508	80499	61891	1106803
508	80191	61920	1107486
508	79909	61932	1108131
508	79646	61959	1108723
508	79303	62050	1109627
508	79023	62231	1110497
508	78766	62451	1111391
508	78598	62686	1112200
508	78451	62959	1112734
508	78341	63252	1113530
508	78319	63488	1114243
508	78335	63818	1115149
508	78335	64108	1115705
508	78333	64367	1116269
508	78330	64613	1116670
508	78344	64871	1117124
508	78378	65129	1117534
508	78444	65338	1118111
508	78525	65582	1118605
508	78611	65840	1119052
508	78686	66077	1119463
508	78762	66302	1119904
508	78871	66523	1120378
508	78978	66761	1120873
508	79077	66978	1121320
508	79179	67181	1121819
508	79259	67358	1122219
508	79340	67552	1122671
508	79416	67716	1123047
508	79477	67851	1123365
508	79543	68022	1123769
508	79606	68207	1124205
508	79678	68418	1124681
508	79771	68672	1125221
508	79888	68961	1125623
508	79980	69183	1126142
508	80075	69380	1126519
508	80171	69560	1126836
508	80271	69717	1127113
508	80382	69893	1127438
508	80473	70066	1127771
508	80552	70272	1128168
508	80620	70496	1128599
508	80689	70766	1129031
508	80741	71008	1129324
508	80768	71278	1129576
508	80791	71549	1129861
508	80811	71930	1130293
508	80826	72289	1130721
508	80834	72653	1131208
508	80825	73068	1131811
508	80831	73399	1132219
508	80821	73635	1132607
508	80795	73813	1132872
508	80713	74028	1133137
508	80614	74221	1133379
508	80522	74398	1133636
508	80429	74636	1133874
508	80350	74946	1133998
508	80307	75282	1134108
508	80283	75588	1134212
508	80258	75979	1134452
508	80236	76350	1134715
508	80209	76740	1134662
508	80189	77082	1134629
508	80190	77357	1134643
508	80201	77580	1134687
508	80211	77819	1134705
508	80246	78111	1134733
508	80276	78401	1134792
508	80303	78629	1134930
508	80324	78906	1135006
508	80306	79259	1134939
508	80242	79517	1134776
508	80191	79849	1134628
508	80182	80154	1134540
508	80209	80561	1134439
508	80291	80909	1134473
508	80403	81181	1134481
508	80565	81458	1134536
508	80808	81713	1134796
508	81183	82067	1135210
508	81388	82208	1135444
508	81586	82361	1135671
508	81815	82552	1135885
508	82062	82712	1136013
508	82301	82795	1136127
508	82503	82825	1136341
508	82738	82889	1136425
508	83031	83090	1136339
508	83182	83373	1136185
508	83249	83614	1135928
508	83283	83879	1135788
508	83320	84105	1135650
508	83354	84357	1135586
508	83437	84666	1135489
508	83575	84953	1135086
508	83776	85205	1134788
508	83965	85358	1134812
508	84220	85559	1134864
508	84452	85708	1134904
508	84680	85861	1134764
508	84902	85980	1134761
508	85109	86137	1134774
508	85300	86322	1134616
508	85410	86524	1134539
508	85456	86763	1134419
508	85442	86999	1134392
508	85433	87209	1134376
508	85435	87494	1134387
509	60614	75717	1252149
509	60624	75703	1251918
509	60627	75694	1251802
509	60630	75684	1251687
509	60636	75665	1251455
509	60643	75647	1251224
509	60650	75634	1251085
509	60658	75621	1250946
509	60667	75604	1250661
509	60671	75595	1250518
509	60676	75587	1250376
509	60685	75570	1250091
509	60690	75562	1249949
509	60696	75551	1249652
509	60699	75545	1249504
509	60702	75539	1249355
509	60708	75528	1249058
509	60711	75522	1248910
509	60714	75516	1248762
509	60719	75505	1248465
509	60725	75494	1248168
509	60731	75482	1247871
509	60734	75477	1247723
509	60737	75471	1247574
510	60739	75463	1246868
510	60740	75461	1246768
510	60741	75459	1246669
510	60742	75455	1246470
510	60743	75453	1246370
510	60744	75451	1246271
510	60751	75434	1245475
510	60766	75400	1243883
510	60778	75365	1242291
510	60790	75320	1240763
510	60804	75277	1239236
510	60807	75245	1238106
510	60812	75212	1236976
510	60804	75190	1235557
510	60809	75156	1234138
510	60813	75129	1232719
510	60821	75105	1231300
511	60831	75109	1230286
511	60831	75107	1230205
511	60831	75106	1230124
511	60831	75104	1230044
511	60832	75100	1229882
511	60832	75096	1229721
511	60833	75089	1229398
511	60834	75082	1229075
511	60836	75067	1228429
511	60837	75059	1228106
511	60838	75052	1227783
511	60842	75022	1226491
511	60847	74993	1225200
511	60855	74939	1222617
511	60864	74884	1220034
511	60868	74856	1218742
511	60872	74829	1217450
511	60876	74801	1216159
511	60880	74774	1214867
511	60888	74719	1212284
511	60897	74665	1209701
511	60905	74610	1207118
511	60914	74556	1204535
511	60922	74501	1201952
511	60923	74494	1199976
511	60924	74488	1198000
511	60924	74484	1196394
511	60924	74482	1195592
511	60931	74466	1193516
511	60939	74450	1191441
511	60947	74434	1189365
511	60950	74426	1188328
511	60954	74418	1187290
512	60948	74412	1186574
512	60972	74381	1184346
512	60996	74350	1182118
512	61020	74319	1179890
512	61044	74288	1177662
512	61068	74257	1175434
512	61092	74226	1173206
512	61101	74212	1171640
513	61630	74863	1174433
513	61592	74926	1174766
513	61555	74990	1175100
513	61520	75043	1175394
513	61486	75097	1175688
514	61105	74203	1170332
514	61106	74207	1169581
514	61106	74209	1167910
515	60877	75929	1180805
515	60858	75881	1181521
515	60838	75833	1182238
515	60819	75785	1182954
516	70027	28485	1066413
516	69926	28494	1066328
516	69821	28502	1066359
516	69677	28514	1066377
516	68954	28580	1066188
517	70208	28438	1067047
517	70087	28472	1068082
517	69966	28496	1068873
517	69814	28534	1069830
517	69511	28610	1071539
517	69207	28686	1072777
517	68904	28762	1073357
517	68600	28838	1073744
517	68297	28914	1073827
517	67748	29049	1073771
517	67747	29040	1073773
518	82078	57655	1101425
518	82151	57693	1101339
518	82513	58108	1101360
518	82723	58319	1101417
518	82857	58447	1101438
518	83020	58604	1101467
518	83285	58868	1101515
518	83603	59176	1101439
518	84055	59428	1101189
518	84509	59626	1101480
518	84839	59790	1101585
518	85136	59983	1100578
518	85532	60207	1099415
518	86044	60477	1098336
518	86558	60776	1097668
518	86921	60976	1096847
518	87826	61078	1095549
518	88519	61074	1094504
518	89022	60929	1094252
518	89312	60837	1094069
518	89578	60632	1093221
518	89763	60449	1093129
518	89979	60186	1093216
518	90149	59985	1093294
518	90393	59701	1093409
518	90685	59388	1093616
518	90876	59180	1093766
518	91120	58901	1094019
518	91488	58499	1094529
518	91923	58017	1095254
518	92282	57654	1095908
518	92566	57344	1096528
518	92903	56976	1097326
518	93135	56713	1097945
518	93625	56165	1099443
518	94109	55654	1101094
518	94405	55343	1102185
518	94762	54988	1103658
518	94907	54818	1104297
518	95140	54569	1105299
518	95363	54313	1106346
518	95493	54169	1106941
518	95778	53842	1108282
518	95908	53694	1109088
518	96059	53513	1109921
518	96210	53280	1110932
518	96307	53076	1111212
518	96398	52871	1111383
518	96553	52383	1111905
518	96666	51999	1112633
518	96844	51358	1113393
518	97137	50817	1113887
518	97319	50511	1114152
518	97508	50226	1114355
518	97747	49877	1114403
518	97945	49565	1114449
518	98217	49200	1114598
518	98475	48859	1115154
518	98794	48497	1115805
518	99049	48218	1116312
518	99322	47948	1116890
518	99577	47710	1117699
518	99784	47548	1118310
518	100051	47365	1119055
518	100292	47190	1119745
518	100576	46991	1120530
518	100844	46802	1121187
518	101057	46635	1121692
518	101274	46456	1122261
518	101475	46271	1122851
518	101778	46001	1123668
518	102110	45692	1124600
518	102330	45498	1125199
518	102545	45320	1125769
518	102719	45151	1126241
518	102856	44990	1126521
518	102970	44786	1126863
518	103096	44527	1127195
518	103194	44307	1127484
518	103299	44048	1127597
518	103343	43774	1127155
518	103322	43299	1126444
518	103248	42969	1126197
518	103132	42616	1125435
518	103025	42297	1124741
518	102904	42069	1124237
518	102740	41773	1123494
518	102590	41565	1122806
518	102386	41288	1121884
518	102036	41022	1120698
518	101753	40850	1119971
518	101510	40705	1119352
518	101276	40581	1118764
518	101058	40484	1118220
518	100844	40407	1117724
518	100641	40313	1117237
518	100419	40196	1116571
518	100217	40046	1115949
518	100037	39798	1115320
518	99912	39499	1115189
518	99887	39204	1114593
518	100056	38999	1114282
518	100188	38784	1113902
518	100285	38584	1112999
518	100417	38378	1112464
518	100513	38145	1112259
518	100581	37855	1111851
518	100627	37648	1111911
518	100728	37205	1112135
518	100771	36964	1112271
518	100837	36721	1112430
518	100887	36519	1112688
518	100963	36134	1113087
518	101044	35791	1113534
518	101137	35460	1113908
518	101198	35174	1114446
518	101232	34982	1114757
518	101275	34764	1115136
518	101351	34389	1115892
518	101441	33980	1116773
518	101517	33630	1117630
518	101574	33383	1118263
518	101610	33207	1118779
518	101663	32927	1119550
518	101732	32635	1120323
518	101795	32356	1121182
518	101850	32140	1122008
518	101902	31940	1122638
518	101965	31683	1123594
518	102026	31457	1124429
518	102074	31266	1125227
518	102146	30996	1125673
518	102195	30841	1125967
518	102243	30686	1126047
518	102371	30332	1126909
518	102407	30178	1126980
518	102627	29624	1128477
518	102709	29329	1128737
518	102767	28991	1128790
518	102780	28713	1129268
518	102793	28434	1129948
518	102806	28155	1130656
518	102806	27925	1131326
518	102805	27695	1132001
518	102804	27464	1132485
518	102822	27184	1133022
518	102842	26993	1133500
518	102861	26803	1134059
518	102895	26632	1134573
518	102929	26461	1135085
518	103063	26044	1136195
518	103196	25627	1137149
518	103269	25306	1137665
518	103432	24476	1139354
519	42133	17598	1049936
519	40642	18366	1049600
519	37590	19180	1048597
519	35412	20018	1048515
519	34159	20552	1048637
519	32373	20945	1048625
519	31147	21418	1048585
519	30333	21956	1048738
519	29626	21868	1048891
519	28393	20907	1048797
519	27926	20378	1049161
519	27507	19734	1049089
519	27282	18828	1049275
519	27302	17734	1049641
519	27520	16903	1049891
519	27955	15917	1049402
519	28492	15211	1049446
519	29146	14178	1050140
519	29707	13240	1050083
519	30351	12245	1049785
519	30882	11757	1049709
519	31508	11749	1049602
519	32046	12054	1049226
519	33626	13297	1048713
519	34834	13971	1048601
519	35889	14569	1048999
519	37678	15284	1049532
519	38728	15690	1049484
519	39777	16097	1050319
519	40469	16406	1050417
519	41593	16806	1050487
519	42321	16970	1050704
520	25078	36146	1095214
520	25479	36071	1095000
520	25792	36003	1094840
520	26099	35914	1094811
520	26397	35799	1094681
520	26689	35670	1094596
520	26983	35543	1094527
520	27283	35433	1094375
520	27589	35337	1094069
520	27893	35239	1093931
520	28193	35129	1094003
520	28497	35029	1094070
520	28800	34928	1094172
520	29095	34803	1094203
520	29366	34635	1094195
520	29584	34403	1094173
520	29720	34115	1094200
520	29824	33813	1094266
520	29953	33521	1094272
520	30128	33253	1094232
520	30337	32950	1094202
520	30543	32676	1094020
520	30748	32432	1093892
520	30970	32202	1093830
520	31210	31992	1093558
520	31475	31813	1093573
520	31770	31689	1093519
520	32075	31593	1093471
520	32377	31490	1093655
520	32661	31348	1093938
520	32922	31172	1094275
520	33169	30981	1094607
520	33412	30784	1094940
520	33662	30590	1095306
520	33914	30396	1095664
520	34166	30199	1095999
520	34428	30016	1096259
520	34706	29860	1096453
520	34993	29725	1096951
520	35291	29619	1097245
520	35600	29551	1097613
520	35915	29520	1097991
520	36232	29514	1098392
520	36549	29528	1098697
520	36916	29556	1099093
520	37259	29588	1099484
520	37577	29630	1100015
520	37936	29690	1100781
520	38374	29777	1101328
520	38833	29876	1102003
520	39137	29945	1102519
520	39438	30025	1103071
520	39733	30129	1103755
520	40020	30255	1104290
520	40297	30404	1104830
520	40554	30585	1105130
520	40769	30812	1105667
520	40977	31046	1106230
520	41182	31282	1106598
520	41296	31576	1107083
520	41369	31883	1107551
520	41449	32188	1107961
520	41516	32494	1108486
520	41514	32808	1109153
520	41455	33117	1109590
520	41407	33428	1109950
520	41400	33741	1110356
520	41439	34051	1110827
520	41517	34353	1111336
520	41619	34648	1111863
520	41772	35054	1112757
520	41869	35346	1113538
520	41940	35643	1114377
520	41967	35940	1115268
520	41962	36236	1116124
520	41943	36536	1116987
520	41927	36844	1117865
520	41913	37165	1118620
520	41896	37480	1119351
520	41874	37796	1119493
520	41844	38113	1119257
520	41805	38429	1119035
520	41753	38745	1118842
520	41689	39057	1118753
520	41615	39366	1118723
520	41533	39674	1118846
520	41450	39983	1118972
520	41367	40292	1119053
520	41270	40597	1119066
520	41142	40890	1119045
520	40975	41163	1118964
520	40779	41415	1118935
520	40565	41653	1118886
520	40326	41898	1118907
520	40101	42125	1118975
520	39878	42354	1118797
520	39643	42569	1119001
520	39408	42783	1119575
520	39191	43013	1119960
520	39015	43273	1120413
520	38879	43555	1120930
520	38744	43836	1121522
520	38569	44093	1122101
520	38349	44313	1122522
520	38103	44503	1122888
520	37825	44652	1123247
520	37518	44738	1123486
520	37203	44747	1123312
520	36894	44718	1122783
520	36585	44687	1122277
520	36271	44691	1121604
520	35958	44746	1121040
520	35648	44827	1120697
520	35343	44922	1120671
520	35039	45020	1120737
520	34735	45110	1120739
520	34431	45194	1120412
520	34130	45281	1119958
520	33837	45385	1119111
520	33557	45513	1118431
520	33292	45655	1117687
520	33040	45810	1116880
520	32797	45981	1115954
520	32564	46172	1114978
520	32340	46389	1114034
520	32138	46635	1113738
520	31967	46905	1113669
520	31832	47195	1114426
520	31732	47497	1114624
520	31652	47805	1114658
520	31574	48114	1114726
520	31484	48420	1114825
520	31233	49261	1114685
520	30923	50275	1114774
520	30679	50977	1114882
520	30450	51545	1114599
520	30102	52303	1114368
520	29706	53127	1114589
520	29449	53688	1115044
520	29216	54246	1115688
520	28919	54995	1116403
520	28521	55989	1117687
520	28284	56534	1118456
520	27947	57241	1119526
520	27651	57866	1120444
520	27457	58314	1121095
520	27181	59023	1122006
520	26784	60077	1123120
520	26555	60622	1123686
520	26082	61817	1125267
520	25645	62891	1126870
520	25315	63532	1128051
520	24986	64027	1129164
520	24676	64391	1129865
520	24415	64571	1130086
520	24118	64689	1130207
520	23816	64794	1130285
520	23531	64934	1130563
520	23325	65160	1131205
520	23281	65447	1132169
520	23357	65721	1133269
520	23458	65983	1134505
520	23525	66253	1135857
520	23522	66537	1137122
520	23499	66844	1138141
520	23455	67158	1138465
520	23379	67469	1138108
520	23261	67765	1138049
520	23087	68030	1138669
520	22880	68251	1139628
520	22662	68445	1140567
520	22409	68652	1141555
521	7540	59298	1119115
521	7523	59590	1118331
521	7539	60030	1118588
521	7614	60393	1118787
521	7742	60711	1119095
521	7903	60946	1119589
521	8129	61141	1119949
521	8351	61358	1120391
521	8524	61637	1120784
521	8658	61905	1121070
521	8877	62248	1121419
521	9142	62636	1121472
521	9517	63054	1121451
521	9746	63470	1121600
521	9883	64156	1122139
521	10007	65046	1122837
521	10037	65499	1123183
521	10067	65952	1123530
521	10000	66264	1123804
521	9856	67893	1124077
521	9701	68170	1124332
521	9471	68403	1124424
521	9140	68586	1124675
521	8821	68592	1124975
521	8480	68563	1125833
521	8158	68517	1126653
521	7846	68344	1127683
522	14349	24831	1047103
522	15064	23955	1048001
522	16229	23297	1048608
522	17520	22990	1048516
522	18588	22814	1048990
522	19441	22672	1048863
522	22927	21464	1048703
522	24755	20942	1048714
522	26443	20587	1048748
522	27836	20727	1048808
522	29050	21280	1048860
522	29660	21822	1048856
522	30149	21901	1048721
522	30600	21784	1048644
522	32303	21121	1048597
522	34142	20496	1048619
522	36811	19422	1048546
522	38726	18890	1048834
523	35042	28877	1049222
523	35179	27696	1048866
523	35252	26309	1048771
523	35342	25195	1049042
523	35507	23967	1049484
523	35772	23251	1049817
