NodeID	Description	MapID	CityID	Camp	TongID	NeedOpen	WorldRoadTrackEnd	ScriptFile	X	Y	Z	IdleFrame	MinLevel	MaxLevel	StartWaitFrame1	EndWaitFrame1	SwitchWaitFrame1	StartWaitFrame2	EndWaitFrame2	SwitchWaitFrame2	StartWaitFrame3	EndWaitFrame3	SwitchWaitFrame3	StartWaitFrame4	EndWaitFrame4	SwitchWaitFrame4	StartWaitFrame5	EndWaitFrame5	SwitchWaitFrame5	StartWaitFrame6	EndWaitFrame6	SwitchWaitFrame6
716	门派活动_天策_2号围场始	11	716	0	0	0	0	scripts\Traffic\降低车费.lua	43307	16951	1052261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717	门派活动_天策_2号围场终	11	717	0	0	0	0	scripts\Traffic\降低车费.lua	13885	25879	1046303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
718	门派活动_天策_3号围场起	11	718	0	0	0	0	scripts\Traffic\降低车费.lua	43304	16881	1052261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
719	门派活动_天策_1号围场终	11	719	0	0	0	0	scripts\Traffic\降低车费.lua	34793	30085	1049002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	门派活动_天策_1号围场始	11	720	0	0	0	0	scripts\Traffic\降低车费.lua	43305	16995	1052239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721	门派活动_天策_3号围场终	11	721	0	0	0	0	scripts\Traffic\降低车费.lua	24013	15691	1049553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	门派活动_天策_4号围场起	11	722	0	0	0	0	scripts\Traffic\降低车费.lua	43303	16807	1052261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	门派活动_天策_4号围场终	11	723	0	0	0	0	scripts\Traffic\降低车费.lua	41546	12039	1050508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724	去看大臭脸	150	724	0	0	0	0	scripts\Traffic\降低车费.lua	60390	76473	1247033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
725	大臭脸	150	725	0	0	0	0	scripts\Traffic\降低车费.lua	57261	78900	1227827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
726	往生涧	150	726	0	0	0	0	scripts\Traffic\降低车费.lua	52760	102313	1062620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
727	QTE起点	150	727	0	0	0	0	scripts\Traffic\降低车费.lua	56239	94949	1055379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728	QTE第二段蓄力起跳	150	728	0	0	0	0	scripts\Traffic\降低车费.lua	57856	93063	1052298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	QTE第二段落地侧跑	150	729	0	0	0	0	scripts\Traffic\降低车费.lua	60274	92411	1063274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730	QTE第二段侧跑中段	150	730	0	0	0	0	scripts\Traffic\降低车费.lua	59173	92370	1064565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	QTE第二段下滑	150	731	0	0	0	0	scripts\Traffic\降低车费.lua	57605	92313	1066542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	QTE第五段蓄力起跳	150	732	0	0	0	0	scripts\Traffic\降低车费.lua	55209	91836	1100969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733	QTE第三段蓄力起跳	150	733	0	0	0	0	scripts\Traffic\降低车费.lua	56616	92728	1065309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	QTE第四段蓄力起跳	150	734	0	0	0	0	scripts\Traffic\降低车费.lua	55934	92192	1081411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	QTE第五段准备侧翻	150	735	0	0	0	0	scripts\Traffic\降低车费.lua	55912	91864	1114298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	QTE第五段加速跑	150	736	0	0	0	0	scripts\Traffic\降低车费.lua	56284	92408	1080237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	QTE第六段蓄力跳	150	737	0	0	0	0	scripts\Traffic\降低车费.lua	58568	92176	1081191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
738	QTE第六段最后的酷跑	150	738	0	0	0	0	scripts\Traffic\降低车费.lua	63308	101390	1125333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739	QTE第六段最后的小跳	150	739	0	0	0	0	scripts\Traffic\降低车费.lua	64631	101140	1126132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740	QTE第六段结束	150	740	0	0	0	0	scripts\Traffic\降低车费.lua	64697	100575	1132129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741	QTE第一段跑步结束	150	741	0	0	0	0	scripts\Traffic\降低车费.lua	57812	93114	1052373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742	QTE第三段结束	150	742	0	0	0	0	scripts\Traffic\降低车费.lua	55932	92201	1081407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	QTE第二段结束	150	743	0	0	0	0	scripts\Traffic\降低车费.lua	56590	92720	1065908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
744	QTE第二段最高点	150	744	0	0	0	0	scripts\Traffic\降低车费.lua	58396	92478	1051337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	QTE第五段结束	150	745	0	0	0	0	scripts\Traffic\降低车费.lua	58457	92190	1081536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
746	QTE第四段结束	150	746	0	0	0	0	scripts\Traffic\降低车费.lua	55263	91996	1085758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
747	QTE第二段准备下冲	150	747	0	0	0	0	scripts\Traffic\降低车费.lua	58836	91967	1051392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748	QTE第三段上冲	150	748	0	0	0	0	scripts\Traffic\降低车费.lua	56527	92683	1067529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
749	QTE第四段上冲	150	749	0	0	0	0	scripts\Traffic\降低车费.lua	55839	92157	1082743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750	QTE第五段上冲	150	750	0	0	0	0	scripts\Traffic\降低车费.lua	55332	91844	1105101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751	QTE第六段空中调整	150	751	0	0	0	0	scripts\Traffic\降低车费.lua	60449	101361	1132980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
752	QTE第六段调整结束	150	752	0	0	0	0	scripts\Traffic\降低车费.lua	61284	101411	1133157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
753	QTE第二段上冲	150	753	0	0	0	0	scripts\Traffic\降低车费.lua	58009	92934	1051895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
754	QTE第六段加速上升	150	754	0	0	0	0	scripts\Traffic\降低车费.lua	58843	92190	1076698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
755	QTE第七段	150	755	0	0	0	16	scripts\Traffic\降低车费.lua	64824	100713	1132063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
756	QTE第七段加速上升	150	756	0	0	0	0	scripts\Traffic\降低车费.lua	64792	100647	1135414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
757	QTE第七段结束	150	757	0	0	0	0	scripts\Traffic\降低车费.lua	63980	99860	1168705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
758	QTE第八段	150	758	0	0	0	0	scripts\Traffic\降低车费.lua	63937	100024	1168577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
759	QTE第八段侧翻结束	150	759	0	0	0	0	scripts\Traffic\降低车费.lua	62746	88785	1278087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	QTE第八段准备侧翻	150	760	0	0	0	0	scripts\Traffic\降低车费.lua	63643	89234	1278179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
761	QTE第八段加速上升	150	761	0	0	0	0	scripts\Traffic\降低车费.lua	63837	100011	1174058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
762	QTE结束	150	762	0	0	0	0	scripts\Traffic\降低车费.lua	61842	88240	1269846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763	QTE准备落地	150	763	0	0	0	0	scripts\Traffic\降低车费.lua	62016	88352	1271932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
764	门派第一段空中	150	764	0	0	0	0	scripts\Traffic\降低车费.lua	60794	74529	1171550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765	门派第二段空中	150	765	0	0	0	0	scripts\Traffic\降低车费.lua	61469	75119	1175910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
766	门派第二段空中切换	150	766	0	0	0	0	scripts\Traffic\降低车费.lua	61245	75463	1181334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
767	门派第三段空中	150	767	0	0	0	0	scripts\Traffic\降低车费.lua	60804	75764	1183671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
768	门派第四段切换	150	768	0	0	0	0	scripts\Traffic\降低车费.lua	61127	75289	1216359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
769	门派第五段空中切换	150	769	0	0	0	0	scripts\Traffic\降低车费.lua	60328	74693	1218330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
770	门派第五段空中最后切换	150	770	0	0	0	0	scripts\Traffic\降低车费.lua	60302	75224	1248686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	QTE失败2	150	771	0	0	0	0	scripts\Traffic\降低车费.lua	56415	95013	1055287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
772	QTE失败	150	772	0	0	0	0	scripts\Traffic\降低车费.lua	56659	95182	1055576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
773	藤蔓773	74	773	0	0	0	0	scripts\Traffic\降低车费.lua	1898	16759	1109185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
774	藤蔓774	74	774	0	0	0	0	scripts\Traffic\降低车费.lua	1862	17157	1149751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	龙门飞剑3-聚力	23	775	0	0	0	0	scripts\Traffic\降低车费.lua	70194	28476	1066666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
776	龙门飞剑3-聚力完毕	23	776	0	0	0	0	scripts\Traffic\降低车费.lua	68871	28590	1066262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
777	龙门飞剑3-跳跃	23	777	0	0	0	0	scripts\Traffic\降低车费.lua	70212	28454	1066816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
778	龙门飞剑3-跳跃完毕	23	778	0	0	0	0	scripts\Traffic\降低车费.lua	67758	29045	1073674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
779	龙门飞剑4-聚力	23	779	0	0	0	0	scripts\Traffic\降低车费.lua	67762	29045	1073634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780	龙门飞剑4-聚力完毕	23	780	0	0	0	0	scripts\Traffic\降低车费.lua	67749	27864	1074025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
781	龙门飞剑4-跳跃	23	781	0	0	0	0	scripts\Traffic\降低车费.lua	67766	29047	1073547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	龙门飞剑4-跳跃完毕	23	782	0	0	0	0	scripts\Traffic\降低车费.lua	67703	26670	1080663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783	龙门飞剑5-聚力	23	783	0	0	0	0	scripts\Traffic\降低车费.lua	67694	26678	1080755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784	龙门飞剑5-聚力完毕	23	784	0	0	0	0	scripts\Traffic\降低车费.lua	68442	26698	1080161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785	龙门飞剑5-跳跃	23	785	0	0	0	0	scripts\Traffic\降低车费.lua	67687	26687	1080826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
786	龙门飞剑5-跳跃完毕	23	786	0	0	0	0	scripts\Traffic\降低车费.lua	70187	26696	1087723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787	龙门飞剑1-聚力表现	23	787	0	0	0	0	scripts\Traffic\降低车费.lua	67360	27927	1054406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	龙门飞剑1-聚力完毕	23	788	0	0	0	0	scripts\Traffic\降低车费.lua	67993	27425	1054430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	龙门飞剑1-跳跃	23	789	0	0	0	0	scripts\Traffic\降低车费.lua	67359	27933	1054479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790	龙门飞剑1-跳跃完毕	23	790	0	0	0	0	scripts\Traffic\降低车费.lua	69809	26021	1060961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
791	龙门飞剑2-聚力	23	791	0	0	0	0	scripts\Traffic\降低车费.lua	69798	26024	1060928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792	龙门飞剑2-聚力完毕	23	792	0	0	0	0	scripts\Traffic\降低车费.lua	69930	27438	1060847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
793	龙门飞剑2-跳跃	23	793	0	0	0	0	scripts\Traffic\降低车费.lua	69812	26019	1061020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	龙门飞剑2-跳跃完毕	23	794	0	0	0	0	scripts\Traffic\降低车费.lua	70202	28462	1066749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
795	龙门飞剑6-聚力	23	795	0	0	0	0	scripts\Traffic\降低车费.lua	70191	26680	1087801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
796	龙门飞剑5-聚力完毕	23	796	0	0	0	0	scripts\Traffic\降低车费.lua	69758	26979	1087616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	龙门飞剑6-跳跃	23	797	0	0	0	0	scripts\Traffic\降低车费.lua	70204	26661	1087783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
798	龙门飞剑6-跳跃完毕	23	798	0	0	0	0	scripts\Traffic\降低车费.lua	67699	28560	1095265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	龙门飞剑7-聚力	23	799	0	0	0	0	scripts\Traffic\降低车费.lua	67687	28533	1095437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	龙门飞剑7-聚力完毕	23	800	0	0	0	0	scripts\Traffic\降低车费.lua	68377	28551	1094624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
801	龙门飞剑7-跳跃	23	801	0	0	0	0	scripts\Traffic\降低车费.lua	67678	28545	1095399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
802	龙门飞剑7-跳跃完毕	23	802	0	0	0	0	scripts\Traffic\降低车费.lua	70308	28554	1104240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	龙门飞剑8-聚力	23	803	0	0	0	0	scripts\Traffic\降低车费.lua	70298	28561	1104375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804	龙门飞剑8-聚力完毕	23	804	0	0	0	0	scripts\Traffic\降低车费.lua	69780	28058	1103478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
805	龙门飞剑8-跳跃	23	805	0	0	0	0	scripts\Traffic\降低车费.lua	70304	28562	1104273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
806	龙门飞剑8-跳跃完毕	23	806	0	0	0	0	scripts\Traffic\降低车费.lua	67804	26834	1112240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807	龙门飞剑9-聚力	23	807	0	0	0	0	scripts\Traffic\降低车费.lua	67801	26827	1112145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
808	龙门飞剑9-聚力完毕	23	808	0	0	0	0	scripts\Traffic\降低车费.lua	68521	26735	1111754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	龙门飞剑9-跳跃	23	809	0	0	0	0	scripts\Traffic\降低车费.lua	67808	26833	1112245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	龙门飞剑9-跳跃完毕	23	810	0	0	0	0	scripts\Traffic\降低车费.lua	70285	26497	1119650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811	龙门飞剑10-聚力	23	811	0	0	0	0	scripts\Traffic\降低车费.lua	70288	26505	1119670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
812	龙门飞剑10-聚力完毕	23	812	0	0	0	0	scripts\Traffic\降低车费.lua	69762	27169	1119652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
813	龙门飞剑10-夺剑	23	813	0	0	0	0	scripts\Traffic\降低车费.lua	70296	26514	1119762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
814	龙门飞剑10-夺剑	23	814	0	0	0	0	scripts\Traffic\降低车费.lua	69391	27732	1142378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	龙门飞剑11-终段聚力	23	815	0	0	0	0	scripts\Traffic\降低车费.lua	69400	27736	1142606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	龙门飞剑11-终段完毕	23	816	0	0	0	0	scripts\Traffic\降低车费.lua	68639	28015	1142746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	龙门飞剑12-回到地面	23	817	0	0	0	0	scripts\Traffic\降低车费.lua	69396	27737	1142538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	龙门飞剑12-回到地面完毕	23	818	0	0	0	0	scripts\Traffic\降低车费.lua	62277	31822	1055665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
819	新建交通点819	23	0	0	0	1	0	scripts\Traffic\降低车费.lua	64037	33652	1045240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	龙门飞剑13-缓冲	23	820	0	0	0	0	scripts\Traffic\降低车费.lua	64805	30392	1086098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	龙门飞剑13-缓冲完毕	23	821	0	0	0	0	scripts\Traffic\降低车费.lua	62268	31827	1055671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822	送去参与活动起	23	822	0	0	0	0	scripts\Traffic\降低车费.lua	38695	39846	1049640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	送去参加活动终	23	823	0	0	0	0	scripts\Traffic\降低车费.lua	61229	30326	1056235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	新建交通点824	153	824	0	0	0	0	scripts\Traffic\降低车费.lua	16499	90929	1335981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
825	新建交通点825	153	825	0	0	0	0	scripts\Traffic\降低车费.lua	15607	90936	1335475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
826	新建交通点826	153	9826	0	0	0	0	scripts\Traffic\降低车费.lua	16637	90253	1335993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	新建交通点827	153	9827	0	0	1	0	scripts\Traffic\降低车费.lua	15392	90584	1335443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
828	新建交通点828	155	828	0	0	0	0	scripts\Traffic\降低车费.lua	20717	25288	1054854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	新建交通点829	155	829	0	0	0	0	scripts\Traffic\降低车费.lua	20727	25310	1068534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	新建交通点830	155	830	0	0	0	0	scripts\Traffic\降低车费.lua	20118	24043	1074029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	新建交通点831	155	831	0	0	0	0	scripts\Traffic\降低车费.lua	20106	24020	1068992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
832	新建交通点832	155	0	0	0	1	0	scripts\Traffic\降低车费.lua	11409	34560	1128304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
833	新建交通点833	155	0	0	0	1	0	scripts\Traffic\降低车费.lua	9410	31043	1137571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
834	药师观	158	834	0	0	0	0	scripts\Traffic\降低车费.lua	18713	70178	1082640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
835	天策府	158	835	0	0	0	0	scripts\Traffic\降低车费.lua	58619	23559	1060128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
836	野马难驯1	139	836	0	0	0	0	scripts\Traffic\降低车费.lua	42492	52680	1112719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
837	飞行路径起点	164	837	0	0	0	0	scripts\Traffic\降低车费.lua	40234	16704	1093166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838	飞行路径结束	164	838	0	0	0	0	scripts\Traffic\降低车费.lua	28031	4429	1056632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
839	野马难驯2	139	839	0	0	0	0	scripts\Traffic\降低车费.lua	41305	52975	1111305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840	野马难驯3	139	840	0	0	0	0	scripts\Traffic\降低车费.lua	41297	52750	1111290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
841	野马难驯4	139	841	0	0	0	0	scripts\Traffic\降低车费.lua	40515	55637	1108961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
842	野马难驯5	139	842	0	0	0	0	scripts\Traffic\降低车费.lua	40531	55439	1108961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
843	野马难驯6	139	843	0	0	0	0	scripts\Traffic\降低车费.lua	40232	54865	1108966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
844	野马难驯7	139	844	0	0	0	0	scripts\Traffic\降低车费.lua	40426	55008	1108963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
845	野马难驯8	139	845	0	0	0	0	scripts\Traffic\降低车费.lua	39001	52601	1112719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846	新建交通点846	153	846	0	0	0	0	scripts\Traffic\降低车费.lua	16278	90834	1335440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	新建交通点847	153	847	0	0	0	0	scripts\Traffic\降低车费.lua	15610	90914	1335475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
848	野马难驯10	139	848	0	0	0	0	scripts\Traffic\降低车费.lua	42578	52531	1112719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849	野马难驯9	139	849	0	0	0	0	scripts\Traffic\降低车费.lua	42473	52163	1112719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850	一传十活动专用·起点	15	850	0	0	0	0	scripts\Traffic\降低车费.lua	49115	91915	1059957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
851	一传十活动专用·终点	15	851	0	0	0	0	scripts\Traffic\降低车费.lua	49194	91908	1059957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
852	龙首山码头交叉852	159	852	0	0	0	0	scripts\Traffic\降低车费.lua	75062	106600	1093405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	轩辕台码头853	159	853	0	0	0	0	scripts\Traffic\降低车费.lua	50171	104850	1093808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
854	一传十·专用·起点	6	0	0	0	0	0	scripts\Traffic\降低车费.lua	68266	47919	1052236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	一传十·专用·终点	6	0	0	0	0	0	scripts\Traffic\降低车费.lua	68976	47916	1052229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
856	送女子出庄_始	156	856	0	0	0	0	scripts\Traffic\降低车费.lua	78251	51055	1089541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	送女子出庄_终	156	857	0	0	0	0	scripts\Traffic\降低车费.lua	67955	49341	1083803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858	一传十·起点	8	858	0	0	0	0	scripts\Traffic\降低车费.lua	30003	70374	1052213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
859	一传十·终点	8	859	0	0	0	0	scripts\Traffic\降低车费.lua	29784	70266	1052213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	新建交通点860	8	0	0	0	1	0	scripts\Traffic\降低车费.lua	31170	88173	1060110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
