ID	SubID	Name	CostThew	ProfessionID	RequirePlayerLevel	RequireLevel	ProfessionIDExt	RequireLevelExt	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	EquipmentType	Exp	PrepareFrame	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	CreateItemType	CreateItemIndex	CreateItemStackNum	CoolDownID	CostVigor
80	6	归嵩山作		8	50	60	9	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	7949	1		17
80	7	寒山顶上月轮孤		8	50	60	9	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	7952	1		17
80	8	哭僧		8	50	60	9	53	0		0	0		81	80	5	2870	1	5	3843	1							5	7947	1		13
81	1	一宿觉		8	50	60	9	53	0		0	0		60	80	5	3573	2	5	2202	1	5	9773	1				5	7947	1		13
81	2	震旦传法		8	50	60	9	53	0		0	0		60	80	5	3573	2	5	2202	1	5	9772	1				5	7947	1		13
81	3	檐头水滴		8	50	60	9	53	0		0	0		60	80	5	3573	1	5	2202	1	5	2871	1				5	7947	1		13
81	4	百鸟献花		8	50	60	9	53	0		0	0		81	80	5	2870	1	5	3843	1							5	7947	1		13
81	5	不敢说苦		8	50	60	9	53	0		0	0		60	80	5	2870	1	5	2202	1							5	7948	1		15
81	6	不昧因果		8	50	60	9	53	0		0	0		60	80	5	3573	2	5	2202	1	5	3843	1				5	7947	1		13
81	7	寸丝不挂		8	50	60	9	53	0		0	0		60	80	5	3573	2	5	2202	1	5	9773	1				5	7947	1		13
81	8	丹霞烧佛		8	50	60	9	53	0		0	0		60	80	5	3573	2	5	2202	1	5	9773	1				5	7947	1		13
82	1	题大禹寺义公禅房		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	3843	1							5	7957	1		15
82	2	终南别业		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1	5	9773	1				5	7947	1		13
82	3	辋川集·辛夷坞		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1	5	9772	1				5	7947	1		13
82	4	题破山寺后禅院		8	55	65	9	58	0		0	0		108	80	5	2870	1	5	3843	1							5	7947	1		13
82	5	鹿柴		8	55	65	9	58	0		0	0		80	80	5	2870	1	5	3843	1							5	7948	1		15
82	6	东家一老婆		8	55	65	9	58	0		0	0		80	80	5	2870	1	5	3843	1							5	7947	1		13
82	7	庐山东林寺杂诗		8	55	65	9	58	0		0	0		80	80	5	9772	1	5	3843	1	5	2870	1				5	7949	1		17
82	8	题义公禅房		8	55	65	9	58	0		0	0		80	80	5	3573	4	5	3843	2							5	7957	1		15
83	1	佛法大意品		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	2							5	7947	1		13
83	2	佛性无差品		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	3843	1							5	7957	1		15
83	3	狗子佛性品		8	55	65	9	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7947	1		13
83	4	火烧茅庵品		8	55	65	9	58	0		0	0		80	80	5	2870	1	5	3843	1	5	3841	1				5	7949	1		17
83	5	懒惰禅师品		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1							5	7947	1		13
83	6	了无功德品		8	55	65	9	58	0		0	0		80	80	5	9772	1	5	3843	1	5	2870	1				5	7949	1		17
83	7	路途不力品		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1	5	9773	1				5	7947	1		13
83	8	绳断蛋破品		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1	5	9772	1				5	7947	1		13
84	1	剑侠山河图鉴其一		8	55	65	9	58	0		0	0		80	80	5	3573	1	5	2202	1							5	8026	1		13
84	2	剑侠山河图鉴其二		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1							5	8022	1		17
84	3	剑侠山河图鉴其三		8	55	65	9	58	0		0	0		80	80	5	2200	2	5	3843	1	5	3573	2				5	8021	1		15
84	4	剑侠山河图鉴其四		8	55	65	9	58	0		0	0		80	80	5	2870	1	5	3843	1							5	8021	1		15
84	5	剑侠山河图鉴其五		8	55	65	9	58	0		0	0		80	80	5	3573	2	5	2202	1	5	2871	1				5	8026	1		13
85	1	剑侠山河图鉴其六		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1							5	8021	1		16
85	2	剑侠山河图鉴其七		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	2202	1	5	2871	1				5	8026	1		14
85	3	剑侠山河图鉴其八		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	3841	1				5	8022	1		18
85	4	剑侠山河图鉴其九		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	2202	1	5	2871	1				5	8026	1		14
85	5	剑侠山河图鉴其十		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	2202	1							5	8021	1		16
86	1	哭婆婆		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	3843	1							5	7957	1		16
86	2	十四难上篇		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	3843	1							5	7951	1		16
86	3	十四难下篇		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	3843	1							5	7950	1		14
86	4	风动心		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	7949	1		18
86	5	黑白鼠上篇		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	3841	1				5	7949	1		18
86	6	黑白鼠下篇		8	60	70	9	63	0		0	0		120	80	5	3573	1	5	2202	1							5	7947	1		14
86	7	水泡不实 		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7952	1		18
86	8	盲人摸象		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7952	1		18
87	1	佛说八大人觉经		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	7958	1		18
88	1	少林高僧录其一		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1							5	7957	1		16
88	2	少林高僧录其二		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7952	1		18
88	3	少林高僧录其三		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7952	1		18
88	4	少林高僧录其四		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	2202	1	5	2871	1				5	7947	1		14
88	5	少林高僧录其五		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	7949	1		18
88	6	少林高僧录其六		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	2202	1							5	7947	1		14
88	7	少林高僧录其七		8	60	70	9	63	0		0	0		120	80	5	3573	1	5	3843	1							5	7947	1		14
88	8	少林高僧录其八		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7949	1		18
89	1	禅武之争上		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1							5	7949	1		18
89	2	禅武之争下		8	60	70	9	63	0		0	0		120	80	5	3573	1	5	2202	1	5	2871	1				5	7949	1		18
90	1	少林风物论其一		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1							5	7949	1		18
90	2	少林风物论其二		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	7949	1		18
90	3	少林风物论其三		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1							5	7958	1		18
90	4	少林风物论其四		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7949	1		18
90	5	秘方：地三鲜		8	60	70	9	63	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	7949	1		18
90	6	秘方：豆腐鱼		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7952	1		18
90	7	秘方：少林小还丹		8	60	70	9	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7952	1		18
90	8	秘方：少林大还丹		8	60	70	9	63	0		0	0		120	80	5	3573	2	5	2202	1							5	7947	1		14
91	1	论语卷三其一		8	25	35	11	28	0		0	0		35	80	5	2200	2	5	3842	1	5	2872	1				5	8026	1		10
91	2	论语卷三其二		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1							5	8028	1		12
91	3	论语卷三其三		8	25	35	11	28	0		0	0		35	80	5	9772	1	5	3842	2	5	2200	4				5	8028	1		12
91	4	论语卷三其四		8	25	35	11	28	0		0	0		35	80	5	9772	1	5	3842	1	5	1827	1				5	8028	1		12
91	5	论语卷三其五		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	2871	1							5	8021	1		12
91	6	论语卷三其六		8	25	35	11	28	0		0	0		47	80	5	3574	1	5	2872	1							5	8026	1		10
91	7	论语卷三其七		8	25	35	11	28	0		0	0		35	80	5	1827	2	5	3842	1							5	8026	1		10
91	8	论语卷三其八		8	25	35	11	28	0		0	0		35	80	5	2200	1	5	2871	1							5	8026	1		10
92	1	论语卷四其一		8	25	35	11	28	0		0	0		35	80	5	1827	2	5	3842	1							5	8026	1		10
92	2	论语卷四其二		8	25	35	11	28	0		0	0		35	80	5	2200	1	5	2871	1							5	8026	1		10
92	3	论语卷四其三		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1							5	8021	1		12
92	4	论语卷四其四		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1							5	8028	1		12
92	5	论语卷四其五		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1							5	8028	1		12
92	6	论语卷四其六		8	25	35	11	28	0		0	0		35	80	5	2200	1	5	3842	1							5	8026	1		10
92	7	论语卷四其七		8	25	35	11	28	0		0	0		35	80	5	2200	2	5	2871	1							5	8021	1		12
92	8	论语卷四其八		8	25	35	11	28	0		0	0		35	80	5	2200	2	5	2871	1							5	8026	1		10
93	1	庄子梦蝶		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7945	1		12
93	2	螳臂当车		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7936	1		12
93	3	楚狂接舆		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	1							5	7935	1		10
93	4	叔山无趾		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	1							5	7935	1		10
93	5	越俎代庖 		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	1							5	7935	1		10
93	6	颜回坐忘		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	2872	1	5	3573	2				5	7936	1		12
93	7	神巫季咸		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	1	5	2201	2				5	7945	1		12
93	8	浑沌开窍 		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	2	5	2872	1				5	7935	1		10
94	1	论语卷五其一		8	30	40	11	33	0		0	0		47	80	5	1827	1	5	2871	1							5	8026	1		11
94	2	论语卷五其二		8	30	40	11	33	0		0	0		35	80	5	1827	2	5	3841	1							5	8026	1		11
94	3	论语卷五其三		8	30	40	11	33	0		0	0		35	80	5	2201	1	5	2871	1							5	8026	1		11
94	4	论语卷五其四		8	30	40	11	33	0		0	0		35	80	5	2201	1	5	3841	1	5	1827	1				5	8026	1		11
94	5	论语卷五其五		8	30	40	11	33	0		0	0		35	80	5	2201	2	5	3841	1	5	1827	1				5	8028	1		13
94	6	论语卷五其六		8	30	40	11	33	0		0	0		47	80	5	1827	1	5	2871	1							5	8026	1		11
94	7	论语卷五其七		8	30	40	11	33	0		0	0		35	80	5	1827	1	5	3841	1							5	8021	1		13
94	8	论语卷五其八		8	30	40	11	33	0		0	0		35	80	5	2201	2	5	2871	1							5	8026	1		11
95	1	青龙·角宿第一		8	30	40	10	33	0		0	0		47	80	5	1827	1	5	2871	1							5	7935	1		11
95	2	青龙·亢宿第二		8	30	40	10	33	0		0	0		35	80	5	1827	1	5	3841	1	5	3573	2				5	7936	1		13
95	3	青龙·氐宿第三		8	30	40	10	33	0		0	0		35	80	5	1827	1	5	2871	1	5	2202	1				5	7937	1		15
95	4	青龙·房宿第四		8	30	40	10	33	0		0	0		35	80	5	2201	2	5	3841	2	5	1827	1				5	7935	1		11
95	5	青龙·心宿第五		8	30	40	10	33	0		0	0		35	80	5	2201	2	5	3841	2	5	9772	1				5	7935	1		11
95	6	青龙·尾宿第六		8	30	40	10	33	0		0	0		35	80	5	2201	2	5	3841	2	5	9772	1				5	7935	1		11
95	7	青龙·箕宿第七		8	30	40	10	33	0		0	0		35	80	5	9772	1	5	2871	1	5	1827	1				5	7937	1		15
96	1	论语卷六其一		8	30	40	11	33	0		0	0		35	80	5	1827	1	5	3841	1							5	8026	1		11
96	2	论语卷六其二		8	30	40	11	33	0		0	0		35	80	5	2201	2	5	2871	1							5	8026	1		11
96	3	论语卷六其三		8	30	40	11	33	0		0	0		35	80	5	1827	1	5	2871	1							5	8021	1		13
96	4	论语卷六其四		8	30	40	11	33	0		0	0		47	80	5	1827	1	5	2871	1							5	8026	1		11
96	5	论语卷六其五		8	30	40	11	33	0		0	0		47	80	5	1827	1	5	2871	1							5	8026	1		11
96	6	论语卷六其六		8	30	40	11	33	0		0	0		35	80	5	2201	2	5	3841	2	5	2872	1				5	8026	1		11
96	7	论语卷六其七		8	30	40	11	33	0		0	0		35	80	5	2201	2	5	3841	2	5	9772	1				5	8026	1		11
96	8	论语卷六其八		8	30	40	11	33	0		0	0		35	80	5	2201	2	5	3841	2	5	9772	1				5	8026	1		11
97	1	道德经卷三其一		8	35	45	10	38	0		0	0		40	80	5	1827	1	5	3841	1							5	7936	1		13
97	2	道德经卷三其二		8	35	45	10	38	0		0	0		40	80	5	1827	1	5	3841	1							5	7935	1		11
97	3	道德经卷三其三		8	35	45	10	38	0		0	0		40	80	5	2201	1	5	2871	1							5	7935	1		11
97	4	道德经卷三其四		8	35	45	10	38	0		0	0		40	80	5	2201	1	5	2871	1							5	7945	1		13
97	5	道德经卷三其五		8	35	45	10	38	0		0	0		40	80	5	2201	2	5	3841	1	5	9773	1				5	7935	1		11
97	6	道德经卷三其六		8	35	45	10	38	0		0	0		40	80	5	1827	1	5	2871	1	5	2202	1				5	7937	1		15
97	7	道德经卷三其七		8	35	45	10	38	0		0	0		40	80	5	2201	2	5	3841	1	5	3843	1				5	7935	1		11
97	8	道德经卷三其八		8	35	45	10	38	0		0	0		40	80	5	9772	1	5	2871	1	5	1827	1				5	7937	1		15
98	1	玄武·斗宿第一		8	35	45	10	38	0		0	0		40	80	5	9772	1	5	2871	1	5	1827	1				5	7937	1		15
98	2	玄武·牛宿第二		8	35	45	10	38	0		0	0		40	80	5	2201	1	5	3841	1	5	9773	1				5	7935	1		11
98	3	玄武·女宿第三		8	35	45	10	38	0		0	0		40	80	5	1827	1	5	2871	1							5	7945	1		13
98	4	玄武·虚宿第四		8	35	45	10	38	0		0	0		40	80	5	1827	1	5	3841	1							5	7945	1		13
98	5	玄武·危宿第五		8	35	45	10	38	0		0	0		40	80	5	2201	1	5	3841	1	5	1827	1				5	7935	1		11
98	6	玄武·室宿第六		8	35	45	10	38	0		0	0		40	80	5	2201	2	5	3841	1	5	9772	1				5	7935	1		11
98	7	玄武·壁宿第七		8	35	45	10	38	0		0	0		40	80	5	1827	1	5	2871	1	5	3842	1				5	7937	1		15
99	1	论语卷七其一		8	35	45	11	38	0		0	0		40	80	5	2201	2	5	3841	1	5	1827	1				5	8026	1		11
99	2	论语卷七其二		8	35	45	11	38	0		0	0		40	80	5	2201	2	5	3841	1	5	9772	1				5	8026	1		11
99	3	论语卷七其三		8	35	45	11	38	0		0	0		40	80	5	1827	1	5	2871	1							5	8021	1		13
99	4	论语卷七其四		8	35	45	11	38	0		0	0		40	80	5	1827	1	5	3841	1							5	8021	1		13
99	5	论语卷七其五		8	35	45	11	38	0		0	0		54	80	5	1827	1	5	2871	1							5	8026	1		11
99	6	论语卷七其六		8	35	45	11	38	0		0	0		54	80	5	1827	1	5	2871	1							5	8026	1		11
99	7	论语卷七其七		8	35	45	11	38	0		0	0		40	80	5	1827	1	5	3841	1							5	8026	1		11
99	8	论语卷七其八		8	35	45	11	38	0		0	0		40	80	5	2201	2	5	2871	1							5	8026	1		11
100	1	让王其一		8	40	50	10	43	0		0	0		45	80	5	2201	2	5	3841	1	5	3843	1				5	7935	1		12
100	2	让王其二		8	40	50	10	43	0		0	0		61	80	5	1827	1	5	2871	1							5	7935	1		12
100	3	让王其三		8	40	50	10	43	0		0	0		45	80	5	2201	2	5	3841	1	5	9772	1				5	7935	1		12
100	4	让王其四		8	40	50	10	43	0		0	0		45	80	5	2201	2	5	3841	1	5	2871	1				5	7935	1		12
100	5	让王其五		8	40	50	10	43	0		0	0		45	80	5	2201	2	5	3841	1	5	3843	1				5	7935	1		12
100	6	让王其六		8	40	50	10	43	0		0	0		45	80	5	1827	1	5	3841	1							5	7936	1		14
100	7	让王其七		8	40	50	10	43	0		0	0		45	80	5	9772	1	5	2871	1	5	1827	1				5	7937	1		16
100	8	让王其八		8	40	50	10	43	0		0	0		45	80	5	9772	1	5	2871	1	5	1827	1				5	7937	1		16
101	1	论语卷八其一		8	40	50	11	43	0		0	0		45	80	5	1827	1	5	3841	1							5	8021	1		14
101	2	论语卷八其二		8	40	50	11	43	0		0	0		61	80	5	1827	1	5	2871	1							5	8026	1		12
101	3	论语卷八其三		8	40	50	11	43	0		0	0		45	80	5	2201	2	5	3841	1	5	3843	1				5	8026	1		12
101	4	论语卷八其四		8	40	50	11	43	0		0	0		45	80	5	2201	2	5	3841	1	5	9773	1				5	8026	1		12
101	5	论语卷八其五		8	40	50	11	43	0		0	0		45	80	5	1827	1	5	3841	1							5	8021	1		14
101	6	论语卷八其六		8	40	50	11	43	0		0	0		45	80	5	2201	1	5	3841	1	5	3843	1				5	8026	1		12
101	7	论语卷八其七		8	40	50	11	43	0		0	0		45	80	5	2201	1	5	3841	1	5	9773	1				5	8026	1		12
101	8	论语卷八其八		8	40	50	11	43	0		0	0		45	80	5	2201	1	5	3841	1	5	9773	1				5	8026	1		12
102	1	臧谷亡羊		8	45	55	10	48	0		0	0		50	80	5	1827	1	5	2871	1	5	9773	1				5	7946	1		16
102	2	庄子借粮		8	45	55	10	48	0		0	0		50	80	5	1827	1	5	2871	1							5	7945	1		14
102	3	蜗角之争上篇		8	45	55	10	48	0		0	0		50	80	5	2201	1	5	3841	1	5	3843	1				5	7935	1		12
102	4	蜗角之争下篇		8	45	55	10	48	0		0	0		50	80	5	2201	2	5	3841	1	5	9773	1				5	7935	1		12
102	5	呆若木鸡		8	45	55	10	48	0		0	0		50	80	5	1827	2	5	2871	1							5	7937	1		16
102	6	庖丁解牛		8	45	55	10	48	0		0	0		50	80	5	2201	2	5	3841	1							5	7935	1		12
102	7	螳螂捕蝉上篇		8	45	55	10	48	0		0	0		50	80	5	1827	1	5	2871	1	5	9773	1				5	7937	1		16
102	8	螳螂捕蝉下篇		8	45	55	10	48	0		0	0		50	80	5	2201	2	5	3841	1	5	9773	1				5	7935	1		12
103	1	论语卷九其一		8	45	55	11	48	0		0	0		50	80	5	2201	2	5	3841	1	5	9773	1				5	8026	1		12
103	2	论语卷九其二		8	45	55	11	48	0		0	0		50	80	5	2201	2	5	3841	1	5	9772	1				5	8026	1		12
103	3	论语卷九其三		8	45	55	11	48	0		0	0		50	80	5	2201	1	5	3841	1	5	2871	1				5	8026	1		12
103	4	论语卷九其四		8	45	55	11	48	0		0	0		50	80	5	1827	1	5	2871	1	5	3841	1				5	8022	1		16
103	5	论语卷九其五		8	45	55	11	48	0		0	0		50	80	5	1827	2	5	2871	1							5	8025	1		16
103	6	论语卷九其六		8	45	55	11	48	0		0	0		50	80	5	1827	1	5	2871	1							5	8028	1		14
103	7	论语卷九其七		8	45	55	11	48	0		0	0		50	80	5	1827	2	5	2871	1							5	8025	1		16
103	8	论语卷九其八		8	45	55	11	48	0		0	0		68	80	5	1827	1	5	2871	1							5	8026	1		12
104	1	白虎·奎宿第一		8	45	55	10	48	0		0	0		50	80	5	2201	1	5	3841	1	5	9773	1				5	7935	1		12
104	2	白虎·娄宿第二		8	45	55	10	48	0		0	0		50	80	5	2201	2	5	3841	1	5	9773	1				5	7935	1		12
104	3	白虎·胃宿第三		8	45	55	10	48	0		0	0		50	80	5	1827	1	5	3841	1	5	9772	1				5	7936	1		14
104	4	白虎·昴宿第四		8	45	55	10	48	0		0	0		50	80	5	1827	1	5	3841	1	5	2871	1				5	7937	1		16
104	5	白虎·毕宿第五		8	45	55	10	48	0		0	0		68	80	5	1827	1	5	2871	1							5	7935	1		12
104	6	白虎·觜宿第六		8	45	55	10	48	0		0	0		50	80	5	2201	2	5	3841	1	5	3843	1				5	7935	1		12
104	7	白虎·参宿第七		8	45	55	10	48	0		0	0		50	80	5	2201	2	5	3841	1	5	3843	1				5	7935	1		12
105	1	论语卷十其一		8	50	60	10	53	0		0	0		60	80	5	1827	1	5	2202	2							5	8028	1		15
105	2	论语卷十其二		8	50	60	10	53	0		0	0		60	80	5	3573	1	5	2202	1							5	8026	1		13
105	3	论语卷十其三		8	50	60	10	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	8022	1		17
105	4	论语卷十其四		8	50	60	10	53	0		0	0		60	80	5	2870	1	5	3843	1	5	9773	1				5	8022	1		17
105	5	论语卷十其五		8	50	60	10	53	0		0	0		81	80	5	2870	1	5	3843	1							5	8026	1		13
105	6	论语卷十其六		8	50	60	10	53	0		0	0		60	80	5	2870	1	5	3843	1							5	8021	1		15
105	7	论语卷十其七		8	50	60	10	53	0		0	0		81	80	5	2870	1	5	3843	1							5	8023	1		13
105	8	论语卷十其八		8	50	60	10	53	0		0	0		60	80	5	2870	1	5	2202	1							5	8021	1		15
106	1	道德经卷四其一		8	50	60	10	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	7940	1		17
106	2	道德经卷四其二		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	2							5	7935	1		13
106	3	道德经卷四其三		8	50	60	10	53	0		0	0		60	80	5	2201	2	5	2202	2	5	2870	1				5	7936	1		15
106	4	道德经卷四其四		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	2	5	9773	1				5	7935	1		13
106	5	道德经卷四其五		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	2	5	9773	1				5	7935	1		13
106	6	道德经卷四其六		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	2	5	9772	1				5	7935	1		13
106	7	道德经卷四其七		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	2	5	2871	1				5	7935	1		13
106	8	道德经卷四其八		8	50	60	10	53	0		0	0		60	80	5	2200	2	5	3843	1	5	3573	2				5	7945	1		15
107	1	太极生两仪上		8	50	60	10	53	0		0	0		60	80	5	2201	2	5	2202	1	5	2870	1				5	7945	1		15
107	2	太极生两仪下		8	50	60	10	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	7937	1		17
107	3	两仪生四象上		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	1							5	7935	1		13
107	4	两仪生四象下		8	50	60	10	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	7940	1		17
107	5	四象生八卦上		8	50	60	10	53	0		0	0		60	80	5	1827	1	5	3843	1	5	2870	1				5	7937	1		17
107	6	四象生八卦下		8	50	60	10	53	0		0	0		60	80	5	3573	2	5	2202	1	5	9773	1				5	7935	1		13
108	1	道德经卷五其一		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	2202	1	5	2870	1				5	7945	1		15
108	2	道德经卷五其二		8	55	65	10	58	0		0	0		80	80	5	3573	1	5	2202	1							5	7935	1		13
108	3	道德经卷五其三		8	55	65	10	58	0		0	0		80	80	5	2870	1	5	3843	1	5	9773	1				5	7937	1		17
108	4	道德经卷五其四		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	3843	1							5	7945	1		15
108	5	道德经卷五其五		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	2202	1	5	3843	1				5	7935	1		13
108	6	道德经卷五其六		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	2202	1	5	9773	1				5	7935	1		13
108	7	道德经卷五其七		8	55	65	10	58	0		0	0		108	80	5	2870	1	5	3843	1							5	7935	1		13
108	8	道德经卷五其八		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	3843	1							5	7936	1		15
109	1	纯阳秘录第一章		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	2202	1							5	7935	1		13
109	2	纯阳秘录第二章		8	55	65	10	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7945	1		15
109	3	纯阳秘录第三章		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	3843	1							5	7935	1		13
109	4	纯阳秘录第四章		8	55	65	10	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7936	1		15
109	5	纯阳秘录第五章		8	55	65	10	58	0		0	0		80	80	5	2870	1	5	3843	1	5	3841	1				5	7937	1		17
109	6	纯阳秘录第六章		8	55	65	10	58	0		0	0		80	80	5	9772	1	5	3843	1	5	2870	1				5	7937	1		17
109	7	纯阳秘录第七章		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	2202	1	5	3843	1				5	7935	1		13
109	8	纯阳秘录第八章		8	55	65	10	58	0		0	0		80	80	5	3573	2	5	2202	1	5	9773	1				5	7935	1		13
110	1	玉虚子传		8	55	65	11	58	0		0	0		80	80	5	3573	1	5	2202	1	5	9773	1				5	7935	1		13
110	2	灵虚子传		8	55	65	11	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7936	1		15
110	3	清虚子传		8	55	65	11	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7936	1		15
110	4	紫虚子传		8	55	65	11	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7936	1		15
110	5	金虚子传		8	55	65	11	58	0		0	0		80	80	5	2870	1	5	2202	1							5	7936	1		15
111	1	朝三暮四		8	60	70	10	63	0		0	0		120	80	5	3573	2	5	2202	1	5	2871	1				5	7935	1		14
111	2	盗亦有道		8	60	70	10	63	0		0	0		120	80	5	2870	1	5	3843	1	5	3841	1				5	7937	1		18
111	3	黄帝遗珠		8	60	70	10	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7940	1		18
111	4	轮扁斫轮		8	60	70	10	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7940	1		18
111	5	井底之蛙		8	60	70	10	63	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	7937	1		18
111	6	子非鱼		8	60	70	10	63	0		0	0		120	80	5	3573	2	5	3843	1							5	7939	1		16
111	7	唇亡齿寒上篇		8	60	70	10	63	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	7940	1		18
111	8	唇亡齿寒下篇		8	60	70	10	63	0		0	0		120	80	5	2870	1	5	3843	1	5	3841	1				5	7946	1		18
112	1	冲虚丹术第五诀·灵草丹法		8	10	20	10	12	0		0	0		25	80	5	2200	2	5	3842	1							5	7944	1		9
112	2	冲虚丹术第六诀·奇花丹法		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	1							5	7935	1		10
112	3	冲虚丹术第七诀·圣水丹法		8	30	40	10	33	0		0	0		35	80	5	2201	2	5	3841	1							5	7935	1		11
112	4	冲虚丹术第八诀·真果丹法		8	40	50	10	43	0		0	0		45	80	5	1827	1	5	2871	1	5	3842	1				5	7937	1		16
112	5	冲虚丹术第九诀·耀日丹法		8	50	60	10	53	0		0	0		60	80	5	2870	1	5	3843	1	5	2202	1				5	7937	1		17
112	6	冲虚丹术第十诀·皓月丹法		8	60	70	10	63	0		0	0		120	80	5	2870	1	5	3843	1	5	3841	1				5	7937	1		18
