ID	SubID	Name	DoodadTemplateID	CostStamina	ProfessionID	RequireLevel	ToolItemType	ToolItemIndex	EquipmentType	PrepareFrame	PlayerExp	Exp	ExtendProfessionID1	ExtendExp1	ExtendProfessionID2	ExtendExp2	CreateItemTab	CreateItemIndex	CreateItemStackNum	BuffID	BuffLevel	Train	ScriptName	CostVigor
71	8	五百罗汉品			8	40						80	9	10					0					
72	1	阿罗汉传第一章			8	40						80	9	10					0				scripts\skill\生活技能\书籍\精力回复2.lua	
72	2	阿罗汉传第二章			8	40						80	9	10	8	40			0					
72	3	阿罗汉传第三章			8	40						80	9	10					0			35		
72	4	阿罗汉传第四章			8	40						80	9	10					0			35		
72	5	阿罗汉传第五章			8	40					8800	80	9	10					0					
72	6	阿罗汉传第六章	586		8	40						80	9	10	9	10			0					
72	7	阿罗汉传第七章	587		8	40						80	9	10	9	10			0					
72	8	阿罗汉传第八章			8	40						80	9	10										
73	1	背女人			8	45						120	9	10	9	10			0					
73	2	蛇身受苦上篇			8	45						120	9	10	8	60			0					
73	3	蛇身受苦下篇			8	45					9600	120	9	10					0					
73	4	千金买冷静上篇			8	45					9600	120	9	10					0					
73	5	千金买冷静下篇			8	45						120	9	10	8	60			0					
73	6	父转狗身上篇			8	45						120	9	10	8	60			0					
73	7	父转狗身下篇			8	45						120	9	10	9	10			0					
73	8	猴子陷阱			8	45						120	9	10	9	10			0					
74	1	仙人与小象品			8	45						120	9	10	9	10			0					
74	2	破水桶品			8	45						120	9	10	8	60			0					
74	3	蕃僧与鼠品上篇			8	45						120	9	10	9	10			0					
74	4	蕃僧与鼠品下篇			8	45						120	9	10	8	60			0					
74	5	黄金品上篇			8	45					9600	120	9	10					0					
74	6	黄金品下篇			8	45					9600	120	9	10					0					
74	7	输赢品			8	45						120	9	10										
74	8	送明月品			8	45						120	9	10					0					
75	1	观音自拜			8	45					9600	120	9	10					0					
75	2	悟性如光			8	45					9600	120	9	10					0					
75	3	破碗			8	45						120	9	10										
75	4	一滴水			8	45						120	9	10	9	10			0					
75	5	平常心			8	45						120	9	10	8	60			0					
75	6	死期			8	45						120	9	10	9	10			0					
75	7	修佛			8	45						120	9	10	8	60			0					
75	8	礼物			8	45						120	9	10	9	10			0					
76	1	一切都在品			8	50						160	9	10			5	4223	1					
76	2	磨砖作镜品			8	50						160	9	10					0					
76	3	正字反字品			8	50						160	9	10										
76	4	杯水与湖品			8	50						160	9	10	8	80			0					
76	5	富人与鳖品其一			8	50						160	9	10	9	10			0					
76	6	富人与鳖品其二			8	50						160	9	10					0			45		
76	7	富人与鳖品其三			8	50						160	9	10			5	4250	1					
76	8	富人与鳖品其四			8	50						160	9	10					0					
77	1	蜘蛛寓经其一			8	50						160	9	10					0					
77	2	蜘蛛寓经其二			8	50						160	9	10	9	10			0					
77	3	蜘蛛寓经其三			8	50						160	9	10	9	10			0					
77	4	蜘蛛寓经其四			8	50						160	9	10	8	80			0					
77	5	蜘蛛寓经其五			8	50						160	9	10					0			45		
78	1	楞伽经第一章			8	50					10400	160	9	10					0					
78	2	楞伽经第二章			8	50						160	9	10					0					
78	3	楞伽经第三章			8	50						160	9	10					0			45		
78	4	楞伽经第四章			8	50						160	9	10			5	4247	1					
78	5	楞伽经第五章			8	50						160	9	10	9	10			0					
78	6	楞伽经第六章			8	50						160	9	10			5	4116	1					
78	7	楞伽经第七章			8	50						160	9	10	8	80			0					
78	8	楞伽经第八章			8	50						160	9	10										
79	1	易筋经第一章	600		8	55						240	9	10					0			50		
79	2	易筋经第二章	601		8	55						240	9	10			5	4253	1					
79	3	易筋经第三章			8	55						240	9	10					0			50		
79	4	易筋经第四章			8	55						240	9	10					0				scripts\skill\生活技能\书籍\精力回复3.lua	
79	5	易筋经第五章	602		8	55						240	9	10					0	355	1			
79	6	易筋经第六章			8	55						240	9	10	9	10			0					
79	7	易筋经第七章			8	55					11200	240	9	10					0					
79	8	易筋经第八章			8	55						240	9	10	9	10			0					
80	1	别山僧			8	55						240	9	10	9	10			0					
80	2	晨诣超师院读禅经			8	55						240	9	10	9	10			0					
80	3	出游			8	55					11200	240	9	10					0					
80	4	春晓			8	55						240	9	10	8	120			0					
80	5	梵体诗			8	55						240	9	10					0	355	1			
80	6	归嵩山作			8	55						240	9	10					0			50		
80	7	寒山顶上月轮孤			8	55						240	9	10					0			50		
80	8	哭僧	603		8	55						240	9	10										
81	1	一宿觉			8	55						240	9	10	8	120			0					
81	2	震旦传法			8	55						240	9	10	9	10			0					
81	3	檐头水滴			8	55						240	9	10					0					
81	4	百鸟献花			8	55						240	9	10										
81	5	不敢说苦			8	55					11200	240	9	10					0					
81	6	不昧因果			8	55						240	9	10	8	120			0					
81	7	寸丝不挂			8	55						240	9	10	8	120			0					
81	8	丹霞烧佛			8	55						240	9	10	9	10			0					
82	1	题大禹寺义公禅房			8	60					12000	320	9	10					0					
82	2	终南别业			8	60						320	9	10	9	10			0					
82	3	辋川集·辛夷坞			8	60						320	9	10	8	160			0					
82	4	题破山寺后禅院			8	60						320	9	10										
82	5	鹿柴			8	60						320	9	10					0	355	1			
82	6	东家一老婆			8	60						320	9	10					0					
82	7	庐山东林寺杂诗	609		8	60						320	9	10					0			55		
82	8	题义公禅房			8	60						320	9	10					0				scripts\skill\生活技能\书籍\体力回复4.lua	
83	1	佛法大意品	610		8	60						320	9	10	9	10			0					
83	2	佛性无差品			8	60						320	9	10					0	355	1			
83	3	狗子佛性品			8	60						320	9	10	8	160			0					
83	4	火烧茅庵品			8	60						320	9	10			5	4254	1					
83	5	懒惰禅师品			8	60						320	9	10	9	10			0					
83	6	了无功德品			8	60						320	9	10					0			55		
83	7	路途不力品			8	60						320	9	10	9	10			0					
83	8	绳断蛋破品			8	60						320	9	10	8	160			0					
84	1	剑侠山河图鉴其一			8	60						320	9	10	9	10			0					
84	2	剑侠山河图鉴其二	1335		8	60						320	9	10			5	4279	1					
84	3	剑侠山河图鉴其三			8	60						320	9	10					0	355	1			
84	4	剑侠山河图鉴其四			8	60					12000	320	9	10					0					
84	5	剑侠山河图鉴其五			8	60						320	9	10	9	10			0					
85	1	剑侠山河图鉴其六			8	65						480	9	10					0	355	1			
85	2	剑侠山河图鉴其七			8	65						480	9	10	9	10			0					
85	3	剑侠山河图鉴其八	799		8	65						480	9	10			5	4283	1					
85	4	剑侠山河图鉴其九			8	65						480	9	10	9	10			0					
85	5	剑侠山河图鉴其十			8	65					12800	480	9	10					0					
86	1	哭婆婆			8	65						480	9	10					0	355	1			
86	2	十四难上篇	1662		8	65						480	9	10					0	355	1			
86	3	十四难下篇			8	65						480	9	10	9	10			0					
86	4	风动心	615		8	65						480	9	10			5	4226	1					
86	5	黑白鼠上篇	616		8	65						480	9	10			5	4234	1					
86	6	黑白鼠下篇			8	65						480	9	10					0					
86	7	水泡不实 			8	65						480	9	10					0			60		
86	8	盲人摸象			8	65						480	9	10					0			60		
87	1	佛说八大人觉经			8	65						480	9	10			5	4231	1					
88	1	少林高僧录其一			8	65					12800	480	9	10					0					
88	2	少林高僧录其二			8	65						480	9	10					0			60		
88	3	少林高僧录其三			8	65						480	9	10					0			60		
88	4	少林高僧录其四			8	65						480	9	10	8	240			0					
88	5	少林高僧录其五			8	65						480	9	10			5	4272	1					
88	6	少林高僧录其六			8	65						480	9	10					0					
88	7	少林高僧录其七			8	65						480	9	10					0					
88	8	少林高僧录其八	617		8	65						480	9	10					0			60		
89	1	禅武之争上	623		8	65						480	9	10			5	4288	1					
89	2	禅武之争下	624		8	65						480	9	10			5	4261	1					
90	1	少林风物论其一	625		8	65						480	9	10			5	4293	1					
90	2	少林风物论其二	626		8	65						480	9	10			5	4230	1					
90	3	少林风物论其三			8	65						480	9	10			5	4280	1					
90	4	少林风物论其四			8	65						480	9	10					0			60		
90	5	秘方：地三鲜			8	65						480	9	10			5	4249	1					
90	6	秘方：豆腐鱼			8	65						480	9	10					0			60		
90	7	秘方：少林小还丹			8	65						480	9	10					0			60		
90	8	秘方：少林大还丹			8	65						480	9	10	9	10			0					
91	1	论语卷三其一			8	30						40	11	10	8	20			0					
91	2	论语卷三其二			8	30					7200	40	11	10					0					
91	3	论语卷三其三			8	30						40	11	10					0				scripts\skill\生活技能\书籍\体力回复2.lua	
91	4	论语卷三其四			8	30						40	11	10					0				scripts\skill\生活技能\书籍\精力回复2.lua	
91	5	论语卷三其五			8	30					7200	40	11	10					0					
91	6	论语卷三其六			8	30						40	11	10										
91	7	论语卷三其七			8	30						40	11	10	8	20			0					
91	8	论语卷三其八			8	30						40	11	10					0					
92	1	论语卷四其一			8	30						40	11	10					0					
92	2	论语卷四其二			8	30						40	11	10	8	20			0					
92	3	论语卷四其三			8	30					7200	40	11	10					0					
92	4	论语卷四其四			8	30						40	11	10					0	355	1			
92	5	论语卷四其五			8	30						40	11	10					0	355	1			
92	6	论语卷四其六			8	30						40	11	10					0					
92	7	论语卷四其七			8	30						40	11	10					0				scripts\skill\生活技能\书籍\体力回复2.lua	
92	8	论语卷四其八			8	30						40	11	10	8	20			0					
93	1	庄子梦蝶			8	30					6400	30	10	10					0					
93	2	螳臂当车			8	30					6400	30	10	10					0					
93	3	楚狂接舆			8	30						30	10	10	10	10			0					
93	4	叔山无趾			8	30						30	10	10	10	10			0					
93	5	越俎代庖 			8	30						30	10	10	8	15			0					
93	6	颜回坐忘			8	30						30	10	10					0				scripts\skill\生活技能\书籍\体力回复2.lua	
93	7	神巫季咸			8	30						30	10	10					0				scripts\skill\生活技能\书籍\体力回复2.lua	
93	8	浑沌开窍 			8	30						30	10	10					0					
94	1	论语卷五其一			8	35						60	11	10										
94	2	论语卷五其二			8	35						60	11	10	8	30			0					
94	3	论语卷五其三			8	35						60	11	10					0					
94	4	论语卷五其四			8	35						60	11	10					0					
94	5	论语卷五其五			8	35						60	11	10					0				scripts\skill\生活技能\书籍\体力回复2.lua	
94	6	论语卷五其六			8	35						60	11	10										
94	7	论语卷五其七			8	35					8000	60	11	10					0					
94	8	论语卷五其八			8	35						60	11	10	8	30			0					
95	1	青龙·角宿第一			8	35						60	10	10										
95	2	青龙·亢宿第二			8	35						60	10	10					0				scripts\skill\生活技能\书籍\体力回复2.lua	
95	3	青龙·氐宿第三	585		8	35						60	10	10			5	4086	1					
95	4	青龙·房宿第四			8	35						60	10	10	8	30			0					
95	5	青龙·心宿第五			8	35						60	10	10	10	10			0					
95	6	青龙·尾宿第六			8	35						60	10	10	10	10			0					
95	7	青龙·箕宿第七			8	35						60	10	10					0			30		
96	1	论语卷六其一			8	35						60	11	10	8	30			0					
96	2	论语卷六其二			8	35						60	11	10	8	30			0					
96	3	论语卷六其三			8	35					8000	60	11	10					0					
96	4	论语卷六其四			8	35						60	11	10										
96	5	论语卷六其五			8	35						60	11	10										
96	6	论语卷六其六			8	35						60	11	10	8	30			0					
96	7	论语卷六其七			8	35						60	11	10	8	30			0					
96	8	论语卷六其八			8	35						60	11	10					0					
97	1	道德经卷三其一			8	40					8800	80	10	10					0					
97	2	道德经卷三其二			8	40						80	10	10					0					
97	3	道德经卷三其三			8	40						80	10	10					0					
97	4	道德经卷三其四			8	40					8800	80	10	10					0					
97	5	道德经卷三其五			8	40						80	10	10	10	10			0					
97	6	道德经卷三其六			8	40						80	10	10			5	4004	1					
97	7	道德经卷三其七			8	40						80	10	10	8	40			0					
97	8	道德经卷三其八	590		8	40						80	10	10					0			35		
98	1	玄武·斗宿第一			8	40						80	10	10					0			35		
98	2	玄武·牛宿第二			8	40						80	10	10					0					
98	3	玄武·女宿第三			8	40					8800	80	10	10					0					
98	4	玄武·虚宿第四			8	40						80	10	10					0	355	1			
98	5	玄武·危宿第五			8	40						80	10	10					0					
98	6	玄武·室宿第六			8	40						80	10	10	10	10			0					
98	7	玄武·壁宿第七	591		8	40						80	10	10			5	4051	1					
99	1	论语卷七其一			8	40						80	11	10	8	40			0					
99	2	论语卷七其二			8	40						80	11	10	8	40			0					
99	3	论语卷七其三			8	40					8800	80	11	10					0					
99	4	论语卷七其四			8	40					8800	80	11	10					0					
99	5	论语卷七其五			8	40						80	11	10										
99	6	论语卷七其六			8	40						80	11	10										
99	7	论语卷七其七			8	40						80	11	10	8	40			0					
99	8	论语卷七其八			8	40						80	11	10	8	40			0					
100	1	让王其一			8	45						120	10	10	10	10			0					
100	2	让王其二			8	45						120	10	10										
100	3	让王其三			8	45						120	10	10	8	60			0					
100	4	让王其四			8	45						120	10	10	8	60			0					
100	5	让王其五			8	45						120	10	10	10	10			0					
100	6	让王其六			8	45					9600	120	10	10					0					
100	7	让王其七			8	45						120	10	10					0			40		
100	8	让王其八			8	45						120	10	10					0			40		
101	1	论语卷八其一			8	45					9600	120	11	10					0					
101	2	论语卷八其二			8	45						120	11	10										
101	3	论语卷八其三			8	45						120	11	10	8	60			0					
101	4	论语卷八其四			8	45						120	11	10	8	60			0					
101	5	论语卷八其五			8	45					9600	120	11	10					0					
101	6	论语卷八其六			8	45						120	11	10					0					
101	7	论语卷八其七			8	45						120	11	10					0					
101	8	论语卷八其八			8	45						120	11	10					0					
102	1	臧谷亡羊			8	50						160	10	10			5	4087	1					
102	2	庄子借粮			8	50						160	10	10					0	355	1			
102	3	蜗角之争上篇			8	50						160	10	10					0					
102	4	蜗角之争下篇			8	50						160	10	10	8	80			0					
102	5	呆若木鸡			8	50						160	10	10					0			45		
102	6	庖丁解牛			8	50						160	10	10	10	10			0					
102	7	螳螂捕蝉上篇			8	50						160	10	10			5	4067	1					
102	8	螳螂捕蝉下篇			8	50						160	10	10	10	10			0					
103	1	论语卷九其一			8	50						160	11	10	8	80			0					
103	2	论语卷九其二			8	50						160	11	10	8	80			0					
103	3	论语卷九其三			8	50						160	11	10					0					
103	4	论语卷九其四			8	50						160	11	10			5	4490	1					
103	5	论语卷九其五			8	50						160	11	10					0			50		
103	6	论语卷九其六			8	50						160	11	10					0	355	1			
103	7	论语卷九其七			8	50						160	11	10					0			50		
103	8	论语卷九其八			8	50						160	11	10										
104	1	白虎·奎宿第一			8	50						160	10	10					0					
104	2	白虎·娄宿第二			8	50						160	10	10	8	80			0					
104	3	白虎·胃宿第三			8	50					10400	160	10	10					0					
104	4	白虎·昴宿第四			8	50						160	10	10			5	4095	1					
104	5	白虎·毕宿第五			8	50						160	10	10										
104	6	白虎·觜宿第六	595		8	50						160	10	10	10	10			0					
104	7	白虎·参宿第七			8	50						160	10	10	10	10			0					
105	1	论语卷十其一			8	55						240	11	10			5	4380	1					
105	2	论语卷十其二			8	55						240	11	10					0					
105	3	论语卷十其三			8	55						240	11	10					0			50		
105	4	论语卷十其四			8	55						240	11	10			5	4120	1					
105	5	论语卷十其五			8	55						240	11	10										
105	6	论语卷十其六			8	55						240	11	10					0	355	1			
105	7	论语卷十其七			8	55						240	11	10										
105	8	论语卷十其八			8	55					11200	240	11	10					0					
106	1	道德经卷四其一			8	55						240	10	10			5	4014	1					
106	2	道德经卷四其二			8	55						240	10	10	8	120			0					
106	3	道德经卷四其三	596		8	55						240	10	10					0				scripts\skill\生活技能\书籍\体力回复3.lua	
106	4	道德经卷四其四			8	55						240	10	10	8	120			0					
106	5	道德经卷四其五			8	55						240	10	10	10	10			0					
106	6	道德经卷四其六			8	55						240	10	10					0					
106	7	道德经卷四其七			8	55						240	10	10	10	10			0					
106	8	道德经卷四其八			8	55						240	10	10					0				scripts\skill\生活技能\书籍\精力回复3.lua	
107	1	太极生两仪上			8	55						240	10	10					0				scripts\skill\生活技能\书籍\体力回复3.lua	
107	2	太极生两仪下			8	55						240	10	10					0			50		
107	3	两仪生四象上			8	55						240	10	10	8	120			0					
107	4	两仪生四象下			8	55						240	10	10					0			50		
107	5	四象生八卦上	597		8	55						240	10	10					0			50		
107	6	四象生八卦下	598		8	55						240	10	10	10	10			0					
108	1	道德经卷五其一			8	60						320	10	10					0				scripts\skill\生活技能\书籍\精力回复4.lua	
108	2	道德经卷五其二			8	60						320	10	10					0					
108	3	道德经卷五其三	611		8	60						320	10	10										
108	4	道德经卷五其四			8	60						320	10	10					0	355	1			
108	5	道德经卷五其五			8	60						320	10	10	10	10			0					
108	6	道德经卷五其六			8	60						320	10	10	8	160			0					
108	7	道德经卷五其七			8	60						320	10	10										
108	8	道德经卷五其八			8	60						320	10	10					0	355	1			
109	1	纯阳秘录第一章			8	60						320	10	10	8	160			0					
109	2	纯阳秘录第二章			8	60						320	10	10					0	355	1			
109	3	纯阳秘录第三章			8	60						320	10	10	8	160			0					
109	4	纯阳秘录第四章	612		8	60					12000	320	10	10					0					
109	5	纯阳秘录第五章			8	60						320	10	10			5	4049	1					
109	6	纯阳秘录第六章			8	60						320	10	10					0			55		
109	7	纯阳秘录第七章			8	60						320	10	10	10	10			0					
109	8	纯阳秘录第八章			8	60						320	10	10	10	10			0					
110	1	玉虚子传			8	60						320	10	10					0					
110	2	灵虚子传			8	60					12000	320	10	10					0					
110	3	清虚子传			8	60					12000	320	10	10					0					
110	4	紫虚子传			8	60					12000	320	10	10					0					
110	5	金虚子传			8	60					12000	320	10	10					0					
111	1	朝三暮四			8	65						480	10	10	10	10			0					
111	2	盗亦有道	621		8	65						480	10	10			5	4103	1					
111	3	黄帝遗珠			8	65						480	10	10					0			60		
111	4	轮扁斫轮			8	65						480	10	10					0			60		
111	5	井底之蛙			8	65						480	10	10			5	4017	1					
111	6	子非鱼	1657		8	65						480	10	10					0	355	1			
111	7	唇亡齿寒上篇			8	65						480	10	10					0			60		
111	8	唇亡齿寒下篇			8	65						480	10	10			5	4003	1					
112	1	冲虚丹术第五诀·灵草丹法			8	15						15	10	10	7	15			0					
112	2	冲虚丹术第六诀·奇花丹法	629		8	25						30	10	10	7	17			0					
112	3	冲虚丹术第七诀·圣水丹法			8	35						60	10	10	7	19			0					
112	4	冲虚丹术第八诀·真果丹法			8	45						120	10	10										
112	5	冲虚丹术第九诀·耀日丹法			8	55						240	10	10										
112	6	冲虚丹术第十诀·皓月丹法			8	65						480	10	10										
112	7	冲虚丹术第十一诀·天星丹法			8	70						480	10	10										
112	8	冲虚丹术第十二诀·流云丹法			8	70						480	10	10										
113	1	八仙传之一	622		8	65						480	10	10					0					
113	2	八仙传之二			8	65						480	10	10					0					
113	3	八仙传之三			8	65						480	10	10	8	240			0					
113	4	八仙传之四			8	65						480	10	10	10	10			0					
113	5	八仙传之五			8	65						480	10	10					0					
113	6	八仙传之六			8	65						480	10	10										
113	7	八仙传之七			8	65						480	10	10			5	4058	1					
113	8	八仙传之八			8	65						480	10	10										
114	1	朱雀·井宿第一			8	65						480	10	10	10	10			0					
114	2	朱雀·鬼宿第二			8	65						480	10	10	10	10			0					
114	3	朱雀·柳宿第三	620		8	65						480	10	10			5	4033	1					
114	4	朱雀·星宿第四			8	65						480	10	10			5	4008	1					
114	5	朱雀·张宿第五			8	65						480	10	10			5	4085	1					
114	6	朱雀·翼宿第六			8	65						480	10	10					0	355	1			
114	7	朱雀·轸宿第七			8	65						480	10	10			5	4098	1					
115	1	冲虚丹术第一诀·青龙丹法			8	30						40	10	10	7	18			0					
115	2	冲虚丹术第二诀·白虎丹法			8	45						120	10	10	7	21			0					
115	3	冲虚丹术第三诀·朱雀丹法			8	55						240	10	10										
115	4	冲虚丹术第四诀·玄武丹法			8	70						480	10	10										
116	1	达摩洗髓经上篇·无我			8	30						40	9	10					0	355	1			
116	2	达摩洗髓经下篇·无相			8	30						40	9	10			5	4263	1					
117	1	清净妙论上篇·舍身			8	30						40	10	10					0	355	1			
117	2	清净妙论下篇·坐忘			8	30						40	10	10			5	4094	1					
118	1	上之回			8	35						60	11	10					0					
118	2	塞上曲			8	35						60	11	10					0					
118	3	空城雀			8	35						60	11	10			5	4351	1					
118	4	发白马			8	35						60	11	10					0	355	1			
118	5	枯鱼过河泣			8	35						60	11	10					0	355	1			
118	6	君马黄			8	35						60	11	10	8	30			0					
118	7	对酒行			8	35						60	11	10	8	30			0					
118	8	紫骝马	583		8	35						60	11	10			5	4333	1					
119	1	采莲曲			8	35						60	11	10	8	30			0					
119	2	杨叛儿			8	35						60	11	10	8	30			0					
119	3	入朝曲			8	35						60	11	10			5	4146	1					
119	4	野田黄雀行			8	35						60	11	10			5	4152	1					
119	5	乌夜啼			8	35						60	11	10										
119	6	乌栖曲			8	35					8000	60	11	10					0					
119	7	临江王节士歌	584		8	35						60	11	10					0	355	1			
119	8	丁督护歌			8	35						60	11	10					0	355	1			
120	1	蜀道难			8	55						240	11	10	8	120			0					
120	2	梁甫吟			8	55						240	11	10	8	120			0					
120	3	战城南	599		8	55						240	11	10										
120	4	将进酒			8	55						240	11	10	4	23			0					
120	5	行行游且猎篇			8	55						240	11	10	5	23			0					
120	6	飞龙引二首			8	55					11200	240	11	10					0					
120	7	天马歌			8	55						240	11	10										
120	8	长相思			8	55						240	11	10	8	120			0					
121	1	伏魔袈裟			8	65						480	9	10					0	355	1			
121	2	沙罗杖			8	65						480	9	10										
122	1	神仙自在说			8	65						480	10	10			5	4034	1					
122	2	凌云心法			8	65						480	10	10			5	4079	1					
123	1	商道第一章			8	70						480	11	10										
123	2	商道第二章			8	70						480	11	10										
123	3	商道第三章			8	70						480	11	10					0			60		
124	1	般若要诀第一章			8	70						480	9	10					0			60		
124	2	般若要诀第二章			8	70						480	9	10					0			60		
124	3	般若要诀第三章			8	70						480	9	10			5	4294	1					
125	1	真元秘要之一			8	70						480	10	10					0			60		
125	2	真元秘要之二			8	70						480	10	10					0			60		
125	3	真元秘要之三			8	70						480	10	10					0			60		
126	1	寒冰诀疏义第一章·风寒			8	70						480	11	10					0			65		
126	2	寒冰诀疏义第二章·雪舞			8	70						480	11	10					0			65		
126	3	寒冰诀疏义第三章·冰凝			8	70						480	11	10					0			65		
126	4	寒冰诀疏义第四章·意冷			8	70						480	11	10					0			65		
127	1	奥义诀第一章·元气			8	70						480	11	10					0			65		
127	2	奥义诀第二章·心神			8	70						480	11	10					0			65		
127	3	奥义诀第三章·刀意			8	70						480	11	10					0			65		
127	4	奥义诀第四章·天地同归			8	70						480	11	10					0			65		
128	1	白衣雪魔王遗风·上			8	70						480	11	10					0			60		
128	2	白衣雪魔王遗风·中			8	70						480	11	10					0			60		
128	3	白衣雪魔王遗风·下			8	70						480	11	10										
128	4	夺命阎王肖药儿·上			8	70						480	11	10										
128	5	夺命阎王肖药儿·下			8	70						480	11	10					0			70		
129	1	天枢·上			8	70						480	11	10					0			60		
129	2	天枢·中			8	70						480	11	10					0			60		
129	3	天枢·下			8	70						480	11	10										
129	4	天玑·上			8	70						480	11	10										
129	5	天玑·下			8	70						480	11	10					0			70		
130	1	江湖录第一章·少林			8	70						480	11	10					0			70		
130	2	江湖录第二章·纯阳			8	70						480	11	10			5	4068	1					
130	3	江湖录第三章·长歌			8	70						480	11	10					0			70		
131	1	江湖录第四章·天策			8	70						480	11	10					0			70		
131	2	江湖录第五章·七秀			8	70						480	11	10			5	4129	1					
131	3	江湖录第六章·万花			8	70						480	11	10					0			70		
132	1	江湖录第七章·昆仑			8	70						480	11	10					0			70		
132	2	江湖录第八章·唐门			8	70						480	11	10					0			70		
132	3	江湖录第九章·丐帮			8	70						480	11	10					0			70		
133	1	大力金刚掌第一式			8	70						480	9	10			5	4295	1					
133	2	大力金刚掌第二式			8	70						480	9	10										
133	3	大力金刚掌第三式			8	70						480	9	10					0			70		
133	4	大力金刚掌第四式			8	70						480	9	10			5	4244	1					
133	5	大力金刚掌第五式			8	70						480	9	10					0			75		
134	1	纯阳诀其一			8	70						480	10	10					0			65		
134	2	纯阳诀其二			8	70						480	10	10			5	4045	1					
134	3	纯阳诀其三			8	70						480	10	10					0			70		
134	4	纯阳诀其四			8	70						480	10	10										
134	5	纯阳诀其五			8	70						480	10	10			5	4069	1					
135	1	七秀剑舞诀第一章			8	70						480	11	10			5	4123	1					
135	2	七秀剑舞诀第二章			8	70						480	11	10			5	4172	1					
135	3	七秀剑舞诀第三章			8	70						480	11	10					0			70		
135	4	七秀剑舞诀第四章			8	70						480	11	10			5	4179	1					
135	5	七秀剑舞诀第五章			8	70						480	11	10					0			75	scripts\skill\生活技能\书籍\阅读教学.lua	
136	1	太宗兵法第一章			8	70						480	11	10			5	4390	1					
136	2	太宗兵法第二章			8	70						480	11	10			5	4332	1					
136	3	太宗兵法第三章			8	70						480	11	10					0			70		
136	4	太宗兵法第四章			8	70						480	11	10			5	4357	1					
136	5	太宗兵法第五章			8	70						480	11	10					0			75		
137	1	万花岐黄术第一章			8	70						480	11	10					0			65		
137	2	万花岐黄术第二章			8	70						480	11	10			5	4419	1					
137	3	万花岐黄术第三章			8	70						480	11	10			5	4421	1					
137	4	万花岐黄术第四章			8	70						480	11	10			5	4437	1					
137	5	万花岐黄术第五章			8	70						480	11	10					0			75		
138	1	江湖名门录之一			8	10						10	11	10	8	5			0					
138	2	江湖名门录之二			8	10						10	11	10										
138	3	江湖名门录之三			8	10						10	11	10					0	355	1			
138	4	江湖名门录之四			8	15						15	11	10	8	8			0					
138	5	江湖名门录之五	795		8	15					4800	15	11	10					0					
139	1	神匠技艺之一			8	20						20	11	10	8	10			0					
139	2	神匠技艺之二			8	20					5600	20	11	10					0					
139	3	神匠技艺之三	796		8	20						20	11	10					0	355	1			
139	4	神匠技艺之四			8	20					5600	20	11	10					0					
139	5	神匠技艺之五			8	20						20	11	10										
139	6	神匠技艺之六			8	20						20	11	10										
139	7	神匠技艺之七			8	20						20	11	10										
139	8	神匠技艺之八			8	20						20	11	10	8	10			0					
140	1	武林杂记之一			8	20						20	11	10	8	10			0					
140	2	武林杂记之二			8	20						20	11	10	8	10			0					
140	3	武林杂记之三			8	20					5600	20	11	10					0					
140	4	武林杂记之四			8	20						20	11	10										
140	5	武林杂记之五			8	20						20	11	10										
140	6	武林杂记之六	797		8	20						20	11	10					0	355	1			
140	7	武林杂记之七			8	20					5600	20	11	10					0					
140	8	武林杂记之八			8	20						20	11	10										
141	1	牛郎织女			8	65						480	11	10					0					
141	2	孟姜女哭长城			8	65						480	11	10					0					
141	3	白蛇传			8	65						480	11	10	8	240			0					
141	4	梁山伯与祝英台			8	65						480	11	10					0			60		
141	5	天仙配			8	65					12800	480	11	10					0					
141	6	柳毅传			8	65						480	11	10					0					
141	7	女神巨蟒永世相随			8	65						480	11	10					0	355	1			
141	8	田螺姑娘			8	65						480	11	10					0				scripts/skill/生活技能/书籍/阅读教学.lua	
142	1	孔雀东南飞			8	65						480	11	10					0					
142	2	陌上桑			8	65						480	11	10					0				scripts\skill\生活技能\书籍\体力回复4.lua	
142	3	郭华郎与王月英			8	65						480	11	10					0					
142	4	螺女逃婚			8	65						480	11	10					0			60		
142	5	霸王别姬			8	65						480	11	10					0	355	1			
142	6	洛神宓妃			8	65						480	11	10					0					
142	7	洛神赋			8	65						480	11	10					0				scripts\skill\生活技能\书籍\体力回复4.lua	
142	8	乘龙快婿			8	65						480	11	10					0					
143	1	文君夜奔相如			8	65						480	11	10					0					
143	2	破镜重圆			8	65						480	11	10	8	240			0					
143	3	樊梨花与薛丁山			8	65						480	11	10					0				scripts\skill\生活技能\书籍\体力回复4.lua	
143	4	干将莫邪			8	65						480	11	10					0			60		
143	5	娥皇女英	4293		8	65						480	11	10	8	240			0					
143	6	金屋藏娇			8	65						480	11	10					0					
143	7	铜雀春深锁二乔			8	65						480	11	10					0				scripts\skill\生活技能\书籍\体力回复4.lua	
143	8	诸葛亮与黄月英 			8	65						480	11	10					0					
144	1	鹿王本生·上			8	65						480	11	10					0	355	1			
144	2	鹿王本生·中	1647		8	65						480	11	10					0			60		
144	3	鹿王本生·下	1644		8	65						480	11	10					0				scripts\skill\生活技能\书籍\精力回复4.lua	
145	1	嫦娥奔月			8	10							11						0				scripts/achievement/NewAchievementForClient.lua	
145	2	吴刚伐桂			8	10							11						0				scripts/achievement/NewAchievementForClient.lua	
